FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
BP117949,Building Permits,Single / Two Family Dwelling,2008 Frostbirch Way -- Scanned,COMPLETED,49.1018936,-123.9340034,https://www.nanaimo.ca/whatsbuilding/folder/BP117949,TYPE: Single / Two Family Dwelling   SUBJECT: 2008 Frostbirch Way -- Scanned   STATUS: COMPLETED
BP117959,Building Permits,Single / Two Family Dwelling,2013 Frostbirch -- Scanned,COMPLETED,49.1012950,-123.9341825,https://www.nanaimo.ca/whatsbuilding/folder/BP117959,TYPE: Single / Two Family Dwelling   SUBJECT: 2013 Frostbirch -- Scanned   STATUS: COMPLETED
BP117964,Building Permits,Sign Permit,400 6581 Aulds -- Scanned,CANCELLED,49.2335170,-124.0499826,https://www.nanaimo.ca/whatsbuilding/folder/BP117964,TYPE: Sign Permit   SUBJECT: 400 6581 Aulds -- Scanned   STATUS: CANCELLED
BP117968,Building Permits,Commercial / Multi-Res Alteration,223 Commercial Street (Facade),COMPLETED,49.1669131,-123.9375177,https://www.nanaimo.ca/whatsbuilding/folder/BP117968,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 223 Commercial Street (Facade)   STATUS: COMPLETED
BP118265,Building Permits,Sign Permit,1861 Dufferin "The Buzz Coffee House" -- Scanned,COMPLETED,49.1827936,-123.9843244,https://www.nanaimo.ca/whatsbuilding/folder/BP118265,TYPE: Sign Permit   SUBJECT: 1861 Dufferin "The Buzz Coffee House" -- Scanned   STATUS: COMPLETED
BP117974,Building Permits,Single / Two Family Alteration,167 Acacia -- Scanned,COMPLETED,49.1683827,-123.9600024,https://www.nanaimo.ca/whatsbuilding/folder/BP117974,TYPE: Single / Two Family Alteration   SUBJECT: 167 Acacia -- Scanned   STATUS: COMPLETED
BP117989,Building Permits,Single / Two Family Alteration,6486 Peregrine -- Scanned,COMPLETED,49.2456967,-124.0473616,https://www.nanaimo.ca/whatsbuilding/folder/BP117989,TYPE: Single / Two Family Alteration   SUBJECT: 6486 Peregrine -- Scanned   STATUS: COMPLETED
BP117995,Building Permits,Single / Two Family Dwelling,3255 Granite Park -- Scanned,COMPLETED,49.2127199,-123.9871086,https://www.nanaimo.ca/whatsbuilding/folder/BP117995,TYPE: Single / Two Family Dwelling   SUBJECT: 3255 Granite Park -- Scanned   STATUS: COMPLETED
BP117966,Building Permits,Single / Two Family Alteration,5049 Bullrush Place -- Scanned,COMPLETED,49.2215741,-124.0181378,https://www.nanaimo.ca/whatsbuilding/folder/BP117966,TYPE: Single / Two Family Alteration   SUBJECT: 5049 Bullrush Place -- Scanned   STATUS: COMPLETED
BP118261,Building Permits,Sign Permit,6135 Metral Corner -- Scanned,COMPLETED,49.2269778,-124.0441862,https://www.nanaimo.ca/whatsbuilding/folder/BP118261,TYPE: Sign Permit   SUBJECT: 6135 Metral Corner -- Scanned   STATUS: COMPLETED
BP116979,Building Permits,Single / Two Family Alteration,294 Harewood Road,COMPLETED,49.1570185,-123.9548091,https://www.nanaimo.ca/whatsbuilding/folder/BP116979,TYPE: Single / Two Family Alteration   SUBJECT: 294 Harewood Road   STATUS: COMPLETED
BP117505,Building Permits,Leasehold Improvements,Unit A  4186 Departure Bay Road -- Scanned,COMPLETED,49.2077609,-124.0012172,https://www.nanaimo.ca/whatsbuilding/folder/BP117505,TYPE: Leasehold Improvements   SUBJECT: Unit A  4186 Departure Bay Road -- Scanned   STATUS: COMPLETED
BP117025,Building Permits,Single / Two Family Alteration,766 Nicol Street -- Scanned,COMPLETED,49.1477587,-123.9339044,https://www.nanaimo.ca/whatsbuilding/folder/BP117025,TYPE: Single / Two Family Alteration   SUBJECT: 766 Nicol Street -- Scanned   STATUS: COMPLETED
BP117829,Building Permits,Service Permit,6696 Jenkins Road -- Scanned,COMPLETED,49.2288530,-124.0635915,https://www.nanaimo.ca/whatsbuilding/folder/BP117829,TYPE: Service Permit   SUBJECT: 6696 Jenkins Road -- Scanned   STATUS: COMPLETED
BP117852,Building Permits,Service Permit,112 Lake View Crescent,COMPLETED,49.2286699,-124.0550963,https://www.nanaimo.ca/whatsbuilding/folder/BP117852,TYPE: Service Permit   SUBJECT: 112 Lake View Crescent   STATUS: COMPLETED
BP117838,Building Permits,Service Permit,82 Lake Heights Place -- Scanned,COMPLETED,49.2295106,-124.0572235,https://www.nanaimo.ca/whatsbuilding/folder/BP117838,TYPE: Service Permit   SUBJECT: 82 Lake Heights Place -- Scanned   STATUS: COMPLETED
BP117695,Building Permits,Single / Two Family Dwelling,1534 Chalfont Road -- Scanned,COMPLETED,49.1203418,-123.9235396,https://www.nanaimo.ca/whatsbuilding/folder/BP117695,TYPE: Single / Two Family Dwelling   SUBJECT: 1534 Chalfont Road -- Scanned   STATUS: COMPLETED
BP117786,Building Permits,Demolition Permit,703 Townsite -- Scanned,COMPLETED,49.1769454,-123.9571877,https://www.nanaimo.ca/whatsbuilding/folder/BP117786,TYPE: Demolition Permit   SUBJECT: 703 Townsite -- Scanned   STATUS: COMPLETED
BP117843,Building Permits,Service Permit,6668 Jenkins Road,COMPLETED,49.2287016,-124.0568200,https://www.nanaimo.ca/whatsbuilding/folder/BP117843,TYPE: Service Permit   SUBJECT: 6668 Jenkins Road   STATUS: COMPLETED
BP117120,Building Permits,Commercial / Multi / Industrial,2525 Bowen Road -- Scanned,COMPLETED,49.2010545,-124.0010380,https://www.nanaimo.ca/whatsbuilding/folder/BP117120,TYPE: Commercial / Multi / Industrial   SUBJECT: 2525 Bowen Road -- Scanned   STATUS: COMPLETED
BP117357,Building Permits,Commercial / Multi-Res Alteration,546 Prideaux -- Scanned,COMPLETED,49.1605210,-123.9381900,https://www.nanaimo.ca/whatsbuilding/folder/BP117357,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 546 Prideaux -- Scanned   STATUS: COMPLETED
BP117305,Building Permits,Single / Two Family Alteration,200 Westwood -- Scanned,COMPLETED,49.1713556,-123.9862853,https://www.nanaimo.ca/whatsbuilding/folder/BP117305,TYPE: Single / Two Family Alteration   SUBJECT: 200 Westwood -- Scanned   STATUS: COMPLETED
BP118074,Building Permits,Single / Two Family Dwelling,5710 Linley Valley Drive,COMPLETED,49.2266717,-124.0134869,https://www.nanaimo.ca/whatsbuilding/folder/BP118074,TYPE: Single / Two Family Dwelling   SUBJECT: 5710 Linley Valley Drive   STATUS: COMPLETED
BP117832,Building Permits,Service Permit,51 Lake Heights Place -- Scanned,COMPLETED,49.2286970,-124.0594212,https://www.nanaimo.ca/whatsbuilding/folder/BP117832,TYPE: Service Permit   SUBJECT: 51 Lake Heights Place -- Scanned   STATUS: COMPLETED
BP117619,Building Permits,Access Permit,282 Westwood Road,COMPLETED,49.1669160,-123.9923369,https://www.nanaimo.ca/whatsbuilding/folder/BP117619,TYPE: Access Permit   SUBJECT: 282 Westwood Road   STATUS: COMPLETED
BP117237,Building Permits,Single / Two Family Alteration,455 Machleary Street,RETIRED,49.1598616,-123.9452739,https://www.nanaimo.ca/whatsbuilding/folder/BP117237,TYPE: Single / Two Family Alteration   SUBJECT: 455 Machleary Street   STATUS: RETIRED
BP117238,Building Permits,Single / Two Family Alteration,2120 Duggan,COMPLETED,49.1888426,-123.9752799,https://www.nanaimo.ca/whatsbuilding/folder/BP117238,TYPE: Single / Two Family Alteration   SUBJECT: 2120 Duggan   STATUS: COMPLETED
BP117250,Building Permits,Sign Permit,40 Esplande Street -- Scanned,COMPLETED,49.1626872,-123.9327754,https://www.nanaimo.ca/whatsbuilding/folder/BP117250,TYPE: Sign Permit   SUBJECT: 40 Esplande Street -- Scanned   STATUS: COMPLETED
BP117953,Building Permits,Single / Two Family Dwelling,2075 Stonecrop -- Scanned,COMPLETED,49.101822,-123.9338217,https://www.nanaimo.ca/whatsbuilding/folder/BP117953,TYPE: Single / Two Family Dwelling   SUBJECT: 2075 Stonecrop -- Scanned   STATUS: COMPLETED
BP117956,Building Permits,Single / Two Family Alteration,15 577 Sixth Street -- Scanned,COMPLETED,49.1508001,-123.9539525,https://www.nanaimo.ca/whatsbuilding/folder/BP117956,TYPE: Single / Two Family Alteration   SUBJECT: 15 577 Sixth Street -- Scanned   STATUS: COMPLETED
BP118075,Building Permits,Commercial / Multi-Res Alteration,190 Nicol - SCANNED,COMPLETED,49.1583374,-123.9344633,https://www.nanaimo.ca/whatsbuilding/folder/BP118075,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 190 Nicol - SCANNED   STATUS: COMPLETED
BP117610,Building Permits,Commercial / Multi / Industrial,648 Terminal Avenue (650 Terminal Avenue Primary address),HOLDBACK,49.1645432,-123.9330789,https://www.nanaimo.ca/whatsbuilding/folder/BP117610,TYPE: Commercial / Multi / Industrial   SUBJECT: 648 Terminal Avenue (650 Terminal Avenue Primary address)   STATUS: HOLDBACK
BP117914,Building Permits,Commercial / Multi / Industrial,6470 Metral Drive,COMPLETED,49.2331098,-124.0441600,https://www.nanaimo.ca/whatsbuilding/folder/BP117914,TYPE: Commercial / Multi / Industrial   SUBJECT: 6470 Metral Drive   STATUS: COMPLETED
BP117498,Building Permits,Single / Two Family Dwelling,1001 Douglas Avenue -- Scanned,COMPLETED,49.1397177,-123.9385124,https://www.nanaimo.ca/whatsbuilding/folder/BP117498,TYPE: Single / Two Family Dwelling   SUBJECT: 1001 Douglas Avenue -- Scanned   STATUS: COMPLETED
BP117891,Building Permits,Service Permit,87 Lake Place,COMPLETED,49.2297021,-124.0526849,https://www.nanaimo.ca/whatsbuilding/folder/BP117891,TYPE: Service Permit   SUBJECT: 87 Lake Place   STATUS: COMPLETED
BP117892,Building Permits,Service Permit,81/83 Lake Place,COMPLETED,49.2298389,-124.0532463,https://www.nanaimo.ca/whatsbuilding/folder/BP117892,TYPE: Service Permit   SUBJECT: 81/83 Lake Place   STATUS: COMPLETED
BP117893,Building Permits,Service Permit,75 Lake Place,COMPLETED,49.2299747,-124.0541378,https://www.nanaimo.ca/whatsbuilding/folder/BP117893,TYPE: Service Permit   SUBJECT: 75 Lake Place   STATUS: COMPLETED
BP117169,Building Permits,Commercial / Multi-Res Alteration,117 Nicol Street & 115 Nicol -- Scanned,COMPLETED,49.1596261,-123.9337631,https://www.nanaimo.ca/whatsbuilding/folder/BP117169,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 117 Nicol Street & 115 Nicol -- Scanned   STATUS: COMPLETED
BP117477,Building Permits,Commercial / Multi-Res Alteration,4131 Mostar Unit #10 -- Scanned,COMPLETED,49.2096400,-124.0358447,https://www.nanaimo.ca/whatsbuilding/folder/BP117477,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 4131 Mostar Unit #10 -- Scanned   STATUS: COMPLETED
BP117944,Building Permits,Single / Two Family Dwelling,2005 Frostbirch -- Scanned,COMPLETED,49.1012799,-123.9337718,https://www.nanaimo.ca/whatsbuilding/folder/BP117944,TYPE: Single / Two Family Dwelling   SUBJECT: 2005 Frostbirch -- Scanned   STATUS: COMPLETED
BP117975,Building Permits,Single / Two Family Dwelling,5753 Linley Valley - SCANNED,COMPLETED,49.2264546,-124.0155471,https://www.nanaimo.ca/whatsbuilding/folder/BP117975,TYPE: Single / Two Family Dwelling   SUBJECT: 5753 Linley Valley - SCANNED   STATUS: COMPLETED
BP118076,Building Permits,Single / Two Family Alteration,5540 Bayshore Drive -- Scanned,COMPLETED,49.2383632,-124.0088976,https://www.nanaimo.ca/whatsbuilding/folder/BP118076,TYPE: Single / Two Family Alteration   SUBJECT: 5540 Bayshore Drive -- Scanned   STATUS: COMPLETED
BP117511,Building Permits,Single / Two Family Alteration,656 Georgia Street - SCANNED,COMPLETED,49.1530668,-123.9520918,https://www.nanaimo.ca/whatsbuilding/folder/BP117511,TYPE: Single / Two Family Alteration   SUBJECT: 656 Georgia Street - SCANNED   STATUS: COMPLETED
BP117313,Building Permits,Single / Two Family Dwelling,544 Sarum Rise Way -- Scanned,COMPLETED,49.1716040,-123.9644687,https://www.nanaimo.ca/whatsbuilding/folder/BP117313,TYPE: Single / Two Family Dwelling   SUBJECT: 544 Sarum Rise Way -- Scanned   STATUS: COMPLETED
BP117306,Building Permits,Commercial / Multi / Industrial,3701 Country Club Drive (2460 Glen Eagle) -- Scanned,COMPLETED,49.2047991,-123.9998259,https://www.nanaimo.ca/whatsbuilding/folder/BP117306,TYPE: Commercial / Multi / Industrial   SUBJECT: 3701 Country Club Drive (2460 Glen Eagle) -- Scanned   STATUS: COMPLETED
BP117395,Building Permits,Single / Two Family Alteration,2714 Camcrest,COMPLETED,49.2003614,-124.0234966,https://www.nanaimo.ca/whatsbuilding/folder/BP117395,TYPE: Single / Two Family Alteration   SUBJECT: 2714 Camcrest   STATUS: COMPLETED
BP117308,Building Permits,Commercial / Multi-Res Alteration,3373 Edgewood -- Scanned,COMPLETED,49.2124247,-123.9814299,https://www.nanaimo.ca/whatsbuilding/folder/BP117308,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 3373 Edgewood -- Scanned   STATUS: COMPLETED
BP117326,Building Permits,Single / Two Family Alteration,3226 Adby Road,COMPLETED,49.2117989,-123.9956233,https://www.nanaimo.ca/whatsbuilding/folder/BP117326,TYPE: Single / Two Family Alteration   SUBJECT: 3226 Adby Road   STATUS: COMPLETED
BP117488,Building Permits,Demolition Permit,370 Westwood Road,COMPLETED,49.1649360,-123.9942221,https://www.nanaimo.ca/whatsbuilding/folder/BP117488,TYPE: Demolition Permit   SUBJECT: 370 Westwood Road   STATUS: COMPLETED
BP117537,Building Permits,Commercial / Multi-Res Alteration,4980 Wills Road,CANCELLED,49.2144478,-124.0260256,https://www.nanaimo.ca/whatsbuilding/folder/BP117537,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 4980 Wills Road   STATUS: CANCELLED
BP117272,Building Permits,Sign Permit,6421 Applecross -- Scanned,COMPLETED,49.2354602,-124.0435933,https://www.nanaimo.ca/whatsbuilding/folder/BP117272,TYPE: Sign Permit   SUBJECT: 6421 Applecross -- Scanned   STATUS: COMPLETED
BP117919,Building Permits,Access Permit,461 Albert -- Scanned,COMPLETED,49.1616404,-123.9383382,https://www.nanaimo.ca/whatsbuilding/folder/BP117919,TYPE: Access Permit   SUBJECT: 461 Albert -- Scanned   STATUS: COMPLETED
BP117937,Building Permits,Garage / Carport Permit,3691 COTTLEVIEW DRIVE -- Scanned,COMPLETED,49.2180393,-124.0072147,https://www.nanaimo.ca/whatsbuilding/folder/BP117937,TYPE: Garage / Carport Permit   SUBJECT: 3691 COTTLEVIEW DRIVE -- Scanned   STATUS: COMPLETED
BP118073,Building Permits,Single / Two Family Dwelling,3474 Santa Fe - SCANNED,COMPLETED,49.2016646,-124.0387244,https://www.nanaimo.ca/whatsbuilding/folder/BP118073,TYPE: Single / Two Family Dwelling   SUBJECT: 3474 Santa Fe - SCANNED   STATUS: COMPLETED
BP117928,Building Permits,Single / Two Family Alteration,614 Stirling Avenue -- Scanned,COMPLETED,49.1545794,-123.9462816,https://www.nanaimo.ca/whatsbuilding/folder/BP117928,TYPE: Single / Two Family Alteration   SUBJECT: 614 Stirling Avenue -- Scanned   STATUS: COMPLETED
BP117976,Building Permits,Accessory Building,58 Mill Street,COMPLETED,49.1720316,-123.9435138,https://www.nanaimo.ca/whatsbuilding/folder/BP117976,TYPE: Accessory Building   SUBJECT: 58 Mill Street   STATUS: COMPLETED
BP117927,Building Permits,Single / Two Family Alteration,1972 Szasz Drive - SCANNED,COMPLETED,49.1049762,-123.9254707,https://www.nanaimo.ca/whatsbuilding/folder/BP117927,TYPE: Single / Two Family Alteration   SUBJECT: 1972 Szasz Drive - SCANNED   STATUS: COMPLETED
BP117931,Building Permits,Single / Two Family Alteration,6667 Jenkins -- Scanned,COMPLETED,49.2281492,-124.0567120,https://www.nanaimo.ca/whatsbuilding/folder/BP117931,TYPE: Single / Two Family Alteration   SUBJECT: 6667 Jenkins -- Scanned   STATUS: COMPLETED
BP117934,Building Permits,Commercial / Multi / Industrial,303 - 4575 Uplands Drive -- Scanned,COMPLETED,49.2175560,-124.0291289,https://www.nanaimo.ca/whatsbuilding/folder/BP117934,TYPE: Commercial / Multi / Industrial   SUBJECT: 303 - 4575 Uplands Drive -- Scanned   STATUS: COMPLETED
BP117935,Building Permits,Sign Permit,Unit 10 & 11 - 6631 Island Hwy N,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/BP117935,TYPE: Sign Permit   SUBJECT: Unit 10 & 11 - 6631 Island Hwy N   STATUS: COMPLETED
BP118249,Building Permits,Service Permit,24 Machleary Street - Water Disconnect,COMPLETED,49.1694357,-123.9495469,https://www.nanaimo.ca/whatsbuilding/folder/BP118249,TYPE: Service Permit   SUBJECT: 24 Machleary Street - Water Disconnect   STATUS: COMPLETED
BP118070,Building Permits,Single / Two Family Dwelling,3228 Granite Park -- Scanned,COMPLETED,49.2117495,-123.9863469,https://www.nanaimo.ca/whatsbuilding/folder/BP118070,TYPE: Single / Two Family Dwelling   SUBJECT: 3228 Granite Park -- Scanned   STATUS: COMPLETED
BP118071,Building Permits,Single / Two Family Dwelling,3236 Granite Park -- Scanned,COMPLETED,49.2120401,-123.9866009,https://www.nanaimo.ca/whatsbuilding/folder/BP118071,TYPE: Single / Two Family Dwelling   SUBJECT: 3236 Granite Park -- Scanned   STATUS: COMPLETED
BP118033,Building Permits,Service Permit,250 View,COMPLETED,49.1497268,-123.9388066,https://www.nanaimo.ca/whatsbuilding/folder/BP118033,TYPE: Service Permit   SUBJECT: 250 View   STATUS: COMPLETED
BP118064,Building Permits,Sign Permit,75 Commercial,CANCELLED,49.1653094,-123.9373023,https://www.nanaimo.ca/whatsbuilding/folder/BP118064,TYPE: Sign Permit   SUBJECT: 75 Commercial   STATUS: CANCELLED
BP117247,Building Permits,Sign Permit,495 Dunsmuir Street -- Scanned,COMPLETED,49.1630802,-123.9379890,https://www.nanaimo.ca/whatsbuilding/folder/BP117247,TYPE: Sign Permit   SUBJECT: 495 Dunsmuir Street -- Scanned   STATUS: COMPLETED
BP117253,Building Permits,Sign Permit,2375 Hayes Road,COMPLETED,49.2033173,-124.0050486,https://www.nanaimo.ca/whatsbuilding/folder/BP117253,TYPE: Sign Permit   SUBJECT: 2375 Hayes Road   STATUS: COMPLETED
BP117265,Building Permits,Single / Two Family Dwelling,548 Sarum Rise -- Scanned,COMPLETED,49.1714548,-123.9646335,https://www.nanaimo.ca/whatsbuilding/folder/BP117265,TYPE: Single / Two Family Dwelling   SUBJECT: 548 Sarum Rise -- Scanned   STATUS: COMPLETED
BP117465,Building Permits,Service Permit,5856  Broadway,COMPLETED,49.2375346,-124.0180182,https://www.nanaimo.ca/whatsbuilding/folder/BP117465,TYPE: Service Permit   SUBJECT: 5856  Broadway   STATUS: COMPLETED
BP117245,Building Permits,Demolition Permit,2249 Neil Drive -- Scanned,COMPLETED,49.1689537,-123.9978618,https://www.nanaimo.ca/whatsbuilding/folder/BP117245,TYPE: Demolition Permit   SUBJECT: 2249 Neil Drive -- Scanned   STATUS: COMPLETED
BP117254,Building Permits,Commercial / Multi-Res Alteration,46 Nicol Street -- Scanned,COMPLETED,49.1613713,-123.9345497,https://www.nanaimo.ca/whatsbuilding/folder/BP117254,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 46 Nicol Street -- Scanned   STATUS: COMPLETED
BP117296,Building Permits,Accessory Building,5679 Muggies Way,COMPLETED,49.2379170,-124.0123487,https://www.nanaimo.ca/whatsbuilding/folder/BP117296,TYPE: Accessory Building   SUBJECT: 5679 Muggies Way   STATUS: COMPLETED
BP117283,Building Permits,Sign Permit,Illuminated Fascia Sign,COMPLETED,49.2082155,-124.0359445,https://www.nanaimo.ca/whatsbuilding/folder/BP117283,TYPE: Sign Permit   SUBJECT: Illuminated Fascia Sign   STATUS: COMPLETED
BP117268,Building Permits,Single / Two Family Alteration,2675 Labieux -- Scanned,COMPLETED,49.2015272,-124.0184168,https://www.nanaimo.ca/whatsbuilding/folder/BP117268,TYPE: Single / Two Family Alteration   SUBJECT: 2675 Labieux -- Scanned   STATUS: COMPLETED
BP117307,Building Permits,Service Permit,5850 Broadway,COMPLETED,49.2374231,-124.0177175,https://www.nanaimo.ca/whatsbuilding/folder/BP117307,TYPE: Service Permit   SUBJECT: 5850 Broadway   STATUS: COMPLETED
BP117270,Building Permits,Commercial / Multi-Res Alteration,40 3200 Island Hwy -- Scanned,COMPLETED,49.2063104,-124.0055781,https://www.nanaimo.ca/whatsbuilding/folder/BP117270,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 40 3200 Island Hwy -- Scanned   STATUS: COMPLETED
BP117274,Building Permits,Single / Two Family Alteration,1925 Oxford,COMPLETED,49.2042180,-123.9799474,https://www.nanaimo.ca/whatsbuilding/folder/BP117274,TYPE: Single / Two Family Alteration   SUBJECT: 1925 Oxford   STATUS: COMPLETED
BP117401,Building Permits,Single / Two Family Alteration,5485 Mildmay -- Scanned,COMPLETED,49.2173401,-124.0472415,https://www.nanaimo.ca/whatsbuilding/folder/BP117401,TYPE: Single / Two Family Alteration   SUBJECT: 5485 Mildmay -- Scanned   STATUS: COMPLETED
BP117775,Building Permits,Single / Two Family Dwelling,4079 Salal Drive - SCANNED,CANCELLED,49.2156906,-124.0203198,https://www.nanaimo.ca/whatsbuilding/folder/BP117775,TYPE: Single / Two Family Dwelling   SUBJECT: 4079 Salal Drive - SCANNED   STATUS: CANCELLED
BP117696,Building Permits,Single / Two Family Dwelling,114 Grace Place -- Scanned,COMPLETED,49.2160610,-124.0412370,https://www.nanaimo.ca/whatsbuilding/folder/BP117696,TYPE: Single / Two Family Dwelling   SUBJECT: 114 Grace Place -- Scanned   STATUS: COMPLETED
BP118060,Building Permits,Accessory Building,297 Harewood Road,CANCELLED,49.1562945,-123.9549362,https://www.nanaimo.ca/whatsbuilding/folder/BP118060,TYPE: Accessory Building   SUBJECT: 297 Harewood Road   STATUS: CANCELLED
BP117692,Building Permits,Single / Two Family Dwelling,559 Sarum Rise -- Scanned,COMPLETED,49.1716868,-123.9652836,https://www.nanaimo.ca/whatsbuilding/folder/BP117692,TYPE: Single / Two Family Dwelling   SUBJECT: 559 Sarum Rise -- Scanned   STATUS: COMPLETED
BP117722,Building Permits,Single / Two Family Alteration,115 Grace Place -- Scanned,COMPLETED,49.2156001,-124.0413672,https://www.nanaimo.ca/whatsbuilding/folder/BP117722,TYPE: Single / Two Family Alteration   SUBJECT: 115 Grace Place -- Scanned   STATUS: COMPLETED
BP117990,Building Permits,Single / Two Family Dwelling,530 Menzies Ridge --Scanned,COMPLETED,49.1720870,-123.9638546,https://www.nanaimo.ca/whatsbuilding/folder/BP117990,TYPE: Single / Two Family Dwelling   SUBJECT: 530 Menzies Ridge --Scanned   STATUS: COMPLETED
BP117694,Building Permits,Single / Two Family Dwelling,5416 Jeevans Road -- Scanned,COMPLETED,49.2165862,-124.0414177,https://www.nanaimo.ca/whatsbuilding/folder/BP117694,TYPE: Single / Two Family Dwelling   SUBJECT: 5416 Jeevans Road -- Scanned   STATUS: COMPLETED
BP117721,Building Permits,Leasehold Improvements,435 Terminal,CANCELLED,49.1764595,-123.9474481,https://www.nanaimo.ca/whatsbuilding/folder/BP117721,TYPE: Leasehold Improvements   SUBJECT: 435 Terminal   STATUS: CANCELLED
BP117713,Building Permits,Single / Two Family Dwelling,653  Lambert Street -- Scanned,COMPLETED,49.1519411,-123.9587,https://www.nanaimo.ca/whatsbuilding/folder/BP117713,TYPE: Single / Two Family Dwelling   SUBJECT: 653  Lambert Street -- Scanned   STATUS: COMPLETED
BP117777,Building Permits,Leasehold Improvements,154 6631 Island Hwy -- Scanned,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/BP117777,TYPE: Leasehold Improvements   SUBJECT: 154 6631 Island Hwy -- Scanned   STATUS: COMPLETED
BP117933,Building Permits,Single / Two Family Alteration,920 Brechin -- Scanned,COMPLETED,49.1904167,-123.9602431,https://www.nanaimo.ca/whatsbuilding/folder/BP117933,TYPE: Single / Two Family Alteration   SUBJECT: 920 Brechin -- Scanned   STATUS: COMPLETED
BP117807,Building Permits,Service Permit,119 Green Lake Crescent,COMPLETED,49.2323158,-124.0628554,https://www.nanaimo.ca/whatsbuilding/folder/BP117807,TYPE: Service Permit   SUBJECT: 119 Green Lake Crescent   STATUS: COMPLETED
BP117839,Building Permits,Service Permit,76 Lake Heights Place,COMPLETED,49.2291660,-124.0570572,https://www.nanaimo.ca/whatsbuilding/folder/BP117839,TYPE: Service Permit   SUBJECT: 76 Lake Heights Place   STATUS: COMPLETED
BP117921,Building Permits,Single / Two Family Dwelling,2326 Rockwood -- Scanned,COMPLETED,49.1695210,-123.9929900,https://www.nanaimo.ca/whatsbuilding/folder/BP117921,TYPE: Single / Two Family Dwelling   SUBJECT: 2326 Rockwood -- Scanned   STATUS: COMPLETED
BP118017,Building Permits,Service Permit,350 Albert Street and Wesley Street,COMPLETED,49.1626348,-123.9387131,https://www.nanaimo.ca/whatsbuilding/folder/BP118017,TYPE: Service Permit   SUBJECT: 350 Albert Street and Wesley Street   STATUS: COMPLETED
BP117406,Building Permits,Single / Two Family Alteration,6046 Montgomery -- Scanned,COMPLETED,49.2359343,-124.0272909,https://www.nanaimo.ca/whatsbuilding/folder/BP117406,TYPE: Single / Two Family Alteration   SUBJECT: 6046 Montgomery -- Scanned   STATUS: COMPLETED
BP117423,Building Permits,Leasehold Improvements,30 - 1150 Terminal Ave N -- Scanned,COMPLETED,49.1837921,-123.9541682,https://www.nanaimo.ca/whatsbuilding/folder/BP117423,TYPE: Leasehold Improvements   SUBJECT: 30 - 1150 Terminal Ave N -- Scanned   STATUS: COMPLETED
BP117481,Building Permits,Single / Two Family Alteration,3586 Oakridge -- Scanned,COMPLETED,49.2221766,-123.9523749,https://www.nanaimo.ca/whatsbuilding/folder/BP117481,TYPE: Single / Two Family Alteration   SUBJECT: 3586 Oakridge -- Scanned   STATUS: COMPLETED
BP118054,Building Permits,Single / Two Family Alteration,408 Milton Street - SCANNED,COMPLETED,49.1620420,-123.9427194,https://www.nanaimo.ca/whatsbuilding/folder/BP118054,TYPE: Single / Two Family Alteration   SUBJECT: 408 Milton Street - SCANNED   STATUS: COMPLETED
BP117335,Building Permits,Single / Two Family Alteration,263 Westwood Road - SCANNED,COMPLETED,49.1684313,-123.9925567,https://www.nanaimo.ca/whatsbuilding/folder/BP117335,TYPE: Single / Two Family Alteration   SUBJECT: 263 Westwood Road - SCANNED   STATUS: COMPLETED
BP117338,Building Permits,Garage / Carport Permit,2435 Labieux Road,CANCELLED,49.1988963,-124.0026888,https://www.nanaimo.ca/whatsbuilding/folder/BP117338,TYPE: Garage / Carport Permit   SUBJECT: 2435 Labieux Road   STATUS: CANCELLED
BP117341,Building Permits,Single / Two Family Alteration,910 Malaspina -- Scanned,COMPLETED,49.1916173,-123.9606214,https://www.nanaimo.ca/whatsbuilding/folder/BP117341,TYPE: Single / Two Family Alteration   SUBJECT: 910 Malaspina -- Scanned   STATUS: COMPLETED
BP117344,Building Permits,Single / Two Family Dwelling,329 Cordan Street -- Scanned,COMPLETED,49.1372843,-123.9399378,https://www.nanaimo.ca/whatsbuilding/folder/BP117344,TYPE: Single / Two Family Dwelling   SUBJECT: 329 Cordan Street -- Scanned   STATUS: COMPLETED
BP117485,Building Permits,Access Permit,161 Cilaire Drive,COMPLETED,49.1970901,-123.9654754,https://www.nanaimo.ca/whatsbuilding/folder/BP117485,TYPE: Access Permit   SUBJECT: 161 Cilaire Drive   STATUS: COMPLETED
BP117536,Building Permits,Single / Two Family Alteration,5971 Hammond Bay -- Scanned,COMPLETED,49.2339373,-124.0261700,https://www.nanaimo.ca/whatsbuilding/folder/BP117536,TYPE: Single / Two Family Alteration   SUBJECT: 5971 Hammond Bay -- Scanned   STATUS: COMPLETED
