FolderNumber,FolderCategory,Type,ReportCode,DateIssued,DateApproved,DateExpired,DateCompleted,Status,Subject,Unit,Address,StreetName,Value,ESRI_OID,CreationDate,Creator,EditDate,Editor
PP022421,BUILDING PERMITS,PLUMBING PERMIT,,Sep 23 2016 12:00AM,2016-09-23T07:00:00.000Z,Sep 24 2018 12:00AM,2016-10-19T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2879,WILDWOOD CRES,,5248,,,,
PP022422,BUILDING PERMITS,PLUMBING PERMIT,,Sep 23 2016 12:00AM,2016-09-23T07:00:00.000Z,Sep 24 2018 12:00AM,2016-10-19T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2871,WILDWOOD CRES,,5249,,,,
PP022423,BUILDING PERMITS,PLUMBING PERMIT,,Nov 23 2017 12:00AM,2017-11-23T08:00:00.000Z,Nov 25 2019 12:00AM,2018-10-02T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,10081,KELLY RD N,,5250,,,,
PP022424,BUILDING PERMITS,PLUMBING PERMIT,,Sep 26 2016 12:00AM,2016-09-26T07:00:00.000Z,Sep 26 2018 12:00AM,2017-05-08T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4067,ESTAVILLA DR,,5251,,,,
PP022425,BUILDING PERMITS,PLUMBING PERMIT,,Sep 27 2016 12:00AM,2016-09-27T07:00:00.000Z,Sep 27 2018 12:00AM,2017-05-03T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2820,2822,VISTA RIDGE DR,,5252,,,,
PP022426,BUILDING PERMITS,PLUMBING PERMIT,,Sep 28 2016 12:00AM,2016-09-28T07:00:00.000Z,Sep 28 2018 12:00AM,2017-03-15T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1077,1043,5TH AVE,,5253,,,,
PP022427,BUILDING PERMITS,PLUMBING PERMIT,,Sep 27 2016 12:00AM,2016-09-27T07:00:00.000Z,Sep 27 2018 12:00AM,2017-09-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2805,MARLEAU RD,,5254,,,,
PP022428,BUILDING PERMITS,PLUMBING PERMIT,,Sep 29 2016 12:00AM,2016-09-29T07:00:00.000Z,Oct  1 2018 12:00AM,2017-04-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5481,WOODVALLEY DR,,5255,,,,
PP022429,BUILDING PERMITS,PLUMBING PERMIT,,Sep 29 2016 12:00AM,2016-09-29T07:00:00.000Z,Oct  1 2018 12:00AM,2017-03-31T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5439,WOODVALLEY DR,,5256,,,,
PP022430,BUILDING PERMITS,PLUMBING PERMIT,,Sep 29 2016 12:00AM,2016-09-29T07:00:00.000Z,Oct  1 2018 12:00AM,2017-07-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7697,STILLWATER CRES,,5257,,,,
PP022431,BUILDING PERMITS,PLUMBING PERMIT,,Sep 30 2016 12:00AM,2016-09-30T07:00:00.000Z,Oct  1 2018 12:00AM,2017-07-24T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4598,HILL AVE,,5258,,,,
PP022432,BUILDING PERMITS,PLUMBING PERMIT,,Nov 16 2016 12:00AM,2016-11-16T08:00:00.000Z,Nov 16 2018 12:00AM,2017-03-01T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1739,1709,NICHOLSON ST S,,5259,,,,
PP022433,BUILDING PERMITS,PLUMBING PERMIT,,Sep 30 2016 12:00AM,2016-09-30T07:00:00.000Z,Oct  1 2018 12:00AM,2016-10-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2890,WILDWOOD CRES,,5260,,,,
PP022434,BUILDING PERMITS,PLUMBING PERMIT,,Sep 29 2016 12:00AM,2016-09-29T07:00:00.000Z,Oct  1 2018 12:00AM,2016-10-03T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2887,WILDWOOD CRES,,5261,,,,
PP022435,BUILDING PERMITS,PLUMBING PERMIT,,Oct  4 2016 12:00AM,2016-10-04T07:00:00.000Z,Oct  4 2018 12:00AM,2017-03-10T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2870,WILDWOOD CRES,,5262,,,,
PP022436,BUILDING PERMITS,PLUMBING PERMIT,,Oct  5 2016 12:00AM,2016-10-05T07:00:00.000Z,Oct  5 2018 12:00AM,2016-11-24T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8141,OTWAY RD,,5263,,,,
PP022437,BUILDING PERMITS,PLUMBING PERMIT,,Oct  6 2016 12:00AM,2016-10-06T07:00:00.000Z,Oct  8 2018 12:00AM,2016-11-07T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2920,RIDGEVIEW DR,,5264,,,,
PP022438,BUILDING PERMITS,PLUMBING PERMIT,,Nov  7 2016 12:00AM,2016-11-07T08:00:00.000Z,Nov  7 2018 12:00AM,2017-04-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,331,GEORGE ST,,5265,,,,
PP022439,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2018-03-23T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1112,MONTEITH CRT,,5266,,,,
PP022440,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2018-10-25T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,1321,PEARSON AVE,,5267,,,,
PP022441,BUILDING PERMITS,PLUMBING PERMIT,,Nov  2 2016 12:00AM,2016-11-02T07:00:00.000Z,Nov  2 2018 12:00AM,2016-11-09T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,727,VICTORIA ST,,5268,,,,
PP022442,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2017-03-10T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2857,SUSSEX PL,,5269,,,,
PP022443,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2016-11-22T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2847,SUSSEX PL,,5270,,,,
PP022444,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2018-09-13T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2930,WILDWOOD CRES,,5271,,,,
PP022445,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2016-10-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2167,SUSSEX LANE,,5272,,,,
PP022446,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2016-10-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2155,SUSSEX LANE,,5273,,,,
PP022447,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2016-10-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2248,SUSSEX LANE,,5274,,,,
PP022448,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2018-02-16T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7706,EASTVIEW ST,,5275,,,,
PP022449,BUILDING PERMITS,PLUMBING PERMIT,,Oct 19 2016 12:00AM,2016-10-19T07:00:00.000Z,Oct 19 2018 12:00AM,2019-02-28T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2495,GRAFTON PL,,5276,,,,
PP022450,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2019-05-22T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2955,MAURICE DR,,5277,,,,
PP022451,BUILDING PERMITS,PLUMBING PERMIT,,Oct 17 2016 12:00AM,2016-10-17T07:00:00.000Z,Oct 17 2018 12:00AM,2016-10-18T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2891,LANGLEY CRES,,5278,,,,
PP022452,BUILDING PERMITS,PLUMBING PERMIT,,Oct 25 2016 12:00AM,2016-10-25T07:00:00.000Z,Oct 25 2018 12:00AM,2017-10-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3126,3124,PARKVIEW CRES,,5279,,,,
PP022453,BUILDING PERMITS,PLUMBING PERMIT,,Oct 25 2016 12:00AM,2016-10-25T07:00:00.000Z,Oct 25 2018 12:00AM,2017-10-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3060,PARKVIEW CRES,,5280,,,,
PP022454,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2017-06-01T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3558,PARKVIEW CRES,,5281,,,,
PP022455,BUILDING PERMITS,PLUMBING PERMIT,,Oct 25 2016 12:00AM,2016-10-25T07:00:00.000Z,Oct 25 2018 12:00AM,2016-11-21T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7062,TONY RD,,5282,,,,
PP022456,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2018-05-31T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1144,MONTEITH CRT,,5283,,,,
PP022457,BUILDING PERMITS,PLUMBING PERMIT,,Oct 25 2016 12:00AM,2016-10-25T07:00:00.000Z,Oct 25 2018 12:00AM,2017-01-27T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1880,JUNIPER ST,,5284,,,,
PP022458,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2017-07-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3940,3938,AREND DR,,5285,,,,
PP022459,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2017-08-30T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8631,ST LAWRENCE AVE,,5286,,,,
PP022460,BUILDING PERMITS,PLUMBING PERMIT,,Oct 25 2016 12:00AM,2016-10-25T07:00:00.000Z,Oct 25 2018 12:00AM,2016-11-17T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3308,EDEN DR,,5287,,,,
PP022461,BUILDING PERMITS,PLUMBING PERMIT,,Nov 23 2016 12:00AM,2016-11-23T08:00:00.000Z,Nov 23 2018 12:00AM,2018-11-22T08:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,6798,WESTGATE AVE,,5288,,,,
PP022462,BUILDING PERMITS,PLUMBING PERMIT,,Oct 27 2016 12:00AM,2016-10-27T07:00:00.000Z,Oct 29 2018 12:00AM,2018-02-27T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7685,CREEKSIDE WAY,,5289,,,,
PP022463,BUILDING PERMITS,PLUMBING PERMIT,,Oct 28 2016 12:00AM,2016-10-28T07:00:00.000Z,Oct 29 2018 12:00AM,2017-12-15T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8088,STILLWATER CRES,,5290,,,,
PP022464,BUILDING PERMITS,PLUMBING PERMIT,,Oct 21 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 22 2018 12:00AM,2018-06-14T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1136,MONTEITH CRT,,5291,,,,
PP022465,BUILDING PERMITS,PLUMBING PERMIT,,Oct 28 2016 12:00AM,2016-10-28T07:00:00.000Z,Oct 29 2018 12:00AM,2018-09-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,105,6855,DOMANO BLVD,,5292,,,,
PP022466,BUILDING PERMITS,PLUMBING PERMIT,,Oct 26 2016 12:00AM,2016-10-26T07:00:00.000Z,Oct 26 2018 12:00AM,2018-04-19T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1134,MONARCH CRT,,5293,,,,
PP022467,BUILDING PERMITS,PLUMBING PERMIT,,May 31 2017 12:00AM,2017-05-31T07:00:00.000Z,May 31 2019 12:00AM,2018-03-13T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3443,PARKVIEW CRES,,5294,,,,
PP022468,BUILDING PERMITS,PLUMBING PERMIT,,Oct 27 2016 12:00AM,2016-10-27T07:00:00.000Z,Oct 29 2018 12:00AM,2018-10-29T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,3038,BERWICK DR,,5295,,,,
PP022469,BUILDING PERMITS,PLUMBING PERMIT,,Nov  8 2016 12:00AM,2016-11-08T08:00:00.000Z,Nov  8 2018 12:00AM,2017-01-12T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1940,3RD AVE,,5296,,,,
PP022470,BUILDING PERMITS,PLUMBING PERMIT,,Oct 28 2016 12:00AM,2016-10-28T07:00:00.000Z,Oct 29 2018 12:00AM,2018-02-22T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1149,MONTEITH CRT,,5297,,,,
PP022471,BUILDING PERMITS,PLUMBING PERMIT,,Nov 15 2016 12:00AM,2016-11-15T08:00:00.000Z,Nov 15 2018 12:00AM,2018-09-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4861,CREST RD,,5298,,,,
PP022472,BUILDING PERMITS,PLUMBING PERMIT,,Oct 28 2016 12:00AM,2016-10-28T07:00:00.000Z,Oct 29 2018 12:00AM,2016-10-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2187,SUSSEX LANE,,5299,,,,
PP022473,BUILDING PERMITS,PLUMBING PERMIT,,Nov  7 2016 12:00AM,2016-11-07T08:00:00.000Z,Nov  7 2018 12:00AM,2017-07-10T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2910,WILDWOOD CRES,,5300,,,,
PP022474,BUILDING PERMITS,PLUMBING PERMIT,,Nov  8 2016 12:00AM,2016-11-08T08:00:00.000Z,Nov  8 2018 12:00AM,2017-12-13T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7669,CREEKSIDE WAY,,5301,,,,
PP022475,BUILDING PERMITS,PLUMBING PERMIT,,Nov  8 2016 12:00AM,2016-11-08T08:00:00.000Z,Nov  8 2018 12:00AM,2018-02-06T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7677,CREEKSIDE WAY,,5302,,,,
PP022476,BUILDING PERMITS,PLUMBING PERMIT,,Nov 17 2016 12:00AM,2016-11-17T08:00:00.000Z,Nov 19 2018 12:00AM,2017-07-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1085,GREAT ST,,5303,,,,
PP022477,BUILDING PERMITS,PLUMBING PERMIT,,Nov 15 2016 12:00AM,2016-11-15T08:00:00.000Z,Nov 15 2018 12:00AM,2016-11-24T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1172,1170,FREEMAN ST,,5304,,,,
PP022478,BUILDING PERMITS,PLUMBING PERMIT,,Nov 25 2016 12:00AM,2016-11-25T08:00:00.000Z,Nov 26 2018 12:00AM,2017-12-19T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3200,3202,PARKVIEW CRES,,5305,,,,
PP022479,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2017-06-06T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5877,LESLIE RD,,5306,,,,
PP022480,BUILDING PERMITS,PLUMBING PERMIT,,Nov 25 2016 12:00AM,2016-11-25T08:00:00.000Z,Nov 26 2018 12:00AM,2017-07-07T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5955,OTWAY RD,,5307,,,,
PP022481,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2018-01-16T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,805,BURDEN ST,,5308,,,,
PP022482,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2018-01-16T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,805,BURDEN ST,,5309,,,,
PP022483,BUILDING PERMITS,PLUMBING PERMIT,,Nov 15 2016 12:00AM,2016-11-15T08:00:00.000Z,Nov 15 2019 12:00AM,2018-11-26T08:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,8748,WAPITI RD,,5310,,,,
PP022484,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2017-06-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1588,1590,ELM ST,,5311,,,,
PP022485,BUILDING PERMITS,PLUMBING PERMIT,,Nov 25 2016 12:00AM,2016-11-25T08:00:00.000Z,Nov 26 2018 12:00AM,2017-06-30T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,966,CENTRAL ST E,,5312,,,,
PP022486,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2017-07-14T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1700,1702,6TH AVE,,5313,,,,
PP022487,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2018-09-14T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1588,1590,ELM ST,,5314,,,,
PP022488,BUILDING PERMITS,PLUMBING PERMIT,,Nov 30 2016 12:00AM,2016-11-30T08:00:00.000Z,Nov 30 2018 12:00AM,2018-09-19T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1588,1590,ELM ST,,5315,,,,
PP022489,BUILDING PERMITS,PLUMBING PERMIT,,Mar 13 2017 12:00AM,2017-03-13T07:00:00.000Z,Mar 13 2019 12:00AM,2017-11-01T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing system,,6798,WESTGATE AVE,,5316,,,,
PP022490,BUILDING PERMITS,PLUMBING PERMIT,,Nov 30 2016 12:00AM,2016-11-30T08:00:00.000Z,Nov 30 2018 12:00AM,2018-09-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,4203,4201,1ST AVE,,5317,,,,
PP022491,BUILDING PERMITS,PLUMBING PERMIT,,Nov 30 2016 12:00AM,2016-11-30T08:00:00.000Z,Nov 30 2018 12:00AM,2018-09-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,4203,4201,1ST AVE,,5318,,,,
PP022492,BUILDING PERMITS,PLUMBING PERMIT,,Nov 22 2016 12:00AM,2016-11-22T08:00:00.000Z,Nov 22 2018 12:00AM,2018-04-24T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2969,ELLINGTON AVE,,5319,,,,
PP022493,BUILDING PERMITS,PLUMBING PERMIT,,Jan  9 2017 12:00AM,2017-01-09T08:00:00.000Z,Jan  9 2019 12:00AM,2017-07-06T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,745,PG PULPMILL RD,,5320,,,,
PP022494,BUILDING PERMITS,PLUMBING PERMIT,,Dec  7 2016 12:00AM,2016-12-07T08:00:00.000Z,Dec  7 2018 12:00AM,2018-07-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1327,ELKHORN CRES,,5321,,,,
PP022495,BUILDING PERMITS,PLUMBING PERMIT,,Nov 30 2016 12:00AM,2016-11-30T08:00:00.000Z,Nov 30 2018 12:00AM,2017-03-14T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4011,BALSUM RD,,5322,,,,
PP022496,BUILDING PERMITS,PLUMBING PERMIT,,Dec 28 2016 12:00AM,2016-12-28T08:00:00.000Z,Dec 28 2018 12:00AM,2018-09-13T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,6151,GAUTHIER RD,,5323,,,,
PP022497,BUILDING PERMITS,PLUMBING PERMIT,,Dec  8 2016 12:00AM,2016-12-08T08:00:00.000Z,Dec 10 2018 12:00AM,2018-12-10T08:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,1014,DOUGLAS ST,,5324,,,,
PP022498,BUILDING PERMITS,PLUMBING PERMIT,,Jan  5 2017 12:00AM,2017-01-05T08:00:00.000Z,Jan  7 2019 12:00AM,2017-10-05T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8249,PETER RD,,5325,,,,
PP022499,BUILDING PERMITS,PLUMBING PERMIT,,Dec 12 2016 12:00AM,2016-12-12T08:00:00.000Z,Dec 12 2018 12:00AM,2017-04-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,916,CLARE CRES,,5326,,,,
PP022500,BUILDING PERMITS,PLUMBING PERMIT,,Dec 12 2016 12:00AM,2016-12-12T08:00:00.000Z,Dec 12 2018 12:00AM,2017-02-22T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,916,CLARE CRES,,5327,,,,
PP022501,BUILDING PERMITS,PLUMBING PERMIT,,Dec 16 2016 12:00AM,2016-12-16T08:00:00.000Z,Dec 17 2018 12:00AM,2017-04-24T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3055,MASSEY DR,,5328,,,,
PP022502,BUILDING PERMITS,PLUMBING PERMIT,,Dec  7 2016 12:00AM,2016-12-07T08:00:00.000Z,Dec  7 2018 12:00AM,2017-04-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1750,5TH AVE,,5329,,,,
PP022503,BUILDING PERMITS,PLUMBING PERMIT,,Dec  7 2016 12:00AM,2016-12-08T08:00:00.000Z,Dec  7 2018 12:00AM,2017-05-26T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1750,5TH AVE,,5330,,,,
PP022504,BUILDING PERMITS,PLUMBING PERMIT,,Dec 22 2016 12:00AM,2016-12-22T08:00:00.000Z,Dec 24 2018 12:00AM,2018-12-17T08:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,1600,15TH AVE,,5331,,,,
PP022505,BUILDING PERMITS,PLUMBING PERMIT,,Dec 16 2016 12:00AM,2016-12-16T08:00:00.000Z,Dec 17 2018 12:00AM,2018-12-17T08:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,4069,GILBERT DR,,5332,,,,
PP022506,BUILDING PERMITS,PLUMBING PERMIT,,Jan  5 2017 12:00AM,2017-01-05T08:00:00.000Z,Jan  7 2019 12:00AM,2018-06-18T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,302,ANDERSON ST,,5333,,,,
PP022507,BUILDING PERMITS,PLUMBING PERMIT,,Dec 22 2016 12:00AM,2016-12-22T08:00:00.000Z,Dec 24 2018 12:00AM,2017-11-28T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,7625,7627,CREEKSIDE WAY,,5334,,,,
PP022508,BUILDING PERMITS,PLUMBING PERMIT,,Dec 22 2016 12:00AM,2016-12-22T08:00:00.000Z,Dec 24 2018 12:00AM,2017-04-24T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,6884,ST FRANCES PL,,5335,,,,
PP022509,BUILDING PERMITS,PLUMBING PERMIT,,Jan  3 2017 12:00AM,2017-01-03T08:00:00.000Z,Jan  3 2019 12:00AM,2019-01-03T08:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,4353,FOSTER PL,,5336,,,,
PP022510,BUILDING PERMITS,PLUMBING PERMIT,,Mar 13 2017 12:00AM,2017-03-13T07:00:00.000Z,Mar 13 2019 12:00AM,2017-10-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,268,DOUGLAS ST,,5337,,,,
PP022511,BUILDING PERMITS,PLUMBING PERMIT,,Jan 12 2017 12:00AM,2017-01-12T08:00:00.000Z,Jan 14 2019 12:00AM,2017-01-13T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3054,BERNARD RD,,5338,,,,
PP022512,BUILDING PERMITS,PLUMBING PERMIT,,Mar 22 2017 12:00AM,2017-03-22T07:00:00.000Z,Mar 22 2019 12:00AM,2017-04-24T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,508,GEORGE ST,,5339,,,,
PP022513,BUILDING PERMITS,PLUMBING PERMIT,,Jan 18 2017 12:00AM,2017-01-18T08:00:00.000Z,Jan 18 2019 12:00AM,2017-08-31T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4042,KNIGHT CRES,,5340,,,,
PP022514,BUILDING PERMITS,PLUMBING PERMIT,,Jan 20 2017 12:00AM,2017-01-20T08:00:00.000Z,Jan 21 2019 12:00AM,2018-11-01T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,825,JOHNSON ST,,5341,,,,
PP022515,BUILDING PERMITS,PLUMBING PERMIT,,Jan 27 2017 12:00AM,2017-01-27T08:00:00.000Z,Jan 28 2019 12:00AM,2017-04-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,331,GEORGE ST,,5342,,,,
PP022516,BUILDING PERMITS,PLUMBING PERMIT,,Jan 18 2017 12:00AM,2017-01-18T08:00:00.000Z,Jan 18 2019 12:00AM,2017-01-27T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,100,TABOR BLVD S,,5343,,,,
PP022517,BUILDING PERMITS,PLUMBING PERMIT,,Feb  1 2017 12:00AM,2017-02-01T08:00:00.000Z,Feb  1 2019 12:00AM,2017-04-10T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,299,VICTORIA ST,,5344,,,,
