FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
DVP00218,Development,Development Variance Permit,#701 - 5800 Turner Road,COMPLETED,49.2258571,-124.0358801,https://www.nanaimo.ca/whatsbuilding/folder/DVP00218,TYPE: Development Variance Permit   SUBJECT: #701 - 5800 Turner Road   STATUS: COMPLETED
DP000853,Development,Development Permit,1875 & 1885 Boxwood Road,CANCELLED,49.1824835,-123.9862011,https://www.nanaimo.ca/whatsbuilding/folder/DP000853,TYPE: Development Permit   SUBJECT: 1875 & 1885 Boxwood Road   STATUS: CANCELLED
DP000854,Development,Development Permit,100 Gordon Street,COMPLETED,49.1650241,-123.9357927,https://www.nanaimo.ca/whatsbuilding/folder/DP000854,TYPE: Development Permit   SUBJECT: 100 Gordon Street   STATUS: COMPLETED
DP000856,Development,Development Permit,4171 Jingle Pot Road,COMPLETED,49.2069794,-124.0282619,https://www.nanaimo.ca/whatsbuilding/folder/DP000856,TYPE: Development Permit   SUBJECT: 4171 Jingle Pot Road   STATUS: COMPLETED
DVP00219,Development,Development Variance Permit,200-2980 Island Highway,COMPLETED,49.2037134,-123.9966859,https://www.nanaimo.ca/whatsbuilding/folder/DVP00219,TYPE: Development Variance Permit   SUBJECT: 200-2980 Island Highway   STATUS: COMPLETED
BOV00635,Development,Board of Variance,77 Princess Street,COMPLETED,49.1540058,-123.9385078,https://www.nanaimo.ca/whatsbuilding/folder/BOV00635,TYPE: Board of Variance   SUBJECT: 77 Princess Street   STATUS: COMPLETED
BOV00636,Development,Board of Variance,2165 Michigan Way,COMPLETED,49.1729131,-123.9933155,https://www.nanaimo.ca/whatsbuilding/folder/BOV00636,TYPE: Board of Variance   SUBJECT: 2165 Michigan Way   STATUS: COMPLETED
BOV00637,Development,Board of Variance,1140 Strathmore Street,COMPLETED,49.1882916,-123.9667715,https://www.nanaimo.ca/whatsbuilding/folder/BOV00637,TYPE: Board of Variance   SUBJECT: 1140 Strathmore Street   STATUS: COMPLETED
LA000097,Development,Liquor Licence Application,Carlos O'Bryans - 1724 & 1690 Stewart Avenue,COMPLETED,49.1881709,-123.948575,https://www.nanaimo.ca/whatsbuilding/folder/LA000097,TYPE: Liquor Licence Application   SUBJECT: Carlos O'Bryans - 1724 & 1690 Stewart Avenue   STATUS: COMPLETED
RA000325,Development,Rezoning Application,1100 Maughan Road,COMPLETED,49.1350689,-123.8694219,https://www.nanaimo.ca/whatsbuilding/folder/RA000325,TYPE: Rezoning Application   SUBJECT: 1100 Maughan Road   STATUS: COMPLETED
DVP00221,Development,Development Variance Permit,5101 Rutherford Road,COMPLETED,49.2235433,-124.0256169,https://www.nanaimo.ca/whatsbuilding/folder/DVP00221,TYPE: Development Variance Permit   SUBJECT: 5101 Rutherford Road   STATUS: COMPLETED
RA000326,Development,Rezoning Application,5393  5397 & 5401 Jacob's Lane,COMPLETED,49.2335309,-124.0030815,https://www.nanaimo.ca/whatsbuilding/folder/RA000326,TYPE: Rezoning Application   SUBJECT: 5393  5397 & 5401 Jacob's Lane   STATUS: COMPLETED
DVP00222,Development,Development Variance Permit,6010 & 6016 Tweedsmuir Crescent,COMPLETED,49.232717,-124.0314423,https://www.nanaimo.ca/whatsbuilding/folder/DVP00222,TYPE: Development Variance Permit   SUBJECT: 6010 & 6016 Tweedsmuir Crescent   STATUS: COMPLETED
DP000858,Development,Development Permit,1200 Dufferin Crescent,COMPLETED,49.1852320,-123.9688481,https://www.nanaimo.ca/whatsbuilding/folder/DP000858,TYPE: Development Permit   SUBJECT: 1200 Dufferin Crescent   STATUS: COMPLETED
RA000327,Development,Rezoning Application,867 Bruce Avenue and 538 Eighth Street,COMPLETED,49.1445235,-123.9514122,https://www.nanaimo.ca/whatsbuilding/folder/RA000327,TYPE: Rezoning Application   SUBJECT: 867 Bruce Avenue and 538 Eighth Street   STATUS: COMPLETED
LA000098,Development,Liquor Licence Application,1630 East Wellington Road,COMPLETED,49.1810796,-123.9767401,https://www.nanaimo.ca/whatsbuilding/folder/LA000098,TYPE: Liquor Licence Application   SUBJECT: 1630 East Wellington Road   STATUS: COMPLETED
DP000859,Development,Development Permit,6900 Island Highway North,COMPLETED,49.2401081,-124.0517729,https://www.nanaimo.ca/whatsbuilding/folder/DP000859,TYPE: Development Permit   SUBJECT: 6900 Island Highway North   STATUS: COMPLETED
RA000328,Development,Rezoning Application,5220 Hammond Bay Road,COMPLETED,49.2344705,-123.9949208,https://www.nanaimo.ca/whatsbuilding/folder/RA000328,TYPE: Rezoning Application   SUBJECT: 5220 Hammond Bay Road   STATUS: COMPLETED
DP000861,Development,Development Permit,253 Victoria Road,COMPLETED,49.1563560,-123.9353485,https://www.nanaimo.ca/whatsbuilding/folder/DP000861,TYPE: Development Permit   SUBJECT: 253 Victoria Road   STATUS: COMPLETED
LA000100,Development,Liquor Licence Application,Splitsville Entertainment Ltd.,COMPLETED,49.1684305,-123.9867787,https://www.nanaimo.ca/whatsbuilding/folder/LA000100,TYPE: Liquor Licence Application   SUBJECT: Splitsville Entertainment Ltd.   STATUS: COMPLETED
BOV00639,Development,Board of Variance,3342 Stephenson Point Road,COMPLETED,49.2111147,-123.9457912,https://www.nanaimo.ca/whatsbuilding/folder/BOV00639,TYPE: Board of Variance   SUBJECT: 3342 Stephenson Point Road   STATUS: COMPLETED
RA000329,Development,Rezoning Application,Part of 4951 Denford Place,CANCELLED,49.2354204,-123.9864688,https://www.nanaimo.ca/whatsbuilding/folder/RA000329,TYPE: Rezoning Application   SUBJECT: Part of 4951 Denford Place   STATUS: CANCELLED
BOV00640,Development,Board of Variance,2850 Fairbanks Street,COMPLETED,49.2052922,-123.9744267,https://www.nanaimo.ca/whatsbuilding/folder/BOV00640,TYPE: Board of Variance   SUBJECT: 2850 Fairbanks Street   STATUS: COMPLETED
DP000857,Development,Development Permit,2230 McGarrigle Road,COMPLETED,49.1934547,-123.9816861,https://www.nanaimo.ca/whatsbuilding/folder/DP000857,TYPE: Development Permit   SUBJECT: 2230 McGarrigle Road   STATUS: COMPLETED
DP000860,Development,Development Permit,1720 Dufferin Crescent,COMPLETED,49.183914,-123.9792103,https://www.nanaimo.ca/whatsbuilding/folder/DP000860,TYPE: Development Permit   SUBJECT: 1720 Dufferin Crescent   STATUS: COMPLETED
DVP00223,Development,Development Variance Permit,210 Woodhaven Drive,CANCELLED,49.2124081,-124.0181019,https://www.nanaimo.ca/whatsbuilding/folder/DVP00223,TYPE: Development Variance Permit   SUBJECT: 210 Woodhaven Drive   STATUS: CANCELLED
DVP00224,Development,Development Variance Permit,6337 Desmond Road,COMPLETED,49.2449825,-124.0327413,https://www.nanaimo.ca/whatsbuilding/folder/DVP00224,TYPE: Development Variance Permit   SUBJECT: 6337 Desmond Road   STATUS: COMPLETED
DP000863,Development,Development Permit,3 Leam Road,COMPLETED,49.1982252,-123.9989802,https://www.nanaimo.ca/whatsbuilding/folder/DP000863,TYPE: Development Permit   SUBJECT: 3 Leam Road   STATUS: COMPLETED
DP000862,Development,Development Permit,679 Terminal Avenue,COMPLETED,49.178412,-123.9485265,https://www.nanaimo.ca/whatsbuilding/folder/DP000862,TYPE: Development Permit   SUBJECT: 679 Terminal Avenue   STATUS: COMPLETED
DVP00225,Development,Development Variance Permit,1449 Princess Royal Avenue,COMPLETED,49.1849976,-123.9531423,https://www.nanaimo.ca/whatsbuilding/folder/DVP00225,TYPE: Development Variance Permit   SUBJECT: 1449 Princess Royal Avenue   STATUS: COMPLETED
RA000330,Development,Rezoning Application,2875 Departure Bay Road,COMPLETED,49.2057232,-123.9704244,https://www.nanaimo.ca/whatsbuilding/folder/RA000330,TYPE: Rezoning Application   SUBJECT: 2875 Departure Bay Road   STATUS: COMPLETED
RA000331,Development,Rezoning Application,1044 & 1048 Old Victoria Road,DENIED,49.1380674,-123.9252673,https://www.nanaimo.ca/whatsbuilding/folder/RA000331,TYPE: Rezoning Application   SUBJECT: 1044 & 1048 Old Victoria Road   STATUS: DENIED
DP000864,Development,Development Permit,4535 Uplands Drive,COMPLETED,49.2189985,-124.0259029,https://www.nanaimo.ca/whatsbuilding/folder/DP000864,TYPE: Development Permit   SUBJECT: 4535 Uplands Drive   STATUS: COMPLETED
RA000332,Development,Rezoning Application,3240 Fieldstone Way,COMPLETED,49.2131903,-123.9808393,https://www.nanaimo.ca/whatsbuilding/folder/RA000332,TYPE: Rezoning Application   SUBJECT: 3240 Fieldstone Way   STATUS: COMPLETED
DP000865,Development,Development Permit,930 Maughan Road,CANCELLED,49.1390805,-123.8770058,https://www.nanaimo.ca/whatsbuilding/folder/DP000865,TYPE: Development Permit   SUBJECT: 930 Maughan Road   STATUS: CANCELLED
RA000333,Development,Rezoning Application,839 Old Victoria Road,COMPLETED,49.1454487,-123.9369035,https://www.nanaimo.ca/whatsbuilding/folder/RA000333,TYPE: Rezoning Application   SUBJECT: 839 Old Victoria Road   STATUS: COMPLETED
DVP00226,Development,Development Variance Permit,2430 Jingle Pot Road,COMPLETED,49.1729977,-124.0059675,https://www.nanaimo.ca/whatsbuilding/folder/DVP00226,TYPE: Development Variance Permit   SUBJECT: 2430 Jingle Pot Road   STATUS: COMPLETED
BOV00643,Development,Board of Variance,3226 Greystone Place,COMPLETED,49.2132320,-123.9901448,https://www.nanaimo.ca/whatsbuilding/folder/BOV00643,TYPE: Board of Variance   SUBJECT: 3226 Greystone Place   STATUS: COMPLETED
DP000866,Development,Development Permit,6441 Applecross Road,CANCELLED,49.2360163,-124.0431763,https://www.nanaimo.ca/whatsbuilding/folder/DP000866,TYPE: Development Permit   SUBJECT: 6441 Applecross Road   STATUS: CANCELLED
DP000867,Development,Development Permit,110 Wall Street,COMPLETED,49.1735949,-123.9494084,https://www.nanaimo.ca/whatsbuilding/folder/DP000867,TYPE: Development Permit   SUBJECT: 110 Wall Street   STATUS: COMPLETED
RA000334,Development,Rezoning Application,1795 Stewart Avenue,COMPLETED,49.1878483,-123.9512064,https://www.nanaimo.ca/whatsbuilding/folder/RA000334,TYPE: Rezoning Application   SUBJECT: 1795 Stewart Avenue   STATUS: COMPLETED
DVP00228,Development,Development Variance Permit,3476 Pacific Edge Way - Originally: 3500 Hillside Avenue,COMPLETED,49.2174453,-124.0023658,https://www.nanaimo.ca/whatsbuilding/folder/DVP00228,TYPE: Development Variance Permit   SUBJECT: 3476 Pacific Edge Way - Originally: 3500 Hillside Avenue   STATUS: COMPLETED
TUP00019,Development,Temporary Use Permit,1680 Northfield Road - Dog N Suds,COMPLETED,49.1921630,-123.9763822,https://www.nanaimo.ca/whatsbuilding/folder/TUP00019,TYPE: Temporary Use Permit   SUBJECT: 1680 Northfield Road - Dog N Suds   STATUS: COMPLETED
DP000868,Development,Development Permit,1870 Dufferin Crescent,COMPLETED,49.1832994,-123.9850448,https://www.nanaimo.ca/whatsbuilding/folder/DP000868,TYPE: Development Permit   SUBJECT: 1870 Dufferin Crescent   STATUS: COMPLETED
DVP00229,Development,Development Variance Permit,102 Dines Place,CANCELLED,49.2286625,-124.0641051,https://www.nanaimo.ca/whatsbuilding/folder/DVP00229,TYPE: Development Variance Permit   SUBJECT: 102 Dines Place   STATUS: CANCELLED
DP000869,Development,Development Permit,2589 Kenworth Road,COMPLETED,49.2018889,-124.0093391,https://www.nanaimo.ca/whatsbuilding/folder/DP000869,TYPE: Development Permit   SUBJECT: 2589 Kenworth Road   STATUS: COMPLETED
DP000871,Development,Development Permit,2079 Boxwood Road,COMPLETED,49.1879191,-123.9973085,https://www.nanaimo.ca/whatsbuilding/folder/DP000871,TYPE: Development Permit   SUBJECT: 2079 Boxwood Road   STATUS: COMPLETED
DP000870,Development,Development Permit,1960 Boxwood Road,COMPLETED,49.1851449,-123.9872236,https://www.nanaimo.ca/whatsbuilding/folder/DP000870,TYPE: Development Permit   SUBJECT: 1960 Boxwood Road   STATUS: COMPLETED
DP000872,Development,Development Permit,981 Maughan Road,COMPLETED,49.1372604,-123.8761234,https://www.nanaimo.ca/whatsbuilding/folder/DP000872,TYPE: Development Permit   SUBJECT: 981 Maughan Road   STATUS: COMPLETED
DP000873,Development,Development Permit,6900 Island Highway,COMPLETED,49.2401081,-124.0517729,https://www.nanaimo.ca/whatsbuilding/folder/DP000873,TYPE: Development Permit   SUBJECT: 6900 Island Highway   STATUS: COMPLETED
DVP00230,Development,Development Variance Permit,#1-1275 Island Highway South,COMPLETED,49.1303078,-123.9226886,https://www.nanaimo.ca/whatsbuilding/folder/DVP00230,TYPE: Development Variance Permit   SUBJECT: #1-1275 Island Highway South   STATUS: COMPLETED
DVP00231,Development,Development Variance Permit,897 HOWARD AVENUE,COMPLETED,49.1443147,-123.9569694,https://www.nanaimo.ca/whatsbuilding/folder/DVP00231,TYPE: Development Variance Permit   SUBJECT: 897 HOWARD AVENUE   STATUS: COMPLETED
DVP00232,Development,Development Variance Permit,3500 Osprey Lookout,COMPLETED,49.2169029,-123.9493605,https://www.nanaimo.ca/whatsbuilding/folder/DVP00232,TYPE: Development Variance Permit   SUBJECT: 3500 Osprey Lookout   STATUS: COMPLETED
DP000874,Development,Development Permit,1835 Bowen Road,COMPLETED,49.1833060,-123.9827909,https://www.nanaimo.ca/whatsbuilding/folder/DP000874,TYPE: Development Permit   SUBJECT: 1835 Bowen Road   STATUS: COMPLETED
DP000875,Development,Development Permit,140 Tenth Street (Unit F),COMPLETED,49.1340125,-123.9264126,https://www.nanaimo.ca/whatsbuilding/folder/DP000875,TYPE: Development Permit   SUBJECT: 140 Tenth Street (Unit F)   STATUS: COMPLETED
BOV00644,Development,Board of Variance,1588 Boundary Crescent,COMPLETED,49.1827876,-123.9716453,https://www.nanaimo.ca/whatsbuilding/folder/BOV00644,TYPE: Board of Variance   SUBJECT: 1588 Boundary Crescent   STATUS: COMPLETED
DP000876,Development,Development Permit,1820 Summerhill Place,COMPLETED,49.1821350,-123.9772320,https://www.nanaimo.ca/whatsbuilding/folder/DP000876,TYPE: Development Permit   SUBJECT: 1820 Summerhill Place   STATUS: COMPLETED
DVP00233,Development,Development Variance Permit,2242 Neil Drive,COMPLETED,49.1694839,-123.9968344,https://www.nanaimo.ca/whatsbuilding/folder/DVP00233,TYPE: Development Variance Permit   SUBJECT: 2242 Neil Drive   STATUS: COMPLETED
RA000335,Development,Rezoning Application,10 and 28 Front Street,COMPLETED,49.1695705,-123.9371359,https://www.nanaimo.ca/whatsbuilding/folder/RA000335,TYPE: Rezoning Application   SUBJECT: 10 and 28 Front Street   STATUS: COMPLETED
DP000877,Development,Development Permit,1680/1690 Townsite Road,COMPLETED,49.1825133,-123.9799183,https://www.nanaimo.ca/whatsbuilding/folder/DP000877,TYPE: Development Permit   SUBJECT: 1680/1690 Townsite Road   STATUS: COMPLETED
RA000336,Development,Rezoning Application,74 Lenwood Road and 1601 Extension Rd.,DENIED,49.1179478,-123.9254558,https://www.nanaimo.ca/whatsbuilding/folder/RA000336,TYPE: Rezoning Application   SUBJECT: 74 Lenwood Road and 1601 Extension Rd.   STATUS: DENIED
DP000878,Development,Development Permit,231 Linstead Place,COMPLETED,49.2260675,-124.0149502,https://www.nanaimo.ca/whatsbuilding/folder/DP000878,TYPE: Development Permit   SUBJECT: 231 Linstead Place   STATUS: COMPLETED
DP000879,Development,Development Permit,2370 Barclay Road,COMPLETED,49.1978243,-124.0054216,https://www.nanaimo.ca/whatsbuilding/folder/DP000879,TYPE: Development Permit   SUBJECT: 2370 Barclay Road   STATUS: COMPLETED
DP000880,Development,Development Permit,160 Front Street,COMPLETED,49.1670487,-123.9313952,https://www.nanaimo.ca/whatsbuilding/folder/DP000880,TYPE: Development Permit   SUBJECT: 160 Front Street   STATUS: COMPLETED
DP000881,Development,Development Permit,241 Ferntree Place,CANCELLED,49.2121906,-124.0176666,https://www.nanaimo.ca/whatsbuilding/folder/DP000881,TYPE: Development Permit   SUBJECT: 241 Ferntree Place   STATUS: CANCELLED
LA000107,Development,Liquor Licence Application,New York Pizzeria - Family Karaoke,COMPLETED,49.1659719,-123.9405273,https://www.nanaimo.ca/whatsbuilding/folder/LA000107,TYPE: Liquor Licence Application   SUBJECT: New York Pizzeria - Family Karaoke   STATUS: COMPLETED
DP000882,Development,Development Permit,6461 Metral Drive,COMPLETED,49.2326126,-124.0455869,https://www.nanaimo.ca/whatsbuilding/folder/DP000882,TYPE: Development Permit   SUBJECT: 6461 Metral Drive   STATUS: COMPLETED
DP000883,Development,Development Permit,476 Nottingham Drive,COMPLETED,49.2177811,-123.9615672,https://www.nanaimo.ca/whatsbuilding/folder/DP000883,TYPE: Development Permit   SUBJECT: 476 Nottingham Drive   STATUS: COMPLETED
RA000337,Development,Rezoning Application,1985 Island Diesel Way,COMPLETED,49.1869308,-123.9863968,https://www.nanaimo.ca/whatsbuilding/folder/RA000337,TYPE: Rezoning Application   SUBJECT: 1985 Island Diesel Way   STATUS: COMPLETED
DP000884,Development,Development Permit,850/870 Jackson Road,COMPLETED,49.1434625,-123.8762826,https://www.nanaimo.ca/whatsbuilding/folder/DP000884,TYPE: Development Permit   SUBJECT: 850/870 Jackson Road   STATUS: COMPLETED
DVP00234,Development,Development Variance Permit,2558 Nadely Crescent,COMPLETED,49.1948707,-124.0106715,https://www.nanaimo.ca/whatsbuilding/folder/DVP00234,TYPE: Development Variance Permit   SUBJECT: 2558 Nadely Crescent   STATUS: COMPLETED
DP000885,Development,Development Permit,355 Nicol Street,COMPLETED,49.1555228,-123.9335578,https://www.nanaimo.ca/whatsbuilding/folder/DP000885,TYPE: Development Permit   SUBJECT: 355 Nicol Street   STATUS: COMPLETED
BOV00645,Development,Board of Variance,450 Renfrew Street,DENIED,49.1582562,-123.9543071,https://www.nanaimo.ca/whatsbuilding/folder/BOV00645,TYPE: Board of Variance   SUBJECT: 450 Renfrew Street   STATUS: DENIED
DP000886,Development,Development Permit,6057 Doumont Road,COMPLETED,49.2236723,-124.0443124,https://www.nanaimo.ca/whatsbuilding/folder/DP000886,TYPE: Development Permit   SUBJECT: 6057 Doumont Road   STATUS: COMPLETED
DP000887,Development,Development Permit,4989 Wills Road,COMPLETED,49.2148625,-124.0249061,https://www.nanaimo.ca/whatsbuilding/folder/DP000887,TYPE: Development Permit   SUBJECT: 4989 Wills Road   STATUS: COMPLETED
DVP00235,Development,Development Variance Permit,6728 & 6738 Dickinson Road,COMPLETED,49.2433229,-124.0515227,https://www.nanaimo.ca/whatsbuilding/folder/DVP00235,TYPE: Development Variance Permit   SUBJECT: 6728 & 6738 Dickinson Road   STATUS: COMPLETED
DP000888,Development,Development Permit,5220 Hammond Bay Road,COMPLETED,49.2351781,-123.9949129,https://www.nanaimo.ca/whatsbuilding/folder/DP000888,TYPE: Development Permit   SUBJECT: 5220 Hammond Bay Road   STATUS: COMPLETED
BOV00646,Development,Board of Variance,714 Bruce Avenue,COMPLETED,49.1500077,-123.9490773,https://www.nanaimo.ca/whatsbuilding/folder/BOV00646,TYPE: Board of Variance   SUBJECT: 714 Bruce Avenue   STATUS: COMPLETED
DVP00236,Development,Development Variance Permit,3650 Cottleview Drive,COMPLETED,49.2182603,-124.0059907,https://www.nanaimo.ca/whatsbuilding/folder/DVP00236,TYPE: Development Variance Permit   SUBJECT: 3650 Cottleview Drive   STATUS: COMPLETED
DP000889,Development,Development Permit,163 Colvillleton Trail,COMPLETED,49.1740960,-123.9190606,https://www.nanaimo.ca/whatsbuilding/folder/DP000889,TYPE: Development Permit   SUBJECT: 163 Colvillleton Trail   STATUS: COMPLETED
DP000890,Development,Development Permit,4960 Hammond Bay Road,COMPLETED,49.2325005,-123.9878514,https://www.nanaimo.ca/whatsbuilding/folder/DP000890,TYPE: Development Permit   SUBJECT: 4960 Hammond Bay Road   STATUS: COMPLETED
DVP00237,Development,Development Variance Permit,529 Deering Street,COMPLETED,49.145374,-123.9506558,https://www.nanaimo.ca/whatsbuilding/folder/DVP00237,TYPE: Development Variance Permit   SUBJECT: 529 Deering Street   STATUS: COMPLETED
DP000891,Development,Development Permit,2515 McCullough Road,COMPLETED,49.1951301,-123.9802530,https://www.nanaimo.ca/whatsbuilding/folder/DP000891,TYPE: Development Permit   SUBJECT: 2515 McCullough Road   STATUS: COMPLETED
DVP00238,Development,Development Variance Permit,139 Haliburton Street,COMPLETED,49.1584816,-123.9323019,https://www.nanaimo.ca/whatsbuilding/folder/DVP00238,TYPE: Development Variance Permit   SUBJECT: 139 Haliburton Street   STATUS: COMPLETED
BOV00647,Development,Board of Variance,82 Pirates Lane,COMPLETED,49.1832331,-123.9189124,https://www.nanaimo.ca/whatsbuilding/folder/BOV00647,TYPE: Board of Variance   SUBJECT: 82 Pirates Lane   STATUS: COMPLETED
DVP00239,Development,Development Variance Permit,770 Franklyn Street,COMPLETED,49.1621155,-123.9445455,https://www.nanaimo.ca/whatsbuilding/folder/DVP00239,TYPE: Development Variance Permit   SUBJECT: 770 Franklyn Street   STATUS: COMPLETED
DVP00240,Development,Development Variance Permit,615 Kennedy Street,COMPLETED,49.1576549,-123.9380131,https://www.nanaimo.ca/whatsbuilding/folder/DVP00240,TYPE: Development Variance Permit   SUBJECT: 615 Kennedy Street   STATUS: COMPLETED
DP000892,Development,Development Permit,5107 / 5109 Broadmoor Place,COMPLETED,49.2230246,-124.0110086,https://www.nanaimo.ca/whatsbuilding/folder/DP000892,TYPE: Development Permit   SUBJECT: 5107 / 5109 Broadmoor Place   STATUS: COMPLETED
RA000338,Development,Rezoning Application,2992 104th Street,DENIED,49.2079495,-124.0124645,https://www.nanaimo.ca/whatsbuilding/folder/RA000338,TYPE: Rezoning Application   SUBJECT: 2992 104th Street   STATUS: DENIED
DP000893,Development,Development Permit,1900 Tulsa Road,COMPLETED,49.1876642,-123.9904447,https://www.nanaimo.ca/whatsbuilding/folder/DP000893,TYPE: Development Permit   SUBJECT: 1900 Tulsa Road   STATUS: COMPLETED
LA000108,Development,Liquor Licence Application,223 Commercial Street - REWsters Restaurant,COMPLETED,49.1669131,-123.9375177,https://www.nanaimo.ca/whatsbuilding/folder/LA000108,TYPE: Liquor Licence Application   SUBJECT: 223 Commercial Street - REWsters Restaurant   STATUS: COMPLETED
DVP00241,Development,Development Variance Permit,5473 Mildmay Road,COMPLETED,49.2163644,-124.0476326,https://www.nanaimo.ca/whatsbuilding/folder/DVP00241,TYPE: Development Variance Permit   SUBJECT: 5473 Mildmay Road   STATUS: COMPLETED
DP000895,Development,Development Permit,1 / 5 Port Drive,CANCELLED,49.164294,-123.9298934,https://www.nanaimo.ca/whatsbuilding/folder/DP000895,TYPE: Development Permit   SUBJECT: 1 / 5 Port Drive   STATUS: CANCELLED
DP000896,Development,Development Permit,582 Bradley Street,COMPLETED,49.1753925,-123.9540393,https://www.nanaimo.ca/whatsbuilding/folder/DP000896,TYPE: Development Permit   SUBJECT: 582 Bradley Street   STATUS: COMPLETED
DVP00242,Development,Development Variance Permit,3462 Budehaven Drive,COMPLETED,49.2139088,-123.9450941,https://www.nanaimo.ca/whatsbuilding/folder/DVP00242,TYPE: Development Variance Permit   SUBJECT: 3462 Budehaven Drive   STATUS: COMPLETED
DVP00243,Development,Development Variance Permit,370 Westwood Road,COMPLETED,49.1649360,-123.9942221,https://www.nanaimo.ca/whatsbuilding/folder/DVP00243,TYPE: Development Variance Permit   SUBJECT: 370 Westwood Road   STATUS: COMPLETED
DP000897,Development,Development Permit,3000 Keighley Road,COMPLETED,49.2082892,-123.9850549,https://www.nanaimo.ca/whatsbuilding/folder/DP000897,TYPE: Development Permit   SUBJECT: 3000 Keighley Road   STATUS: COMPLETED
DP000898,Development,Development Permit,750 Jackson Road,COMPLETED,49.1460842,-123.8786006,https://www.nanaimo.ca/whatsbuilding/folder/DP000898,TYPE: Development Permit   SUBJECT: 750 Jackson Road   STATUS: COMPLETED
DP000899,Development,Development Permit,1350 Fielding Road,COMPLETED,49.1290002,-123.9069094,https://www.nanaimo.ca/whatsbuilding/folder/DP000899,TYPE: Development Permit   SUBJECT: 1350 Fielding Road   STATUS: COMPLETED
DP000900,Development,Development Permit,130 Vancouver Avenue,COMPLETED,49.1739332,-123.9438908,https://www.nanaimo.ca/whatsbuilding/folder/DP000900,TYPE: Development Permit   SUBJECT: 130 Vancouver Avenue   STATUS: COMPLETED
DP000901,Development,Development Permit,178 Westwood Road,COMPLETED,49.1729960,-123.9861351,https://www.nanaimo.ca/whatsbuilding/folder/DP000901,TYPE: Development Permit   SUBJECT: 178 Westwood Road   STATUS: COMPLETED
DP000903,Development,Development Permit,398 Westwood Road,CANCELLED,49.163501,-123.9963688,https://www.nanaimo.ca/whatsbuilding/folder/DP000903,TYPE: Development Permit   SUBJECT: 398 Westwood Road   STATUS: CANCELLED
RA000339,Development,Rezoning Application,1110  1120 & 1140 Maughan Road,COMPLETED,49.1345161,-123.8688484,https://www.nanaimo.ca/whatsbuilding/folder/RA000339,TYPE: Rezoning Application   SUBJECT: 1110  1120 & 1140 Maughan Road   STATUS: COMPLETED
LA000109,Development,Liquor Licence Application,221 Commercial Street - Modern Cafe,COMPLETED,49.1667563,-123.9375764,https://www.nanaimo.ca/whatsbuilding/folder/LA000109,TYPE: Liquor Licence Application   SUBJECT: 221 Commercial Street - Modern Cafe   STATUS: COMPLETED
DP000904,Development,Development Permit,5200 / 5240 Dublin Way,COMPLETED,49.2171885,-124.0328861,https://www.nanaimo.ca/whatsbuilding/folder/DP000904,TYPE: Development Permit   SUBJECT: 5200 / 5240 Dublin Way   STATUS: COMPLETED
DP000905,Development,Development Permit,238  290 Franklyn Street,COMPLETED,49.1646523,-123.938935,https://www.nanaimo.ca/whatsbuilding/folder/DP000905,TYPE: Development Permit   SUBJECT: 238  290 Franklyn Street   STATUS: COMPLETED
DP000906,Development,Development Permit,2161 Boxwood Road,COMPLETED,49.1914852,-123.9978089,https://www.nanaimo.ca/whatsbuilding/folder/DP000906,TYPE: Development Permit   SUBJECT: 2161 Boxwood Road   STATUS: COMPLETED
DVP00245,Development,Development Variance Permit,95 Milton Street,COMPLETED,49.1681693,-123.9468387,https://www.nanaimo.ca/whatsbuilding/folder/DVP00245,TYPE: Development Variance Permit   SUBJECT: 95 Milton Street   STATUS: COMPLETED
DP000908,Development,Development Permit,154 Westwood Road,COMPLETED,49.1752452,-123.9847306,https://www.nanaimo.ca/whatsbuilding/folder/DP000908,TYPE: Development Permit   SUBJECT: 154 Westwood Road   STATUS: COMPLETED
DVP00246,Development,Development Variance Permit,154 Westwood Road,COMPLETED,49.1752452,-123.9847306,https://www.nanaimo.ca/whatsbuilding/folder/DVP00246,TYPE: Development Variance Permit   SUBJECT: 154 Westwood Road   STATUS: COMPLETED
DVP00247,Development,Development Variance Permit,6900 Island Highway,COMPLETED,49.2401081,-124.0517729,https://www.nanaimo.ca/whatsbuilding/folder/DVP00247,TYPE: Development Variance Permit   SUBJECT: 6900 Island Highway   STATUS: COMPLETED
RA000340,Development,Rezoning Application,100 Twelfth Street,COMPLETED,49.1295045,-123.9253104,https://www.nanaimo.ca/whatsbuilding/folder/RA000340,TYPE: Rezoning Application   SUBJECT: 100 Twelfth Street   STATUS: COMPLETED
DVP00248,Development,Development Variance Permit,159 Colvilleton Trail,COMPLETED,49.1744969,-123.9192164,https://www.nanaimo.ca/whatsbuilding/folder/DVP00248,TYPE: Development Variance Permit   SUBJECT: 159 Colvilleton Trail   STATUS: COMPLETED
DVP00249,Development,Development Variance Permit,1105 Old Victoria Road,COMPLETED,49.1357952,-123.9239254,https://www.nanaimo.ca/whatsbuilding/folder/DVP00249,TYPE: Development Variance Permit   SUBJECT: 1105 Old Victoria Road   STATUS: COMPLETED
DP000909,Development,Development Permit,6330 McRobb Avenue,COMPLETED,49.2381152,-124.0400289,https://www.nanaimo.ca/whatsbuilding/folder/DP000909,TYPE: Development Permit   SUBJECT: 6330 McRobb Avenue   STATUS: COMPLETED
