# of SCH,SCHOOL DIVISION NAME,DAN #,SCHOOL/PROGRAM NAME,ADDRESS,TOWN/CITY,PC,PHONE,GRADE RANGE, K-12 Total ,ISCED020,ISCED1,ISCED2,ISCED3
,Light of Christ RCSSD 16,5860201.0,Notre Dame School,1241  105TH STREET,NORTH BATTLEFORD,S9A 1S8,306-445-0283,Gr. K-7,213,1,1,1,0
,Light of Christ RCSSD 16,6424011.0,Rivier Elementary School,BOX 678,SPIRITWOOD,S0J 2M0,306-883-2382,Gr. K-6,111,1,1,0,0
,Light of Christ RCSSD 16,5860501.0,St. Mary School,1352  110TH STREET,NORTH BATTLEFORD,S9A 2J1,306-445-5152,Gr. K-7,189,1,1,1,0
,Light of Christ RCSSD 16,5924111.0,St. Peter's School,BOX 598,UNITY,S0K 4L0,306-228-4141,Gr. K-6,149,1,1,0,0
28.0,Living Sky SD 202,5810211.0,Battleford Central Elementary,BOX 400,BATTLEFORD,S0M 0E0,306-937-2112,Gr. K-6,459,1,1,0,0
,Living Sky SD 202,5850201.0,Bready Elementary,9001  17TH AVENUE,NORTH BATTLEFORD,S9A 2V1,306-445-4954,Gr. K-6,216,1,1,0,0
,Living Sky SD 202,5010213.0,Cando Community School,BOX 250,CANDO,S0K 0V0,306-937-3934,Gr. K-12,70,1,1,1,1
,Living Sky SD 202,5850401.0,Connaught Elementary School,902  107TH STREET,NORTH BATTLEFORD,S9A 1Y7,306-445-3661,Gr. K-6,155,1,1,0,0
,Living Sky SD 202,5910123.0,Cut Knife Community School,BOX 430,CUT KNIFE,S0M 0N0,306-398-2333,Gr. K-12,189,1,1,1,1
,Living Sky SD 202,5710213.0,Hafford Central School,BOX 97,HAFFORD,S0J 1A0,306-549-2212,Gr. K-12,148,1,1,1,1
,Living Sky SD 202,6410721.0,Hartley Clark Elementary School,BOX 729,SPIRITWOOD,S0J 2M0,306-883-2183,Gr. K-6,70,1,1,0,0
,Living Sky SD 202,5894003.0,Heritage Christian School,BOX 490,BATTLEFORD,S0M 0E0,306-446-3188,Gr. K-8,27,1,1,1,0
,Living Sky SD 202,5910313.0,Hillsvale Colony School,BOX 368,CUT KNIFE,S0M 0N0,306-398-2944,Gr. 1-8,27,0,1,1,0
,Living Sky SD 202,,Home-based School,,,,,Gr. K-12,120,1,1,1,1
,Living Sky SD 202,4410223.0,Kerrobert Composite School,BOX 258,KERROBERT,S0L 1R0,306-834-2444,Gr. K-12,202,1,1,1,1
,Living Sky SD 202,5911011.0,Lakeview Colony School,BOX 366,UNITY,S0K 4L0,306-247-2051,Gr. 1-8,16,0,1,1,0
,Living Sky SD 202,5850501.0,Lawrence Elementary School,1942  102ND STREET,NORTH BATTLEFORD,S9A 1H7,306-445-4944,Gr. K-6,144,1,1,0,0
,Living Sky SD 202,6410313.0,Leoville Central School,BOX 39,LEOVILLE,S0J 1N0,306-984-2241,Gr. K-12,140,1,1,1,1
,Living Sky SD 202,4410323.0,Luseland School,BOX 399,LUSELAND,S0L 2A0,306-372-4222,Gr. K-12,196,1,1,1,1
,Living Sky SD 202,4410413.0,Macklin School,"BOX 518,",MACKLIN,S0L 2C0,306-753-2375,Gr. K-12,351,1,1,1,1
,Living Sky SD 202,5810713.0,Maymont Central School,BOX 129,MAYMONT,S0M 1T0,306-389-2045,Gr. K-12,143,1,1,1,1
,Living Sky SD 202,5850601.0,McKitrick Community School,1500  101ST STREET,NORTH BATTLEFORD,S9A 1A4,306-445-3851,Gr. K-6,170,1,1,0,0
,Living Sky SD 202,5910923.0,McLurg High School,BOX 489,WILKIE,S0K 4W0,306-843-2288,Gr. 7-12,126,0,0,1,1
,Living Sky SD 202,6694003.0,Meadow Lake Christian Academy,APT 208 - 9TH  AVENUE EAST,MEADOW LAKE,S9X 1G3,,Gr. K-11,30,1,1,1,1
,Living Sky SD 202,6410513.0,Medstead Central School,BOX 150,MEDSTEAD,S0M 1W0,306-342-4600,Gr. K-12,149,1,1,1,1
,Living Sky SD 202,5910911.0,Norman Carter Elementary School,BOX 879,WILKIE,S0K 4W0,306-843-2675,Gr. K-6,150,1,1,0,0
,Living Sky SD 202,5850904.0,North Battleford Comprehensive High School,1791  110TH STREET,NORTH BATTLEFORD,S9A 2Y2,306-445-6101,Gr. 7-12,"1,026",0,0,1,1
,Living Sky SD 202,5911113.0,Scott Colony  School,BOX 1510,UNITY,S0K 4L0,306-247-4800,Gr. K-7,20,1,1,1,0
,Living Sky SD 202,6410713.0,Spiritwood High School,BOX 280,SPIRITWOOD,S0J 2M0,306-883-2282,Gr. 7-12,199,0,0,1,1
,Living Sky SD 202,5810221.0,St. Vital Catholic School,BOX 358,BATTLEFORD,S0M 0E0,306-937-2233,Gr. K-7,123,1,1,1,0
,Living Sky SD 202,5910813.0,Unity Composite High School,BOX 1000,UNITY,S0K 4L0,306-228-2657,Gr. 7-12,295,0,0,1,1
,Living Sky SD 202,5910711.0,Unity Public School,BOX 1150,UNITY,S0K 4L0,306-228-4177,Gr. K-6,235,1,1,0,0
7.0,Lloydminster RCSSD 89,6060101.0,École St. Thomas Elementary,6524 35TH ST,LLOYDMINSTER,T9V 3H1,(780) 875-5366,Gr. K-7,555,1,1,1,0
,Lloydminster RCSSD 89,6060301.0,Father Gorman Community School,3112  47TH AVENUE,LLOYDMINSTER,S9V 1G5,306-825-4600,Gr. K-7,470,1,1,1,0
,Lloydminster RCSSD 89,6060203.0,Holy Rosary High School,6611A 39TH STREET,LLOYDMINSTER,T9V 2Z4,(780) 875-3600,Gr. 8-12,903,0,0,1,1
,Lloydminster RCSSD 89,,Home-based School,,,,,Gr. 1-12,74,0,1,1,1
,Lloydminster RCSSD 89,6060501.0,Mother Teresa Early Childhood Education Center,5216 44TH ST,LLOYDMINSTER,T9V 1R6,(780) 871-5944,Gr. K-2,136,1,1,0,0
,Lloydminster RCSSD 89,6060401.0,St. Joseph Elementary School,5706  27TH STREET,LLOYDMINSTER,T9V 2B8,(780) 875-2442,Gr. K-7,307,1,1,1,0
,Lloydminster RCSSD 89,6060201.0,St. Mary's Elementary School,5207 42ND ST,LLOYDMINSTER,T9V 1M8,(780) 808-8600,Gr. K-7,405,1,1,1,0
10.0,Lloydminster SD 99,6051103.0,Avery Outreach School,4111  48 AVENUE,LLOYDMINSTER,S9V 0V7,306-825-9088,Gr. 5-12,197,0,1,1,1
,Lloydminster SD 99,6050201.0,Barr Colony School,3103  52ND AVENUE,LLOYDMINSTER,T9V 1M9,(780) 875-4054,Gr. K-6,184,1,1,0,0
,Lloydminster SD 99,6051003.0,Bishop Lloyd Middle School,5524  31ST STREET,LLOYDMINSTER,T9V 1W1,(780) 875-6239,Gr. 7-9,378,0,0,1,0
,Lloydminster SD 99,6050902.0,College Park School,2115 56 AVE,LLOYDMINSTER,T9V 2W2,(780) 875-7518,Gr. K-9,668,1,1,1,0
,Lloydminster SD 99,6050803.0,E.S. Laird Middle School,4808  45TH AVENUE,LLOYDMINSTER,S9V 0X4,306-825-8826,Gr. 7-9,381,0,0,1,0
,Lloydminster SD 99,6050901.0,Jack Kemp School,3701  47 AVENUE,LLOYDMINSTER,S9V 1K9,306-825-9394,Gr. K-6,395,1,1,0,0
,Lloydminster SD 99,6050904.0,Lloydminster Comprehensive High School,5615 42ND ST,LLOYDMINSTER,T9V 0A2,(780) 875-5513,Gr. 10-12,951,0,0,0,1
,Lloydminster SD 99,6050501.0,Queen Elizabeth School,5512  51ST AVENUE,LLOYDMINSTER,T9V 0Y7,(780) 875-5090,Gr. K-6,201,1,1,0,0
,Lloydminster SD 99,6050801.0,Rendell Park School,3401  57TH AVENUE,LLOYDMINSTER,T9V 2K6,(780) 875-7278,Gr. K-6,471,1,1,0,0
,Lloydminster SD 99,6050601.0,Winston Churchill School,4402  27TH STREET,LLOYDMINSTER,S9V 1R8,306-825-2626,Gr. K-6,396,1,1,0,0
22.0,North East SD 200,5310113.0,Arborfield School,BOX 70,ARBORFIELD,S0E 0A0,306-769-8784,Gr. K-12,77,1,1,1,1
,North East SD 200,5310213.0,Bjorkdale School,BOX 98,BJORKDALE,S0E 0E0,306-886-2123,Gr. K-12,63,1,1,1,1
,North East SD 200,5450201.0,Brunswick School,BOX 6100,MELFORT,S0E 1A0,306-752-5771,Gr. K-6,244,1,1,0,0
,North East SD 200,6110311.0,Carrot River Elementary School,BOX 700,CARROT RIVER,S0E 0L0,306-768-2481,Gr. K-4,91,1,1,0,0
,North East SD 200,6110323.0,Carrot River Jr. Sr. High School,BOX 759,CARROT RIVER,S0E 0L0,306-768-2433,Gr. 5-12,164,0,1,1,1
,North East SD 200,6110811.0,Central Park Elementary School,BOX 10,NIPAWIN,S0E 1E0,306-862-5303,Gr. K-3,313,1,1,0,0
,North East SD 200,5410113.0,Gronlid Central School,BOX 114,GRONLID,S0E 0W0,306-277-4633,Gr. K-8,33,1,1,1,0
,North East SD 200,,Home-based School,,,,,Gr. K-12,153,1,1,1,1
,North East SD 200,5210643.0,Hudson Bay Community School,BOX 1268,HUDSON BAY,S0E 0Y0,306-865-2515,Gr. K-12,336,1,1,1,1
,North East SD 200,6110854.0,L.P. Miller Comprehensive School,BOX 2650,NIPAWIN,S0E 1E0,306-862-4671,Gr. 7-12,464,0,0,1,1
,North East SD 200,5450301.0,Maude Burke Elementary School,BOX 6300,MELFORT,S0E 1A0,306-752-2391,Gr. K-6,184,1,1,0,0
,North East SD 200,5450504.0,Melfort & Unit Comprehensive Collegiate,PO BOX 99,MELFORT,S0E 1A0,306-752-2891,Gr. 7-12,634,0,0,1,1
,North East SD 200,5410413.0,Naicam School,BOX 220,NAICAM,S0K 2Z0,306-874-2253,Gr. K-12,202,1,1,1,1
,North East SD 200,5210724.0,Porcupine Plain Comprehensive School,P O BOX 579,PORCUPINE PLAIN,S0E 1H0,306-278-2288,Gr. K-12,228,1,1,1,1
,North East SD 200,5410311.0,Reynolds Central School,BOX 2829,MELFORT,S0E 1A0,306-752-2525,Gr. K-6,244,1,1,0,0
,North East SD 200,5410813.0,Star City Colony School,BOX 340,STAR CITY,S0E 1P0,306-863-2611,Gr. 3-9,17,0,1,1,0
,North East SD 200,5410713.0,Star City School,BOX 400,STAR CITY,S0E 1P0,306-863-2353,Gr. K-12,74,1,1,1,1
,North East SD 200,5310821.0,Tisdale Elementary School,BOX 1928,TISDALE,S0E 1T0,306-873-4533,Gr. K-5,307,1,1,0,0
,North East SD 200,5310842.0,Tisdale Middle & Secondary School,BOX 1000,TISDALE,S0E 1T0,306-873-2352,Gr. 6-12,436,0,1,1,1
,North East SD 200,6110831.0,Wagner Elementary School,BOX 460,NIPAWIN,S0E 1E0,306-862-5434,Gr. 4-6,233,0,1,0,0
,North East SD 200,6111213.0,White Fox School,BOX 250,WHITE FOX,S0J 3B0,306-276-2140,Gr. K-9,84,1,1,1,0
,North East SD 200,6110423.0,William Mason School,BOX 219,CHOICELAND,S0J 0M0,306-428-2157,Gr. K-12,155,1,1,1,1
23.0,Northern Lights SD 113,6714133.0,Ben Mcintyre School,BOX 222,URANIUM CITY,S0J 2W0,306-498-2150,Gr. K-9, <10 ,1,1,1,0
,Northern Lights SD 113,6710513.0,Charlebois Community School,BOX 40,CUMBERLAND HOUSE,S0E 0S0,306-888-2181,Gr. K-12,289,1,1,1,1
,Northern Lights SD 113,6711313.0,Churchill Community High School,BAG SERVICE #7500,LA RONGE,S0J 1L0,306-425-2255,Gr. 7-12,531,0,0,1,1
,Northern Lights SD 113,6711243.0,Dene High School,BAG SERVICE 3,LA LOCHE,S0M 1G0,306-822-2223,Gr. 6-12,433,0,1,1,1
,Northern Lights SD 113,6711233.0,Ducharme Elementary School,BAG SERVICE 4,LA LOCHE,S0M 1G0,306-822-2024,Gr. K-6,467,1,1,0,0
,Northern Lights SD 113,6711351.0,Gordon Denny Community School,BAG SERVICE #7300,LA RONGE,S0J 1L0,306-425-2997,Gr. K-6,181,1,1,0,0
,Northern Lights SD 113,6712113.0,Hector Thiboutot Community School,BOX 150,SANDY BAY,S0P 0G0,306-754-2139,Gr. K-12,442,1,1,1,1
,Northern Lights SD 113,,Home-based School,,,,,Gr. 1-11,17,0,1,1,1
,Northern Lights SD 113,6713311.0,Jans Bay School,GENERAL DELIVERY,CANOE NARROWS,S0M 0K0,306-829-4202,Gr. K-8,56,1,1,1,0
,Northern Lights SD 113,6711413.0,Kiskahikan School,BOX 72,WEYAKWIN,S0J 1W0,306-663-5672,Gr. K-9,21,1,1,1,0
,Northern Lights SD 113,6710411.0,Lakeview School,BOX 50,COLE BAY,S0M 0M0,306-829-4310,Gr. K-8,32,1,1,1,0
,Northern Lights SD 113,6714013.0,Masinahikana School,BAG SERVICE #6500,LA RONGE,S0J 1L0,306-425-5680,Gr. 10-12,72,0,0,0,1
,Northern Lights SD 113,6711923.0,Minahik Waskahigan Elementary School,BOX 160,PINEHOUSE LAKE,S0J 2B0,306-884-4951,Gr. K-6,178,1,1,0,0
,Northern Lights SD 113,6711933.0,Minahik Waskahigan High School,BOX 160,PINEHOUSE LAKE,S0J 2B0,306-884-4888,Gr. 7-12,176,0,0,1,1
,Northern Lights SD 113,6713513.0,Ospwakun Sepe School,BOX 1260,LA RONGE,S0J 1L0,306-758-4810,Gr. K-8,13,1,1,1,0
,Northern Lights SD 113,6711321.0,Pre-Cam Community School,BAG SERVICE #7400,LA RONGE,S0J 1L0,306-425-2226,Gr. K-6,465,1,1,0,0
,Northern Lights SD 113,6710201.0,Sasdaze School,100  BEAR CREEK DRIVE,LA LOCHE,S0M 1G0,306-822-2392,Gr. 2-6, <10 ,0,1,0,0
,Northern Lights SD 113,6713413.0,St. George's Hill School,GENERAL DELIVERY,DILLON,S0M 0S0,306-282-4502,Gr. 1-9,21,0,1,1,0
,Northern Lights SD 113,6711013.0,St. Pascal School,BOX 160,GREEN LAKE,S0M 1B0,306-832-2148,Gr. K-9,89,1,1,1,0
,Northern Lights SD 113,6712413.0,Stony Rapids School,BOX 39,STONY RAPIDS,S0J 2R0,306-439-2123,Gr. K-9,42,1,1,1,0
,Northern Lights SD 113,6712613.0,Timber Bay School,GENERAL DELIVERY,TIMBER BAY,S0J 2T0,306-663-5852,Gr. 1-9,14,0,1,1,0
,Northern Lights SD 113,6710213.0,Twin Lakes Community School,BOX 219,BUFFALO NARROWS,S0M 0J0,306-235-4240,Gr. K-12,289,1,1,1,1
,Northern Lights SD 113,6710113.0,Valley View School,BAG SERVICE #2,BEAUVAL,S0M 0G0,306-288-2022,Gr. K-12,217,1,1,1,1
25.0,Northwest SD 203,6610672.0,Carpenter High School,BOX 369,MEADOW LAKE,S9X 1Y3,306-236-5236,Gr. 9-12,527,0,0,1,1
,Northwest SD 203,6610111.0,Dorintosh Central School,BOX 100,DORINTOSH,S0M 0T0,306-236-3313,Gr. K-8,22,1,1,1,0
,Northwest SD 203,6610413.0,Ernie Studer School,BOX 129,LOON LAKE,S0M 1L0,306-837-2025,Gr. K-12,154,1,1,1,1
,Northwest SD 203,6610671.0,Gateway Middle School,507 5TH AVENUE,MEADOW LAKE,S9X 1A9,306-236-4141,Gr. 5-7,218,0,1,1,0
,Northwest SD 203,6410113.0,Glaslyn Central School,BOX 370,GLASLYN,S0M 0Y0,306-342-2114,Gr. K-12,119,1,1,1,1
,Northwest SD 203,6610213.0,Goodsoil Central School,BOX 189,GOODSOIL,S0M 1A0,306-238-2142,Gr. K-12,128,1,1,1,1
,Northwest SD 203,6610311.0,Green Acre Elementary School,BOX 10,RAPID VIEW,S0M 2M0,306-236-5905,Gr. K-8,49,1,1,1,0
,Northwest SD 203,6510113.0,H. Hardcastle School,BOX 238,EDAM,S0M 0V0,306-397-2944,Gr. K-12,177,1,1,1,1
,Northwest SD 203,6010113.0,Hillmond Central School,GBS 1-26  RR 2,LLOYDMINSTER,S9V 0X7,306-825-3393,Gr. K-12,147,1,1,1,1
,Northwest SD 203,,Home-based School,,,,,Gr. K-10,29,1,1,1,1
,Northwest SD 203,6010211.0,J.H. Moore Elementary,BOX 550,LASHBURN,S0M 1H0,306-285-3200,Gr. K-6,191,1,1,0,0
,Northwest SD 203,6610683.0,Jonas Samson Middle School,715  7TH AVENUE W,MEADOW LAKE,S9X 1A7,306-236-5686,Gr. 5-8,248,0,1,1,0
,Northwest SD 203,6610631.0,Jubilee Elementary,718  5TH AVENUE W,MEADOW LAKE,S9X 1A4,306-236-4491,Gr. K-4,252,1,1,0,0
,Northwest SD 203,6610691.0,Lakeview Elementary School,304  8TH AVENUE E,MEADOW LAKE,S9X 1G9,306-236-5810,Gr. K-4,350,1,1,0,0
,Northwest SD 203,6010223.0,Lashburn High School,BOX 430,LASHBURN,S0M 1H0,306-285-3505,Gr. 7-12,140,0,0,1,1
,Northwest SD 203,6010423.0,Maidstone High School,BOX 426,MAIDSTONE,S0M 1M0,306-893-2351,Gr. 7-12,167,0,0,1,1
,Northwest SD 203,6010523.0,Marsden Jubilee School,BOX 189,MARSDEN,S0M 1P0,306-826-5255,Gr. K-6,45,1,1,0,0
,Northwest SD 203,6010613.0,Marshall School,BOX 149,MARSHALL,S0M 1R0,306-387-6288,Gr. K-9,99,1,1,1,0
,Northwest SD 203,6010723.0,Neilburg Composite School,BOX 309,NEILBURG,S0M 2C0,306-823-4313,Gr. K-12,184,1,1,1,1
,Northwest SD 203,6510513.0,Paradise Hill School,BOX 28,PARADISE HILL,S0M 2G0,306-344-2055,Gr. K-12,195,1,1,1,1
,Northwest SD 203,6610813.0,Pierceland Central School,BOX 70,PIERCELAND,S0M 2K0,306-839-2024,Gr. K-12,238,1,1,1,1
,Northwest SD 203,6010411.0,Ratushniak Elementary School,BOX 368,MAIDSTONE,S0M 1M0,306-893-2634,Gr. K-6,254,1,1,0,0
,Northwest SD 203,6510613.0,St. Walburg School,BOX 640,ST WALBURG,S0M 2T0,306-248-3602,Gr. K-12,250,1,1,1,1
,Northwest SD 203,6610673.0,Transition Place Education Centre,606-5TH AVE W,MEADOW LAKE,S9X 1A9,,Gr. 10-12,54,0,0,0,1
,Northwest SD 203,6510913.0,Turtleford School,BOX 490,TURTLEFORD,S0M 2Y0,306-845-2079,Gr. K-12,293,1,1,1,1
40.0,Prairie South SD 210,2251304.0,Albert E. Peacock Collegiate,145  ROSS STREET E,MOOSE JAW,S6H 0S3,306-693-4626,Gr. 9-12,559,0,0,1,1
,Prairie South SD 210,510262.0,Assiniboia Composite High,200  BELL ROAD,ASSINIBOIA,S0H 0B0,306-642-3319,Gr. 9-12,163,0,0,1,1
,Prairie South SD 210,510251.0,Assiniboia Elementary School,713 - 4TH  ST E,ASSINIBOIA,S0H 0B0,306-642-5981,Gr. 5-8,172,0,1,1,0
,Prairie South SD 210,510231.0,Assiniboia Seventh Avenue School,BOX 1930,ASSINIBOIA,S0H 0B0,306-642-3566,Gr. K-4,204,1,1,0,0
,Prairie South SD 210,1210113.0,Avonlea School,BOX 330,AVONLEA,S0H 0C0,306-868-2000,Gr. K-12,139,1,1,1,1
,Prairie South SD 210,2210121.0,Baildon Colony Hutterite School,15 THATCHER DR E,MOOSE JAW,S6J 1L8,306-693-3013,Gr. 1-9,24,0,1,1,0
,Prairie South SD 210,2211313.0,Belle Plaine Hutterite School,BOX 61,BELLE PLAINE,S0G 0G0,306-345-2103,Gr. K-12,22,1,1,1,1
,Prairie South SD 210,410113.0,Bengough School,BOX 459,BENGOUGH,S0C 0K0,306-268-2172,Gr. K-12,77,1,1,1,1
,Prairie South SD 210,2293002.0,Briercrest Christian Academy,510  COLLEGE DRIVE,CARONPORT,S0H 0S0,306-756-3303,Gr. 9-12,141,0,0,1,1
,Prairie South SD 210,2210311.0,Caronport Elementary School,BOX 700,CARONPORT,S0H 0S0,306-756-2212,Gr. K-8,179,1,1,1,0
,Prairie South SD 210,2310123.0,Central Butte School,BOX 340,CENTRAL BUTTE,S0H 0T0,306-796-2124,Gr. K-12,114,1,1,1,1
,Prairie South SD 210,2251402.0,Central Collegiate,149  OXFORD STREET W,MOOSE JAW,S6H 2N4,306-693-4691,Gr. 9-12,534,0,0,1,1
,Prairie South SD 210,2310213.0,Chaplin School,BOX 150,CHAPLIN,S0H 0V0,306-395-2388,Gr. K-12,31,1,1,1,1
,Prairie South SD 210,2293401.0,Cornerstone Christian School,43 IROQUOIS STREET EAST,MOOSE JAW,S6H 4S9,306-693-2937,Gr. K-12,296,1,1,1,1
,Prairie South SD 210,410313.0,Coronach School,BOX 120,CORONACH,S0H 0Z0,306-267-2210,Gr. K-12,173,1,1,1,1
,Prairie South SD 210,3110413.0,Craik School,BOX 180,CRAIK,S0G 0V0,306-734-2404,Gr. K-12,66,1,1,1,1
,Prairie South SD 210,622024.0,École Gravelbourg School,BOX 930,GRAVELBOURG,S0H 1X0,306-648-2480,Gr. K-12,232,1,1,1,1
,Prairie South SD 210,2250701.0,École Palliser Heights School,1140  SIMPSON AVENUE,MOOSE JAW,S6H 4M8,306-693-4669,Gr. K-8,649,1,1,1,0
,Prairie South SD 210,2250301.0,Empire School,500  COTEAU ST W,MOOSE JAW,S6H 5E4,306-692-3903,Gr. K-8,111,1,1,1,0
,Prairie South SD 210,3110613.0,Eyebrow School,BOX 130,EYEBROW,S0H 1L0,306-759-2110,Gr. K-12,45,1,1,1,1
,Prairie South SD 210,610513.0,Glentworth Central School,BOX 100,GLENTWORTH,S0H 1V0,306-266-4804,Gr. K-12,82,1,1,1,1
,Prairie South SD 210,,Home-based School,,,,,Gr. K-12,193,1,1,1,1
,Prairie South SD 210,3110111.0,Huron Hutterite Elementary,PO BOX 18,BROWNLEE,S0H 0M0,306-759-2685,Gr. 2-9, <10 ,0,1,1,0
,Prairie South SD 210,610613.0,Kincaid Central School,BOX 90,KINCAID,S0H 2J0,306-264-3955,Gr. K-12,114,1,1,1,1
,Prairie South SD 210,2250601.0,King George School,1150  5TH AVENUE NW,MOOSE JAW,S6H 3Y7,306-692-3908,Gr. K-8,374,1,1,1,0
,Prairie South SD 210,610713.0,Lafleche Central School,BOX 130,LAFLECHE,S0H 2K0,306-472-3192,Gr. K-12,109,1,1,1,1
,Prairie South SD 210,2210711.0,Lindale School,1322  11TH AVENUE NW,MOOSE JAW,S6H 4L9,306-692-4926,Gr. K-8,321,1,1,1,0
,Prairie South SD 210,610813.0,Mankota School,BOX 300,MANKOTA,S0H 2W0,306-478-2370,Gr. 1-12,43,0,1,1,1
,Prairie South SD 210,2210913.0,Mortlach School,BOX 98,MORTLACH,S0H 3E0,306-355-2332,Gr. K-12,70,1,1,1,1
,Prairie South SD 210,510813.0,Mossbank School,BOX 460,MOSSBANK,S0H 3G0,306-354-2449,Gr. K-12,117,1,1,1,1
,Prairie South SD 210,2100501.0,Prairie South Virtual School,1075 9TH AVE NW,MOOSE JAW,S6H 1V7,,Gr. 10-12,18,0,0,0,1
,Prairie South SD 210,2250801.0,Prince Arthur Community School,640 STADACONA ST E,MOOSE JAW,S6H 1M2,306-692-3904,Gr. K-8,219,1,1,1,0
,Prairie South SD 210,2251502.0,Riverview Collegiate Institute,650  COTEAU STREET W,MOOSE JAW,S6H 5E6,306-693-1331,Gr. 9-12,96,0,0,1,1
,Prairie South SD 210,410513.0,Rockglen School,BOX 189,ROCKGLEN,S0H 3R0,306-476-2220,Gr. K-12,108,1,1,1,1
,Prairie South SD 210,511413.0,Rose Valley Hutterite School,PO BOX 1118,ASSINIBOIA,S0H 0B0,306-642-0434,Gr. K-9,13,1,1,1,0
,Prairie South SD 210,2211013.0,Rouleau School,BOX 220,ROULEAU,S0G 4H0,306-776-2332,Gr. K-12,122,1,1,1,1
,Prairie South SD 210,2251701.0,Sunningdale School,530  WOODLILY DRIVE,MOOSE JAW,S6J 1J3,306-693-9433,Gr. K-8,429,1,1,1,0
,Prairie South SD 210,611111.0,Vanguard Hutterite School,BOX 147,ANEROID,S0N 0C0,306-588-2240,Gr. 5-7, <10 ,0,1,1,0
,Prairie South SD 210,2251101.0,Westmount School,1100  CURRIE CRESCENT,MOOSE JAW,S6H 5M8,306-694-5999,Gr. K-8,326,1,1,1,0
,Prairie South SD 210,2251201.0,William Grayson School,823  CARIBOU STREET W,MOOSE JAW,S6H 2L2,306-692-4659,Gr. K-8,162,1,1,1,0
49.0,Prairie Spirit SD 206,4110123.0,Aberdeen Composite School,BOX 10,ABERDEEN,S0K 0A0,306-253-4333,Gr. K-12,312,1,1,1,1
,Prairie Spirit SD 206,4110213.0,Allan Composite School,BOX 9,ALLAN,S0K 0C0,306-257-3311,Gr. K-12,163,1,1,1,1
,Prairie Spirit SD 206,5710123.0,Blaine Lake Composite School,BOX 220,BLAINE LAKE,S0J 0J0,306-497-2632,Gr. K-12,151,1,1,1,1
,Prairie Spirit SD 206,4210313.0,Borden School,BOX 40,BORDEN,S0K 0N0,306-997-2090,Gr. K-12,99,1,1,1,1
,Prairie Spirit SD 206,4110413.0,Clavet Composite School,BOX 5,CLAVET,S0K 0Y0,306-933-1022,Gr. K-12,627,1,1,1,1
,Prairie Spirit SD 206,4110513.0,Colonsay School,BOX 66,COLONSAY,S0K 0Z0,306-255-2050,Gr. K-12,117,1,1,1,1
,Prairie Spirit SD 206,4210413.0,Dalmeny High School,PO BOX 430,DALMENY,S0K 1E0,306-254-2036,Gr. 7-12,227,0,0,1,1
,Prairie Spirit SD 206,4210523.0,Delisle Composite School,BOX 250,DELISLE,S0L 0P0,306-493-2433,Gr. 7-12,237,0,0,1,1
,Prairie Spirit SD 206,4210511.0,Delisle Elementary School,BOX 310,DELISLE,S0L 0P0,306-493-2451,Gr. K-6,196,1,1,0,0
,Prairie Spirit SD 206,4110611.0,Dundurn School,BOX 250,DUNDURN,S0K 1K0,306-492-2050,Gr. K-6,138,1,1,0,0
,Prairie Spirit SD 206,4211811.0,Eagle Creek Colony School,BOX 208,ASQUITH,S0K 0J0,306-683-2800,Gr. K-10,47,1,1,1,1
,Prairie Spirit SD 206,4910461.0,École Traditions Elementary School,401 TRADITIONS BLVD,WARMAN,S0K 4S5,306-683-5200,Gr. K-5,492,1,1,0,0
,Prairie Spirit SD 206,4911113.0,Green Leaf Colony School,BOX 40,MARCELIN,S0J 1R0,306-226-2195,Gr. 1-10,10,0,1,1,1
,Prairie Spirit SD 206,4910121.0,Hague Elementary School,BOX 210,HAGUE,S0K 1X0,306-225-2104,Gr. K-6,258,1,1,0,0
,Prairie Spirit SD 206,4910113.0,Hague High School,BOX 390,HAGUE,S0K 1X0,306-225-2232,Gr. 7-12,167,0,0,1,1
,Prairie Spirit SD 206,4110643.0,Hanley School,BOX 449,HANLEY,S0G 2E0,306-544-2511,Gr. K-12,260,1,1,1,1
,Prairie Spirit SD 206,4910213.0,Hepburn School,BOX 219,HEPBURN,S0K 1Z0,306-947-2077,Gr. K-12,253,1,1,1,1
,Prairie Spirit SD 206,4110623.0,Hillcrest Hutterite School,BOX 100,DUNDURN,S0K 1K0,306-492-2345,Gr. K-10,22,1,1,1,1
,Prairie Spirit SD 206,,Home-based School,,,,,Gr. K-12,494,1,1,1,1
,Prairie Spirit SD 206,4910311.0,Laird School,BOX 90,LAIRD,S0K 2H0,306-223-4272,Gr. K-8,63,1,1,1,0
,Prairie Spirit SD 206,4910451.0,Lake Vista Public School,1501 PARR HILL DR,MARTENSVILLE,S0K 2T1,306-683-4300,Gr. K-8,371,1,1,1,0
,Prairie Spirit SD 206,4210911.0,Langham Elementary School,BOX 350,LANGHAM,S0K 2L0,306-283-4455,Gr. K-5,190,1,1,0,0
,Prairie Spirit SD 206,5710313.0,Leask Community School,BOX 460,LEASK,S0J 1M0,306-466-2206,Gr. K-12,119,1,1,1,1
,Prairie Spirit SD 206,5710323.0,Leask Hutterite Colony School,BOX 430,LEASK,S0J 1M0,306-466-2009,Gr. K-12,36,1,1,1,1
