Province,City or Region,Type,MainLink,SourceLink,Direct CSV Link,Direct KML Link,Open,Special Note,Provider,License or Terms of Use,Attribution Statement,,,,,
NB,Saint John,Theatres,http://catalogue-saintjohn.opendata.arcgis.com/datasets/theatres,,https://opendata.arcgis.com/datasets/5d5537a071ca4a6ab037e0772a68cba8_0.csv?outSR=%7B%22latestWkid%22%3A2953%2C%22wkid%22%3A2036%7D,https://opendata.arcgis.com/datasets/5d5537a071ca4a6ab037e0772a68cba8_0.kml?outSR=%7B%22latestWkid%22%3A2953%2C%22wkid%22%3A2036%7D,,,Saint John,https://ago-item-storage.s3.us-east-1.amazonaws.com/2b0da92076ce4cf48cda63a86fdc316f/Open_Data_Policy-2015-v.01-MAR-02.pdf?X-Amz-Security-Token=AgoJb3JpZ2luX2VjEL3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQD%2BGcaR5MOqHKo3L4A20x9Tq7BgSLu8KGBwIiqxzFvZlQIhAIZfZLco%2FkqvGyXlU9eEdaa1%2FGDGhjCwIVIIkFkZ32ToKtoDCGUQABoMNjA0NzU4MTAyNjY1Igx3sb%2BuDpx87jeBQigqtwP5t%2BS7xYLnACS577ZqQG6dkfXeyC2VdaAs2ndZMljVoF8mSfQg0QkLg4wkKdFxNnLQ7YQ5nxFknRCfH6SIDvE%2F%2FC%2BNAw8cCVB0xJI%2FBlVXUp6MmYN8P7UC8zS1ZIF58Zo2Un1oymrXWXbc0jQfoxtE%2BWtUyCArHDJpEle0Ce5YKoPHa%2F8nx%2BGs%2BZbARhDvAPVJADAcck%2BjsJm38I5FaeSW%2FVdmb5Pzn0IJTidAtqcGPuxiH9nDWgigb2xUF5QB4T1omd6VoRLsURgrwwGi5KE919yX5HiRLxJ6ottIYTCl7T30h6a6n131z2FgO41dl%2FQhz%2FlBW4WBHz4SmzV2nJHBjAgv4PwrhUVPm3GUhu%2FfS3uPvC5sp5UPLarJz5zzASUv4q8djXKAlMxJyIOAmAhGQhYvGcFclCbINLHwsYQOwTGI1xzLjnbUZLYYyje03yNIpRQxQuyJRovelKU96x0rGYZNo28JEDvJn6zgIOzBpHdAOj%2FSPRf3P1kL1q02fSFoTvvt8ZJjltMIGcmY6DWd8Cq4goMjtykMFcb39FzT7cHiW5793x81XCK%2FpcW46rp%2BWoYXT8PmMNKhlusFOrMBLE45LbXGrHOk%2F9RWkEVqAa6QBIvsjPA9%2FIhMhAo2ZIpjsaJBz2VvZvsoB%2BC70TV%2Fs4GO5QNEfs24IL9Ei2IQqTPy0Av5EgWZzzLrITWuc3qWiwozEeAhwKdOl4blXDU5Jgpc2%2BCyPP3U6B32chztVQ9Wc0Lj9YFAS%2B2MvtsJHHhS4JZrGgsfbLn%2BKdMinzMDh88V6zQLZ3gkwFx09oVqawYTT7ep566PZVTt0JG84UY9984%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20190827T213225Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAYZTTEKKEUSDO7WEY%2F20190827%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=42c6a5f3ac5581899257f0521e7c6d0cb8ecef07ed56cb5bc88456bb2bfb6f9a,Contains information licensed under the Open Government Licence – City of Saint John,,,,,
NB,Saint John,Museum,http://catalogue-saintjohn.opendata.arcgis.com/datasets/museums,,https://opendata.arcgis.com/datasets/45746252619b44859bb13957e404f595_0.csv?outSR=%7B%22latestWkid%22%3A2953%2C%22wkid%22%3A2036%7D,https://opendata.arcgis.com/datasets/45746252619b44859bb13957e404f595_0.kml?outSR=%7B%22latestWkid%22%3A2953%2C%22wkid%22%3A2036%7D,,,Saint John,https://ago-item-storage.s3.us-east-1.amazonaws.com/2b0da92076ce4cf48cda63a86fdc316f/Open_Data_Policy-2015-v.01-MAR-02.pdf?X-Amz-Security-Token=AgoJb3JpZ2luX2VjEL3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQD%2BGcaR5MOqHKo3L4A20x9Tq7BgSLu8KGBwIiqxzFvZlQIhAIZfZLco%2FkqvGyXlU9eEdaa1%2FGDGhjCwIVIIkFkZ32ToKtoDCGUQABoMNjA0NzU4MTAyNjY1Igx3sb%2BuDpx87jeBQigqtwP5t%2BS7xYLnACS577ZqQG6dkfXeyC2VdaAs2ndZMljVoF8mSfQg0QkLg4wkKdFxNnLQ7YQ5nxFknRCfH6SIDvE%2F%2FC%2BNAw8cCVB0xJI%2FBlVXUp6MmYN8P7UC8zS1ZIF58Zo2Un1oymrXWXbc0jQfoxtE%2BWtUyCArHDJpEle0Ce5YKoPHa%2F8nx%2BGs%2BZbARhDvAPVJADAcck%2BjsJm38I5FaeSW%2FVdmb5Pzn0IJTidAtqcGPuxiH9nDWgigb2xUF5QB4T1omd6VoRLsURgrwwGi5KE919yX5HiRLxJ6ottIYTCl7T30h6a6n131z2FgO41dl%2FQhz%2FlBW4WBHz4SmzV2nJHBjAgv4PwrhUVPm3GUhu%2FfS3uPvC5sp5UPLarJz5zzASUv4q8djXKAlMxJyIOAmAhGQhYvGcFclCbINLHwsYQOwTGI1xzLjnbUZLYYyje03yNIpRQxQuyJRovelKU96x0rGYZNo28JEDvJn6zgIOzBpHdAOj%2FSPRf3P1kL1q02fSFoTvvt8ZJjltMIGcmY6DWd8Cq4goMjtykMFcb39FzT7cHiW5793x81XCK%2FpcW46rp%2BWoYXT8PmMNKhlusFOrMBLE45LbXGrHOk%2F9RWkEVqAa6QBIvsjPA9%2FIhMhAo2ZIpjsaJBz2VvZvsoB%2BC70TV%2Fs4GO5QNEfs24IL9Ei2IQqTPy0Av5EgWZzzLrITWuc3qWiwozEeAhwKdOl4blXDU5Jgpc2%2BCyPP3U6B32chztVQ9Wc0Lj9YFAS%2B2MvtsJHHhS4JZrGgsfbLn%2BKdMinzMDh88V6zQLZ3gkwFx09oVqawYTT7ep566PZVTt0JG84UY9984%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20190827T213225Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAYZTTEKKEUSDO7WEY%2F20190827%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=42c6a5f3ac5581899257f0521e7c6d0cb8ecef07ed56cb5bc88456bb2bfb6f9a,Contains information licensed under the Open Government Licence – City of Saint John,,,,,
NL,Province of Newfoundland and Labrador,Cultural assets,https://opendata.gov.nl.ca/public/opendata/page/?page-id=datasetdetails&id=84,https://opendata.gov.nl.ca/public/opendata/filedownload/?file-id=60,,,,,Province of Newfoundland and Labrador,https://opendata.gov.nl.ca/public/opendata/page/?page-id=licence,Contains information licensed under the Open Government Licence - Newfoundland and Labrador.,,,,,
NS,Province of Nova Scotia,Museum,https://data.novascotia.ca/Arts-Culture-and-History/Nova-Scotia-Museum-Locations-Map/57fm-m8a8,,https://data.novascotia.ca/api/views/57fm-m8a8/rows.csv?accessType=DOWNLOAD,https://data.novascotia.ca/api/views/57fm-m8a8/rows.kml?accessType=DOWNLOAD,,,Province of Nova Scotia,https://novascotia.ca/opendata/licence.asp,Contains information licensed under the Open Government Licence – Nova Scotia,,,,,
ON,Barrie,Many,http://public-barrie.opendata.arcgis.com/datasets/city-facilities/data,,https://opendata.arcgis.com/datasets/fc365c3b12c64f0c87c2b4f21d5787b3_13.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/fc365c3b12c64f0c87c2b4f21d5787b3_13.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Barrie,https://www.barrie.ca/Online%20Services/PublishingImages/OpenData_Images/COB_DataLicense.pdf,Contains information licensed under the Open Government Licence – Barrie,,,,,
ON,Brampton,Many,http://geohub.brampton.ca/datasets/region-of-peel-landmarks,,https://opendata.arcgis.com/datasets/2c53a937c0494c2786f01b75d4339f0c_6.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/2c53a937c0494c2786f01b75d4339f0c_6.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Brampton,http://www.brampton.ca/EN/City-Hall/OpenGov/Open-Data-Catalogue/Pages/Terms-of-Use.aspx,"Copyright © 2012, The City of Brampton (All rights reserved.) All intellectual property and other rights in and to the Dataset belong to the City of Brampton.",,,,,
ON,Brampton,Many,http://geohub.brampton.ca/datasets/supplementary-city-facilities,,https://opendata.arcgis.com/datasets/c9bc65f519c5442db7d682816d7c711c_15.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/c9bc65f519c5442db7d682816d7c711c_15.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Brampton,http://www.brampton.ca/EN/City-Hall/OpenGov/Open-Data-Catalogue/Pages/Terms-of-Use.aspx,"Copyright © 2012, The City of Brampton (All rights reserved.) All intellectual property and other rights in and to the Dataset belong to the City of Brampton.",,,,,
ON,Brampton,Many,http://geohub.brampton.ca/datasets/culture-map-listings,,https://opendata.arcgis.com/datasets/c835236e04f94bf39d735a54e740203b_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/c835236e04f94bf39d735a54e740203b_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Brampton,http://www.brampton.ca/EN/City-Hall/OpenGov/Open-Data-Catalogue/Pages/Terms-of-Use.aspx,"Copyright © 2012, The City of Brampton (All rights reserved.) All intellectual property and other rights in and to the Dataset belong to the City of Brampton.",,,,,
ON,Burlington,Many,https://navburl-burlington.opendata.arcgis.com/datasets/facilities/data,,https://opendata.arcgis.com/datasets/2fa83f77be9147a39e4bb5f82f34a0c5_0.csv?outSR=%7B%22latestVcsWkid%22%3A115702%2C%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%2C%22vcsWkid%22%3A115702%7D,https://opendata.arcgis.com/datasets/2fa83f77be9147a39e4bb5f82f34a0c5_0.kml?outSR=%7B%22latestVcsWkid%22%3A115702%2C%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%2C%22vcsWkid%22%3A115702%7D,,,Burlington,https://www.burlington.ca/en/services-for-you/resources/Ongoing_Projects/Open_Data/OpenDataBurlingtonTermsOfUseSeptember192011.pdf,,,,,,
ON,Durham,Many,https://opendata.durham.ca/datasets/community-services?page=7,,https://opendata.arcgis.com/datasets/5e3efef8712d4538ad5ed2b068bac601_4.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/5e3efef8712d4538ad5ed2b068bac601_4.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Durham,https://www.durham.ca/en/regional-government/resources/Documents/OpenDataLicenceAgreement.pdf,Contains public sector Information made available under The Regional Municipality of Durham's Open Data Licence,,,,,
ON,Hamilton,Museum,http://open.hamilton.ca/datasets/6728810fb847489985d4b735502205a0_2,,https://opendata.arcgis.com/datasets/6728810fb847489985d4b735502205a0_2.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/6728810fb847489985d4b735502205a0_2.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Hamilton,https://www.hamilton.ca/city-initiatives/strategies-actions/open-data-licence-terms-and-conditions,Contains public sector Data made available under the City of Hamilton’s Open Data Licence,,,,,
ON,Hamilton,Many,http://open.hamilton.ca/datasets/e09cca59a8584cc28e7879bd6b0ce7f4_0,,https://opendata.arcgis.com/datasets/e09cca59a8584cc28e7879bd6b0ce7f4_0.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/e09cca59a8584cc28e7879bd6b0ce7f4_0.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Hamilton,https://www.hamilton.ca/city-initiatives/strategies-actions/open-data-licence-terms-and-conditions,Contains public sector Data made available under the City of Hamilton’s Open Data Licence,,,,,
ON,Cambridge,Museum,https://geohub.cambridge.ca/datasets/museums?geometry=-80.489%2C43.353%2C-80.131%2C43.440,,https://opendata.arcgis.com/datasets/c49496d868814cffb6499265c331f720_8.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/c49496d868814cffb6499265c331f720_8.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Cambridge,https://www.cambridge.ca/en/your-city/resources/Open-Data-Licence-Version-2.pdf,Contains information licensed under the Open Government Licence – City of Cambridge,,,,,
ON,Kitchener,POI,https://geohub.cambridge.ca/datasets/7dc17e10731546e9b427677d80cff3a1_0?geometry=-80.656%2C43.388%2C-80.297%2C43.475,,https://opendata.arcgis.com/datasets/7dc17e10731546e9b427677d80cff3a1_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/7dc17e10731546e9b427677d80cff3a1_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Kitchener,https://www.kitchener.ca/en/city-services/open-data.aspx#,Open Government Licence - The Corporation of the City of Kitchener,,,,,
ON,Kitchener,Museum,https://geohub.cambridge.ca/datasets/737cebec98414635bb45cf0621977d0d_0?geometry=-80.656%2C43.388%2C-80.297%2C43.475,,https://opendata.arcgis.com/datasets/737cebec98414635bb45cf0621977d0d_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/737cebec98414635bb45cf0621977d0d_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Kitchener,https://www.kitchener.ca/en/city-services/open-data.aspx#,Open Government Licence - The Corporation of the City of Kitchener,,,,,
ON,Kitchener,Many,https://geohub.cambridge.ca/datasets/5dbeed2b0f5e4905934436709b4ac7f8_0/data?geometry=-80.788%2C43.347%2C-80.071%2C43.521&page=8,,https://opendata.arcgis.com/datasets/5dbeed2b0f5e4905934436709b4ac7f8_0.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/5dbeed2b0f5e4905934436709b4ac7f8_0.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Kitchener,https://www.kitchener.ca/en/city-services/open-data.aspx#,Open Government Licence - The Corporation of the City of Kitchener,,,,,
ON,Waterloo Region,POI,https://geohub.cambridge.ca/datasets/City-of-Waterloo::points-of-interest?geometry=-80.726%2C43.435%2C-80.367%2C43.522,,https://opendata.arcgis.com/datasets/04a8276e6c074a6b8a2a158cc1a1d81e_0.csv?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,https://opendata.arcgis.com/datasets/04a8276e6c074a6b8a2a158cc1a1d81e_0.kml?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,Waterloo Region,https://www.regionofwaterloo.ca/en/regional-government/open-data.aspx,Contains information provided by the Regional Municipality of Waterloo under licence,,,,,
ON,Grey County,POI,https://maps.grey.ca/datasets/tourism-interest-points,,https://opendata.arcgis.com/datasets/a2eadd96496f4540be35e23f84d823d8_0.csv?outSR=%7B%22falseM%22%3A-100000%2C%22xyTolerance%22%3A0.001%2C%22mUnits%22%3A10000%2C%22zUnits%22%3A10000%2C%22latestWkid%22%3A3857%2C%22zTolerance%22%3A0.001%2C%22wkid%22%3A102100%2C%22xyUnits%22%3A148923141.92838538%2C%22mTolerance%22%3A0.001%2C%22falseX%22%3A-20037700%2C%22falseY%22%3A-30241100%2C%22falseZ%22%3A-100000%7D,https://opendata.arcgis.com/datasets/a2eadd96496f4540be35e23f84d823d8_0.kml?outSR=%7B%22falseM%22%3A-100000%2C%22xyTolerance%22%3A0.001%2C%22mUnits%22%3A10000%2C%22zUnits%22%3A10000%2C%22latestWkid%22%3A3857%2C%22zTolerance%22%3A0.001%2C%22wkid%22%3A102100%2C%22xyUnits%22%3A148923141.92838538%2C%22mTolerance%22%3A0.001%2C%22falseX%22%3A-20037700%2C%22falseY%22%3A-30241100%2C%22falseZ%22%3A-100000%7D,,,Grey County,http://maps.grey.ca/pages/terms,Contains information licensed under the Grey County Open Data Licence,,,,,
ON,Haldimand County,Many,http://data-huron.opendata.arcgis.com/datasets/e77ce5bbe5d749468bf1e7b9fcb87e4c_0,,https://opendata.arcgis.com/datasets/e77ce5bbe5d749468bf1e7b9fcb87e4c_0.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/e77ce5bbe5d749468bf1e7b9fcb87e4c_0.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Haldimand County,http://opendata.haldimandcounty.on.ca/,Contains information licensed under the Open Government Licence – Haldimand County,,,,,
ON,Kingston,POI,https://opendatakingston.cityofkingston.ca/explore/dataset/point-of-interest/information/?disjunctive.description&disjunctive.name,,https://opendatakingston.cityofkingston.ca/explore/dataset/point-of-interest/download/?format=csv&timezone=America/Goose_Bay&use_labels_for_header=true&csv_separator=%3B,https://opendatakingston.cityofkingston.ca/explore/dataset/point-of-interest/download/?format=kml&timezone=America/Goose_Bay&use_labels_for_header=true&kml_separator=%3B,,,Kingston,https://www.cityofkingston.ca/documents/10180/144997/GIS_OpenDataLicense.pdf/72f5a9ac-afbc-4fe3-959d-9111c9393bfa,Contains information licensed under the Open Data Licence – City of Kingston.,,,,,
ON,London,Many,https://opendata.london.ca/datasets/4165357c57ab44b0ac671fff0884d696_10,,https://opendata.arcgis.com/datasets/4165357c57ab44b0ac671fff0884d696_10.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/4165357c57ab44b0ac671fff0884d696_10.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,London,http://www.london.ca/city-hall/open-data/Pages/OpenData-TermsofUse.aspx,,,,,,
ON,Markham,Many,http://data-markham.opendata.arcgis.com/datasets/city-owned-facilities/data,,https://opendata.arcgis.com/datasets/d8cee9f1183f4d8f9c731e777782f3a3_0.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/d8cee9f1183f4d8f9c731e777782f3a3_0.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Markham,http://data-markham.opendata.arcgis.com/pages/terms-of-use,Contains public sector Information made available under the City of Markham’s Open Data Licence,,,,,
ON,Mississauga,Many,http://data.mississauga.ca/datasets/2018-mississauga-business-directory/data?geometry=-80.407%2C43.435%2C-78.946%2C43.783,,https://opendata.arcgis.com/datasets/1475270a07744940b1a641c99f503571_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/1475270a07744940b1a641c99f503571_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Mississauga,http://www5.mississauga.ca/research_catalogue/CityofMississauga_TermsofUse.pdf,,,,,,
ON,Mississauga,Theatres,http://data.mississauga.ca/datasets/city-theatres,,https://opendata.arcgis.com/datasets/1f52d2412c39487e96f67e474e5ff153_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/1f52d2412c39487e96f67e474e5ff153_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Mississauga,http://www5.mississauga.ca/research_catalogue/CityofMississauga_TermsofUse.pdf,,,,,,
ON,Mississauga,Museum,http://data.mississauga.ca/datasets/city-museums,,https://opendata.arcgis.com/datasets/d86f80526b0c4a69be6186ef2e8cf171_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/d86f80526b0c4a69be6186ef2e8cf171_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Mississauga,http://www5.mississauga.ca/research_catalogue/CityofMississauga_TermsofUse.pdf,,,,,,
ON,Mississauga,Galleries,http://data.mississauga.ca/datasets/art-galleries,,https://opendata.arcgis.com/datasets/1446daede2cf4d70ab64c7fd3b3d73d4_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/1446daede2cf4d70ab64c7fd3b3d73d4_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Mississauga,http://www5.mississauga.ca/research_catalogue/CityofMississauga_TermsofUse.pdf,,,,,,
ON,Mississauga,POI,http://data.mississauga.ca/datasets/city-landmarks,,https://opendata.arcgis.com/datasets/0ef6b00cb09546caa8e9325787916a9a_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/0ef6b00cb09546caa8e9325787916a9a_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Mississauga,http://www5.mississauga.ca/research_catalogue/CityofMississauga_TermsofUse.pdf,,,,,,
ON,Niagara Falls,Many,https://niagarafalls.ca/services/open/data/462-city-facilities.od,,,,,,Niagara Falls,https://niagarafalls.ca/services/open/terms-and-conditions.aspx,,,,,,
ON,Niagara Falls,Many,https://niagarafalls.ca/services/open/data/47-community-services.od,,,,,,Niagara Falls,https://niagarafalls.ca/services/open/terms-and-conditions.aspx,,,,,,
ON,Niagara Region,Museum,https://niagaraopendata.ca/dataset/museums,,https://niagaraopendata.ca/dataset/27004d58-64d1-42b8-add2-3b2a2724a5cc/resource/b2822888-df0b-43de-a9a6-32f45c10264c/download/museums.csv,https://niagaraopendata.ca/dataset/27004d58-64d1-42b8-add2-3b2a2724a5cc/resource/b2822888-df0b-43de-a9a6-32f45c10264c/download/museums.kml,,,Niagara Region,https://niagaraopendata.ca/pages/open-government-license-2-0-niagara-region,Contains information licensed under the Open Government Licence - Niagara Region,,,,,
ON,Norfolk County,Museum,http://opendata.norfolkcounty.ca/datasets/museums,,https://opendata.arcgis.com/datasets/c14541c37b6b4cffba3fb5f683970cce_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/c14541c37b6b4cffba3fb5f683970cce_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Norfolk County,http://opendata.norfolkcounty.ca/datasets/building-footprints,"""Contains public sector Information made available under Norfolk County's Open Data Licence",,,,,
ON,Oakville,Many,https://portal-exploreoakville.opendata.arcgis.com/datasets/town-facilities/data?page=10,,https://opendata.arcgis.com/datasets/ad818e6a80b941c89108d724a642d238_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,https://opendata.arcgis.com/datasets/ad818e6a80b941c89108d724a642d238_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,Oakville,https://www.oakville.ca/data/open_data_licence.html,Contains information licensed under the Open Government Licence — Town of Oakville.,,,,,
ON,Ottawa,Many,https://open.ottawa.ca/datasets/arts-and-culture/data?geometry=-77.229%2C44.966%2C-74.367%2C45.642,,https://opendata.arcgis.com/datasets/c87363875642400d84a88d0f52a9cb06_0.csv,https://opendata.arcgis.com/datasets/c87363875642400d84a88d0f52a9cb06_0.kml,,,Ottawa,https://ottawa.ca/en/city-hall/get-know-your-city/open-data#open-data-licence-version-2-0,Contains information licensed under the Open Government Licence – City of Ottawa.,,,,,
ON,Ottawa,Many,https://open.ottawa.ca/datasets/landmarks-oc-transpos-travel-planner/data?geometry=-77.200%2C45.025%2C-74.338%2C45.700&page=19,,https://opendata.arcgis.com/datasets/b5bf419e817848059b0fc0b3b4630545_0.csv,https://opendata.arcgis.com/datasets/b5bf419e817848059b0fc0b3b4630545_0.kml,,,Ottawa,https://ottawa.ca/en/city-hall/get-know-your-city/open-data#open-data-licence-version-2-0,Contains information licensed under the Open Government Licence – City of Ottawa.,,,,,
ON,Ottawa,Many,https://open.ottawa.ca/datasets/organizations/data?geometry=-77.149%2C44.983%2C-74.287%2C45.659,,https://opendata.arcgis.com/datasets/67e0acbaafe94b34a11a54704e7b586e_0.csv,https://opendata.arcgis.com/datasets/67e0acbaafe94b34a11a54704e7b586e_0.kml,,,Ottawa,https://ottawa.ca/en/city-hall/get-know-your-city/open-data#open-data-licence-version-2-0,Contains information licensed under the Open Government Licence – City of Ottawa.,,,,,
ON,Ottawa,Many,https://open.ottawa.ca/datasets/cultural-facilities?page=9,,https://opendata.arcgis.com/datasets/a34ee923e72f4b23b7ea89774844e060_0.csv,https://opendata.arcgis.com/datasets/a34ee923e72f4b23b7ea89774844e060_0.kml,,,Ottawa,https://ottawa.ca/en/city-hall/get-know-your-city/open-data#open-data-licence-version-2-0,Contains information licensed under the Open Government Licence – City of Ottawa.,,,,,
ON,Ottawa,Many,https://open.ottawa.ca/datasets/cultural-businesses,,https://opendata.arcgis.com/datasets/453d1d099c0449a5a38f3a5d9256ec44_0.csv,https://opendata.arcgis.com/datasets/453d1d099c0449a5a38f3a5d9256ec44_0.kml,,,Ottawa,https://ottawa.ca/en/city-hall/get-know-your-city/open-data#open-data-licence-version-2-0,Contains information licensed under the Open Government Licence – City of Ottawa.,,,,,
ON,Peel Region,POI,http://opendata.peelregion.ca/data-categories/facilities-and-structures/landmarks.aspx,,http://opendata.peelregion.ca/media/11055/landmarks_csv.csv,http://opendata.peelregion.ca/media/11055/landmarks_kml.kml,,,Peel Region,http://opendata.peelregion.ca/terms-of-use.aspx,Contains public sector Information made available under The Regional Municipality of Peel's Open Data Licence - Version 1.0,,,,,
ON,Toronto,Many,https://open.toronto.ca/dataset/cultural-spaces/,https://open.toronto.ca/dataset/cultural-hotspot-points-of-interest/,,,,,Toronto,https://www.toronto.ca/city-government/data-research-maps/open-data/open-data-licence/, Contains information licensed under the Open Government Licence – Toronto.,,,,,
ON,Toronto,Many,https://open.toronto.ca/dataset/cultural-hotspot-points-of-interest/,https://ckan0.cf.opendata.inter.prod-toronto.ca/download_resource/64ae2754-9d25-4fa2-8abc-716124a10d60,,,,,Toronto,https://www.toronto.ca/city-government/data-research-maps/open-data/open-data-licence/, Contains information licensed under the Open Government Licence – Toronto.,,,,,
ON,Toronto,Many,https://open.toronto.ca/dataset/places-of-interest-and-toronto-attractions/,https://ckan0.cf.opendata.inter.prod-toronto.ca/download_resource/f658a689-1c57-4246-9aaf-ff2db95072a9,,,,,Toronto,https://www.toronto.ca/city-government/data-research-maps/open-data/open-data-licence/, Contains information licensed under the Open Government Licence – Toronto.,,,,,
ON,Welland,Many,https://www.welland.ca/open/OpendataResp.asp?utitle=Municipal%20Facilities,,https://www.welland.ca/open/Datasheets/Welland_municipal_facilities.csv,https://www.welland.ca/open/Datasheets/Welland_municipal_facilities.kml,,,Welland,https://www.welland.ca/open/OpendataTermUse.asp,Contains information licensed under the Open Government Licence – City of Welland.,,,,,
