X,Y,ObjectId,Regional_Health_Authority,Community,Facility,Facility_Key,Facility_Label,Address,Postal_Code,Phone_Number,Proprietary_Status,Language,Beds,Status_of_Licence,Owner_Operator,Website,Latitude,Longitude
-10834948.6779,6470000.984,94,Interlake-Eastern,Stonewall ,Rosewood Lodge Personal Care Home,Rosewood,Rosewood Lodge PCH,513 - 1st Avenue North ,R0C 2Z0,(204) 467-5257,Non-Proprietary,English,50,Unencumbered,Interlake Eastern Regional Health Authority,,50.1368,-97.332
-11221561.2694,6562687.7406,95,Prairie Mountain Health,Rossburn,Rossburn Personal Care Home,Rossburn,Rossburn PCH,116 Parkview Drive,R0J 1V0,(204) 859-2413,Non-Proprietary,English,20,Unencumbered,Prairie Mountain Health,,50.6675,-100.805
-11275217.264,6583420.8978,96,Prairie Mountain Health,Russell,Russell Personal Care Home,Russell,Russell PCH,113 Arsini Street East,R0J 1W0,(204) 773-3117,Non-Proprietary,English,40,Unencumbered,Prairie Mountain Health,,50.7854,-101.287
-10947704.1901,6386551.7717,97,Southern Health-Santé Sud,St. Claude,Saint Claude Health Centre,Stclaude,Saint Claude HC,"33 Roy Street
",R0G 1Z0,(2040 379-2585,Non-Proprietary,Bilingual,18,Unencumbered,Southern Health-Santé Sud,,49.6539,-98.3449
-10813887.0302,6405901.0569,98,Winnipeg,Fort Garry,Saint Norbert Personal Care Home,Stnorbert,Saint Norbert PCH,50 Rue Saint Pierre Street,R3V 1J6,(204) 269-4538,Proprietary,English ,91,Unencumbered ,Saint Norbert Personal Care Home Inc.,,49.7663,-97.1428
-10904345.2485,6305186.5332,99,Southern Health-Santé Sud,Winkler,Salem Home Inc.,Salem,Salem Home Inc.,"165 - 15th Street
 ",R6W 1T8,(204) 325-4316,Non-Proprietary,English,146,Unencumbered,Salem Home Inc.,https://salemhome.ca/salem-living/about-salem-home/,49.1784,-97.9554
-11151875.2682,6538328.345,100,Prairie Mountain Health,Sandy Lake,Sandy Lake Personal Care Home,Sandy,Sandy Lake PCH,106 - 1st Street West,R0J 1X0,(204) 585-2107,Non-Proprietary,English,35,Unencumbered,Prairie Mountain Health,,50.5286,-100.179
-11235476.2058,6421236.6932,101,Prairie Mountain Health,Virden,Sherwood Nursing Home,Sherwood,Sherwood Nursing Home,223 Hargrave Street East,R0M 2C0,(204) 748-1546,Non-Proprietary,English,45,Unencumbered,Prairie Mountain Health,,49.8552,-100.93
-11159667.6325,6379831.3154,102,Prairie Mountain Health,Souris,Souris Personal Care Home,Souris,Souris PCH,155 Brindle Avenue East,R0K 2C0,(204) 483-2121,Non-Proprietary,English,43,Unencumbered,Prairie Mountain Health,,49.6148,-100.249
-10816592.0939,6411279.9852,103,Winnipeg,Fort Garry,Southeast Personal Care Home,Southeast,Southeast PCH,1265 Lee Boulevard,R3T 2M3,(204) 269-7111,Non-Proprietary,English ,80,Unencumbered ,South East Tribal Council,https://www.serdc.mb.ca/programs-and-services/sepersonalcarehome,49.7975,-97.1671
-11139073.5267,6646556.8804,104,Prairie Mountain Health,Dauphin  ,St Paul's Home,Stpaulshome,St Paul's Home,703 Jackson Street,R7N 2N2,(204) 638-3129,Non-Proprietary,English,70,Unencumbered,St. Paul's Home Organization Inc.,,51.1426,-100.064
-11271321.0818,7137478.8696,105,Northern,The Pas,St. Paul's Residence ,Stpaulsres,St. Paul's Residence ,34 - 2nd Street,R9A 1K4,(204) 623-9226,Non-Proprietary,English,60,Unencumbered,Northern Regional Health Authority ,,53.8271,-101.252
-11248389.2667,6520381.024,106,Prairie Mountain Health,Birtle,Sunnyside Manor,Sunnyside,Sunnyside Manor,843 Gertrude Street,R0M 0C0,(204) 842-3317,Non-Proprietary,English,20,Unencumbered,Prairie Mountain Health,,50.426,-101.046
-10710671.5984,6544477.1756,107,Interlake-Eastern,Pine Falls,Sunnywood Manor Personal Care Home,Sunnywood,Sunnywood Manor PCH,4 Spruce Street,R0E 1M0,(204) 367-8201,Non-Proprietary,English,20,Unencumbered,Interlake Eastern Regional Health Authority,,50.5637,-96.2156
-11272434.2767,6818335.7038,108,Prairie Mountain Health,Swan River ,Swan River Valley Personal Care Home,Swanrivervalley,Swan River Valley PCH,334 8th Avenue South,R0L 1Z0,(204) 734-4521,Non-Proprietary,English,45,Unencumbered,Prairie Mountain Health,,52.1006,-101.262
-11272211.6377,6819296.2288,109,Prairie Mountain Health,Swan River,Swan Valley Lodge Personal Care Home,Swanvalley,Swan Valley Lodge PCH,1013 Main Street East,R0L 1Z0,(204) 734-3441,Non-Proprietary,English,70,Unencumbered,Prairie Mountain Health,,52.1059,-101.26
-10919295.4561,6307945.6805,110,Southern Health-Santé Sud,Morden,Tabor Home Inc.,Tabor,Tabor Home Inc.,"450 Loren Street
 ",R6M 0E2,(204) 822-4848,Non-Proprietary,English,100,Unencumbered,Tabor Home Inc.,http://www.taborhome.ca/,49.1946,-98.0897
-10814699.6625,6423896.1258,111,Winnipeg,River Heights,The Convalescent Home of Winnipeg,Convalescent,The Convalescent Home of Winnipeg,276 Hugo Street North,R3M 2N6,(204) 453-4663,Non-Proprietary,English ,84,Unencumbered ,The Convalescent Home of Winnipeg,http://www.tchw.com/,49.8706,-97.1501
-10819419.6089,6415730.5635,112,Winnipeg,Fort Garry,The Saul and Claribel Simkin Centre,Simkin,The Saul and Claribel Simkin Centre,1 Falcon Ridge Drive,R3Y 1V9,(204) 586-9781,Non-Proprietary,English ,200,Unencumbered ,The Saul and claribel Simkin Centre Personal Care Home Inc.,https://www.simkincentre.ca/,49.8233,-97.1925
-11016221.3367,6485594.4455,113,Southern Health-Santé Sud,Gladstone,Third Crossing Manor,Third,Third Crossing Manor,"175 Dennis Street West
 ",R0J 0T0,(204) 385-2474,Non-Proprietary,English,50,Unencumbered,Southern Health-Santé Sud,,50.2265,-98.9604
-10987044.4982,6383285.403,114,Prairie Mountain Health,Treherne,Tiger Hills Manor,Tigerhills,Tiger Hills Manor,64 Clark Street,R0G 2V0,(204) 723-2133,Non-Proprietary,English,22,Unencumbered,Prairie Mountain Health,,49.6349,-98.6983
-10785600.7476,6472606.5485,115,Interlake-Eastern,Selkirk  ,Tudor House,Tudor,Tudor House,800 Manitoba Avenue,R1A 2C9,(204) 482-6601,Proprietary,English,76,Unencumbered,Tudor House Personal Care Home Health Corporation,https://mytudor.ca/tudor-house/,50.1518,-96.8887
-11129667.0298,6419078.686,116,Prairie Mountain Health,Brandon,Valleyview Care Centre,Valleyview,Valleyview CC,3015 Victoria Avenue,R7B 2K2,(204) 728-2030,Proprietary,English,89,Unencumbered,AXR Joint Venture Limited Partnership,https://reveraliving.com/en/live-with-us/manitoba/brandon/valleyview,49.8427,-99.9795
-10758227.2848,6388752.9917,117,Southern Health-Santé Sud,Ste. Anne,Villa Youville Inc.,Youville,Villa Youville Inc.,"15 Chemin Charriére Road
  ",R5H 1C9,(204) 422-5624,Non-Proprietary,English,66,Unencumbered,Villa Youville Incorporated,http://villayouville.ca/independent-living/?lang=en,49.6667,-96.6428
-10749544.3646,6298020.3769,118,Southern Health-Santé Sud,Vita ,Vita & District Personal Care Home,Vita,Vita & District PCH,"217 - 1st Avenue West
  ",R0A 2K0,(204) 425-3325,Non-Proprietary,English,44,Unencumbered,Southern Health-Santé Sud,,49.1363,-96.5648
-11097762.8637,6376464.522,119,Prairie Mountain Health,Wawanesa,Wawanesa Health Centre,Wawanesa,Wawanesa HC,506 George Street,R0K 2G0,(204) 824-2335,Non-Proprietary,English,20,Unencumbered,Prairie Mountain Health,,49.5952,-99.6929
-10826143.3062,6421961.909,120,Winnipeg,Assiniboine South,West Park Manor Personal Care Home,Westpark,West Park Manor PCH,3199 Grant Avenue,R3R 3R1,(204) 889-3330,Non-Proprietary,English ,150,Unencumbered ,West Park Manor Personal Care  Home Inc.,http://www.adventisthealth.ca/west-park-manor-personal-care-home/,49.8594,-97.2529
-11234808.2888,6421219.427,121,Prairie Mountain Health,Virden,West-man Nursing Home,Westman,West-man Nursing Home,427 Frame Street East,R0M 2C0,(204) 748-4335,Non-Proprietary,English,49,Unencumbered,Prairie Mountain Health,,49.8551,-100.924
-11138628.2488,6314438.3499,122,Prairie Mountain Health,Boissevain  ,Westview Lodge,Westview,Westview Lodge,200 Struthers Street,R0K 0E0,(204) 534-2455,Non-Proprietary,English,39,Unencumbered,Prairie Mountain Health,,49.2327,-100.06
-10683632.0941,6438572.7886,123,Interlake-Eastern,Whitemouth,Whitemouth District Health Centre Personal Care Home,Whitemouth,Whitemouth District HC PCH,75 Hospital Street,R0E 2G0,(204) 348-7191,Non-Proprietary,English,26,Unencumbered,Interlake Eastern Regional Health Authority,,49.9555,-95.9727
-11254400.5192,6370781.8343,124,Prairie Mountain Health,Reston ,Willowview Personal Care Home,Willowview,Willowview PCH,523 1st Street West,R0M 1X0,(204) 877-3925,Non-Proprietary,English,20,Unencumbered,Prairie Mountain Health,,49.5621,-101.1
-11124401.6179,6735364.5092,125,Prairie Mountain Health,Winnipegosis ,Winnipegosis & District Personal Care Home Inc,Winnipegosis,Winnipegosis & District PCH Inc,230 Bridge Street,R0L 2G0,(204) 656-4881,Non-Proprietary,English,20,Unencumbered,Winnipegosis & District HC,,51.6404,-99.9322
