,SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
42,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647133,17646759,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"Hours vary, please call for hours of operation.",,,,,,,,50.818238,-119.68568,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646759
43,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647134,17646788,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,51.898899,-124.583244,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646788
44,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647136,17647135,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,BC,,49.030363,-118.467838,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647135
45,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647137,17646829,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,CLOSED until further notice due to limited staffing availability. Sparwood Health Centre open daily 08:00 - 19:00; Elk Valley Hospital in Fernie open 24-hours.,,,,,,,,50.021306,-114.918185,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646829
46,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",21397663,17647924,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,"24 hours a day, 7 days a week",,,,,,,,52.085559,-123.275914,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647924
47,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",21397690,17647530,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Mon 16:00 - 08:00; Tue 16:00 - 08:00; Wed 16:00 - 08:00; Thu 16:00 - 08:00;,,,,,,BC,,49.77841,-118.146151,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647530
48,LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open�24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities. Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",55195223,17646784,,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency%20Health%20Services&ploc=,,Y,,Mon 08:00 - 19:00 ; Tue 08:00 - 19:00 ; Wed 08:00 - 19:00 ; Thu 08:00 - 19:00 ; Fri 08:00 - 19:00 ; Sat 08:00 - 19:00 ; Physician on call after hours; call ahead to confirm availability.,,,,,,,,49.20514,-119.831731,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646784
49,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",17649852,17648995,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,49.170162,-123.147547,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648995
50,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55362730,17648966,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,52.160187,-128.143874,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648966
51,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55362732,17648998,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,49.475307,-123.749159,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648998
52,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55362734,17648993,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,49.851072,-124.520727,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648993
53,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55362737,17649124,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,52.372895,-126.762576,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649124
54,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55362740,17648961,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,49.320214,-123.068318,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648961
55,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55362743,17649260,,http://www.vch.ca/your-care/emergency-care,,Y,,"Open 24 hours, 7 days a week",,,,,,,,49.700092,-123.140086,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649260
56,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55363049,17649180,,http://www.vch.ca/your-care/emergency-care,,Y,,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00; On call staff may be available for after-hours services,,,,,,,,50.120463,-122.954906,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649180
57,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55363051,17649176,,http://www.vch.ca/your-care/emergency-care,,Y,,Mon 08:30 - 20:30; Tue 08:30 - 20:30; Wed 08:30 - 20:30; Thu 08:30 - 20:30; Fri 08:30 - 20:30; Sat 08:30 - 20:30; Sun 08:30 - 20:30;,,,,,,,,50.32076,-122.804482,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649176
58,LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649905,Emergency Health Services - Vancouver,"Provides a full range of basic and highly specialized emergency health care and trauma services to all of BC. The hospital is responsible for providing tertiary and major trauma care, including complex and unique trauma services for the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital. Services are prioritized based on the severity of a patient's condition upon arrival.",17649906,17649540,,http://www.vch.ca/your-care/emergency-care,,Y,,,,,,,,,,49.262412,-123.124725,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649905&SiteResourceAgencyNum=17649540
59,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651531,17650890,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.58026,-127.067379,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650890
60,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651532,17651090,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.720244,-127.503215,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651090
61,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651533,17650866,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,48.594199,-123.411323,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650866
62,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651534,17650835,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,48.434061,-123.326541,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650835
63,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651535,17650856,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.011132,-125.243155,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650856
64,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651536,17650784,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,48.466809,-123.432576,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650784
65,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651537,17650858,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,48.785009,-123.723323,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650858
66,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651538,17650860,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.183502,-123.969945,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650860
67,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651539,17651030,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.151591,-125.908605,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651030
68,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651540,17650862,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,49.248801,-124.781792,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650862
69,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651541,17650864,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,48.861445,-123.508599,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650864
70,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651542,17651079,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week; call ahead to confirm.",,,,,,,,50.4255,-127.487219,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651079
71,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651543,17650887,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week",,,,,,,,50.583656,-126.926661,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650887
72,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651544,17650759,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours a day, 7 days a week; call ahead to confirm.",,,,,,,,49.78125,-126.048774,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650759
73,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651545,17650941,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Please call for after-hours availability,,,,,,,,49.989011,-126.851068,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650941
74,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651546,17650761,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Please call for after-hours availability,,,,,,,,49.913388,-126.663244,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650761
75,LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,55363068,55347959,,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,,Y,,"24 hours, 7 days a week",,,,,,,,49.712428,-124.969565,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=55347959
76,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653136,17652353,2507748100.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,58.809101,-122.703101,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652353
77,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653137,17652162,,https://www.northernhealth.ca/locations/hospitals,,Y,,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30; Nurse and doctor on-call after hours,,,,,,,,55.125373,-121.00198,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652162
78,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653138,17652189,2507714444.0,https://www.northernhealth.ca/locations/hospitals,,Y,,Mon 08:30  - 16:30 ; Tue 08:30  - 16:30 ; Wed 08:30  - 16:30 ; Thu 08:30  - 16:30 ; Fri 08:30  - 16:30 ; Sat; Closed for lunch 12:00 - 13:00; call ahead for after-hours emergency care,,,,,,,,58.441804,-129.992101,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652189
79,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653139,17652183,2506362221.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,55.939636,-129.990761,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652183
80,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653140,17652340,2509968201.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,54.442987,-124.245474,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652340
81,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653141,17652193,2506996225.0,https://www.northernhealth.ca/locations/hospitals,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00;,,,,,,,,54.059109,-124.849774,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652193
82,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653142,17652205,,https://www.northernhealth.ca/locations/hospitals,,Y,,Mon 08:45 - 16:30; Tue 08:45 - 16:30; Wed 08:45 - 16:30; Thu 08:45 - 16:30; Fri 08:45 - 16:30; Nurse and doctor on-call after hours,,,,,,,,52.83206,-119.270254,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652205
83,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653143,17652667,2506922400.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,54.235568,-125.760016,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652667
