"þÿ""School #""",School name,Division Name,Division Code,Address Line 1,Address Line 2,city,postalCode,email,infoString,gradeString,trackString,fax,phone,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
1300,DR. GEORGE JOHNSON MIDDLE SCHOOL,EVERGREEN SCHOOL DIVISION,144,BOX 1170,,GIMLI,R0C 1B0,gjms@esd.ca,( 14)-1300-0144, 5-8, ,2046428281.0,2046428581,0,0,1,1,0
1368,GIMLI HIGH SCHOOL,EVERGREEN SCHOOL DIVISION,144,BOX 1260,,GIMLI,R0C 1B0,ghs@esd.ca,( 27)-1368-0144, 9-12, ,2046425063.0,2046428546,0,0,0,1,1
1857,RIVERTON COLLEGIATE,EVERGREEN SCHOOL DIVISION,144,BOX 749,,RIVERTON,R0C 2R0,rci@esd.ca,(  9)-1857-0144, 8-12, ,2043785201.0,2043785135,0,0,0,1,1
2133,RIVERTON EARLY MIDDLE YEARS SCHOOL,EVERGREEN SCHOOL DIVISION,144,BOX 280,,RIVERTON,R0C 2R0,rems@esd.ca,( 13)-2133-0144, K-8, ,2043782964.0,2043785145,0,1,1,1,0
2212,SIGURBJORG STEFANSSON EARLY SCHOOL,EVERGREEN SCHOOL DIVISION,144,BOX 7500,,GIMLI,R0C 1B0,sses@esd.ca,( 16)-2212-0144, K-4, ,2046421468.0,2046421500,0,1,1,0,0
1601,WINNIPEG BEACH SCHOOL,EVERGREEN SCHOOL DIVISION,144,BOX 130,,WINNIPEG BEACH,R0C 3G0,wbs@esd.ca,( 12)-1601-0144, K-8, ,2043893864.0,2043892176,0,1,1,1,0
2135,'72 MEMORIAL HIGH SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,OXFORD HOUSE,R0B 1C0,,( 11)-2135-0135, 7-12, ,2045382075.0,2045382020,0,0,0,1,1
1387,ABBALAK THUNDERSWIFT MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 160,,LITTLE GRAND RAPIDS,R0B 0V0,abbalakschool@yahoo.ca,(  9)-1387-0135, N-9, ,2043972102.0,2043972199,1,1,1,1,0
1668,AMOS OKEMOW MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 103,,GOD'S RIVER,R0B 0N0,,( 12)-1668-0135, N-11, ,2043662105.0,2043662070,1,1,1,1,1
1329,ANICINABE COMMUNITY SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 219,,PINE FALLS,R0E 1M0,rfewchuck@sagkeengeducation.com,( 11)-1329-0135, N-3, ,2043679231.0,2043672285,1,1,1,0,0
1969,CHARLES SINCLAIR SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 109,,KOOSTATAK,R0C 1S0,warren@csschool.mb.ca,( 19)-1969-0135, N-6, ,2046452614.0,2046452206,1,1,1,0,0
1058,CHEMAWAWIN SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 10,,EASTERVILLE,R0C 0V0,chemawawinsec@gmail.com,( 22)-1058-0135, N-12, ,2043292214.0,2043292115,1,1,1,1,1
2090,CHIEF CHARLES THOMAS AUDY MEMORIAL SCH.,FIRST NATIONS SCHOOLS,135,BOX 307,,BIRCH RIVER,R0L 0E0,wuskwisipihkschool@gmail.com,(  2)-2090-0135, N-8, ,2042364779.0,2042364783,1,1,1,1,0
1937,CHIEF CLIFFORD LYNXLEG ANISHINABE SCHOOL,FIRST NATIONS SCHOOLS,135,VALLEY RIVER RESERVE,,SHORTDALE,R0L 1W0,cclas@live.ca,(  6)-1937-0135, N-7, ,2045463120.0,2045462641,1,1,1,1,0
2038,CHIEF SAM COOK MAHMUWEE EDUCATION CENTRE,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,SPLIT LAKE,R0B 1P0,,( 38)-2038-0135, N-12, ,2043422139.0,2043422295,1,1,1,1,1
2060,DONALD AHMO SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,CRANE RIVER,R0L 0M0,donaldahmoschool@outlook.com,(  7)-2060-0135, N-8, ,2047322753.0,2047322548,1,1,1,1,0
1240,EBB AND FLOW SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,EBB AND FLOW,R0L 0R0,eandf11@mts.net,( 35)-1240-0135, N-12, ,2044482393.0,2044482012,1,1,1,1,1
2315,FISHER RIVER HIGH SCHOOL,FIRST NATIONS SCHOOLS,135,"P.O. BOX 360, LOT 78",,FISHER RIVER,R0C 1S0,winston@csschool.mb.ca,( 17)-2315-0135, 7-12, ,2046453364.0,2046453313,0,0,0,1,1
2082,FOX LAKE SCHOOL,FIRST NATIONS SCHOOLS,135,P.O. BOX 279,,GILLAM,R0B 0L0,fls@mfnss.com,(  4)-2082-0135, N-8, ,2044862606.0,2044862307,1,1,1,1,0
2092,GARDEN HILL FIRST NATIONS HIGH SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,ISLAND LAKE,R0B 0T0,ghfnhighschool@gmail.com,( 15)-2092-0135, 7-12, ,2044562894.0,2044562886,0,0,0,1,1
2067,GEORGE KNOTT SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,WAASAGOMACH,R0B 1Z0,,( 23)-2067-0135, N-12, ,2044572273.0,2044572485,1,1,1,1,1
1314,GEORGE SAUNDERS MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,P.O. BOX 255,YORK LANDING,R0B 2B0,gsms@mfnss.com,(  9)-1314-0135, N-8, ,2043412235.0,2043412118,1,1,1,1,0
1912,GINEW SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 10,,GINEW,R0A 2R0,gs@mfnss.com,(  9)-1912-0135, N-8, ,2044272398.0,2044272490,1,1,1,1,0
2080,GOD'S LAKE NARROWS FIRST NATION SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,GOD'S LAKE NARROWS,R0B 0M0,LEINARSSON@GLNS.CA,( 17)-2080-0135, N-9, ,2043352440.0,2043352003,1,1,1,1,0
1068,INDIAN SPRINGS SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 145,,SWAN LAKE,R0G 2S0,isprings@mb.sympatico.ca,(  7)-1068-0135, N-8, ,2048362317.0,2048362332,1,1,1,1,0
1402,ISAAC BEAULIEU MEMORIAL,FIRST NATIONS SCHOOLS,135,MARIUS POST OFFICE,,MARIUS,R0H 0T0,,( 50)-1402-0135, N-12, ,2048432269.0,2048432407,1,1,1,1,1
1738,JOE A. ROSS SCHOOL,FIRST NATIONS SCHOOLS,135,OPASKWAYAK EDUCATION AUTHORITY,BOX 10160,OPASKWAYAK,R0B 2J0,karon.mcgillivary@opased.com,( 28)-1738-0135, N-6, ,2046234442.0,2046234286,1,1,1,0,0
2001,KEESEEKOOWENIN SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 129,,ELPHINSTONE,R0J 0N0,ks@mfnss.com,(  8)-2001-0135, K-8, ,2046252418.0,2046252062,0,1,1,1,0
1993,KISEMATTAWA KISKINWAHAMAKEWIKAMIK,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,SHAMATTAWA,R0B 1K0,,( 12)-1993-0135, N-12, ,2045652122.0,2045652022,1,1,1,1,1
2054,KISTIGANWACHEENG ELEMENTARY SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,ISLAND LAKE,R0B 0T0,gardenhillelementary@hotmail.com,( 22)-2054-0135, N-6, ,2044562350.0,2044562391,1,1,1,0,0
1971,LAKE MANITOBA SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 1249,,LAKE MAN.  FIRST NATION,R0C 3K0,lms@mfnss.com,( 20)-1971-0135, N-12, ,2047682194.0,2047682728,1,1,1,1,1
2022,LAKE ST. MARTIN SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 2020,,GYPSUMVILLE,R0C  1J,lsm@mfnss.com,( 11)-2022-0135, N-9, ,2046592616.0,2046592600,1,1,1,1,0
1970,LAWRENCE SINCLAIR MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 210,,DALLAS,R0C 0S0,,(  6)-1970-0135, N-11, ,2043942431.0,2043942429,1,1,1,1,1
1216,LITTLE SASKATCHEWAN SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 5050,,GYPSUMVILLE,R0C 1J0,saskatchewanlittle@yahoo.ca,(  7)-1216-0135, N-10, ,2046595763.0,2046592672,1,1,1,1,1
1412,LONG PLAIN SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 430,,PORTAGE LA PRAIRIE,R1N 3B7,,( 18)-1412-0135, N-9, ,2042522786.0,2042522326,1,1,1,1,0
1935,MAHPIYA HDEGA SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,EDWIN,R0H 0G0,mhs@mfnss.com,(  6)-1935-0135, K-8, ,2042522188.0,2042522895,0,1,1,1,0
2097,MIKISEW HIGH SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 128,,CROSS LAKE,R0B 0J0,,( 21)-2097-0135, 8-12, ,2046762798.0,2046763030,0,0,0,1,1
1951,MISKOOSEEPI SCHOOL,FIRST NATIONS SCHOOLS,135,,,BLOODVEIN,R0C 0J0,ms@mfnss.com,( 12)-1951-0135, N-9, ,2043952189.0,2043952012,1,1,1,1,0
2101,NEIL DENNIS KEMATCH MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,PELICAN RAPIDS,R0L 1L0,school@ndkms.com,( 18)-2101-0135, N-12, ,2045872341.0,2045872045,1,1,1,1,1
2198,NISICHAWAYASIHK NEYO OHTINWAK COLLEGIATE,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,NELSON HOUSE,R0B 1A0,,( 10)-2198-0135, 9-12, ,2044842002.0,2044842602,0,0,0,1,1
1217,OMIISHOSH MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,PAUINGASSI FIRST NATION,BOX 31,PAUINGASSI,R0B 2G0,,(  1)-1217-0135, N-9, ,2043972379.0,2043972076,1,1,1,1,0
2277,OSCAR LATHLIN COLLEGIATE,FIRST NATIONS SCHOOLS,135,BOX 10400,,OPASKWAYAK,R0B 2J0,oscarinfo@opased.com,( 29)-2277-0135, 7-12, ,2046235361.0,2046235259,0,0,0,1,1
1413,OTETISKEWIN KISKINWAMAHTOWEKAMIK,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,NELSON HOUSE,R0B 1A0,nheaedoeducation@gmail.com,( 25)-1413-0135, N-8, ,2044842002.0,2044842242,1,1,1,1,0
1991,OTTER NELSON RIVER,FIRST NATIONS SCHOOLS,135,BOX 370,CROSS LAKE EDUCATION AUTHORITY,CROSS LAKE,R0B 0J0,,( 50)-1991-0135, N-7, ,2046762464.0,2046762050,1,1,1,1,0
2081,OXFORD HOUSE ELEMENTARY SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,OXFORD HOUSE,R0B 1C0,,( 24)-2081-0135, N-6, ,2045382075.0,2045382318,1,1,1,0,0
1949,PEGUIS CENTRAL SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 670,,PEGUIS FIRST NATION,R0C 3J0,general@peguisschool.ca,( 54)-1949-0135, N-12, ,2046452270.0,2046452164,1,1,1,1,1
1802,PETER YASSIE MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,TADOULE LAKE,R0B 2C0,,()-1802-0135, K-12, ,2046842130.0,2046842279,0,1,1,1,1
1697,PETIT CASIMIR MEMORIAL SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,LAC BROCHET,R0B 2E0,pcms@psmschool.ca,( 11)-1697-0135, K-12, ,2043372078.0,2043372278,0,1,1,1,1
1972,PINAYMOOTANG SCHOOL,FIRST NATIONS SCHOOLS,135,FAIRFORD RESERVE,,FAIRFORD,R0C 0X0,ps@mfnss.com,( 21)-1972-0135, N-12, ,2046592270.0,2046592045,1,1,1,1,1
1698,POPLAR RIVER SCHOOL,FIRST NATIONS SCHOOLS,135,NEGGINAN P.O. 120,,NEGGINAN,R0B 0Z0,prfn@mb.sympatico.ca,( 10)-1698-0135, N-9, ,2042442259.0,2042442113,1,1,1,1,0
2036,RED SUCKER LAKE SCHOOL,FIRST NATIONS SCHOOLS,135,GENERAL DELIVERY,,RED SUCKER LAKE,R0B 1H0,,(  8)-2036-0135, N-12, ,2044695436.0,2044695302,1,1,1,1,1
1529,SAGKEENG ANICINABE HIGH SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 1610,,PINE FALLS,R0E 1M0,sahs@sagkeengeducation.org,( 12)-1529-0135, 9-12, ,2043674566.0,2043672243,0,0,0,1,1
1503,SAGKEENG CONSOLIDATED SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 1610,,PINE FALLS,R0E 1M0,gswampy@sagkeengeducation.com,( 17)-1503-0135, 4-8, ,2043679231.0,2043672588,0,0,1,1,0
1973,SAKASTEW SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 319,,PUKATAWAGAN,R0B 1G0,,( 21)-1973-0135, K-12, ,2045532225.0,2045532163,0,1,1,1,1
2070,SERGEANT TOMMY PRINCE SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 179,,SCANTERBURY,R0E 1W0,stps@mfnss.com,(  7)-2070-0135, N-9, ,2047662809.0,2047662636,1,1,1,1,0
1489,SIOUX VALLEY SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 99,,GRISWOLD,R0M 0S0,sioux1@lnetlink.ca,( 20)-1489-0135, N-12, ,2047272054.0,2047292770,1,1,1,1,1
2119,SOUTHEAST COLLEGIATE,FIRST NATIONS SCHOOLS,135,1301 LEE BLVD.,,WINNIPEG,R3T 5W8,secinfo@secollege.ca,( 10)-2119-0135, 10-12, ,2042697880.0,2042613551,0,0,0,0,1
2037,ST. THERESA POINT SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 670,,ST. THERESA POINT,R0B 1J0,,( 53)-2037-0135, K-12, ,2044622341.0,2044622600,0,1,1,1,1
2110,WAMBDI IYOTAKA SCHOOL,FIRST NATIONS SCHOOLS,135,BOX 146,,PIPESTONE,R0M 1T0,wis.cdm.lee@gmail.com,(  2)-2110-0135, N-K, ,2048542933.0,2048542975,1,1,0,0,0
1178,ÉCOLE MCISAAC SCHOOL,FLIN FLON SCHOOL DIVISION,150,336 PRINCESS BOULEVARD,,FLIN FLON,R8A 0K8,mcisaac@ffsd.mb.ca,( 36)-1178-0150, K-8, IM,2046875145.0,2046877578,0,1,1,1,0
1865,HAPNOT COLLEGIATE,FLIN FLON SCHOOL DIVISION,150,115 GREEN STREET,,FLIN FLON,R8A 0P7,hapnot@ffsd.mb.ca,( 23)-1865-0150, 9-12, IM,2046878667.0,2046877506,0,0,0,1,1
2085,MANY FACES EDUCATION CENTRE,FLIN FLON SCHOOL DIVISION,150,115 GREEN STREET,,FLIN FLON,R8A 0P7,,(  5)-2085-0150, 9-12, ,2046875116.0,2046876354,0,0,0,1,1
1736,RUTH BETTS COMMUNITY SCHOOL,FLIN FLON SCHOOL DIVISION,150,9 TERRACE AVENUE,,FLIN FLON,R8A 1S2,ruthbetts@ffsd.mb.ca,( 24)-1736-0150, K-8, ,2046875131.0,2046877538,0,1,1,1,0
2121,BOUNDARY LANE COLONY SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 164,,ELKHORN,R0M 0N0,boundaryprin@flbsd.mb.ca,(  2)-2121-0103, K-12, ,2048452576.0,2048452662,0,1,1,1,1
1476,ELKHORN SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 310,,ELKHORN,R0M 0N0,elkhornprin@flbsd.mb.ca,( 13)-1476-0103, K-12, ,2048452476.0,2048452118,0,1,1,1,1
1224,GOULTER SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 1090,,VIRDEN,R0M 2C0,goulterprin@flbsd.mb.ca,( 14)-1224-0103, K-4, ,2047481803.0,2047482294,0,1,1,0,0
1672,KOLA SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 312,,KOLA,R0M 1B0,kolaprin@flbsd.mb.ca,(  4)-1672-0103, 1-8, ,2045562425.0,2045562347,0,0,1,1,0
1902,MARY MONTGOMERY SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 700,,VIRDEN,R0M 2C0,mmprin@flbsd.mb.ca,( 15)-1902-0103, K-4, ,,2047482575,0,1,1,0,0
1711,OAK LAKE COMMUNITY SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 7,,OAK LAKE,R0M 1P0,olcsprin@flbsd.mb.ca,( 10)-1711-0103, K-8, ,2048552906.0,2048552242,0,1,1,1,0
1313,PLAINVIEW COLONY SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,PLAINVIEW COLONY,BOX 59,ELKHORN,R0M 0N0,plainviewprin@flbsd.mb.ca,(  5)-1313-0103, K-12, ,2048452127.0,2048452273,0,1,1,1,1
1427,RESTON SCHOOL,FORT LA BOSSE SCHOOL DIVISION,103,BOX 160,,RESTON,R0M 1X0,restonprin@flbsd.mb.ca,( 15)-1427-0103, K-12, ,2048773101.0,2048773994,0,1,1,1,1
1043,VIRDEN COLLEGIATE,FORT LA BOSSE SCHOOL DIVISION,103,BOX 1418,,VIRDEN,R0M 2C0,vciprin@flbsd.mb.ca,( 27)-1043-0103, 9-12, ,2047483555.0,2047482205,0,0,0,1,1
1567,VIRDEN JUNIOR HIGH,FORT LA BOSSE SCHOOL DIVISION,103,BOX 1510,,VIRDEN,R0M 2C0,vjhprin@flbsd.mb.ca,( 17)-1567-0103, 5-8, ,2047481944.0,2047481932,0,0,1,1,0
1820,BARROWS JUNCTION SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,BARROWS JUNCTION,R0L 0B0,mountainview.school@fsdnet.ca,(  2)-1820-0192, N-9, ,2045456228.0,2045456246,1,1,1,1,0
1680,BERENS RIVER SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 344,,BERENS RIVER,R0B 0A0,berensriver.school@fsdnet.ca,( 24)-1680-0192, N-9, ,2043822422.0,2043822153,1,1,1,1,0
1408,BLACK RIVER ANISHINABE SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,O'HANLEY,R0E 1K0,blackriver.school@fsdnet.ca,( 14)-1408-0192, N-10, ,2043672266.0,2043678298,1,1,1,1,1
1522,BROCHET SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 70,,BROCHET,R0B 0B0,brochet.school@fsdnet.ca,( 10)-1522-0192, N-9, ,2043232053.0,2043232051,1,1,1,1,0
1934,CHAN KAGHA OTINA DAKOTA WAYAWA TIPI SCH.,FRONTIER SCHOOL DIVISION,192,BOX 40,,BEULAH,R0M 0B0,birdtail@fsdnet.ca,( 10)-1934-0192, N-12, ,2045684762.0,2045684757,1,1,1,1,1
1031,COLD LAKE SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,SHERRIDON,R0B 1L0,coldlake.school@fsdnet.ca,(  2)-1031-0192, K-8, ,2044682039.0,2044682021,0,1,1,1,0
1839,CORMORANT LAKE SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,CORMORANT,R0B 0G0,cormorant@fsdnet.ca,(  6)-1839-0192, N-10, ,2043572178.0,2043572225,1,1,1,1,1
1595,CRANBERRY PORTAGE ELEMENTARY,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,CRANBERRY PORTAGE,R0B 0H0,cranberryportageelem.school@fsdnet.ca,(  9)-1595-0192, N-8, ,2044723622.0,2044723250,1,1,1,1,0
1008,D. R. HAMILTON SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 70,,CROSS LAKE,R0B 0J0,drhamilton.school@fsdnet.ca,(  7)-1008-0192, N-9, ,2046762045.0,2046762278,1,1,1,1,0
1968,DAUPHIN RIVER SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 140,,GYPSUMVILLE P.O.,R0C 1J0,dauphinriver.school@fsdnet.ca,(  3)-1968-0192, N-8, ,2046595790.0,2046595268,1,1,1,1,0
1788,DUCK BAY SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 123,,DUCK BAY,R0L 0N0,duckbay.school@fsdnet.ca,(  6)-1788-0192, N-9, ,2045242267.0,2045242394,1,1,1,1,0
1904,DUKE OF MARLBOROUGH SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 338,,CHURCHILL,R0B 0E0,dukeofmarlborough.school@fsdnet.ca,( 13)-1904-0192, N-12, ,2046752617.0,2046752737,1,1,1,1,1
1984,FALCON BEACH SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 70,,FALCON LAKE,R0E 0N0,falconbeach.school@fsdnet.ca,(  3)-1984-0192, N-10, ,2043492274.0,2043492295,1,1,1,1,1
1852,FRONTIER COLLEGIATE,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,CRANBERRY PORTAGE,R0B 0H0,frontiercollegiateinst.school@fsdnet.ca,( 24)-1852-0192, 9-12, ,2044723191.0,2044723431,0,0,0,1,1
1528,FRONTIER MOSAKAHIKEN SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,MOOSE LAKE,R0B 0Y0,frontiermosakahiken.school@fsdnet.ca,( 33)-1528-0192, N-12, ,2046782312.0,2046782353,1,1,1,1,1
1024,GILLAM SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 370,,GILLAM,R0B 0L0,gillam.school@fsdnet.ca,( 24)-1024-0192, N-12, ,2046522150.0,2046522193,1,1,1,1,1
1278,GRAND RAPIDS SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,GRAND RAPIDS,R0C 1E0,grandrapids.school@fsdnet.ca,( 26)-1278-0192, N-12, ,2046392605.0,2046392451,1,1,1,1,1
2021,GYPSUMVILLE SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,GYPSUMVILLE,R0C 1J0,gypsumville.school@fsdnet.ca,(  4)-2021-0192, K-8, ,2046595708.0,2046594475,0,1,1,1,0
2232,HELEN BETTY OSBORNE ININIW EDU. RES. CTR,FRONTIER SCHOOL DIVISION,192,BOX 790,,NORWAY HOUSE,R0B 1B0,hboierc.school@fsdnet.ca,( 91)-2232-0192, N-12, ,2043594803.0,2043594100,1,1,1,1,1
1925,JACK RIVER SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 970,,NORWAY HOUSE,R0B 1B0,jackriver.school@fsdnet.ca,( 26)-1925-0192, N-6, ,2043596650.0,2043596781,1,1,1,0,0
1164,JOSEPH H. KERR SCHOOL,FRONTIER SCHOOL DIVISION,192,100 POPLAR AVENUE,,SNOW LAKE,R0B 1M0,josephhkerr.school@fsdnet.ca,( 12)-1164-0192, N-12, ,2043582116.0,2043582281,1,1,1,1,1
1279,JULIE LINDAL SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,ILFORD,R0B 0S0,julielindal.school@fsdnet.ca,(  2)-1279-0192, N-8, ,2042884317.0,2042884355,1,1,1,1,0
1303,LAKEFRONT SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,CRANE RIVER,R0L 0M0,lakefront.school@fsdnet.ca,(  2)-1303-0192, N-8, ,2047322899.0,2047322750,1,1,1,1,0
1811,LEAF RAPIDS EDUCATION CENTRE,FRONTIER SCHOOL DIVISION,192,BOX 670,,LEAF RAPIDS,R0B 1W0,leafrapids.school@fsdnet.ca,( 13)-1811-0192, N-12, ,2044738632.0,2044732403,1,1,1,1,1
1271,MATHESON ISLAND SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,MATHESON ISLAND,R0C 2A0,mathesonisland.school@fsdnet.ca,(  2)-1271-0192, N-9, ,2042762153.0,2042762118,1,1,1,1,0
1682,MEL JOHNSON SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,WABOWDEN,R0B 1S0,meljohnson.school@fsdnet.ca,( 10)-1682-0192, N-12, ,2046892289.0,2046892620,1,1,1,1,1
1516,MINEGOZIIBE ANISHINABE SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 130,,CAMPERVILLE,R0L 0J0,minegoziibe.school@fsdnet.ca,( 12)-1516-0192, N-12, ,2045242287.0,2045242354,1,1,1,1,1
2118,MINISTIC SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 320,,GOD'S LAKE NARROWS,R0B 0M0,ministic.school@fsdnet.ca,(  2)-2118-0192, N-9, ,2043352170.0,2043352159,1,1,1,1,0
1032,OSCAR BLACKBURN SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,SOUTH INDIAN LAKE,R0B 1N0,oscarblackburn.school@fsdnet.ca,( 18)-1032-0192, N-10, ,2043742052.0,2043742056,1,1,1,1,1
2213,PEONAN POINT SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 193,,ST. MARTIN,R0C 2T0,peonanpoint.school@fsdnet.ca,(  1)-2213-0192, 1-12, ,2046592363.0,2046592009,0,0,1,1,1
1850,PHILOMENE CHARTRAND SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 40,,CAMPERVILLE,R0L 0J0,philomenechartrand.school@fsdnet.ca,( 10)-1850-0192, K-8, ,2045242596.0,2045242343,0,1,1,1,0
1099,PIKWITONEI SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,PIKWITONEI,R0B 1E0,pikwitonei.school@fsdnet.ca,(  1)-1099-0192, N-8, ,2044582431.0,2044582471,1,1,1,1,0
1185,RORKETON SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 160,,RORKETON,R0L 1R0,rorketon.school@fsdnet.ca,(  7)-1185-0192, K-12, ,2047322404.0,2047322525,0,1,1,1,1
1911,SAN ANTONIO SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,BISSETT,R0E 0J0,sanantonio.school@fsdnet.ca,(  2)-1911-0192, N-9, ,2042775280.0,2042775277,1,1,1,1,0
2023,SKOWNAN SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,SKOWNAN,R0L 1Y0,skownan.school@fsdnet.ca,(  7)-2023-0192, N-9, ,2046283568.0,2046283315,1,1,1,1,0
1688,STEVENSON ISLAND SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 9,,STEVENSON ISLAND,R0B 2H0,stevensonisland.school@fsdnet.ca,(  2)-1688-0192, N-9, ,2044562319.0,2044562786,1,1,1,1,0
1605,THICKET PORTAGE SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,THICKET PORTAGE,R0B 1R0,thicketportage.school@fsdnet.ca,(  2)-1605-0192, N-8, ,2042863271.0,2042863264,1,1,1,1,0
1681,WANIPIGOW SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 2569,,WANIPIGOW,R0E 2E0,wanipigow.school@fsdnet.ca,( 25)-1681-0192, N-12, ,2043637293.0,2043637392,1,1,1,1,1
1890,WATERHEN SCHOOL,FRONTIER SCHOOL DIVISION,192,GENERAL DELIVERY,,WATERHEN,R0L 2C0,waterhen.school@fsdnet.ca,(  5)-1890-0192, N-9, ,2046283571.0,2046283443,1,1,1,1,0
1073,WEST LYNN HEIGHTS SCHOOL,FRONTIER SCHOOL DIVISION,192,BOX 670,,LYNN LAKE,R0B 0W0,westlynnheights.school@fsdnet.ca,( 13)-1073-0192, K-12, ,2043568363.0,2043562292,0,1,1,1,1
