,OBJECTID,TYPE,NAME,ADDRESS,TOWN,MUNICIPALITY,POSTAL_CODE,PHONE,COMMENTS,WEBSITE,INTERSECTION,HOURS,PROGRAMS,SEASONAL,GlobalID,geometry,LONGITUDE,LATITUDE
94,1326,10,Community Care Durham: COPE Mental Health Program ,"1420 Bayly St, Unit 6",Pickering,PICKERING,L1W 3R4,905-837-0017 ext 229,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{71750B51-10D4-4146-BC13-DD5C01B3B527},POINT (-79.08134841933867 43.83122402171755),-79.08134841933867,43.83122402171755
95,1327,10,New Awakenings Wellness Centre,10420 Russell Rd,Port Perry,SCUGOG,L9L 1B3,905-985-1039,,www.newawakenings.ca,,,Addiction treatment and wellness centre ,,{CB0F5AEA-8F52-4AE0-AA4C-E60C34E93C8F},POINT (-78.87534568611616 44.04796005236727),-78.87534568611616,44.04796005236727
96,1328,10,Community Care Durham: COPE Mental Health Program ,16100 Old Simcoe Road,Port Perry,SCUGOG,L9L 1P3,905-985-8461 ext 225,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{0C837BC2-DCCD-42ED-B836-4C32E90CC96C},POINT (-78.95718194828572 44.11208418971967),-78.95718194828572,44.11208418971967
97,1329,10,Catholic Family Services of Durham ,1710 Scugog Street,Port Perry,SCUGOG,L9L 1E2,905-985-4221,,www.cfsdurham.com/english/Contact_us.html,,,"Counselling, education and programs",,{95894F4B-0E09-4E8D-9535-E70BFFF4EA78},POINT (-78.95184564941076 44.09834159315352),-78.95184564941076,44.09834159315352
98,1330,10,Mental Health and Pinewood Centre of Lakeridge Health,180 Mary St,Port Perry,SCUGOG,L9L 1C4,905-985-4721,,www.lakeridgehealth.on.ca/en/ourservices/pinewood-addiction-services.asp,,,Addictions counselling and treatment,,{73E3112A-FA13-4B1B-8092-D47CEA311923},POINT (-78.94271822954083 44.10390599228009),-78.94271822954083,44.10390599228009
99,1331,10,Lakerige Health Port Perry,451 Paxton St ,Port Perry,SCUGOG,L1L 1L9,905-985-7321,,www.lakeridgehealth.on.ca/en/patientsandvisitors/gettingtous.asp,,,"Psychiatric emergency, assessment and support ",,{E9D6A6A6-7AE9-4D49-9669-C876B66EE879},POINT (-78.9546095843577 44.10530971616501),-78.9546095843577,44.10530971616501
100,1332,10,Markham Stouffville Hospital Uxbridge Site,4 Campbell Drive,Uxbridge,UXBRIDGE,L9P 1S4,905-852-9771,,www.msh.on.ca,,,"Psychiatric emergency, assessment and support ",,{A0778290-E41B-4362-9C33-EBE4C17AE1C0},POINT (-79.12803809429599 44.10277596802955),-79.12803809429599,44.10277596802955
101,1333,10,Community Care Durham: COPE Mental Health Program,"75 Marietta St, Unit 1",Uxbridge,UXBRIDGE,L9P 1K7,905-852-7445 ext 24,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{FC5D410B-5C9E-4B40-B793-60C0748883C8},POINT (-79.11749901787763 44.10744525526388),-79.11749901787763,44.10744525526388
102,1334,10,John Howard Society of Durham Region,"114 Dundas St East, Unit 200",Whitby ,WHITBY,L1N 2H7,905-666-8847,,johnhoward.on.ca/durham,,,"Counselling, parenting support and addictions support",,{2D891DE5-A448-42A2-B90E-3464A1B04B34},POINT (-78.9410687323998 43.88067763486132),-78.9410687323998,43.88067763486132
103,1335,10,Alzheimer Society Durham Region,"1600 Champlain Ave, Suite 202",Whitby ,WHITBY,L1N 9B2,905-576-2567,,www.alzheimer.ca/en/durham,,,Support,,{D8A8B3C5-1A49-4D6C-8EBF-8AEAD0251E95},POINT (-78.9048972321736 43.87345284216682),-78.9048972321736,43.87345284216682
104,1336,10,Kinark Child and Family Services,"20 Sunray St, Suite 1",Whitby ,WHITBY,L1N 8Y3,905-668-2411 or 1-866-929-0061,,www.kinark.on.ca,,,"Services for children with mental health and behaviour problems, support for families",,{1B4025EE-B3CB-4C2C-8D84-C9F840A9C48D},POINT (-78.91473652889026 43.87156644924931),-78.91473652889026,43.87156644924931
105,1337,10,Community Care Durham: COPE Mental Health Program (Whitby),"20 Sunray St, Unit 5",Whitby ,WHITBY,L1N 8Y3,905-668-6223 ext 227,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{7B49F818-00DD-48B4-BCDA-115E4718633C},POINT (-78.91455720464815 43.87160962714894),-78.91455720464815,43.87160962714894
106,1338,10,Community Care Durham: COPE Mental Health Program (Oshawa),"20 Sunray St, Unit 6",Whitby ,WHITBY,L1N 8Y3,905-666-0689,,www.communitycaredurham.on.ca/copeservices.html,,,Support for adults with emotional or psychiatric concerns,,{335FAE24-C970-41B5-AA72-574BA2381A70},POINT (-78.91435838303268 43.87164530362404),-78.91435838303268,43.87164530362404
107,1339,10,Durham Mental Health Services,519 Brock St South,Whitby ,WHITBY,L1N 4K8,905-666-0831 or 1-855-888-3647,,dmhs.ca,,,"Counselling, supportive housing, education and programs",,{95A3C7B3-A3EC-4EC0-B872-7050C62B5815},POINT (-78.93979476193226 43.87496677278808),-78.93979476193226,43.87496677278808
108,1340,10,Family Services Durham,605 Rossland Rd East,Whitby ,WHITBY,L1N 6A3,905-666-6240,,www.durham.ca/social.asp?nr=/departments/social/family/counselling/core_counselling.htm&setFooter=/includes/family_couselFooter.inc,,,"Family, couple and individual counselling",,{6B16E864-EF2B-4630-BA64-03B4DEA0361E},POINT (-78.94034349061165 43.89864243960741),-78.94034349061165,43.89864243960741
109,1341,10,Ontario Shores Centre for Mental Health Sciences,700 Gordon Street,Whitby ,WHITBY,L1N 5S9,905-668-5881,,www.ontarioshores.ca,,,"Assessment, treatment and support",,{6680095E-4CEA-46BF-9B46-9A54D80CD5E4},POINT (-78.94374082446231 43.84912391836794),-78.94374082446231,43.84912391836794
