,SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
252,LH-6600,Pharmacies,17659025,Fort Royal Pharmacy,17659026,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm. Also provides naloxone kits to people who use opioids or are likely to witness an overdose. Pharmacists provide kits free-of-charge to people who are eligible, as well as training in overdose recognition and response.",75114127,75113349,2505909217.0,https://www.fortroyalpharmacy.ca/,info@fortroyalpharmacy.ca,Y,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 09:00 - 15:00; Statutory holiday hours: 11:00 - 15:00,,,,,,,,48.426364,-123.315568,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659026&SiteResourceAgencyNum=75113349
253,LH-6600,Pharmacies,17659025,Fort Royal Pharmacy,17659026,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm. Also provides naloxone kits to people who use opioids or are likely to witness an overdose. Pharmacists provide kits free-of-charge to people who are eligible, as well as training in overdose recognition and response.",75114138,75113472,7784062022.0,https://www.fortroyalpharmacy.ca/,info@fortroyalpharmacy.ca,Y,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 09:00 - 15:00; Sun 10:00 - 14:00; Statutory holiday hours: 10:00 - 14:00,,,,,,,,48.438467,-123.363591,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659026&SiteResourceAgencyNum=75113472
254,LH-6600,Pharmacies,17659029,Sidney Pharmacy,17659030,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659032,17659031,2506560744.0,https://sidneypharmacy.ca/,sidrx@telus.net,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed statutory holidays,,,,,,,,48.647645,-123.399438,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659030&SiteResourceAgencyNum=17659031
255,LH-6600,Pharmacies,17659033,Park Pacific Pharmacy,17659034,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change;�call ahead to confirm.",17659036,17659035,6042739812.0,,,Y,,Mon 10:00 - 18:30; Tue 10:00 - 18:30; Wed 10:00 - 18:30; Thu 10:00 - 18:30; Fri 10:00 - 18:30; Sat 10:00 - 17:00; Closed statutory holidays,,,,,,,,49.186791,-123.134409,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659034&SiteResourceAgencyNum=17659035
256,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659044,17659043,6045688844.0,https://purepharmacy.com/pages/locations,Pure5@purepharmacy.com,N,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Closed statutory holidays,,,,,,,,49.264068,-123.166009,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659043
257,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659046,17659045,7784050860.0,https://purepharmacy.com/pages/locations,pure31@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 17:00; Closed statutory holidays,,,,,,,,48.41786,-123.369825,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659045
258,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659048,17659047,6042813784.0,https://purepharmacy.com/pages/locations,pure27@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 17:00; Closed statutory holidays,,,,,,,,49.327404,-123.154742,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659047
259,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659050,17659049,6047337211.0,https://purepharmacy.com/pages/locations,Pure4@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Closed statutory holidays,,,,,,,,49.268583,-123.18237,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659049
260,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659052,17659051,2508717900.0,https://purepharmacy.com/pages/locations,pure26@purepharmacy.com,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed statutory holidays,,,,,,,,49.711583,-124.96671,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659051
261,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659054,17659053,6047703390.0,https://purepharmacy.com/pages/locations,pure29@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Closed statutory holidays,,,,,,BC,,49.3116,-123.078692,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659053
262,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659056,17659055,6043711828.0,https://purepharmacy.com/pages/locations,Pure25@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Closed statutory holidays,,,,,,,,49.170436,-122.578446,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659055
263,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659058,17659057,6045427780.0,https://purepharmacy.com/pages/locations,Pure1@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 17:00; Sun 09:00 - 15:00; Closed statutory holidays,,,,,,,,49.045582,-122.796387,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659057
264,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659060,17659059,6047703501.0,https://purepharmacy.com/pages/locations,Pure19@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 17:30; Sun 10:00 - 17:00; Closed statutory holidays,,,,,,,,49.287763,-123.124189,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659059
265,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659062,17659061,6045634888.0,https://purepharmacy.com/pages/locations,pure24@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Closed statutory holidays,,,,,,,,49.263754,-123.207554,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659061
266,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659064,17659063,6045537145.0,https://purepharmacy.com/pages/locations,pure21@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Closed statutory holidays,,,,,,,,49.22601,-122.893307,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659063
267,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659066,17659065,6042813393.0,https://purepharmacy.com/pages/locations,Pure17@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Closed statutory holidays,,,,,,,,48.468585,-123.330796,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659065
268,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659068,17659067,6045599200.0,https://purepharmacy.com/pages/locations,pure23@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Closed statutory holidays,,,,,,,,49.264227,-123.136131,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659067
269,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659070,17659069,6047323010.0,https://purepharmacy.com/pages/locations,Pure10@purepharmacy.com,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Closed statutory holidays,,,,,,,,49.257676,-123.185034,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659069
270,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659072,17659071,6046818190.0,https://purepharmacy.com/pages/locations,Pure9@purepharmacy.com,Y,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 17:00; Closed statutory holidays,,,,,,,,49.278311,-123.115292,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659071
271,LH-6600,Pharmacies,17659041,Pure Integrative Pharmacy,17659042,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659074,17659073,6047318535.0,https://purepharmacy.com/pages/locations,pureoak@shaw.ca,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 17:00; Closed statutory holidays,,,,,,,,49.252157,-123.127374,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659042&SiteResourceAgencyNum=17659073
272,LH-6600,Pharmacies,17659075,Elicare Medical,17659076,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659078,17659077,6044228216.0,,info@bcdrug.com,Y,,Mon 09:30 - 17:00; Tue 09:30 - 17:00; Wed 09:30 - 17:00; Thu 09:30 - 17:00; Fri 09:30 - 17:00; Sat 09:30 - 15:00; Call for statutory holiday hours,,,,,,,,49.253444,-122.89804,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659076&SiteResourceAgencyNum=17659077
273,LH-6600,Pharmacies,17659127,University Heights Pharmacy,17659128,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659130,17659129,2505908886.0,https://www.medicinecentre.com/cgi/page.cgi?search_term=University+Heights+Pharmacy&show_location=1&_id=215&search_type=name,uhpharmacy@shaw.ca,Y,,Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 20:00; Sat 09:30 - 17:30; Closed statutory holidays,,,,,,,,48.468752,-123.333648,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659128&SiteResourceAgencyNum=17659129
274,LH-6600,Pharmacies,17659135,Pacific Prescriptions & Medical Supplies,17659136,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm. Also provides naloxone kits to people who use opioids or are likely to witness an overdose. Pharmacists provide kits free-of-charge to people who are eligible, as well as training in overdose recognition and response.",17659138,17659137,6045526941.0,,,N,,Mon 09:30 - 18:00; Tue 09:30 - 18:00; Wed 09:30 - 18:00; Thu 09:30 - 18:00; Fri 09:30 - 17:30; Sat 09:30 - 13:00; Closed statutory holidays,,,,,,,,49.271858,-122.792945,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659136&SiteResourceAgencyNum=17659137
275,LH-6600,Pharmacies,17659141,Marmar Pharmacy,17659142,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change;�call ahead to confirm.",17659144,17659143,6046050211.0,https://www.pharmachoice.com/locations/marmar-pharmacy/,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed statutory holidays,,,,,,,,49.278679,-123.129139,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659142&SiteResourceAgencyNum=17659143
276,LH-6600,Pharmacies,17659161,Rx Ram Pharmacy Specialists,17659162,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",29850053,29850017,2505910144.0,https://www.pharmachoice.com/locations/rx-ram-pharmacy-specialists-millstone/,rxrammillstone@pharmachoice.ca,Y,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30;,,,,,,,,49.164256,-123.93789,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659162&SiteResourceAgencyNum=29850017
277,LH-6600,Pharmacies,17659226,Gilmore Remedy'sRx Pharmacy,17659227,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand, and manage their prescriptions. Hours of operation are subject to change; call ahead to confirm.",17659229,17659228,6045688383.0,https://www.guardian-ida-remedysrx.ca/en/british-columbia/burnaby/gilmore-pharmacy-7018350,,Y,,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Sat 08:30 - 14:30; Sun 08:30 - 14:30; Statutory holidays 08:30 - 14:30,,,,,,,,49.281704,-123.013928,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659227&SiteResourceAgencyNum=17659228
278,LH-6600,Pharmacies,17659347,Westin Pharmacy,17659348,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659350,17659349,6045693030.0,,,Y,,Mon 08:00 - 15:00; Tue 08:00 - 15:00; Wed 08:00 - 15:00; Thu 08:00 - 15:00; Fri 08:00 - 15:00; Sat 08:00 - 15:00; Sun 08:00 - 15:00;,,,,,,,,49.26303,-123.105604,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659348&SiteResourceAgencyNum=17659349
279,LH-6600,Pharmacies,17659412,Strathcona Pharmacy,17659413,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659415,17659414,6042159455.0,,,Y,,Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00;,,,,,,,,49.281213,-123.064137,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659413&SiteResourceAgencyNum=17659414
280,LH-6600,Pharmacies,17659418,Gateway Pharmacy,17659419,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659421,17659420,6049308608.0,,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 16:00; Closed statutory holidays,,,,,,,,49.198108,-122.84565,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659419&SiteResourceAgencyNum=17659420
281,LH-6600,Pharmacies,17659455,Andreen's Medicine Centre,17659456,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm. Also provides naloxone kits to people who use opioids or are likely to witness an overdose. Pharmacists provide kits free-of-charge to people who are eligible, as well as training in overdose recognition and response.",17659458,17659457,2507692014.0,https://www.medicinecentre.com/cgi/page.cgi?search_term=Andreen's+Medicine+Centre&show_location=1&_id=215&search_type=name,andreen@medicinecentre.com,Y,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 10:00 - 16:00; Closed statutory holidays,,,,,,,,49.859783,-119.551871,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659456&SiteResourceAgencyNum=17659457
282,LH-6600,Pharmacies,17659459,Victoria Compounding Pharmacy,17659460,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change; call ahead to confirm.",17659462,17659461,2503885181.0,https://www.wecompound.com/,wecompound@telus.net,Y,,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30;,,,,,,,,48.423447,-123.35465,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659460&SiteResourceAgencyNum=17659461
283,LH-6600,Pharmacies,17659475,Vina Pharmacy,17659476,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659478,17659477,6046691623.0,,,Y,,Mon 10:30 - 17:00; Tue 10:30 - 17:00; Wed 10:30 - 17:00; Thu 10:30 - 17:00; Fri 10:30 - 17:00;,,,,,,,,49.254841,-123.085835,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659476&SiteResourceAgencyNum=17659477
284,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659486,17659485,2507190241.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00;,,,,,,,,55.738876,-120.219767,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659485
285,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659488,17659487,2506152047.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00;,,,,,,,,54.510806,-128.580162,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659487
286,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659490,17659489,2507681759.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 17:00; Sun 10:00 - 17:00;,,,,,,,,49.249159,-123.127517,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659489
287,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659492,17659491,2509063206.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00;,,,,,,,,53.864575,-122.783847,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659491
288,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659494,17659493,2502615585.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00;,,,,,,,,56.259502,-120.840962,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659493
289,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659498,17659497,2503910244.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;,,,,,,,,48.442704,-123.506076,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659497
290,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659500,17659499,6047927638.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 21:00; Sun 10:00 - 18:00;,,,,,,,,49.151848,-121.97908,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659499
291,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659502,17659501,2503748874.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00;,,,,,,,,50.663545,-120.370475,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659501
292,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659504,17659503,2503902334.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;,,,,,,,,49.240086,-124.054216,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659503
293,LH-6600,Pharmacies,17659483,Walmart Canada,17659484,Pharmacy Services,"Provides pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.",17659506,17659505,6044850141.0,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,,Y,,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00;,,,,,,,,49.84647,-124.517134,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659484&SiteResourceAgencyNum=17659505
