X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.39363159,43.68604279,1581,137286657,8952609,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Yonge & Balmoral Diagnostic Imaging, ,2568515 Ontario Inc., ,1366 Yonge Street,Suite 101,Practice Location,Toronto,M4T3A7,20210527134007,20210526121939
-75.6391476209999,45.4429797610001,1582,137286658,8958536,Independent Health Facility,Opth Utrasnd,Ottawa Eye Clinic, ,Dr. Steven Poleski, ,680 Montreal Road, ,Practice Location,Ottawa,K1K0T3,20210527134501,20210526121939
-84.3222014579999,46.5461350050001,1583,137286659,8998526,Independent Health Facility,Opth Utrasnd,Dr. Mark Bariciak, ,Dr. Mark Bariciak, ,677 Great Northern Road,Unit 1,Practice Location,Sault Ste. Marie,P6B5A1,20210527134928,20210526121939
-79.268110491,42.998815474,1584,137286660,9011776,Independent Health Facility,"Radgrhy, Gen Ultrasound",Greater Niagara Medical Imaging, ,Greater Niagara Medical Imaging Inc., ,555 Prince Charles Drive North,Suite 114,Practice Location,Welland,L3C6B5,20210527134140,20210526121939
-78.8747725429999,43.895402151,1585,137286661,9022036,Independent Health Facility,Gen Ultrasound,Oshawa Ultrasound Diagnostic Services, ,2518621 Ontario Inc., ,300 King Street West,Suite 103,Practice Location,Oshawa,L1J2K1,20210527133731,20210526121939
-79.516058624,43.6234134740001,1586,137286662,9062513,Independent Health Facility,PF - Screen,West Toronto Respiratory Services Inc., ,West Toronto Respiratory Services Inc., ,The Queensway,"Suite 413, 190 Sherway Drive, Professional Centre",Practice Location,Toronto,M9C5N2,20210527134949,20210526121940
-79.306954865,43.713663399,1587,137286663,9067225,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound, Vasc Utrasnd",York X-Ray Management Limited, ,York X-Ray Management Limited, ,1450 O'Connor Drive,"Unit 12, Building 1",Practice Location,Toronto,M4B2T8,20210527134441,20210526121940
-79.231945856,43.884728033,1588,137286664,9071108,Independent Health Facility,Obs/Gyn Utrasnd,Karma Ultrasound, ,Ivycroft Enterprises Inc., ,379 Church Street,"5th Floor, Markham-Stouffville Health Centre",Practice Location,Markham,L6B0T1,20210527134232,20210526121940
-79.5983018479999,43.5976241650001,1589,137286665,9077907,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound",Mississauga Diagnostic Imaging & Breast Centre, ,Insight Diagnostic Imaging Corp., ,801 Dundas Street East, ,Practice Location,Mississauga,L4Y4G9,20210527133941,20210526121940
-79.3941593919999,43.7078716940001,1590,137286666,9093617,Independent Health Facility,"Radgrhy, Gen Ultrasound",Metro Radiology (Glencairn), ,2456462 Ontario Limited, ,150 Eglinton Avenue East,5th Floor,Practice Location,Toronto,M4P1E8,20210527134402,20210526121940
-79.349111288,43.8178697160001,1591,137286667,9096124,Independent Health Facility,"Bone Min DXA, Radgrhy",DMS X-Ray, ,1030917 Ontario Inc., ,7155 Woodbine Avenue,Suite B104,Practice Location,Markham,L3R1A3,20210527134921,20210526121941
-79.40120179,43.657502085,1592,137286668,9100468,Independent Health Facility,Sleep Stud,Centre for Sleep and Chronobiology Inc., ,Centre for Sleep and Chronobiology Inc., ,295 College Street,Suite 301,Practice Location,Toronto,M5T1S2,20210527134409,20210526121941
-80.509160424,43.456693998,1593,137286669,9128031,Independent Health Facility,Sleep Stud,PEAK Sleep Kitchener, ,Sleep Clinic Kitchener Inc., ,824 King Street West,Suite 301,Practice Location,Kitchener,N2G1G1,20210527134714,20210526121941
-79.2687271519999,43.7069551000001,1594,137286670,9132225,Independent Health Facility,"Bone Min DXA, Gen Ultrasound",MyHealth Centre, ,MyHealth Partners Inc., ,462 Birchmount Road,Unit 1B,Practice Location,Toronto,M1K1N8,20210527134124,20210526121941
-79.466569966,46.3265905330001,1595,137286671,9152094,Independent Health Facility,"Radgrhy, Gen Ultrasound",Algonquin X-Ray & Ultrasound Services, ,Algonquin X-Ray & Ultrasound Services, ,1221 Algonquin Avenue,Suite 104,Practice Location,North Bay,P1B4Y3,20210527134743,20210526121941
-80.295893851,43.397904097,1596,137286672,9156707,Independent Health Facility,Opth Utrasnd,Nimesh Desai Medicine Professional Corporation, ,Nimesh Desai Medicine Professional Corporation, ,231 Shearson Crescent,Unit 207,Practice Location,Cambridge,N1T1J5,20210527134159,20210526121942
-80.279566727,43.1788116600001,1597,137286673,9175675,Independent Health Facility,Radgrhy,Brantford Radiology Group, ,2392789 Ontario Inc., ,270 King George Road, ,Practice Location,Brantford,N3R5L5,20210527135037,20210526121942
-79.412278003,43.760790403,1598,137286674,9213446,Independent Health Facility,Gen Ultrasound,Anova Fertility & Reproductive Health, ,9421467 Canada Inc., ,25 Sheppard Avenue West,Suite 650,Practice Location,Toronto,M2N6S6,20210527134612,20210526121942
-75.9270256039999,45.2967545240001,1599,137286675,9312394,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,1000 Palladium Drive,Gate 3,Practice Location,Ottawa,K2V1A5,20210527134347,20210526121942
-79.5504250509999,43.8049646040001,1600,137286676,9361147,Independent Health Facility, ,Vaughan Imaging Consultants, ,Dixie X-Ray Associates Limited, ,8333 Weston Road,Suite B04,Practice Location,Vaughan,L4L8E2,20210527134132,20210526121942
-79.287706865,43.783738612,1601,137286677,9362513,Independent Health Facility,"Bone Min DXA, Fluorscpy, Radgrhy, Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",Kennedy & Sheppard Diagnostic Clinic, ,1388020 Ontario Corp., ,4002 Sheppard Avenue East,Suite 304,Practice Location,Toronto,M1S1S6,20210527133804,20210526121943
-79.717598997,43.722651182,1602,137286678,9364847,Independent Health Facility,"Bone Min DXA, Fluorscpy, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Bramalea X-Ray and Ultrasound, ,2548781 Ontario Limited, ,18 Kensington Road,Suite 206,Practice Location,Brampton,L6T4S5,20210527134648,20210526121943
-79.0855254049999,43.8385247310001,1603,137286679,9367999,Independent Health Facility, ,Pickering Diagnostic Imaging Centre, ,1997207 Ontario Incorporated, ,1885 Glenanna Road,"Suite 103, 105/106",Practice Location,Pickering,L1V6R6,20210527134551,20210526121943
-79.040142692,43.858922637,1604,137286680,9401190,Independent Health Facility,"Radgrhy, Gen Ultrasound, Vasc Utrasnd, Bone Min DXA",Westney Heights Diagnostic Centre, ,2479173 Ontario Ltd., ,15 Westney Road North,Unit 2,Practice Location,Ajax,L1T1P4,20210527134809,20210526121943
-79.527107654,43.9284614260001,1605,137286681,9422897,Independent Health Facility,"Fluorscpy, Radgrhy, Gen Ultrasound, Vasc Utrasnd",2271808 Ontario Inc., ,2271808 Ontario Inc., ,18 Doctor's Lane,Unit 2,Practice Location,King City,L7B1G2,20210527134514,20210526121943
-81.3293425269999,48.4774374690001,1606,137286682,9454133,Independent Health Facility,"Radgrhy, Gen Ultrasound",MyHealth Centre, ,MyHealth Partners Inc., ,206 Fifth Avenue, ,Practice Location,Timmins,P4N5L3,20210527134748,20210526121944
-79.403724892,43.668736687,1607,137286683,9472518,Independent Health Facility,Gen Ultrasound,Toronto Ultrasound Imaging, ,2525102 Ontario Ltd., ,34 Madison Avenue, ,Practice Location,Toronto,M5R2S1,20210527134856,20210526121944
-79.42302911,43.8061457100001,1608,137286684,9473928,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound",Thornhill Diagnostic Imaging, ,Clearview Diagnostic Imaging Inc., ,7330 Yonge Street,Suite 206,Practice Location,Vaughan,L4J7Y7,20210527133737,20210526121944
-79.671877445,44.416594504,1609,137286685,9478578,Independent Health Facility,Radgrhy,Georgian Radiology Consultants - Bellfarm, ,Georgian Imaging Services, ,11 Lakeside Terrace,Unit LL01,Practice Location,Barrie,L4M0H9,20210527133637,20210526121944
-79.898107919,43.3293311040001,1610,137286686,9479040,Independent Health Facility,"Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Wentworth-Halton X-Ray and Ultrasound Inc., ,Wentworth-Halton X-Ray and Ultrasound Inc., ,245 Dundas Street East,Unit 8,Practice Location,Hamilton,L0R2H6,20210527135013,20210526121944
-79.714355898,43.7481336860001,1611,137286687,9491544,Independent Health Facility,Sleep Stud,Sleep Disorders Centre - Brampton, ,Sleep Disorders Centre - Brampton Inc., ,480 Chrysler Drive,Unit 34,Practice Location,Brampton,L6S0C1,20210527134421,20210526121945
-82.871448657,42.3133624810001,1612,137286688,9567992,Independent Health Facility,"Bone Min DXA, Mamm, Gen Ultrasound, Vasc Utrasnd, Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT, Fluorscpy",Clear Medical Imaging, ,2324317 Ontario Ltd., ,13278 Tecumseh Road East,"Unit 10, and 20",Practice Location,Windsor,N8N3T6,20210527134643,20210526121945
-79.3728782869999,43.7228542980001,1613,137286689,9571127,Independent Health Facility,Opth Utrasnd,Dr. William Dixon, ,Dr. William Dixon, ,2075 Bayview Avenue,Suite M1 - 302,Practice Location,Toronto,M4N3M5,20210527134541,20210526121945
-79.1926818329999,43.766547614,1614,137286690,9592312,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Lawrence-Kingston Road X-Ray & Ultrasound, ,Mr. Raja Hamid, ,4125 Lawrence Avenue East,Suite 210,Practice Location,Toronto,M1E2S2,20210527134330,20210526121945
-79.268732654,43.731499204,1615,137286691,9593010,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",Northwest Nuclear Imaging Limited, ,Northwest Nuclear Imaging Limited, ,2391 Eglinton Avenue East, ,Practice Location,Toronto,M1K2M5,20210527134945,20210526121945
-75.739672647,45.3598940430001,1616,137286692,9601064,Independent Health Facility,"Mamm, Gen Ultrasound, Vasc Utrasnd, Nuc Med - In Vivo SPECT, Nuc Med - In Vivo Gen",Merivale Medical Imaging, ,Merivale Medical Imaging Inc., ,1370 Clyde Avenue, ,Practice Location,Ottawa,K2G3H8,20210527135021,20210526121946
-79.29523607,43.815159318,1617,137286693,9611404,Independent Health Facility,"Fluorscpy, Radgrhy, Gen Ultrasound",Radiant Medical Imaging, ,10712078 Canada Ltd., ,385 Silver Star Boulevard,Suite 209,Practice Location,Toronto,M1V0E3,20210527134553,20210526121946
-78.942085965,43.9023374490001,1618,137286694,9631550,Independent Health Facility,"Gen Ultrasound, Vasc Utrasnd, Radgrhy",Whitby X-Ray & Ultrasound Imaging, ,North American Diagnostic Network Services Inc., ,3050 Garden Street,Unit 109,Practice Location,Whitby,L1R2G7,20210527134103,20210526121946
-79.411664394,43.6655713860001,1619,137286695,9641007,Independent Health Facility,"Bone Min DXA, Fluorscpy, Mamm, Radgrhy",Annex Medical Imaging, ,2639451 Ontario Ltd., ,800 Bathurst Street,Suite 304,Practice Location,Toronto,M5R3M8,20210527133854,20210526121946
-79.244621347,43.7369256060001,1620,137286696,9641407,Independent Health Facility,Radgrhy,Eglinton Danforth Road Radiology, ,Bar Nik Inc., ,2805 Eglinton Avenue East, ,Practice Location,Toronto,M1J2E1,20210527134244,20210526121946
-80.521405026,43.438986594,1621,137286697,9645264,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound",Victoria-Kitchener X-Ray & Ultrasound & Mammography, ,Clearview Diagnostic Imaging Inc., ,751 Victoria Street South,Suite B100,Practice Location,Kitchener,N2M5N4,20210527134139,20210526121946
-79.5221447439999,43.83458281,1622,137286698,9651464,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Vaughan Diagnostic and Cardiac Centre, ,2447648 Ontario Inc., ,2640 Rutherford Road,Suite 102,Practice Location,Vaughan,L4K0H3,20210527134040,20210526121946
-79.662537435,44.3388230910001,1623,137286699,9652595,Independent Health Facility,Gen Ultrasound,Barrie Women's Health Centre Infertility & Obstetrics, ,2601398 Ontario Inc., ,630 Huronia Road,Unit 5,Practice Location,Barrie,L4N0W5,20210527134151,20210526121947
-75.6271895089999,45.346392645,1624,137286700,9653578,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,1650 Queensdale Avenue, ,Practice Location,Ottawa,K1T1N8,20210527134610,20210526121947
-79.228993854,43.8689899300001,1625,137286701,9669730,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Markham Imaging Consultants, ,1049604 Ontario Inc., ,110 Copper Creek Drive,Suite 202,Practice Location,Markham,L6B0P9,20210527134104,20210526121947
-78.344702807,44.2982623450001,1626,137286702,9669790,Independent Health Facility,"PF - Screen, PF - Lung Vol & Diff",Alexander Respiratory Diagnostic Services, ,John J. Vlasschaert Medicine Professional Corporation, ,849 Alexander Court,Suite 202,Practice Location,Peterborough,K9J7H8,20210527133728,20210526121947
-79.4575151079999,43.655567282,1627,137286703,9682732,Independent Health Facility,Abortion,Choice in Health Clinic, ,Torcan Women's Reproductive Health Clinic Inc., ,1678 Bloor Street West,Suite 301,Practice Location,Toronto,M6P1A9,20210527134710,20210526121948
-79.489507628,43.763386799,1628,137286704,9718852,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Finchview X-Ray & Ultrasound, ,MCH Management Inc., ,1315 Finch Avenue West,Suite 114,Practice Location,Toronto,M3J2G6,20210527134035,20210526121948
-75.675053828,45.38799185,1629,137286705,9721107,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",Kilborn Nuclear Imaging Inc., ,Kilborn Nuclear Imaging Inc., ,1355 Bank Street,Suite 502,Practice Location,Ottawa,K1H8K7,20210527133913,20210526121948
-82.9481855829999,42.3394721810001,1630,137286706,9721188,Independent Health Facility,Radgrhy,Clear Medical Imaging, ,2324317 Ontario Ltd., ,7875 Riverside Drive East,Unit 103,Practice Location,Windsor,N8S1E1,20210527134649,20210526121948
-80.515456625,43.450243496,1631,137286707,9728856,Independent Health Facility,Opth Utrasnd,Dr. Brad M. McCuaig, ,Dr. Brad M. McCuaig, ,564 Belmont Avenue West,Suite 209,Practice Location,Kitchener,N2M5N6,20210527133920,20210526121948
-79.355007077,43.6766338900001,1632,137286708,9795093,Independent Health Facility,Opth Utrasnd,Dr. John Christakis, ,Dr. John T. Christakis, ,245 Danforth Avenue,Suite 200,Practice Location,Toronto,M4K1N2,20210527133642,20210526121948
-79.307086671,43.7793098110001,1633,137286709,9808292,Independent Health Facility,"Radgrhy, Gen Ultrasound",Lucent Medical Imaging, ,11102362 Canada Inc., ,3410 Sheppard Avenue East,Basement,Practice Location,Toronto,M1T3K4,20210527135024,20210526121949
-79.4312961049999,43.720253095,1634,137286710,9827632,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Bernard X-Ray & Ultrasound, ,J.B.V. Management Services Ltd., ,508 Lawrence Avenue West,Unit 25,Practice Location,Toronto,M6A1A1,20210527133634,20210526121949
-79.780824184,43.3572751140001,1635,137286711,9842694,Independent Health Facility,Plas Surg,Dr. Leonard Harris, ,Dr. Leonard Harris Medicine Professional Corporation, ,3532 Commerce Court, ,Practice Location,Burlington,L7N3L7,20210527134959,20210526121949
-79.411664394,43.6655713860001,1636,137286712,9847123,Independent Health Facility,"Gen Ultrasound, Vasc Utrasnd",Annex Medical Imaging, ,2639451 Ontario Ltd., ,800 Bathurst Street,"Suite 501, and 507",Practice Location,Toronto,M5R3M8,20210527133751,20210526121949
-79.758347397,43.584099855,1637,137286713,9852054,Independent Health Facility,Radgrhy,Credit Valley X-Ray, ,Dixon Diagnostics Ltd., ,6855 Meadowvale Town Centre Circle,Suite 110,Practice Location,Mississauga,L5N2Y1,20210527134334,20210526121949
-83.0149089,42.2992609710001,1638,137286714,9863593,Independent Health Facility,Radgrhy,Rampure Radiology Associates Inc., ,Rampure Radiology Associates Inc., ,700 Tecumseh Road East,Suite 102,Practice Location,Windsor,N8X4T2,20210527135022,20210526121949
-81.004888982,46.451544174,1639,137286715,9866432,Independent Health Facility,(M) Opth Utrasnd,Dr. Larry Schonberger, ,Dr. Larry Schonberger, ,2009 Long Lake Road,Suite 304,Administrative Office,Greater Sudbury,P3E6C3,20210527134305,20210526121950
-79.361607287,43.7714341070001,1640,137286716,9891410,Independent Health Facility,"Bone Min DXA, Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",York Nuclear Cardiac Imaging, ,York X-Ray Management Limited, ,1333 Sheppard Avenue East,Suite 125,Practice Location,Toronto,M2J1V1,20210527134230,20210526121950
-82.934614376,42.3056725760001,1641,137286717,9912394,Independent Health Facility,"Radgrhy, Gen Ultrasound",Rampure Radiology Associates Inc., ,Rampure Radiology Associates Inc., ,2825 Lauzon Parkway,Unit 213,Practice Location,Windsor,N8T3H5,20210527135021,20210526121950
-79.762202214,43.7571256860001,1642,137286718,9966412,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",MyHealth Centre, ,2716382 Ontario Inc., ,2 Dewside Drive,Unit 206,Practice Location,Brampton,L6R3Y5,20210527135013,20210526121950
-79.3795563,43.844069919,1643,137286719,9966472,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",KMH Cardiology Centres Inc., ,KMH Cardiology Centres Inc., ,50 Minthorn Boulevard,Suite 101,Practice Location,Markham,L3T7X8,20210527133628,20210526121950
-79.457479013,43.713928792,1644,137286720,9979238,Independent Health Facility,"Radgrhy, Vasc Utrasnd",Metro Radiology Ltd., ,2456462 Ontario Limited, ,960 Lawrence Avenue West,Suite 203,Practice Location,Toronto,M6A3B5,20210527134714,20210526121951
-79.608433249,43.5738936610001,1645,137286721,9991410,Independent Health Facility,"Bone Min DXA, Fluorscpy, Radgrhy, Gen Ultrasound",Queensway X-Ray and Ultrasound, ,Queensway X-Ray and Ultrasound Clinic Inc., ,21 Queensway West, ,Practice Location,Mississauga,L5B1B6,20210527133736,20210526121951
-77.256811396,45.8935086660001,1646,137286722,9991980,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,154 Civic Centre Road, ,Practice Location,Petawawa,K8H3H5,20210527134518,20210526121951
-79.601342551,43.62295757,1647,137286723,9997530,Independent Health Facility,"Fluorscpy, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Dixie X-Ray Associates - Burnhamthorpe, ,Dixie X-Ray Associates Limited, ,1420 Burnhamthorpe Road East,Suite 103,Practice Location,Mississauga,L4X2Z9,20210527134522,20210526121951
-79.509547824,43.647611678,1648,137286724,9998501,Independent Health Facility,Vasc Utrasnd,Toronto West Vascular Lab, ,Toronto West Vascular Lab Ltd., ,2983 Bloor Street West, ,Practice Location,Toronto,M8X1C1,20210527134055,20210526121951
-78.194252031,43.976830696,1649,137286725,3038,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1060 Burnham Street, , ,Cobourg,K9A5V9,20210527134217,20210527112651
-78.911146553,43.885012347,1650,137286726,3096,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1615 Dundas Street East, , ,Whitby,L1N2L6,20210527134348,20210527112753
-79.2708694579999,43.7687202110001,1651,137286727,3126,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Incorporated, ,2025 Midland Avenue, , ,Toronto,M1P3E2,20210527133925,20210527112622
-79.287310562,43.747571506,1652,137286728,3127,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Incorporated, ,2130 Lawrence Avenue East, , ,Toronto,M1R3A6,20210527134030,20210527112713
-79.086728805,43.8281951290001,1653,137286729,3128,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Incorporated, ,933 Liverpool Road, , ,Pickering,L1W1S7,20210527134447,20210527112757
-79.287002367,43.803999316,1654,137286730,3203,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,4190 Finch Avenue East, , ,Toronto,M1S4T7,20210527135026,20210527112628
-79.1926818329999,43.766547614,1655,137286731,3216,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,4125 Lawrence Avenue East, , ,Toronto,M1E2S2,20210527134947,20210527112725
-79.315354875,43.797362713,1656,137286732,3222,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated, ,Alpha Laboratories Incorporated, ,3420 Finch Avenue East, , ,Toronto,M1W2R6,20210527135026,20210527112829
-78.747883942,44.345521235,1657,137286733,3264,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,86 Angeline Street South, , ,Kawartha Lakes,K9V6C5,20210527135029,20210527112656
-78.730152689,44.925273035,1658,137286734,3328,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,6 McPherson Street, , ,Minden,K0M2K0,20210527134534,20210527112800
-79.293840269,43.8024464150001,1659,137286735,3361,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Eglinton Diagnostic Laboratories Limited, ,Eglinton Diagnostic Laboratories Limited, ,4040 Finch Avenue East, , ,Toronto,M1S4V5,20210527134153,20210527112619
-79.226621044,43.7617685110001,1660,137286736,3408,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,700 Markham Road, , ,Toronto,M1H2A7,20210527135015,20210527112718
-78.676972381,43.911605363,1661,137286737,3515,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,222 King Street East, , ,Bowmanville,L1C1P6,20210527134605,20210527112822
-78.872591142,43.8950877510001,1662,137286738,3530,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,245 King Street West, , ,Oshawa,L1J2J7,20210527134705,20210527112650
-79.295236066,43.7629676080001,1663,137286739,3552,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,520 Ellesmere Road, , ,Toronto,M1R0B1,20210527134522,20210527112752
-79.2330472469999,43.777339714,1664,137286740,3606,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1200 Markham Road, , ,Toronto,M1H3C3,20210527133732,20210527112621
-79.0213260849999,43.842399535,1665,137286741,3622,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,95 Bayly Street West, , ,Ajax,L1S7K8,20210527134324,20210527112712
-79.276391258,43.7487528070001,1666,137286742,3627,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,2251 Lawrence Avenue East, , ,Toronto,M1P2P5,20210527134237,20210527112816
-78.859455838,43.898328452,1667,137286743,3631,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,117 King Street East, , ,Oshawa,L1H1B9,20210527133920,20210527112643
-78.807643822,43.9074312560001,1668,137286744,3642,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,1450 King Street East, , ,Oshawa,L1E3C3,20210527134349,20210527112744
-78.28983766,43.9631280890001,1669,137286745,3673,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,249 Ontario Street, , ,Port Hope,L1A3Y9,20210527134737,20210527112615
-79.0855254049999,43.8385247310001,1670,137286746,3685,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,1885 Glenanna Road, , ,Pickering,L1V3V5,20210527134430,20210527112714
-78.870424245,43.9372705580001,1671,137286747,3713,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1400 Ritson Road North,"Suite 002, L.L", ,Oshawa,L1G7W4,20210527133911,20210527112809
-78.943225263,43.8819566450001,1672,137286748,3731,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,200 Brock Street North,Main Floor, ,Whitby,L1N4H5,20210527134948,20210527112636
-79.1926818329999,43.766547614,1673,137286749,3743,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,4125 Lawrence Avenue East,Suite 201, ,Toronto,M1E2S2,20210527134609,20210527112736
-79.2770505619999,43.785244613,1674,137286750,3750,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,4235 Sheppard Avenue East, , ,Toronto,M1S1T7,20210527134432,20210527112840
-79.300563371,43.8006241150001,1675,137286751,3755,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,3850 Finch Avenue East, , ,Toronto,M1T3T6,20210527134844,20210527112707
-79.2661274549999,43.7516411080001,1676,137286752,3756,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,2562 Lawrence Avenue East, , ,Toronto,M1P2R7,20210527133648,20210527112811
-79.289424066,43.7840117120001,1677,137286753,3758,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,2330 Kennedy Road, , ,Toronto,M1T0A2,20210527133708,20210527112638
-79.014487182,43.836548334,1678,137286754,3763,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,601 Harwood Avenue South, , ,Ajax,L1S2J5,20210527134432,20210527112729
-79.204977538,43.780513516,1679,137286755,3765,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,2863 Ellesmere Road, , ,Toronto,M1E5E9,20210527134803,20210527112832
-79.3126256739999,43.797105414,1680,137286756,3769,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,3443 Finch Avenue East, , ,Toronto,M1S2S1,20210527134741,20210527112700
-79.219652745,43.8084389200001,1681,137286757,3771,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,1333 Neilson Road, , ,Toronto,M1B4Y9,20210527134409,20210527112804
-79.122662441,44.107764477,1682,137286758,3780,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,29 Toronto Street, , ,Uxbridge,L9P1P7,20210527134447,20210527112632
-79.288235265,43.784084212,1683,137286759,3785,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,2347 Kennedy Road, , ,Toronto,M1T3T8,20210527134800,20210527112731
-79.24956745,43.7551322090001,1684,137286760,3793,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,3000 Lawrence Avenue East, , ,Toronto,M1P2V1,20210527133728,20210527112826
