Region Cd,Region Name,Sch Cd,School Name,Start Gr,End Gr,Mailing Address,City,Postal Code,Civic Address,City.1,Postal Code.1,School Email,Phone,Fax,Principal
53,Chignecto Central Regional Centre for Education,992,South Colchester Academy,07,12,207 Hwy 289 ,Brookfield NS,B0N 1C0,207 Hwy 289 ,Brookfield NS,B0N 1C0,searlelm@ccrce.ca,902-673-5000,902-673-5005,Leanne Searle
53,Chignecto Central Regional Centre for Education,1105,Spring Street Academy,PR,6,59 Spring St ,Amherst NS,B4H 1S4,59 Spring St ,Amherst NS,B4H 1S4,janesh@ccrce.ca,902-661-2499,902-661-2431,Heather Janes-Pedersen
53,Chignecto Central Regional Centre for Education,658,Springhill Junior-Senior High School,05,12,PO Box 1060 ,Springhill NS,B0M 1X0,84 Church St ,Springhill NS,B0M 1X0,conronb@ccrce.ca,902-597-4250,902-597-4251,Bernadine Conron
53,Chignecto Central Regional Centre for Education,1195,Tatamagouche Regional Academy,PP,12,92 Blair Ave ,Tatamagouche NS,B0K 1V0,92 Blair Ave ,Tatamagouche NS,B0K 1V0,holmesb@ccrce.ca,902-657-6235,902-657-6210,Brian Holmes
53,Chignecto Central Regional Centre for Education,428,Thorburn Consolidated School,PP,8,13 New Row ,Thorburn NS,B0K 1W0,13 New Row ,Thorburn NS,B0K 1W0,barkersp@ccrce.ca,902-922-3840,902-922-3844,Stephen Barker
53,Chignecto Central Regional Centre for Education,692,Trenton Elementary School,PP,4,1 Sixth St ,Trenton NS,B0K 1X0,1 Sixth St ,Trenton NS,B0K 1X0,fortunem@ccrce.ca,902-755-8460,902-755-8466,Mark Fortune
53,Chignecto Central Regional Centre for Education,690,Trenton Middle School,05,8,PO Box 10 ,Trenton NS,B0K 1X0,37 Dickie St ,Trenton NS,B0K 1X0,macdonaldos@ccrce.ca,902-755-8440,902-755-8444,Owen MacDonald
53,Chignecto Central Regional Centre for Education,1146,Truro Elementary School,PR,5,125 Curtis Dr ,Truro NS,B2N 0C5,125 Curtis Dr ,Truro NS,B2N 0C5,lyndsjn@ccrce.ca,902-896-5755,902-896-5786,Jeffrey Lynds
53,Chignecto Central Regional Centre for Education,45,Truro Junior High,06,9,445 Young St ,Truro NS,B2N 7H9,445 Young St ,Truro NS,B2N 7H9,foxt@ccrce.ca,902-896-5550,902-896-5559,Tammy Fox
53,Chignecto Central Regional Centre for Education,40,Uniacke District School,PP,9,551 Hwy 1 ,Mount Uniacke NS,B0N 1Z0,551 Hwy 1 ,Mount Uniacke NS,B0N 1Z0,kingjl2@ccrce.ca,902-866-5100,902-866-5101,Joy King
53,Chignecto Central Regional Centre for Education,18,Upper Stewiacke Elementary School,PR,6,5327 Hwy 289 ,Upper Stewiacke NS,B0N 2P0,5327 Hwy 289 ,Upper Stewiacke NS,B0N 2P0,taitka@ccrce.ca,902-671-3000,902-671-3002,Krista Tait
53,Chignecto Central Regional Centre for Education,12,Valley Elementary School,PR,4,96 Salmon River Rd ,Valley NS,B6L 2S5,96 Salmon River Rd ,Valley NS,B6L 2S5,wallk@ccrce.ca,902-896-5540,902-896-5544,Kimberly Wall
53,Chignecto Central Regional Centre for Education,227,Wallace Consolidated Elementary School,PR,6,3853 Hwy 307 ,Wallace NS,B0K 1Y0,3853 Hwy 307 ,Wallace NS,B0K 1Y0,dorndg@ccrce.ca,902-257-6100,902-257-6102,Dorian Dorn
53,Chignecto Central Regional Centre for Education,3,Walter Duggan Consolidated School,PP,6,2370 Spring Garden Rd ,Westville NS,B0K 2A0,2370 Spring Garden Rd ,Westville NS,B0K 2A0,slatera@ccrce.ca,902-396-2700,902-396-2707,Ann Slater
53,Chignecto Central Regional Centre for Education,29,West Colchester Consolidated School,PP,9,27 Maple Ave ,Bass River NS,B0M 1B0,27 Maple Ave ,Bass River NS,B0M 1B0,humek@ccrce.ca,902-647-3500,902-647-3505,Kelly Hume
53,Chignecto Central Regional Centre for Education,662,West End Memorial School,PP,6,PO Box 2139 ,Springhill NS,B0M 1X0,77 McGee St ,Springhill NS,B0M 1X0,batemansl@ccrce.ca,902-597-4242,902-597-4248,Sandra Bateman
53,Chignecto Central Regional Centre for Education,1190,West Highlands Elementary School,PP,6,18 Maltby Crt ,Amherst NS,B4H 2L6,18 Maltby Crt ,Amherst NS,B4H 2L6,riouxk@ccrce.ca,902-661-2420,902-661-2440,Kirk Rioux
53,Chignecto Central Regional Centre for Education,407,West Pictou Consolidated School,PR,8,1999 Hwy 376 ,Pictou NS,B0K 1H0,1999 Hwy 376 ,Pictou NS,B0K 1H0,turnerca@ccrce.ca,902-485-7960,902-485-7966,Cynthia Turner
53,Chignecto Central Regional Centre for Education,1148,Winding River Consolidated School ,PP,6,PO Box 249 ,Stewiacke NS,B0N 2J0,272 Kitchener St ,Stewiacke NS,B0N 2J0,oakleyc@ccrce.ca,902-639-3199,902-639-3196,Clint Oakley
54,Halifax Regional Centre for Education,228,A. J. Smeltzer Junior High School ,06,8,46 Prince St ,Lower Sackville NS,B4C 1L1,46 Prince St ,Lower Sackville NS,B4C 1L1,ajs@hrce.ca,902-864-6846,902-864-6852,Adam Griffin
54,Halifax Regional Centre for Education,512,Admiral Westphal Elementary School,PP,6,6 Fourth St ,Dartmouth NS,B2X 3A5,6 Fourth St ,Dartmouth NS,B2X 3A5,awes@hrce.ca,902-435-8305,902-435-1749,Sherri MacDonald
54,Halifax Regional Centre for Education,513,Alderney Elementary School ,PP,6,2 Penhorn Dr ,Dartmouth NS,B2Y 3K1,2 Penhorn Dr ,Dartmouth NS,B2Y 3K1,alderney@hrce.ca,902-464-2040,902-464-2686,Stephanie Lockhart
54,Halifax Regional Centre for Education,317,Ash Lee Jefferson Elementary School,PR,6,10 Lockview Rd ,Fall River NS,B2T 1J1,10 Lockview Rd ,Fall River NS,B2T 1J1,aljs@hrce.ca,902-860-4163,902-860-4191,Lynn Mills
54,Halifax Regional Centre for Education,739,Astral Drive Elementary School ,PR,6,236 Astral Dr ,Dartmouth NS,B2V 1B8,236 Astral Dr ,Dartmouth NS,B2V 1B8,ade@hrce.ca,902-462-8500,902-462-8600,Jerome Macdonald
54,Halifax Regional Centre for Education,749,Astral Drive Junior High School ,07,9,238 Astral Dr ,Dartmouth NS,B2V 1B8,238 Astral Dr ,Dartmouth NS,B2V 1B8,adjh@hrce.ca,902-462-8700,902-462-6047,Paul Mason
54,Halifax Regional Centre for Education,425,Atlantic Memorial-Terence Bay Elementary School ,PP,5,3591 Prospect Rd ,Shad Bay NS,B3T 1Z3,3591 Prospect Rd ,Shad Bay NS,B3T 1Z3,amtb@hrce.ca,902-852-2166,902-852-5514,Shelly Smith
54,Halifax Regional Centre for Education,326,Atlantic View Elementary School ,PP,6,3391 Lawrencetown Rd ,Lawrencetown NS,B2Z 1R5,3391 Lawrencetown Rd ,Lawrencetown NS,B2Z 1R5,atvs@hrce.ca,902-464-5245,902-464-5246,Carole DesBarres
54,Halifax Regional Centre for Education,97,Auburn Drive High School ,10,12,300 Auburn Dr ,Dartmouth NS,B2W 6E9,300 Auburn Dr ,Dartmouth NS,B2W 6E9,adhs@hrce.ca,902-462-6900,902-462-6950,Karen Hudson
54,Halifax Regional Centre for Education,104,Basinview Drive Community School ,PR,5,273 Basinview Dr ,Bedford NS,B4A 3X8,273 Basinview Dr ,Bedford NS,B4A 3X8,bdcs@hrce.ca,902-832-8450,902-832-8461,Joseph Marchand
54,Halifax Regional Centre for Education,304,Beaver Bank-Kinsac Elementary School  ,PR,6,28 Kinsac Rd ,Beaver Bank NS,B4G 1C5,28 Kinsac Rd ,Beaver Bank NS,B4G 1C5,bbks@hrce.ca,902-864-6805,902-864-6809,Kelly Clarke
54,Halifax Regional Centre for Education,752,Beaver Bank-Monarch Drive Elementary School ,PR,6,38 Monarch Dr ,Beaver Bank NS,B4E 3A5,38 Monarch Dr ,Beaver Bank NS,B4E 3A5,bbmon@hrce.ca,902-864-7540,902-864-7543,Lois Bond
54,Halifax Regional Centre for Education,268,Bedford and Forsyth Education Centres ,10,12,426 Rocky Lake Dr ,Bedford NS,B4A 2T5,426 Rocky Lake Dr ,Bedford NS,B4A 2T5,bfec@hrce.ca,902-832-8630,902-832-8409,Catherine Burton
54,Halifax Regional Centre for Education,937,Bedford South School ,PR,6,2 Oceanview Dr ,Bedford NS,B4A 4J6,2 Oceanview Dr ,Bedford NS,B4A 4J6,bedfords@hrce.ca,902-832-5800,902-832-5805,Helen Healy
54,Halifax Regional Centre for Education,291,Beechville Lakeside Timberlea Jr. Elementary School ,PR,2,22 James St ,Timberlea NS,B3T 1G9,22 James St ,Timberlea NS,B3T 1G9,bltjr@hrce.ca,902-876-3236,902-876-3238,Patricia Leger
54,Halifax Regional Centre for Education,290,Beechville Lakeside Timberlea Sr. Elementary School ,03,5,24 James St ,Timberlea NS,B3T 1G9,24 James St ,Timberlea NS,B3T 1G9,blt@hrce.ca,902-876-3230,902-876-7909,Todd Barter
54,Halifax Regional Centre for Education,514,Bel Ayr Elementary School ,PR,6,4 Bell St ,Dartmouth NS,B2W 2P3,4 Bell St ,Dartmouth NS,B2W 2P3,belayr@hrce.ca,902-435-8353,902-435-8373,David Emin
54,Halifax Regional Centre for Education,322,Bell Park Academic Centre,PP,6,4 Thomas St ,Lake Echo NS,B3E 1M6,4 Thomas St ,Lake Echo NS,B3E 1M6,bpac@hrce.ca,902-829-2388,902-829-2402,Albert Williams
54,Halifax Regional Centre for Education,515,Bicentennial School ,PP,9,85 Victoria Rd ,Dartmouth NS,B3A 1T9,85 Victoria Rd ,Dartmouth NS,B3A 1T9,bicent@hrce.ca,902-464-2094,902-464-2098,Sarah Shea
54,Halifax Regional Centre for Education,519,Brookhouse Elementary School ,PP,6,15 Christopher Ave ,Dartmouth NS,B2W 3G2,15 Christopher Ave ,Dartmouth NS,B2W 3G2,bes@hrce.ca,902-435-8318,902-435-8323,Mary-Jane Scott
54,Halifax Regional Centre for Education,286,Brookside Junior High School ,06,9,2239 Prospect Rd ,Hatchet Lake NS,B3T 1R8,2239 Prospect Rd ,Hatchet Lake NS,B3T 1R8,bjhs@hrce.ca,902-852-2062,902-852-5530,Lisa Mansfield
54,Halifax Regional Centre for Education,595,Burton Ettinger Elementary School ,PP,6,52 Alex St ,Halifax NS,B3N 2W4,52 Alex St ,Halifax NS,B3N 2W4,bees@hrce.ca,902-457-8922,902-457-8928,Tracy Foster
54,Halifax Regional Centre for Education,319,Caldwell Road Elementary School,PP,6,280 Caldwell Rd ,Dartmouth NS,B2V 1A3,280 Caldwell Rd ,Dartmouth NS,B2V 1A3,cres@hrce.ca,902-462-6010,902-462-6017,Donald Morrison
54,Halifax Regional Centre for Education,516,Caledonia Junior High School ,07,9,38 Caledonia Rd ,Dartmouth NS,B2X 1K8,38 Caledonia Rd ,Dartmouth NS,B2X 1K8,cjhs@hrce.ca,902-435-8413,902-435-8425,Lisa Vaughan
54,Halifax Regional Centre for Education,312,Caudle Park Elementary School ,PP,5,35 McGee Dr ,Lower Sackville NS,B4C 2J1,35 McGee Dr ,Lower Sackville NS,B4C 2J1,cpes@hrce.ca,902-864-6864,902-864-6896,Thomas Cleary
54,Halifax Regional Centre for Education,743,Cavalier Drive School ,PP,5,116 Cavalier Dr ,Lower Sackville NS,B4C 3L9,116 Cavalier Dr ,Lower Sackville NS,B4C 3L9,cds@hrce.ca,902-864-7524,902-864-7554,Stephen Driscoll
54,Halifax Regional Centre for Education,611,Central Spryfield School,PP,6,364 Herring Cove Rd ,Halifax NS,B3R 1V8,364 Herring Cove Rd ,Halifax NS,B3R 1V8,cses@hrce.ca,902-479-4286,902-479-4295,Crystal Pelly
54,Halifax Regional Centre for Education,1183,Charles P. Allen High School ,10,12,200 Innovation Dr ,Bedford NS,B4B 0G4,200 Innovation Dr ,Bedford NS,B4B 0G4,cpah@hrce.ca,902-832-8964,902-832-8981,Stephanie Bird
54,Halifax Regional Centre for Education,596,Chebucto Heights Elementary School ,PP,6,230 Cowie Hill Rd ,Halifax NS,B3P 2M3,230 Cowie Hill Rd ,Halifax NS,B3P 2M3,ches@hrce.ca,902-479-4298,902-479-4408,Craig Myra
54,Halifax Regional Centre for Education,1109,Citadel High School ,10,12,1855 Trollope St ,Halifax NS,B3H 0A4,1855 Trollope St ,Halifax NS,B3H 0A4,chs@hrce.ca,902-491-4444,902-491-1700,Joseph Morrison
54,Halifax Regional Centre for Education,600,Clayton Park Junior High School,07,9,45 Plateau Cres ,Halifax NS,B3M 2V7,45 Plateau Cres ,Halifax NS,B3M 2V7,cpjh@hrce.ca,902-457-8930,902-457-1646,Trina Canavan
54,Halifax Regional Centre for Education,352,Colby Village Elementary School ,PP,6,92 Colby Dr ,Dartmouth NS,B2V 1J7,92 Colby Dr ,Dartmouth NS,B2V 1J7,cves@hrce.ca,902-464-5152,902-464-5154,Robert Caume
54,Halifax Regional Centre for Education,357,Cole Harbour District High School,10,12,2 Chameau Cres ,Cole Harbour NS,B2W 4X4,2 Chameau Cres ,Cole Harbour NS,B2W 4X4,chdhs@hrce.ca,902-464-5220,902-464-5241,Dunovan Kalberlah
54,Halifax Regional Centre for Education,339,Colonel John Stuart Elementary School ,PR,6,5 John Stewart Dr ,Cole Harbour NS,B2W 4J7,5 John Stewart Dr ,Cole Harbour NS,B2W 4J7,cjses@hrce.ca,902-464-5200,902-464-5247,Trevor McGowan
54,Halifax Regional Centre for Education,517,Crichton Park Elementary School ,PR,6,49 Lyngby Ave ,Dartmouth NS,B3A 3V1,49 Lyngby Ave ,Dartmouth NS,B3A 3V1,crichton@hrce.ca,902-464-2503,902-464-2770,Constance Johnson
54,Halifax Regional Centre for Education,605,Cunard Junior High School ,07,9,121 Williams Lake Rd ,Halifax NS,B3P 1T6,121 Williams Lake Rd ,Halifax NS,B3P 1T6,cunard@hrce.ca,902-479-4418,902-479-4425,Paula Fairbairn
54,Halifax Regional Centre for Education,518,Dartmouth High School,09,12,95 Victoria Rd ,Dartmouth NS,B3A 1V2,95 Victoria Rd ,Dartmouth NS,B3A 1V2,dhs@hrce.ca,902-464-2457,902-464-2384,Eartha Monard
54,Halifax Regional Centre for Education,1193,Dartmouth South Academy,PR,8,111 Prince Arthur Ave ,Dartmouth NS,B2Y 0C5,111 Prince Arthur Ave ,Dartmouth NS,B2Y 0C5,dsa@hrce.ca,902-464-2081,902-461-0199,Adrienne Blumenthal
54,Halifax Regional Centre for Education,601,Duc d'Anville Elementary School ,PP,6,12 Clayton Park Dr ,Halifax NS,B3M 1L3,12 Clayton Park Dr ,Halifax NS,B3M 1L3,ddes@hrsb.ns.ca,902-457-8940,902-457-8945,Daniel Gilfoy
54,Halifax Regional Centre for Education,328,Duncan MacMillan High School,PP,12,481 Church Point Rd ,Sheet Harbour NS,B0J 3B0,481 Church Point Rd ,Sheet Harbour NS,B0J 3B0,dmhs@hrce.ca,902-885-2777,902-885-2790,Ronalda Reynolds
54,Halifax Regional Centre for Education,343,Dutch Settlement Elementary School,PP,6,990 Hwy 277 ,Dutch Settlement NS,B2S 2J5,990 Hwy 277 ,Dutch Settlement NS,B2S 2J5,dses@hrsb.ns.ca,902-883-3000,902-883-3001,Heather Killen
54,Halifax Regional Centre for Education,283,East St. Margarets Elementary School ,PP,6,8671 Peggy's Cove Rd ,Indian Harbour NS,B3Z 3P5,8671 Peggy's Cove Rd ,Indian Harbour NS,B3Z 3P5,estm@hrsb.ns.ca,902-823-2463,902-823-2232,Susan Casey
54,Halifax Regional Centre for Education,351,Eastern Passage Education Centre,06,8,93 Samuel Danial Dr ,Eastern Passage NS,B3G 1P7,93 Samuel Danial Dr ,Eastern Passage NS,B3G 1P7,epec@hrsb.ns.ca,902-462-8401,902-462-8403,Dorothy Hart
54,Halifax Regional Centre for Education,334,Eastern Shore District High School,10,12,35 West Petpeswick Rd ,Musquodoboit Harbour NS,B0J 2L0,35 West Petpeswick Rd ,Musquodoboit Harbour NS,B0J 2L0,esdh@hrce.ca,902-889-4025,902-889-4037,Jennifer Murray
54,Halifax Regional Centre for Education,614,Elizabeth Sutherland School ,PP,9,66 Rockingstone Rd ,Halifax NS,B3R 2C9,66 Rockingstone Rd ,Halifax NS,B3R 2C9,ess@hrsb.ns.ca,902-479-4427,902-479-4430,Sara Walker
54,Halifax Regional Centre for Education,538,Ellenvale Junior High School,07,9,88 Belle Vista Dr ,Dartmouth NS,B2W 2X7,88 Belle Vista Dr ,Dartmouth NS,B2W 2X7,ejhs@hrce.ca,902-435-8420,902-435-8469,Jeffrey Lewis
54,Halifax Regional Centre for Education,564,Eric Graves Memorial Junior High School ,07,9,70 Dorothea Dr ,Dartmouth NS,B2W 4M3,70 Dorothea Dr ,Dartmouth NS,B2W 4M3,egmjh@hrce.ca,902-435-8325,902-435-8379,Scott Wadden
54,Halifax Regional Centre for Education,599,Fairview Heights Elementary School ,PP,6,210 Coronation Ave ,Halifax NS,B3N 2N3,210 Coronation Ave ,Halifax NS,B3N 2N3,fhes@hrsb.ns.ca,902-457-8953,902-457-8957,Lynn Kazamel-Boudreau
54,Halifax Regional Centre for Education,578,Fairview Junior High School ,07,9,155 Rosedale Ave ,Halifax NS,B3N 2K2,155 Rosedale Ave ,Halifax NS,B3N 2K2,fvjh@hrsb.ns.ca,902-457-8960,902-457-8963,Leanne March
54,Halifax Regional Centre for Education,288,Five Bridges Junior High School,07,9,66 Hubley Rd ,Hubley NS,B3Z 1B9,66 Hubley Rd ,Hubley NS,B3Z 1B9,fbjh@hrsb.ns.ca,902-876-2026,902-876-7177,Joanne Kirkpatrick
54,Halifax Regional Centre for Education,356,Gaetz Brook Junior High School,07,9,6856 Hwy 7 ,Head of Chezzetcook NS,B0J 1N0,6856 Hwy 7 ,Head of Chezzetcook NS,B0J 1N0,gbjhs@hrce.ca,902-827-4666,902-827-5430,David Reed
54,Halifax Regional Centre for Education,731,George Bissett Elementary School,PP,6,170 Arklow Dr ,Dartmouth NS,B2W 4R6,170 Arklow Dr ,Dartmouth NS,B2W 4R6,gbes@hrce.ca,902-464-5184,902-464-5187,John Fry
54,Halifax Regional Centre for Education,314,Georges P. Vanier Junior High School,07,8,1410 Fall River Rd ,Fall River NS,B2T 1J1,1410 Fall River Rd ,Fall River NS,B2T 1J1,vanier@hrsb.ns.ca,902-860-4182,902-860-4188,Lee Anne Amaral
54,Halifax Regional Centre for Education,568,Gorsebrook Junior High School,07,9,5966 South St ,Halifax NS,B3H 1S6,5966 South St ,Halifax NS,B3H 1S6,gjh@hrsb.ns.ca,902-421-6758,902-421-2709,David Leblanc
54,Halifax Regional Centre for Education,318,Graham Creighton Junior High School,07,9,72 Cherry Brook Rd ,Cherry Brook NS,B2Z 1A8,72 Cherry Brook Rd ,Cherry Brook NS,B2Z 1A8,gcjh@hrsb.ns.ca,902-464-5164,902-464-5173,Andrew Hickman
54,Halifax Regional Centre for Education,602,Grosvenor-Wentworth Park Elementary School ,PP,6,4 Downing St ,Halifax NS,B3M 2G4,4 Downing St ,Halifax NS,B3M 2G4,gwp@hrce.ca,902-457-8422,902-457-8430,Brendon MacGillivray
54,Halifax Regional Centre for Education,567,Halifax Central Junior High School ,07,9,1787 Preston St ,Halifax NS,B3H 3V7,1787 Preston St ,Halifax NS,B3H 3V7,central@hrce.ca,902-421-6777,902-421-2868,Robert MacMillan
54,Halifax Regional Centre for Education,592,Halifax West High School ,10,12,283 Thomas Raddall Dr ,Halifax NS,B3S 1R1,283 Thomas Raddall Dr ,Halifax NS,B3S 1R1,hwhs@hrce.ca,902-457-8900,902-457-8980,Gregory MacKinnon
54,Halifax Regional Centre for Education,306,Hammonds Plains Consolidated School ,PR,5,2180 Hammonds Plains Rd ,Hammonds Plains NS,B4B 1M5,2180 Hammonds Plains Rd ,Hammonds Plains NS,B4B 1M5,hpcs@hrsb.ns.ca,902-832-8412,902-832-8420,Diana Corkum
54,Halifax Regional Centre for Education,521,Harbour View Elementary School ,PP,6,25 Alfred St ,Dartmouth NS,B3A 4E8,25 Alfred St ,Dartmouth NS,B3A 4E8,hves@hrce.ca,902-464-2051,902-464-2282,Kim LeBlanc
54,Halifax Regional Centre for Education,740,Harold T. Barrett Junior High School ,07,8,862 Beaver Bank Rd ,Beaver Bank NS,B4G 1A9,862 Beaver Bank Rd ,Beaver Bank NS,B4G 1A9,htbar@hrsb.ns.ca,902-864-7500,902-864-7502,Ivan Skeete
54,Halifax Regional Centre for Education,296,Harrietsfield Elementary School ,PP,6,1150 Old Sambro Rd ,Harrietsfield NS,B3V 1B1,1150 Old Sambro Rd ,Harrietsfield NS,B3V 1B1,hes@hrce.ca,902-479-4230,902-479-4235,Teri McGinn
54,Halifax Regional Centre for Education,313,Harry R. Hamilton Elementary School ,PR,5,40 Hamilton Dr ,Middle Sackville NS,B4E 3A9,40 Hamilton Dr ,Middle Sackville NS,B4E 3A9,hrh@hrsb.ns.ca,902-864-6815,902-864-6820,Ethel Gourley
54,Halifax Regional Centre for Education,522,Hawthorn Elementary School ,PP,6,10 Hawthorne St ,Dartmouth NS,B2Y 2Y3,10 Hawthorne St ,Dartmouth NS,B2Y 2Y3,hawthorn@hrsb.ns.ca,902-464-2048,902-464-2799,Darcel Williams-Hart
54,Halifax Regional Centre for Education,293,Herring Cove Junior High School ,07,9,7 Lancaster Dr ,Herring Cove NS,B3V 1H9,7 Lancaster Dr ,Herring Cove NS,B3V 1H9,hcjh@hrsb.ns.ca,902-479-4214,902-479-3379,Sean MacDonald
54,Halifax Regional Centre for Education,571,Highland Park Junior High School ,07,9,3479 Robie St ,Halifax NS,B3K 4S4,3479 Robie St ,Halifax NS,B3K 4S4,hpjh@hrce.ca,902-493-5124,902-493-5130,Carla Christianson
54,Halifax Regional Centre for Education,310,Hillside Park Elementary School ,PP,5,15 Hillside Ave ,Lower Sackville NS,B4C 1W6,15 Hillside Ave ,Lower Sackville NS,B4C 1W6,hpes@hrsb.ns.ca,902-864-6873,902-864-6878,Kelly Joy
54,Halifax Regional Centre for Education,747,Holland Road Elementary School ,PR,6,181 Holland Rd ,Fletchers Lake NS,B2T 1A1,181 Holland Rd ,Fletchers Lake NS,B2T 1A1,hres@hrce.ca,902-860-4170,902-860-4173,Carol-Anne Larade
54,Halifax Regional Centre for Education,327,Humber Park Elementary School ,PP,6,5 Smallwood Ave ,Dartmouth NS,B2W 3R6,5 Smallwood Ave ,Dartmouth NS,B2W 3R6,hps@hrce.ca,902-464-5177,902-464-5182,Tracey White
54,Halifax Regional Centre for Education,523,Ian Forsyth Elementary School,PP,6,22 Glencoe Dr ,Dartmouth NS,B2X 1J1,22 Glencoe Dr ,Dartmouth NS,B2X 1J1,ifes@hrsb.ns.ca,902-435-8435,902-435-8365,Angela Yerxa-Weeks
54,Halifax Regional Centre for Education,579,Inglis Street Elementary School,PP,6,5985 Inglis St ,Halifax NS,B3H 1K7,5985 Inglis St ,Halifax NS,B3H 1K7,ises@hrsb.ns.ca,902-421-6767,902-421-3028,Matthew Hartlen
54,Halifax Regional Centre for Education,1196,Island View High School,09,12,1853 Caldwell Rd ,Eastern Passage NS,B3G 1J3,1853 Caldwell Rd ,Eastern Passage NS,B3G 1J3,ivh@hrsb.ca,902-466-6341,902-466-6348,Patrick Savage
54,Halifax Regional Centre for Education,619,J. L. Ilsley High School,10,12,38 Sylvia Ave ,Halifax NS,B3R 1J9,38 Sylvia Ave ,Halifax NS,B3R 1J9,jli@hrsb.ns.ca,902-479-4612,902-479-4635,Ralph McKelvie
54,Halifax Regional Centre for Education,539,John MacNeil Elementary School ,PP,6,62 Leaman Dr ,Dartmouth NS,B3A 2K9,62 Leaman Dr ,Dartmouth NS,B3A 2K9,jmes@hrsb.ns.ca,902-464-2488,902-464-2616,Philip Daigle
54,Halifax Regional Centre for Education,524,John Martin Junior High School ,07,9,7 Brule St ,Dartmouth NS,B3A 4G2,7 Brule St ,Dartmouth NS,B3A 4G2,jmjh@hrsb.ns.ca,902-464-2408,902-464-2062,Joseph MacDonald
54,Halifax Regional Centre for Education,607,John W. MacLeod-Fleming Tower Elementary School ,PR,6,1511 Purcell's Cove Rd ,Halifax NS,B3P 1B7,1511 Purcell's Cove Rd ,Halifax NS,B3P 1B7,jwm@hrsb.ns.ca,902-479-4437,902-479-4442,Emily Quigley
54,Halifax Regional Centre for Education,354,Joseph Giles Elementary School ,PR,6,54 Gregory Dr ,Dartmouth NS,B2W 3M6,54 Gregory Dr ,Dartmouth NS,B2W 3M6,jges@hrsb.ns.ca,902-464-5192,902-464-5197,James Hurley
54,Halifax Regional Centre for Education,569,Joseph Howe Elementary School ,PP,6,2557 Maynard St ,Halifax NS,B3K 3V6,2557 Maynard St ,Halifax NS,B3K 3V6,jhowe@hrsb.ns.ca,902-421-6785,902-421-8744,Steven Hutchins
54,Halifax Regional Centre for Education,1103,Kingswood Elementary School ,PR,6,34 Vrege Crt ,Hammonds Plains NS,B4B 1K2,34 Vrege Crt ,Hammonds Plains NS,B4B 1K2,kwe@hrsb.ns.ca,902-832-5522,902-832-5524,Andrea Briand
54,Halifax Regional Centre for Education,1200,LeMarchant-St. Thomas Elementary School ,PR,6,6141 Watt St ,Halifax NS,B3H 2B7,6141 Watt St ,Halifax NS,B3H 2B7,lmsts@hrce.ca,902-421-6769,902-421-3036,Moira Cavanaugh
54,Halifax Regional Centre for Education,353,Leslie Thomas Junior High School ,06,8,100 Metropolitan Ave ,Lower Sackville NS,B4C 2Z8,100 Metropolitan Ave ,Lower Sackville NS,B4C 2Z8,ltjh@hrce.ca,902-864-6785,902-864-6797,Benedette Anyanwu
54,Halifax Regional Centre for Education,968,Lockview High School ,09,12,148 Lockview Rd ,Fall River NS,B2T 1J1,148 Lockview Rd ,Fall River NS,B2T 1J1,lhs@hrce.ca,902-860-6000,902-860-6005,Bernard MacEachern
54,Halifax Regional Centre for Education,939,Madeline Symonds Middle School,06,9,290 White Hills Run ,Hammonds Plains NS,B4B 1W6,290 White Hills Run ,Hammonds Plains NS,B4B 1W6,msms@hrsb.ns.ca,902-832-2300,902-832-2302,Kimberley Acorn
54,Halifax Regional Centre for Education,526,Michael Wallace Elementary School,PR,6,24 Andover St ,Dartmouth NS,B2X 2L9,24 Andover St ,Dartmouth NS,B2X 2L9,mwes@hrce.ca,902-435-8357,902-435-8395,Janice Wells
54,Halifax Regional Centre for Education,748,Millwood Elementary School ,PP,5,190 Beaver Bank Cross Rd ,Lower Sackville NS,B4E 1K5,190 Beaver Bank Cross Rd ,Lower Sackville NS,B4E 1K5,mes@hrce.ca,902-864-7510,902-864-7518,Michelle Andrews
54,Halifax Regional Centre for Education,745,Millwood High School ,09,12,141 Millwood Dr ,Middle Sackville NS,B4E 0A1,141 Millwood Dr ,Middle Sackville NS,B4E 0A1,mwhs@hrce.ca,902-864-7535,902-864-7567,Stephen Corkum
54,Halifax Regional Centre for Education,527,Mount Edward Elementary School ,PP,6,3 Windward Ave ,Dartmouth NS,B2W 2G9,3 Windward Ave ,Dartmouth NS,B2W 2G9,mees@hrsb.ns.ca,902-435-8459,902-435-8414,Andrea Temple
54,Halifax Regional Centre for Education,1149,Musquodoboit Rural High School ,07,12,11980 Hwy 224 ,Middle Musquodoboit NS,B0N 1X0,11980 Hwy 224 ,Middle Musquodoboit NS,B0N 1X0,mrhs@hrsb.ns.ca,902-384-2320,902-384-2321,Shaun Sheehan
54,Halifax Regional Centre for Education,348,Musquodoboit Valley Education Centre ,PP,6,PO Box 99 ,Middle Musquodoboit NS,B0N 1X0,12046 Hwy 224 ,Middle Musquodoboit NS,B0N 1X0,mvec@hrsb.ns.ca,902-384-2555,902-384-2419,Aaron Verge
54,Halifax Regional Centre for Education,324,Nelson Whynder Elementary School ,PP,6,979 North Preston Rd ,North Preston NS,B2Z 1A2,979 North Preston Rd ,North Preston NS,B2Z 1A2,nwes@hrce.ca,902-462-6030,902-462-6033,Anne Johnson-McDonald
