,idx,facility_name,facility_type,health_authority,longitude,latitude,province,phone,email,website,provider,filename
241,241,Pharmacy Services,Pharmacies,Rexall,-122.798628,49.031323,BC,6045364211.0,,https://www.rexall.ca/pharmacy,Province of British Columbia,BC_pharmacies.csv
242,242,Pharmacy Services,Pharmacies,Rexall,-122.794512,49.029551,BC,6045368255.0,,https://www.rexall.ca/pharmacy,Province of British Columbia,BC_pharmacies.csv
243,243,Pharmacy Services,Pharmacies,Rexall,-123.330376,48.469127,BC,2504772225.0,,https://www.rexall.ca/pharmacy,Province of British Columbia,BC_pharmacies.csv
244,244,Pharmacy Services,Pharmacies,Rexall,-123.469793,48.442736,BC,2504781735.0,,https://www.rexall.ca/pharmacy,Province of British Columbia,BC_pharmacies.csv
245,245,Pharmacy Services,Pharmacies,Super Grocer and Pharmacy,-123.181215,49.126351,BC,6042747878.0,manager@e.supergrocer.ca,https://supergrocer.ca/prescription,Province of British Columbia,BC_pharmacies.csv
246,246,Pharmacy Services,Pharmacies,Sullivan Pharmacy,-122.801002,49.117981,BC,7785930052.0,pharmacysullivan@gmail.com,,Province of British Columbia,BC_pharmacies.csv
247,247,Pharmacy Services,Pharmacies,Southland Pharmacy,-123.183537,49.234648,BC,6042662882.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/vancouver/southland-pharmacy-7047890,Province of British Columbia,BC_pharmacies.csv
248,248,Pharmacy Services,Pharmacies,Valley Evergreen Pharmacy,-122.652445,49.102816,BC,6045341332.0,info@valleypharmacy.ca,https://www.medicinecentre.com/cgi/page.cgi?search_term=Valley+Evergreen+Pharmacy&show_location=1&_id=215&search_type=name,Province of British Columbia,BC_pharmacies.csv
249,249,Pharmacy Services,Pharmacies,Fraser Lake Medicine Centre,-124.849109,54.055727,BC,2506990075.0,fraserlake@medicinecentre.com,https://www.medicinecentre.com/cgi/page.cgi?search_term=Fraser+Lake+Medicine+Centre&show_location=1&_id=215&search_type=name,Province of British Columbia,BC_pharmacies.csv
250,250,Pharmacy Services,Pharmacies,Fraserview Pharmacy,-122.498967,52.982744,BC,2509923822.0,,,Province of British Columbia,BC_pharmacies.csv
251,251,Pharmacy Services,Pharmacies,Fort Royal Pharmacy,-123.330085,48.429472,BC,,info@fortroyalpharmacy.ca,https://www.fortroyalpharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
252,252,Pharmacy Services,Pharmacies,Fort Royal Pharmacy,-123.315568,48.426364,BC,2505909217.0,info@fortroyalpharmacy.ca,https://www.fortroyalpharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
253,253,Pharmacy Services,Pharmacies,Fort Royal Pharmacy,-123.363591,48.438467,BC,7784062022.0,info@fortroyalpharmacy.ca,https://www.fortroyalpharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
254,254,Pharmacy Services,Pharmacies,Sidney Pharmacy,-123.399438,48.647645,BC,2506560744.0,sidrx@telus.net,https://sidneypharmacy.ca/,Province of British Columbia,BC_pharmacies.csv
255,255,Pharmacy Services,Pharmacies,Park Pacific Pharmacy,-123.134409,49.186791,BC,6042739812.0,,,Province of British Columbia,BC_pharmacies.csv
256,256,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.166009,49.264068,BC,6045688844.0,Pure5@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
257,257,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.369825,48.41786,BC,7784050860.0,pure31@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
258,258,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.154742,49.327404,BC,6042813784.0,pure27@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
259,259,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.18237,49.268583,BC,6047337211.0,Pure4@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
260,260,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-124.96671,49.711583,BC,2508717900.0,pure26@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
261,261,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.078692,49.3116,BC,6047703390.0,pure29@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
262,262,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-122.578446,49.170436,BC,6043711828.0,Pure25@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
263,263,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-122.796387,49.045582,BC,6045427780.0,Pure1@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
264,264,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.124189,49.287763,BC,6047703501.0,Pure19@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
265,265,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.207554,49.263754,BC,6045634888.0,pure24@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
266,266,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-122.893307,49.22601,BC,6045537145.0,pure21@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
267,267,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.330796,48.468585,BC,6042813393.0,Pure17@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
268,268,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.136131,49.264227,BC,6045599200.0,pure23@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
269,269,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.185034,49.257676,BC,6047323010.0,Pure10@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
270,270,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.115292,49.278311,BC,6046818190.0,Pure9@purepharmacy.com,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
271,271,Pharmacy Services,Pharmacies,Pure Integrative Pharmacy,-123.127374,49.252157,BC,6047318535.0,pureoak@shaw.ca,https://purepharmacy.com/pages/locations,Province of British Columbia,BC_pharmacies.csv
272,272,Pharmacy Services,Pharmacies,Elicare Medical,-122.89804,49.253444,BC,6044228216.0,info@bcdrug.com,,Province of British Columbia,BC_pharmacies.csv
273,273,Pharmacy Services,Pharmacies,University Heights Pharmacy,-123.333648,48.468752,BC,2505908886.0,uhpharmacy@shaw.ca,https://www.medicinecentre.com/cgi/page.cgi?search_term=University+Heights+Pharmacy&show_location=1&_id=215&search_type=name,Province of British Columbia,BC_pharmacies.csv
274,274,Pharmacy Services,Pharmacies,Pacific Prescriptions & Medical Supplies,-122.792945,49.271858,BC,6045526941.0,,,Province of British Columbia,BC_pharmacies.csv
275,275,Pharmacy Services,Pharmacies,Marmar Pharmacy,-123.129139,49.278679,BC,6046050211.0,,https://www.pharmachoice.com/locations/marmar-pharmacy/,Province of British Columbia,BC_pharmacies.csv
276,276,Pharmacy Services,Pharmacies,Rx Ram Pharmacy Specialists,-123.93789,49.164256,BC,2505910144.0,rxrammillstone@pharmachoice.ca,https://www.pharmachoice.com/locations/rx-ram-pharmacy-specialists-millstone/,Province of British Columbia,BC_pharmacies.csv
277,277,Pharmacy Services,Pharmacies,Gilmore Remedy'sRx Pharmacy,-123.013928,49.281704,BC,6045688383.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/burnaby/gilmore-pharmacy-7018350,Province of British Columbia,BC_pharmacies.csv
278,278,Pharmacy Services,Pharmacies,Westin Pharmacy,-123.105604,49.26303,BC,6045693030.0,,,Province of British Columbia,BC_pharmacies.csv
279,279,Pharmacy Services,Pharmacies,Strathcona Pharmacy,-123.064137,49.281213,BC,6042159455.0,,,Province of British Columbia,BC_pharmacies.csv
280,280,Pharmacy Services,Pharmacies,Gateway Pharmacy,-122.84565,49.198108,BC,6049308608.0,,,Province of British Columbia,BC_pharmacies.csv
281,281,Pharmacy Services,Pharmacies,Andreen's Medicine Centre,-119.551871,49.859783,BC,2507692014.0,andreen@medicinecentre.com,https://www.medicinecentre.com/cgi/page.cgi?search_term=Andreen's+Medicine+Centre&show_location=1&_id=215&search_type=name,Province of British Columbia,BC_pharmacies.csv
282,282,Pharmacy Services,Pharmacies,Victoria Compounding Pharmacy,-123.35465,48.423447,BC,2503885181.0,wecompound@telus.net,https://www.wecompound.com/,Province of British Columbia,BC_pharmacies.csv
283,283,Pharmacy Services,Pharmacies,Vina Pharmacy,-123.085835,49.254841,BC,6046691623.0,,,Province of British Columbia,BC_pharmacies.csv
284,284,Pharmacy Services,Pharmacies,Walmart Canada,-120.219767,55.738876,BC,2507190241.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
285,285,Pharmacy Services,Pharmacies,Walmart Canada,-128.580162,54.510806,BC,2506152047.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
286,286,Pharmacy Services,Pharmacies,Walmart Canada,-123.127517,49.249159,BC,2507681759.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
287,287,Pharmacy Services,Pharmacies,Walmart Canada,-122.783847,53.864575,BC,2509063206.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
288,288,Pharmacy Services,Pharmacies,Walmart Canada,-120.840962,56.259502,BC,2502615585.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
289,289,Pharmacy Services,Pharmacies,Walmart Canada,-123.506076,48.442704,BC,2503910244.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
290,290,Pharmacy Services,Pharmacies,Walmart Canada,-121.97908,49.151848,BC,6047927638.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
291,291,Pharmacy Services,Pharmacies,Walmart Canada,-120.370475,50.663545,BC,2503748874.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
292,292,Pharmacy Services,Pharmacies,Walmart Canada,-124.054216,49.240086,BC,2503902334.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
293,293,Pharmacy Services,Pharmacies,Walmart Canada,-124.517134,49.84647,BC,6044850141.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
294,294,Pharmacy Services,Pharmacies,Walmart Canada,-124.97747,49.668392,BC,2508988955.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
295,295,Pharmacy Services,Pharmacies,Walmart Canada,-125.260091,50.032952,BC,2502872372.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
296,296,Pharmacy Services,Pharmacies,Walmart Canada,-117.62215,49.084904,BC,2503642707.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
297,297,Pharmacy Services,Pharmacies,Walmart Canada,-123.721325,48.803131,BC,2507481226.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
298,298,Pharmacy Services,Pharmacies,Walmart Canada,-117.29175,49.498456,BC,2503527842.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
299,299,Pharmacy Services,Pharmacies,Walmart Canada,-123.150523,49.721396,BC,6048154630.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
300,300,Pharmacy Services,Pharmacies,Walmart Canada,-124.782193,49.266105,BC,2507200916.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
301,301,Pharmacy Services,Pharmacies,Walmart Canada,-122.12483,52.113536,BC,2503056899.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
302,302,Pharmacy Services,Pharmacies,Walmart Canada,-122.339769,49.13285,BC,6048204248.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
303,303,Pharmacy Services,Pharmacies,Walmart Canada,-130.326844,54.312744,BC,2506249741.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
304,304,Pharmacy Services,Pharmacies,Walmart Canada,-122.441271,52.967383,BC,2507478655.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
305,305,Pharmacy Services,Pharmacies,Walmart Canada,-120.751022,50.123274,BC,2503151371.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
306,306,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.379944,49.059738,BC,6045042070.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
307,307,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.804342,49.188825,BC,6045857440.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
308,308,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.877686,49.163956,BC,6045979169.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
309,309,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-123.027328,49.259133,BC,6044356150.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
310,310,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.271169,49.0345,BC,6048541375.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
311,311,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-123.374313,48.454041,BC,2504757512.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
312,312,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.945947,49.191949,BC,6045241264.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
313,313,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-123.098726,49.32263,BC,6049843441.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
314,314,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.89547,49.25118,BC,6044210353.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
315,315,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.662595,49.122595,BC,6045395230.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
316,316,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.739462,49.253528,BC,6044721260.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
317,317,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-115.747711,49.529501,BC,2504895338.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
318,318,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.26061,50.289057,BC,2505580562.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
319,319,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.780911,49.044222,BC,6045418567.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
320,320,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.590033,49.463069,BC,2504936677.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
321,321,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.319299,50.692639,BC,2508034403.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
322,322,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.92255,49.212521,BC,6043958482.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
323,323,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.599894,49.218048,BC,7783069937.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
324,324,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.426644,49.887488,BC,2508609145.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
325,325,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.798612,49.279609,BC,7782843311.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
326,326,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.892594,49.132875,BC,6045953617.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
327,327,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.845896,49.185883,BC,6044958697.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
328,328,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-123.119861,49.178089,BC,6042884396.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia,BC_pharmacies.csv
329,329,Pharmacy Services,Pharmacies,Gain Pharmacy,-122.845529,49.196824,BC,6045824246.0,,,Province of British Columbia,BC_pharmacies.csv
330,330,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.069576,49.271018,BC,6042550434.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
331,331,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-127.16988,54.78073,BC,2508472288.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
332,332,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-116.512094,49.095598,BC,2504289334.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
333,333,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.293343,49.039566,BC,6048531624.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
334,334,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.387382,48.45081,BC,6049360024.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
335,335,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.827006,49.283428,BC,6044611541.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
336,336,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.068823,49.261372,BC,6048731677.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
337,337,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.182063,49.334852,BC,6049133900.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
338,338,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.489935,49.855356,BC,2508689654.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
339,339,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.969311,49.316023,BC,6049241788.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
340,340,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.312477,49.049898,BC,6048539481.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
341,341,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.336078,48.426949,BC,2505924541.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
342,342,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-120.395096,50.70025,BC,2503765611.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
343,343,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.135275,52.127911,BC,2503923333.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
344,344,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.834272,49.179116,BC,6044950400.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
345,345,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.398305,48.449166,BC,2503837702.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
346,346,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.95386,50.115742,BC,6049055666.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
347,347,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.101007,49.256899,BC,6044315538.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
348,348,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-115.981895,49.684391,BC,2504272181.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
349,349,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-117.653656,49.295611,BC,2503653400.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
350,350,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-121.762788,49.238753,BC,6047962241.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
351,351,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.497872,52.978963,BC,2509922214.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
352,352,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.040939,49.335537,BC,6049874468.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
353,353,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.072318,49.322192,BC,6049040505.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
354,354,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-117.708835,49.095755,BC,2503683341.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
355,355,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.476941,49.886197,BC,2507635442.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
356,356,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-120.508966,49.460964,BC,2502953383.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
357,357,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.803349,49.297014,BC,6044688878.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
358,358,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-128.589697,54.518298,BC,2506155151.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
359,359,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-115.985778,49.690106,BC,2504274432.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
360,360,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.181303,49.149648,BC,6042772611.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
361,361,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.158747,49.328528,BC,6049221271.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
362,362,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.375518,49.888568,BC,2508601788.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
363,363,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.680901,49.603325,BC,2504943155.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
364,364,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.464165,49.032975,BC,2504956055.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
365,365,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-120.220997,55.750132,BC,2507825903.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
366,366,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.490295,49.886202,BC,2507631232.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
367,367,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.812078,49.198734,BC,6045848393.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
368,368,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-124.798994,49.246309,BC,2507236641.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
369,369,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.996179,49.227347,BC,6044190524.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
370,370,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.801665,49.031031,BC,6045383400.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
371,371,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.336874,48.443679,BC,2503702984.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia,BC_pharmacies.csv
