ndistid,nschid,school,principal,email,community,district16,region2016,sub_desc,k,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,fourth,total,sch_size,Grade 4-6,Grade K-3,Grades K-6,Grades 7-12,phone,fax,address1,address2,address3,distregion,prov,tstreet
300,398,Avoca Collegiate,Susan Power,susanpower@nlesd.ca,Badger,Central,Central,Nova Central,4,4,2,7,4,12,6,6,10,5,0,0,0,0,60,50-99,22,17,39,21,539-2466,539-2497,Box 190,"Badger, NL",A0H 1A0,NLESD - Central Region,NL,P.O. Box 190
300,400,Helen Tulk Elementary,Judith Crocker,judithcrocker@nlesd.ca,Bishop's Falls,Central,Central,Nova Central,15,29,32,24,31,22,31,0,0,0,0,0,0,0,184,100-199,84,100,184,0,258-6472,258-6487,"Box 130, 1 Forest Road","Bishop's Falls, NL",A0H 1C0,NLESD - Central Region,NL,"P. O. Box 130, Forest Road"
300,402,Leo Burke Academy,Tracy Tucker,tracytucker@nlesd.ca,Bishop's Falls,Central,Central,Nova Central,0,0,0,0,0,0,0,21,25,33,29,22,34,0,164,100-199,0,0,0,164,258-6337,258-6093,Box 530,"Bishop's Falls, NL",A0H 1C0,NLESD - Central Region,NL,P. O. Box 430
300,231,Discovery Collegiate,Gord Broderick,gordonbroderick@nlesd.ca,Bonavista,Central,Central,Vista,0,0,0,0,0,0,0,37,48,41,50,50,62,0,288,200-299,0,0,0,288,468-2323,468-1116,Box 549,"Bonavista, NL",A0C 1B0,NLESD - Central Region,NL,"Box 549, 315 Confederation Dr"
300,232,Matthew Elementary School,Leigh-Ann Ryder,leigh-annryder@nlesd.ca,Bonavista,Central,Central,Vista,29,27,31,27,35,25,33,0,0,0,0,0,0,0,207,200-299,93,114,207,0,468-7242,468-1137,Box 640,"Bonavista, NL",A0C 1B0,NLESD - Central Region,NL,"Box 640, Shelleys Rd"
300,132,Botwood Collegiate,Jamie Hunt,jamiehunt@nlesd.ca,Botwood,Central,Central,Nova Central,0,0,0,0,0,0,0,42,42,46,44,41,54,2,271,200-299,0,0,0,271,257-2497,257-4502,Box 640,"Botwood, NL",A0H 1E0,NLESD - Central Region,NL,P.O. Box 640
300,133,Memorial Academy,Asher Cutting,ashercutting@nlesd.ca,Botwood,Central,Central,Nova Central,29,46,30,34,30,48,49,0,0,0,0,0,0,0,266,200-299,127,139,266,0,257-2346,257-4630,Box 5000,"Botwood, NL",A0H 1E0,NLESD - Central Region,NL,P. O. Box 5000
300,403,Lakeside Academy,Barbara Rideout,barbararideout@nlesd.ca,Buchans,Central,Central,Nova Central,6,4,2,7,4,4,6,6,1,7,4,9,4,1,65,50-99,14,19,33,32,672-3985,672-3669,P.O. Box 130,"Buchans, NL",A0H 1G0,NLESD - Central Region,NL,P. O. Box 130
300,224,Donald C. Jamieson Academy,Leo Hynes,leohynes@nlesd.ca,Burin Bay Arm,Central,Central,Burin,29,37,36,29,45,41,35,43,0,0,0,0,0,0,295,300-399,121,131,252,43,891-1431,891-1814,P.O.Box 160,"Burin Bay Arm, NL",A0E 1G0,NLESD - Central Region,NL,"P.O. Box 160, 48C Main St"
300,177,Greenwood Academy,Ellis Pope,ellispope@nlesd.ca,Campbellton,Central,Central,Nova Central,8,9,11,9,10,12,21,9,13,17,0,0,0,0,119,100-199,43,37,80,39,261-2360,261-2362,Box 100,"Campbellton, NL",A0G 1L0,NLESD - Central Region,NL,P.O. Box 100
300,178,Phoenix Academy,Jerry Jenkins,jerryjenkins@nlesd.ca,Carmanville,Central,Central,Nova Central,7,10,14,9,16,13,14,21,22,12,23,22,13,0,196,200-299,43,40,83,113,534-2840,534-2076,Box 220,"Carmanville, NL",A0G 1N0,NLESD - Central Region,NL,P. O. Box 220
300,234,Catalina Elementary School,Kimberly Lodge,kimberlylodge@nlesd.ca,Catalina,Central,Central,Vista,10,12,12,14,8,11,13,7,10,0,0,0,0,0,97,100-199,32,48,80,17,469-2265,469-2515,Box 250,"Catalina, NL",A0C 1J0,NLESD - Central Region,NL,"P.O. Box 250, 2-16 Church Ave"
300,179,Centreville Academy,Trina Rogers,trinarogers@nlesd.ca,Centreville-Wareham,Central,Central,Nova Central,4,10,7,5,17,13,10,15,7,8,0,0,0,0,96,100-199,40,26,66,30,678-2833,678-2063,P.O. Box 10,"Centreville, NL",A0G 4P0,NLESD - Central Region,NL,P.O. Box 10
300,180,A. R. Scammell Academy,Sandra Gates,sandragates@nlesd.ca,Change Islands,Central,Central,Nova Central,0,1,1,0,1,0,1,0,0,2,0,0,2,0,8,10-24,2,2,4,4,621-3391,621-6361,P.O. Box 39,"Change Islands, NL",A0G 1R0,NLESD - Central Region,NL,P.O. Box 39
300,182,Charlottetown Primary,Glenda Humphries,glendahumphries@nlesd.ca,"Charlottetown, B.B.",Central,Central,Nova Central,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,<10,0,4,4,0,664-3301,664-4491,P.O. Box 110,"Charlottetown, NL",A0C 1L0,NLESD - Central Region,NL,P.O. Box 10
300,235,Clarenville High School,Ian Davidson,iandavidson@nlesd.ca,Clarenville,Central,Central,Vista,0,0,0,0,0,0,0,0,0,0,104,70,113,0,287,200-299,0,0,0,287,466-2713,466-1009,50 Gladney Street,"Clarenville, NL",A5A 1G8,NLESD - Central Region,NL,50A Gladney Street
300,428,Clarenville Middle School,Glen Moulton,glenmoulton@nlesd.ca,Clarenville,Central,Central,Vista,0,0,0,0,0,0,0,104,99,102,0,0,0,0,305,300-399,0,0,0,305,466-7558,466-2407,50B Gladney St.,"Clarenville, NL",A5A 1G8,NLESD - Central Region,NL,50A Gladney Street
300,405,Cottrell's Cove Academy,Chad Horne,chadhorne@nlesd.ca,Cottrell's Cove,Central,Central,Nova Central,0,1,1,0,0,2,0,1,1,3,1,0,0,0,10,10-24,2,2,4,6,485-2410,485-2806,Box 96,"Cottrell's Cove, NL",A0H 1L0,NLESD - Central Region,NL,P.O. Box 96
300,183,William Mercer Academy,Natasha Aylward,natashapowell@nlesd.ca,Dover,Central,Central,Nova Central,13,15,11,18,21,17,24,15,18,19,0,0,0,0,171,100-199,62,57,119,52,537-2184,537-2387,Box 100,"Dover, NL",A0G 1X0,NLESD - Central Region,NL,P. O. Box 100
300,413,Holy Cross School Complex,Mary Jane Oldford,maryjaneoldford@nlesd.ca,Eastport,Central,Central,Nova Central,4,5,9,8,5,7,6,8,6,8,11,11,9,0,97,100-199,18,26,44,53,677-2120,677-2378,Box 138,"Eastport, NL",A0G 1Z0,NLESD - Central Region,NL,P. O. Box 138
300,406,Fitzgerald Academy,Krista Baker,kristabaker@nlesd.ca,English Harbour West,Central,Central,Nova Central,12,8,14,14,19,10,12,12,17,13,9,12,6,0,158,100-199,41,48,89,69,888-3426,888-3428,P.O. Box 70,"English Harbour West, NL",A0H 1M0,NLESD - Central Region,NL,P.O. Box 70
300,414,Fogo Island Central Academy,Trevor Taylor,trevortaylor@nlesd.ca,Fogo Island,Central,Central,Nova Central,11,20,10,14,22,20,23,28,23,20,22,24,23,1,261,200-299,65,55,120,141,266-2560,266-2384,General Delivery,"Fogo Island, NL",A0G 2B0,NLESD - Central Region,NL,P.O. Box 40
300,213,Lake Academy,Cheryl Burt,cherylburt@nlesd.ca,Fortune,Central,Central,Burin,23,22,31,27,24,32,23,29,0,0,0,0,0,0,211,200-299,79,103,182,29,832-2100,832-0044,"P.O. Box 8, Forest Road","Fortune, NL",A0E 1P0,NLESD - Central Region,NL,"P.O. Box 8, 35-53 Forest Road"
300,416,Smallwood Academy,Maxwell Pike,maxwellpike@nlesd.ca,Gambo,Central,Central,Nova Central,26,16,16,13,14,13,15,12,21,18,18,16,16,0,214,200-299,42,71,113,101,674-5336,674-4244,Box 400,"Gambo, NL",A0G 1T0,NLESD - Central Region,NL,P.O. Box 400
300,417,Gander Academy,Collett Kelly,collettkelly@nlesd.ca,Gander,Central,Central,Nova Central,131,115,103,136,0,0,0,0,0,0,0,0,0,0,485,400-499,0,485,485,0,256-8531,256-8551,Fraser Road,"Gander, NL",A1V 1K8,NLESD - Central Region,NL,55 Fraser Road
300,418,Gander Collegiate,Greg Drover,gregdrover@nlesd.ca,Gander,Central,Central,Nova Central,0,0,0,0,0,0,0,0,0,0,124,145,148,3,420,400-499,0,0,0,420,256-2581,651-2986,3 Magee Road,"Gander, NL",A1V 1W1,NLESD - Central Region,NL,3 Magee Road
300,420,St. Paul's Intermediate School,Julia Webb,juliawebb@nlesd.ca,Gander,Central,Central,Nova Central,0,0,0,0,0,0,0,139,132,136,0,0,0,0,407,300-399,0,0,0,407,256-8404,256-8793,5 Magee Road,"Gander, NL",A1V 1W1,NLESD - Central Region,NL,5 Magee Road
300,495,Gander Elementary,Naomi Young,naomiyoung@nlesd.ca,Gander,Central,Central,Nova Central,0,0,0,0,124,128,150,0,0,0,0,0,0,0,402,400-499,402,0,402,0,651-7494,,10 Penney's Avenue,"Gander, NL",A1V 0J3,NLESD - Central Region,NL,10 Penney Avenue
300,138,Victoria Academy,Derek Drover,derekdrover@nlesd.ca,Gaultois,Central,Central,Nova Central,0,0,0,2,0,1,0,3,0,0,2,3,3,0,14,10-24,1,2,3,11,841-3151,841-7111,Box 10,"Gaultois, NL",A0H 1N0,NLESD - Central Region,NL,P. O. Box 10
300,421,Lakewood Academy,Cathy Rowe,cathyrowe@nlesd.ca,Glenwood,Central,Central,Nova Central,15,13,19,9,13,18,16,18,13,14,27,14,17,1,207,200-299,47,56,103,104,679-2162,679-5627,P.O. Box 10,"Glenwood, NL",A0G 2K0,NLESD - Central Region,NL,P. O. Box 10
300,422,Glovertown Academy,Cheryl Gordon,cherylgordon@nlesd.ca,Glovertown,Central,Central,Nova Central,26,22,13,21,20,29,31,27,19,23,31,27,25,2,316,300-399,80,82,162,154,533-2443,533-1136,P.O. Box 100,"Glovertown, NL",A0G 2L0,NLESD - Central Region,NL,P.O. Box 100
300,214,John Burke High School,Paul Snook,paulsnook@nlesd.ca,Grand Bank,Central,Central,Burin,0,0,0,0,0,0,0,0,32,28,32,27,32,2,153,100-199,0,0,0,153,832-2990,832-0003,"P.O. Box 550, 48 Main Street","Grand Bank, NL",A0E 1W0,NLESD - Central Region,NL,"Box 550, 48 Main St"
300,142,Woodland Primary,Nancy Barry,nancybarry@nlesd.ca,Grand Falls-Windsor,Central,Central,Nova Central,61,65,50,67,0,0,0,0,0,0,0,0,0,0,243,200-299,0,243,243,0,489-4373,489-1025,18A St. Catherine St,"Grand Falls-Windsor, NL",A2A 1V8,NLESD - Central Region,NL,18A St. Catherine Street
300,144,Sprucewood Academy,Sondra Power,sondrapower@nlesd.ca,Grand Falls-Windsor,Central,Central,Nova Central,0,0,0,0,158,141,167,0,0,0,0,0,0,0,466,400-499,466,0,466,0,489-2127,489-8491,26 Price's Ave.,"Grand Falls-Windsor, NL",A2B 1C9,NLESD - Central Region,NL,26 Price's Avenue
300,480,Exploits Valley High,Paul Lewis,paullewis@nlesd.ca,Grand Falls-Windsor,Central,Central,Nova Central,0,0,0,0,0,0,0,0,0,0,173,150,144,7,474,400-499,0,0,0,474,489-4374,489-1477,392 Grenfell Hgts,"Grand Falls-Windsor, NL",A2A 2J2,NLESD - Central Region,NL,392 Grenfell Heights
300,481,Exploits Valley Intermediate,John Antle,johnantle@nlesd.ca,Grand Falls-Windsor,Central,Central,Nova Central,0,0,0,0,0,0,0,152,130,145,0,0,0,0,427,400-499,0,0,0,427,489-5608,489-1473,19 Greenwood Ave,"Grand Falls-Windsor, NL",A2A 1S6,NLESD - Central Region,NL,19 Greenwood Avenue
300,494,Forest Park Primary,Jeff Power,jeffreypower@nlesd.ca,Grand Falls-Windsor,Central,Central,Nova Central,80,69,75,61,0,0,0,0,0,0,0,0,0,0,285,200-299,0,285,285,0,489-2171,489-2842,28 Price's Ave.,"Grand Falls-Windsor, NL",A2B 1C9,NLESD - Central Region,NL,28 Price's Avenue
300,149,King Academy,Bernetta Delaney,bernettadelaney@nlesd.ca,Harbour Breton,Central,Central,Nova Central,0,0,0,0,0,0,0,23,13,19,19,14,13,0,101,50-99,0,0,0,101,885-2319,885-2161,Box 250,"Harbour Breton, NL",A0H 1P0,NLESD - Central Region,NL,P. O. Box 250
300,150,St. Joseph's Elementary,Terry Baker,terrybaker@nlesd.ca,Harbour Breton,Central,Central,Nova Central,8,17,12,12,12,15,17,0,0,0,0,0,0,0,93,100-199,44,49,93,0,885-2407,885-2443,Box 329,"Harbour Breton, NL",A0H 1P0,NLESD - Central Region,NL,P. O. Box 329
300,187,Jane Collins Academy,Nathan Gidge,nathangidge@nlesd.ca,Hare Bay,Central,Central,Nova Central,0,0,0,0,0,0,0,0,0,0,31,25,27,0,83,50-99,0,0,0,83,537-2188,537-2374,Box 159,"Hare Bay, NL",A0G 2P0,NLESD - Central Region,NL,P. O. Box 159
300,151,John Watkins Academy,Janet Loveless,janetloveless@nlesd.ca,Hermitage,Central,Central,Nova Central,1,1,2,0,2,2,4,7,3,6,4,8,6,0,46,25-49,8,4,12,34,883-2480,883-2148,Box 100,"Hermitage, NL",A0H 1S0,NLESD - Central Region,NL,P. O. Box 100
300,242,Random Island Academy,Curtis Blackmore,curtisblackmore@nlesd.ca,Hickman's Harbour,Central,Central,Vista,15,6,7,7,11,2,13,6,9,6,11,11,9,0,113,100-199,26,35,61,52,547-2379,547-2549,P.O. Box 138,"Hickman's Harbour, NL",A0C 1P0,NLESD - Central Region,NL,P.O. Box 138
300,430,St. Mark's School,Yvonne Pevie,yvonnepevie@nlesd.ca,King's Cove,Central,Central,Vista,0,1,0,2,2,4,2,4,1,3,4,3,4,0,30,25-49,8,3,11,19,447-6211,447-2126,P.O. Box 84,"King's Cove, NL",A0C 1S0,NLESD - Central Region,NL,"2 Chapel Hill, P.O. Box 84"
300,188,Sandstone Academy,Carolyn Goodyear,carolyngoodyear@nlesd.ca,Ladle Cove,Central,Central,Nova Central,2,2,0,2,4,3,3,0,0,0,0,0,0,0,16,10-24,10,6,16,0,670-3201,670-2146,General Delivery,"Ladle Cove, NL",A0G 2Y0,NLESD - Central Region,NL,General Delivery
300,218,St. Joseph's Academy,Valerie Fleming,valeriefleming@nlesd.ca,Lamaline,Central,Central,Burin,10,4,5,6,7,4,11,8,3,3,5,9,4,0,79,50-99,22,25,47,32,857-2790,857-2036,Box 70,"Lamaline, NL",A0E 2C0,NLESD - Central Region,NL,"P.O. Box 70, Main Highway"
300,427,Holy Name of Mary Academy,Jeananne Lambert,jeanannelambert@nlesd.ca,Lawn,Central,Central,Burin,6,4,1,3,10,5,8,4,6,5,10,8,7,0,77,50-99,23,14,37,40,873-2069,873-2033,Box 39,"Lawn, NL",A0E 2E0,NLESD - Central Region,NL,"P.O. Box 39, Quarry Rd"
300,155,Leading Tickles Primary,Heather Griffin,heathergriffin@nlesd.ca,Leading Tickles,Central,Central,Nova Central,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,<10,0,3,3,0,483-2580,483-2053,P.O. Box 29,"Leading Tickles, NL",A0H 1T0,NLESD - Central Region,NL,P. O. Box 29
300,471,Heritage Collegiate,Stewart Churchill,stewartchurchill@nlesd.ca,Lethbridge,Central,Central,Vista,0,0,0,0,0,0,0,18,33,29,28,35,24,0,167,100-199,0,0,0,167,467-2717,467-2152,P. O. Box 40,"Lethbridge, NL",A0C 1V0,NLESD - Central Region,NL,"Box 40, Main St"
300,189,Lewisporte Academy,Terry Spurrell,terryspurrell@nlesd.ca,Lewisporte,Central,Central,Nova Central,43,40,37,45,43,56,47,0,0,0,0,0,0,0,311,300-399,146,165,311,0,535-2115,535-0480,P.O.Box 640,"Lewisporte, NL",A0G 3A0,NLESD - Central Region,NL,P. O. Box 640
300,190,Lewisporte Collegiate,Krista Freake,kristafreake@nlesd.ca,Lewisporte,Central,Central,Nova Central,0,0,0,0,0,0,0,0,0,0,71,85,72,0,228,200-299,0,0,0,228,535-6929,535-2356,Box 250,"Lewisporte, NL",A0G 3A0,NLESD - Central Region,NL,P. O. Box 250
300,486,Lewisporte Intermediate,David Conway,davidconway@nlesd.ca,Lewisporte,Central,Central,Nova Central,0,0,0,0,0,0,0,51,56,53,0,0,0,0,160,100-199,0,0,0,160,535-2424,535-3048,P.O.Box  729,"Lewisporte, NL",A0G 3A0,NLESD - Central Region,NL,P.O. Box 729
300,431,Southwest Arm Academy,Leon Porter,leonporter@nlesd.ca,Little Heart's Ease,Central,Central,Vista,6,2,5,10,6,8,11,12,6,9,8,2,9,0,94,50-99,25,23,48,46,548-2363,548-2484,Box 40,"Little Heart's Ease, NL",A0E 2K0,NLESD - Central Region,NL,"Box 40, 1 Main Rd"
300,192,Lumsden Academy,Sarah Best Robbins,Sarahrobbins@nlesd.ca,Lumsden,Central,Central,Nova Central,5,5,1,2,9,5,7,8,6,6,0,0,0,0,54,50-99,21,13,34,20,530-2311,530-2747,Box 10,"Lumsden, NL",A0G 3E0,NLESD - Central Region,NL,"P.O. Box 10, 18 Forest Rd"
300,219,Marystown Central High School,David Babb,davidbabb@nlesd.ca,Marystown,Central,Central,Burin,0,0,0,0,0,0,0,0,0,0,122,112,109,10,353,300-399,0,0,0,353,279-2313,279-3031,P.O. Box 549,"Marystown, NL",A0E 2M0,NLESD - Central Region,NL,"P.O. Box 549, 15 School Road"
300,220,Sacred Heart Academy,Scot Strang,scotstrang@nlesd.ca,Marystown,Central,Central,Burin,41,40,48,43,58,63,64,69,0,0,0,0,0,0,426,400-499,185,172,357,69,279-2051,279-4351,P.O. Box 79,"Marystown, NL",A0E 2M0,NLESD - Central Region,NL,"P.O. Box 79, 69 Columbia Dr"
300,157,St. Peter's All Grade,Brady Turner,bradyturner@nlesd.ca,McCallum,Central,Central,Nova Central,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,<10,0,0,0,2,846-3311,846-4103,P.O.Box 10,"McCallum, NL",A0H 2J0,NLESD - Central Region,NL,P. O. Box 10
300,407,Bay d'Espoir Academy,Connie Willcott,conniewillcott@nlesd.ca,Milltown,Central,Central,Nova Central,14,5,14,14,9,15,18,29,14,18,15,19,30,0,214,200-299,42,47,89,125,882-2500,882-2302,P.O. Box 190,"Milltown, NL",A0H 2E0,NLESD - Central Region,NL,"P.O. Box 310, 10 Church Rd"
300,194,Gill Memorial Academy,Sheldon Gillam,sheldongillam@nlesd.ca,Musgrave Harbour,Central,Central,Nova Central,2,10,5,6,11,9,13,11,13,6,16,11,6,0,119,100-199,33,23,56,63,655-2121,655-2037,Box 70,"Musgrave Harbour, NL",A0G 3J0,NLESD - Central Region,NL,P.O. Box 70
300,237,Anthony Paddon Elementary,Janice Harnum,janiceharnum@nlesd.ca,Musgravetown,Central,Central,Vista,21,29,32,36,32,28,25,0,0,0,0,0,0,0,203,100-199,85,118,203,0,467-2785,467-4357,Box 8,"Musgravetown, NL",A0C 1Z0,NLESD - Central Region,NL,"P.O. Box 8 , Main Street"
300,160,Bayview Primary,,,Nipper's Harbour,,,,,,,,,,,,,,,,,,,<10,0,0,0,0,,,,,,,NL,
300,426,Hillview Academy,Peter Wheeler,peterwheeler@nlesd.ca,Norris Arm,Central,Central,Nova Central,2,7,3,11,12,8,8,6,7,7,0,0,0,0,71,50-99,28,23,51,20,653-2529,653-2579,P. O. Box 10,"Norris Arm South, NL",A0G 3M0,NLESD - Central Region,NL,P. O. Box 10
300,163,Point Leamington Academy,John Loder,johnloder@nlesd.ca,Point Leamington,Central,Central,Nova Central,2,4,0,1,8,5,3,6,8,6,6,5,7,0,61,50-99,16,7,23,38,484-3432,484-3598,Box 100,"Point Leamington, NL",A0H 1Z0,NLESD - Central Region,NL,P. O. Box 100
300,240,Bishop White School,Stephanie Gould,stephaniegould@nlesd.ca,Port Rexton,Central,Central,Vista,9,10,7,8,9,13,4,7,11,5,8,7,6,0,104,100-199,26,34,60,44,464-3501,464-3243,P.O. Box 70,"Port Rexton, NL",A0C 2H0,NLESD - Central Region,NL,P.O. Box 70
300,165,St. Stephen's All Grade,Jessica Legrow,jessicalegrow@nlesd.ca,Rencontre East,Central,Central,Nova Central,0,3,1,1,3,0,2,3,1,1,3,1,1,0,20,10-24,5,5,10,10,848-3516,848-3106,Box 59,"Rencontre East, NL",A0H 2C0,NLESD - Central Region,NL,P. O. Box 59
300,223,Christ the King School,Lee Masters,leemasters@nlesd.ca,Rushoon,Central,Central,Burin,3,7,5,6,5,10,3,8,4,5,12,10,11,2,91,50-99,18,21,39,52,443-2293,443-2323,General Delivery,"Rushoon, NL",A0E 2S0,NLESD - Central Region,NL,"General Delivery, 1 Main Road"
300,209,Pearce Junior High School,Gregory Farrell,gregoryfarrell@nlesd.ca,Salt Pond,Central,Central,Burin,0,0,0,0,0,0,0,0,102,116,0,0,0,0,218,200-299,0,0,0,218,891-1310,891-2422,P.O. Box 130,"Burin Bay Arm, NL",A0E 1G0,NLESD - Central Region,NL,"P.O. Box 130, 48B Main St"
300,243,Riverside Elementary,Peter Hackett,peterhackett@nlesd.ca,Shoal Harbour,Central,Central,Vista,90,83,88,95,105,101,107,0,0,0,0,0,0,0,669,600-699,313,356,669,0,466-7552,466-7592,22 Thomas Pl.,"Clarenville, NL",A5A 4P3,NLESD - Central Region,NL,22 Thomas Place
300,225,St. Anne's School,Elena Whyte,elenawhyte@nlesd.ca,South East Bight,Central,Central,Burin,0,0,2,2,1,1,3,2,0,0,1,0,0,0,12,10-24,5,4,9,3,428-3561,428-3114,General Delivery,"South East Bight, NL",A0E 3B0,NLESD - Central Region,NL,"General Delivery, Main Road"
300,226,Fortune Bay Academy,George Sheppard,georgesheppard@nlesd.ca,St. Bernard's - Jacques Fontaine,Central,Central,Burin,5,3,4,6,7,5,3,7,6,2,6,9,6,0,69,50-99,15,18,33,36,461-2225,461-2749,P.O. Box 129,St. Bernard's - Jacques Font,A0E 2T0,NLESD - Central Region,NL,"P.O. Box 129, Main Road"
300,196,St. Gabriel's All Grade,Natalie Adams,natalieadams@nlesd.ca,St. Brendan's,Central,Central,Nova Central,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,<10,2,0,2,1,669-3331,669-5551,P.O. Box 10,"St. Brendan's, NL",A0G 3V0,NLESD - Central Region,NL,10 Main Street
300,228,St. Lawrence Academy,Thelma Roul Barry,thelmaroulbarry@nlesd.ca,St. Lawrence,Central,Central,Burin,6,7,11,9,15,13,9,16,18,13,17,13,14,1,162,100-199,37,33,70,92,873-2660,873-2711,P.O. Box 336,"St. Lawrence, NL",A0E 2V0,NLESD - Central Region,NL,"101 Main Street, P.O. Box 457"
300,478,New World Island Academy,Carolyn Clarke,carolynclarke@nlesd.ca,Summerford,Central,Central,Nova Central,16,22,21,22,23,22,24,21,32,23,19,33,28,1,307,300-399,69,81,150,157,629-3241,629-7447,Box 130,"Summerford, NL",A0G 4E0,NLESD - Central Region,NL,P. O. Box 130
300,246,Swift Current Academy,Tanya Harris,tanyaharris@nlesd.ca,Swift Current,Central,Central,Vista,2,0,1,2,5,0,6,0,0,0,0,0,0,0,16,10-24,11,5,16,0,549-2377,549-2109,P. O. Box 40,"Swift Current, NL",A0E 2W0,NLESD - Central Region,NL,P.O. Box 40
300,229,St. Joseph's All Grade,Carolyn Matchim,carolynmatchim@nlesd.ca,Terrenceville,Central,Central,Burin,7,5,4,8,4,8,9,7,12,4,5,13,6,1,93,50-99,21,24,45,48,662-2201,662-2008,P.O. Box 70,"Terrenceville, NL",A0E 2X0,NLESD - Central Region,NL,"P.O. Box 70 , 491A Main Drive"
300,201,J.M. Olds Collegiate,Jean Link,jeanlink@nlesd.ca,Twillingate,Central,Central,Nova Central,0,0,0,0,0,0,0,17,22,18,13,16,17,0,103,100-199,0,0,0,103,884-5931,884-5281,Box 460,"Twillingate, NL",A0G 4M0,NLESD - Central Region,NL,P. O. Box 460
300,202,Twillingate Island Elementary,Dave Dove,davedove@nlesd.ca,Twillingate,Central,Central,Nova Central,15,19,14,17,13,15,22,0,0,0,0,0,0,0,115,100-199,50,65,115,0,884-2871,884-5362,P.O. Box 370,"Twillingate, NL",A0G 4M0,NLESD - Central Region,NL,P.O. Box 370
300,204,Pearson Academy,Gordon Melindy,gordonmelindy@nlesd.ca,Wesleyville,Central,Central,Nova Central,13,16,14,12,14,18,19,11,16,30,31,31,26,2,253,200-299,51,55,106,147,536-2254,536-2185,Box 100,"Wesleyville, NL",A0G 4R0,NLESD - Central Region,NL,P. O. Box 100
300,206,Riverwood Academy,Jonathan Williams,jonathanwilliams@nlesd.ca,Wing's Point,Central,Central,Nova Central,7,13,19,19,13,16,14,15,24,14,22,29,13,1,219,200-299,43,58,101,118,676-2009,676-2382,General Delivery,"Wing's Point, NL",A0G 4T0,NLESD - Central Region,NL,240 Main Street
400,247,Roncalli Central High,Eddie Russell,edwardrussell@nlesd.ca,Avondale,Eastern,Eastern,Avalon West,0,0,0,0,0,0,0,53,57,58,47,65,54,0,334,300-399,0,0,0,334,229-3381,229-4435,P. O. Box 260,"Avondale, NL",A0A 1B0,NLESD - Eastern Region,NL,Avondale
400,433,Tricon Elementary,Donna Barrett,donnabarrett@nlesd.ca,Bay de Verde,Eastern,Eastern,Avalon West,10,5,9,13,17,20,14,0,0,0,0,0,0,0,88,50-99,51,37,88,0,587-2550,587-2320,P.O. Box 100,"Bay de Verde, NL",A0A 1E0,NLESD - Eastern Region,NL,"PO Box 100, 1 Barron Rd"
400,248,Amalgamated Academy,Gary Barrett,garybarrett@nlesd.ca,Bay Roberts,Eastern,Eastern,Avalon West,0,0,0,0,84,100,106,139,148,140,0,0,0,0,717,700-799,290,0,290,427,786-0280,786-1243,P.O. Box 460,"Bay Roberts, NL",A0A 1G0,NLESD - Eastern Region,NL,21 Eric Dawe Drive
400,249,Ascension Collegiate,Neil Kearley,neilkearley@nlesd.ca,Bay Roberts,Eastern,Eastern,Avalon West,0,0,0,0,0,0,0,0,0,0,212,181,196,21,610,600-699,0,0,0,610,786-3400,786-0660,Box 370,"Bay Roberts, NL",A0A 1G0,NLESD - Eastern Region,NL,Box 370
400,294,St. Augustine's Elementary,Tanmy Manor,tammymanor@nlesd.ca,Bell Island,Eastern,Eastern,Avalon East,16,23,12,14,18,21,25,0,0,0,0,0,0,0,129,100-199,64,65,129,0,488-3349,488-2355,P.O. Box 820,"Bell Island, NL",A0A 4H0,NLESD - Eastern Region,NL,Wabana
400,296,St. Michael's Regional High,Michael Hayley,michaelhayley@nlesd.ca,Bell Island,Eastern,Eastern,Avalon East,0,0,0,0,0,0,0,26,18,15,23,22,22,1,127,100-199,0,0,0,127,488-2828,488-3800,P.O. Box 400,"Bell Island, NL",A0A 4H0,NLESD - Eastern Region,NL,P.O. Box 400
400,464,Crescent Collegiate,Michelle Chislet-Lahey,michellechislettlahey@nlesd.ca,Blaketown,Eastern,Eastern,Avalon West,0,0,0,0,0,0,0,59,91,56,70,71,71,0,418,400-499,0,0,0,418,759-3126,759-3135,General Delivery,"South Dildo, NL",A0B 1R0,NLESD - Eastern Region,NL,General Delivery
400,253,Carbonear Collegiate,Rodney Hodder,rodneyhodder@nlesd.ca,Carbonear,Eastern,Eastern,Avalon West,0,0,0,0,0,0,0,0,0,131,136,119,127,7,520,400-499,0,0,0,520,596-3911,596-0462,95 Valley Road,"Carbonear, NL",A1Y 1A6,NLESD - Eastern Region,NL,95 Valley Road
400,954,Carbonear Academy,Byron King,byronking@nlesd.ca,Carbonear,Eastern,Eastern,Avalon West,51,41,44,37,44,59,44,71,58,0,0,0,0,0,449,400-499,147,173,320,129,5960426,596-0428,88 Valley Road,"Carbonear, NL",A1Y 1A7,NLESD - Eastern Region,NL,88 Valley Road
