Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Addr_CS,Addr_LCS,Address_1,Address_2,StrNum_Match,StrName_DL,StrName_CS,PC_Match,Distance,ISCED020_Match,ISCED1_Match,ISCED2_Match,ISCED3_Match,ISCED4+_Match,Check_1,Check_2,manual,idx_keep,idx_name,reason,errors,hierarchy_keep
213,213,213,213,213,213,375232da832054f9db7a,5052fb7fc93d9ac98f2e,St Gabriel the Archangel Catholic Elementary School,St Raphael the Archangel Catholic Elementary School,0.921568627,0.922155692,0.458731711,0.435897436,91 Fiori Dr Woodbridge Ontario L4L5S4,131 Ravineview Drive Maple Ontario L4G0M1,0,0.172413793,0.176776695,0,10.97580963,1,1,1,1,1,False,False,False,,,different address,,NA
214,214,214,214,214,214,375232da832054f9db7a,db8584d59aff751afb3d,St Gabriel the Archangel Catholic Elementary School,St Michael the Archangel Catholic Elementary School,0.901960784,0.926158422,0.329690237,0.337662338,91 Fiori Dr Woodbridge Ontario L4L5S4,161 Via Campanile Vaughan Ontario L4H3J8,0,0.076923077,0.0,0,3.701011189,1,1,1,1,1,False,False,False,,,different address,,NA
215,215,215,215,215,215,f8f244acf7833022c492,5cec45043d0a7e27dfe9,St Clare Catholic Elementary School,St Clement Catholic Elementary School,0.891891892,0.909923634,0.645058558,0.56097561,391 Velmar Dr Woodbridge Ontario L4L8J5,40 Bainbridge Ave Woodbridge Ontario L4L3Y1,0,0.153846154,0.0,0,5.14252184,1,1,1,1,1,False,False,False,,,different address,,NA
216,216,216,216,216,216,4178e7b99152f0216a41,afc491d5c8c646441df0,King Heights Academy Woodbridge,King Heights Academy Woodbridge,1.0,1.0,0.792500514,0.795454545,201 & 202 28 Rotec Road Woodbridge Ontario L4L8E4,28 Rotec Road Woodbridge Ontario L4K5T7,1,1.0,1.0,0,,1,1,1,1,1,False,True,True,4178e7b99152f0216a41,idx1,correct postal and units,,4178e7b99152f0216a41
217,217,217,217,217,217,6dee596f3a1a18202afe,eec2507cbb88bd4f4217,Career School of Hairstyling,Career School of Hairstyling Oshawa,0.8,0.91019134,0.714434508,0.714285714,43 McMillan St Oshawa Ontario L1G3Z5 Canada,92 Bond St W Oshawa Ontario L1G1A5 Canada,0,0.090909091,0.273861279,0,0.045150094,1,1,1,1,1,False,False,False,,,different address,,NA
218,218,218,218,218,218,027a5840b31aaf409f7a,05189654f786a13ded70,EIC Saint Charles Garnier,ESC Saint Charles Garnier,0.96,0.931588505,1.0,1.0,4101 Baldwin sud rue Whitby Ontario L1R2W6,4101 Baldwin sud rue Whitby Ontario L1R2W6,1,1.0,1.0,1,0.011119493,1,1,1,0,1,False,False,False,,,different ISCED,,NA
219,219,219,219,219,219,d3cd2dc6f34d2eb62261,b5df1cb005b14d31269e,St Mark the Evangelist Catholic School,St Matthew the Evangelist Catholic School,0.87804878,0.927183807,0.608815547,0.657534247,95 Waller St Whitby Ontario L1R1Z7,60 Willowbrook Dr Whitby Ontario L1R1S6,0,0.357142857,0.244948974,0,2.378441338,1,1,1,1,1,False,False,False,,,different address,,NA
220,220,220,220,220,220,34998786685ec6bb200d,d3cd2dc6f34d2eb62261,St Luke the Evangelist Catholic School,St Mark the Evangelist Catholic School,0.894736842,0.907563039,0.539170974,0.621621622,55 Twin Streams Rd Whitby Ontario L1P1N9,95 Waller St Whitby Ontario L1R1Z7,0,0.2,0.158113883,0,4.004523613,1,1,1,1,1,False,False,False,,,different address,,NA
221,221,221,221,221,221,064d4d80577be3824abc,d3cd2dc6f34d2eb62261,St John the Evangelist Catholic School,St Mark the Evangelist Catholic School,0.894736842,0.905660377,0.558080918,0.591549296,1103 Giffard St Whitby Ontario L1N2S3,95 Waller St Whitby Ontario L1R1Z7,0,0.4,0.286038777,0,4.828225673,1,1,1,1,1,False,False,False,,,different address,,NA
222,222,222,222,222,222,064d4d80577be3824abc,34998786685ec6bb200d,St John the Evangelist Catholic School,St Luke the Evangelist Catholic School,0.894736842,0.907563039,0.554257097,0.545454545,1103 Giffard St Whitby Ontario L1N2S3,55 Twin Streams Rd Whitby Ontario L1P1N9,0,0.2,0.301511345,0,3.011195089,1,1,1,1,1,False,False,False,,,different address,,NA
223,223,223,223,223,223,00dfb94dbb36ac0ffa61,ce2d4861b9470c3b6dba,ESC Monseigneur Jamot,EEC Monseigneur Jamot,0.952380952,0.916666667,1.0,1.0,2350 Woodglade Boulevard Peterborough Ontario K9K2L1,2350 Woodglade Boulevard Peterborough Ontario K9K2L1,1,1.0,1.0,1,3.613914274,0,0,1,0,1,False,False,False,,,different names,,NA
224,224,224,224,224,224,aaaecada92b85cd0c92b,d0e43a3c3ab38124672e,St Patrick Catholic Elementary School,St Paul Catholic Elementary School,0.864864865,0.902462179,0.547398749,0.551724138,300 Otonabee Dr Peterborough Ontario K9J8L9,1101 Hilliard St Peterborough Ontario K9H5S3,0,0.090909091,0.0,0,6.386894708,1,1,1,1,1,False,False,False,,,different address,,NA
225,225,225,225,225,225,1f900fa241d3d5ba84b1,505af45a6ed725016f2f,Centennial Secondary School,Centennial Secondary School Elementary School,0.6,0.928003673,0.955791583,0.975,160 Palmer Rd Belleville Ontario K8P4E1,160 Palmer Road Belleville Ontario K8P4E1,1,1.0,1.0,1,0.097799704,1,1,1,0,1,False,False,False,,,different ISCED,,NA
226,226,226,226,226,226,fa0afcf32114a3acc46e,fe68fa8786e0cead5f7b,KLC College Healthcare Business Education Kingston,KLC College:Healthcare Business Education Kingston,0.98,0.967867837,0.94411759,0.936936937,734 Arlington Park Place Kingston Ontario K7M 8H9 Canada,742 Arlington Park Place Kingston Ontario K7M8H9 Canada,0,1.0,1.0,1,8.14e-06,1,1,1,1,1,True,False,False,,,different numbers,,NA
227,227,227,227,227,227,223017858b417ae3ebdc,d1cdb83be46d6c47d72d,St Luke Catholic High School,St Luke Catholic School,0.821428571,0.9258201,1.0,1.0,5 Catherine Street Smiths Falls Ontario K7A3Z9,5 Catherine Street Smiths Falls Ontario K7A3Z9,1,1.0,1.0,1,0.034015128,1,1,1,0,1,False,False,False,,,different ISCED,,NA
228,228,228,228,228,228,0602a3293672b1572db4,8b013129c52635340383,Ecole intermediaire catholique Academie catholique Ange Gabriel,Ecole secondaire catholique Academie catholique Ange Gabriel,0.888888889,0.932813611,1.0,1.0,1515 Kensington prom Brockville Ontario K6V6H9,1515 Kensington prom Brockville Ontario K6V6H9,1,1.0,1.0,1,0.02256128,1,1,1,0,1,False,False,False,,,different ISCED,,NA
229,229,229,229,229,229,be60d93b742e44ccf416,4bba1212746a61235afe,Ecole elementaire publique Gisele Lalonde,Ecole elementaire publique Le Prelude,0.756097561,0.902777778,0.536339048,0.481927711,500 Millennium blvd Orleans Ontario K4A4X3,6025 Longleaf prom Orleans Ontario K1W1G3,0,0.133333333,0.133630621,0,7.474046197,0,0,0,1,1,False,False,False,,,different address,,NA
230,230,230,230,230,230,1e0806c6f99886f31afa,4bba1212746a61235afe,Ecole elementaire publique De la Salle,Ecole elementaire publique Le Prelude,0.789473684,0.907061847,0.352821143,0.333333333,501 ancienne St Patrick rue Ottawa Ontario K1N8R3,6025 Longleaf prom Orleans Ontario K1W1G3,0,0.173913043,0.0,0,12.02767842,0,0,0,1,1,False,False,False,,,different address,,NA
231,231,231,231,231,231,1e0806c6f99886f31afa,be60d93b742e44ccf416,Ecole elementaire publique De la Salle,Ecole elementaire publique Gisele Lalonde,0.780487805,0.907061847,0.383060234,0.417582418,501 ancienne St Patrick rue Ottawa Ontario K1N8R3,500 Millennium blvd Orleans Ontario K4A4X3,0,0.173913043,0.098058068,0,19.02052378,1,1,1,1,1,False,False,False,,,different address,,NA
232,232,232,232,232,232,2b1279e68fa6d6f3a3b8,07b9b87865a586ecb365,Ecole elementaire catholique d enseignement personnalise Lamoureux,Ecole elementaire catholique d enseignement personnalise Edouard Bond,0.855072464,0.901499355,0.623691971,0.64,2540 Kaladar av Ottawa Ontario K1V8C5,920 Parkhaven av Ottawa Ontario K2B5K3,0,0.416666667,0.389249472,0,8.299937354,1,1,0,1,1,False,False,False,,,different address,,NA
233,233,233,233,233,233,fe890db07988787320ba,07b9b87865a586ecb365,Ecole elementaire catholique d enseignement personnalise La Source,Ecole elementaire catholique d enseignement personnalise Edouard Bond,0.84057971,0.903347698,0.322599295,0.311688312,1445 Duford prom Orleans Ontario K1E1E8,920 Parkhaven av Ottawa Ontario K2B5K3,0,0.0,0.074535599,0,24.1624882,1,1,1,1,1,False,False,False,,,different address,,NA
234,234,234,234,234,234,fe890db07988787320ba,2b1279e68fa6d6f3a3b8,Ecole elementaire catholique d enseignement personnalise La Source,Ecole elementaire catholique d enseignement personnalise Lamoureux,0.924242424,0.946560746,0.369565217,0.342105263,1445 Duford prom Orleans Ontario K1E1E8,2540 Kaladar av Ottawa Ontario K1V8C5,0,0.090909091,0.0,0,16.8321931,1,1,0,1,1,False,False,False,,,different address,,NA
235,235,235,235,235,235,47c7ddb94d93c5812075,c42577e567be5c7477a6,Ecole elementaire catholique Sainte Kateri,Ecole elementaire catholique Sainte Marie,0.904761905,0.922194575,0.495657241,0.459770115,2450 River Mist Chemin Ottawa Ontario K2J0S2,2599 Innes chemin Gloucester Ontario K1B3J8,0,0.529411765,0.519615242,0,24.63883561,1,1,1,1,1,False,False,False,,,different address,,NA
236,236,236,236,236,236,5fd764818b63337e0126,c42577e567be5c7477a6,Ecole elementaire catholique Sainte Genevieve,Ecole elementaire catholique Sainte Marie,0.844444444,0.909154827,0.356348323,0.333333333,2198 Arch rue Ottawa Ontario K1G2H7,2599 Innes chemin Gloucester Ontario K1B3J8,0,0.166666667,0.086066297,0,6.909627721,1,1,1,1,1,False,False,False,,,different address,,NA
237,237,237,237,237,237,619fa50d2438749b46a8,c42577e567be5c7477a6,Ecole elementaire catholique Sainte Bernadette,Ecole elementaire catholique Sainte Marie,0.826086957,0.901631589,0.495918299,0.530120482,3781 Sixth rue Gloucester Ontario K1T1K5,2599 Innes chemin Gloucester Ontario K1B3J8,0,0.083333333,0.0,0,9.953446703,1,1,1,1,1,False,False,False,,,different address,,NA
238,238,238,238,238,238,619fa50d2438749b46a8,47c7ddb94d93c5812075,Ecole elementaire catholique Sainte Bernadette,Ecole elementaire catholique Sainte Kateri,0.826086957,0.907479267,0.343233856,0.333333333,3781 Sixth rue Gloucester Ontario K1T1K5,2450 River Mist Chemin Ottawa Ontario K2J0S2,0,0.117647059,0.111803399,0,14.78428019,1,1,1,1,1,False,False,False,,,different address,,NA
239,239,239,239,239,239,c3cdb37ca0968c35fd17,c42577e567be5c7477a6,Ecole elementaire catholique Sainte Anne,Ecole elementaire catholique Sainte Marie,0.902439024,0.93708585,0.276658372,0.261904762,235 Beausoleil prom Ottawa Ontario K1N0C1,2599 Innes chemin Gloucester Ontario K1B3J8,0,0.066666667,0.0,0,9.028433649,1,1,0,1,1,False,False,False,,,different address,,NA
240,240,240,240,240,240,c3cdb37ca0968c35fd17,47c7ddb94d93c5812075,Ecole elementaire catholique Sainte Anne,Ecole elementaire catholique Sainte Kateri,0.880952381,0.914379023,0.445559625,0.4,235 Beausoleil prom Ottawa Ontario K1N0C1,2450 River Mist Chemin Ottawa Ontario K2J0S2,0,0.117647059,0.0,0,21.22733938,1,1,0,1,1,False,False,False,,,different address,,NA
241,241,241,241,241,241,c3cdb37ca0968c35fd17,5fd764818b63337e0126,Ecole elementaire catholique Sainte Anne,Ecole elementaire catholique Sainte Genevieve,0.844444444,0.915534939,0.523268118,0.473684211,235 Beausoleil prom Ottawa Ontario K1N0C1,2198 Arch rue Ottawa Ontario K1G2H7,0,0.2,0.0,0,6.185436807,1,1,0,1,1,False,False,False,,,different address,,NA
242,242,242,242,242,242,c3cdb37ca0968c35fd17,619fa50d2438749b46a8,Ecole elementaire catholique Sainte Anne,Ecole elementaire catholique Sainte Bernadette,0.826086957,0.907958906,0.322371909,0.271604938,235 Beausoleil prom Ottawa Ontario K1N0C1,3781 Sixth rue Gloucester Ontario K1T1K5,0,0.133333333,0.0,0,10.0769226,1,1,0,1,1,False,False,False,,,different address,,NA
243,243,243,243,243,243,c0645fed4565780b9ad1,79ebbb96f3dc4eaa147f,Ecole elementaire catholique Des Pins,Ecole elementaire catholique Reine des Bois,0.76744186,0.904695083,0.333986289,0.30952381,1487 Ridgebrook prom Gloucester Ontario K1B4K6,1450 Duford rue Orleans Ontario K1E1E6,0,0.266666667,0.071066905,0,9.311741213,1,1,1,1,1,False,False,False,,,different address,,NA
244,244,244,244,244,244,c0645fed4565780b9ad1,cce59849001e4096c502,Ecole elementaire catholique Des Pins,Ecole elementaire catholique Des Pionniers,0.880952381,0.918397948,0.379980298,0.423529412,1487 Ridgebrook prom Gloucester Ontario K1B4K6,720 Merkley prom Orleans Ontario K4A1L8,0,0.4,0.39223227,0,11.27016145,1,1,1,1,1,False,False,False,,,different address,,NA
245,245,245,245,245,245,4c01709787c9462ec802,271cc6d8efe537b7f123,Ecole secondaire publique De La Salle,Ecole secondaire publique Gisele Lalonde,0.75,0.907626467,0.383060234,0.417582418,501 ancienne St Patrick rue Ottawa Ontario K1N8R3,500 Millennium blvd Orleans Ontario K4A4X3,0,0.173913043,0.098058068,0,19.06350568,1,1,1,1,1,False,False,False,,,different address,,NA
246,246,246,246,246,246,8d538daa4ac44db61016,d948461b2f96f083c677,Ecole secondaire catholique College catholique Franco Ouest,Ecole secondaire catholique Franco Cite,0.610169492,0.907061847,0.367840392,0.426666667,411 Seyton prom Nepean Ontario K2H8X1,623 Smyth chemin Ottawa Ontario K1G1N7,0,0.333333333,0.240192231,0,17.66130089,1,1,1,1,1,False,False,False,,,different address,,NA
247,247,247,247,247,247,8d538daa4ac44db61016,551ce2d02022d7408161,Ecole secondaire catholique College catholique Franco Ouest,Ecole secondaire catholique College catholique Samuel Genest,0.85,0.928845466,0.451335467,0.384615385,411 Seyton prom Nepean Ontario K2H8X1,704 Carson s chemin Ottawa Ontario K1K2H3,0,0.266666667,0.136082763,0,21.14542813,1,1,1,1,1,False,False,False,,,different address,,NA
248,248,248,248,248,248,b8f837ad71a60d8d50ac,fa6d172c11869f706fdf,Ecole intermediaire catholique Franco Cite,Ecole intermediaire catholique Franco Ouest,0.906976744,0.90913729,0.367840392,0.426666667,623 Smyth chemin Ottawa Ontario K1G1N7,411 Seyton prom Nepean Ontario K2H8X1,0,0.333333333,0.240192231,0,17.64320217,1,1,1,1,1,False,False,False,,,different address,,NA
249,249,249,249,249,249,c3632f3962637e0dc508,4833eb3450b79fed812b,St Francis Xavier (7 8) Catholic School,St Francis Xavier (9 12) Catholic School,0.925,0.903278027,1.0,1.0,3740 Spratt Rd Gloucester Ontario K1V2M1,3740 Spratt Rd Gloucester Ontario K1V2M1,1,1.0,1.0,1,0.01660408,1,1,1,0,1,False,False,False,,,different ISCED,,NA
250,250,250,250,250,250,ff78ff3f160d8410fc77,d8b659f01773b21239ee,Convent Glen Catholic Elementary School,Convent Glen Elementary School,0.769230769,0.918262258,0.31503096,0.318181818,6212 Jeanne d Arc Blvd Orleans Ontario K1C2M4,1708 Grey Nuns Dr Gloucester Ontario K1C1C1,0,0.176470588,0.065372045,0,0.911477086,1,1,1,1,1,False,False,False,,,different address,,NA
251,251,251,251,251,251,aedbfe70d3a01ec2b32c,b20c979edc66cda3fe31,Algonquin Careers Academy Ottawa,Algonquin Careers Academy Ottawa,1.0,1.0,0.64527383,0.577319588,75 Albert Street Unit 101 Ottawa Ontario K1P 5E7 Canada,1830 Bank St Ottawa Ontario K1V 7Y6 Canada,0,0.444444444,0.40824829,0,6.193773702,1,1,1,1,1,False,False,False,,,different address,,NA
252,252,252,252,252,252,cc73cf3934326597a394,0581b0a04d71f02a3e48,St Thomas Aquinas Catholic High School,St Thomas Aquinas Catholic School,0.868421053,0.953462589,0.980965746,0.968421053,1211 South Russell Rd 2 Russell Ontario K4R1E5,1211 South Russell Rd RR 2 Russell Ontario K4R1E5,0,0.705882353,0.89597867,1,0.057609422,1,0,1,0,1,False,False,False,,,different ISCED,,NA
253,253,253,253,253,253,654cb7b2376b204745a8,f9d299c890dff3efa27e,Ecole secondaire publique L Academie de la Seigneurie,Ecole elementaire publique L Academie de la Seigneurie,0.907407407,0.923089061,1.0,1.0,731 des Pommiers rue Casselman Ontario K0A1M0,731 des Pommiers rue Casselman Ontario K0A1M0,0,1.0,1.0,1,0.023462298,0,0,1,0,1,False,False,False,,,different ISCED,,NA
254,254,254,254,254,254,9cfd0d3bf255c318b8f9,533f050f3c14d4940ee2,Ecole elementaire catholique Sainte Felicite,Ecole elementaire catholique Sainte Trinite,0.909090909,0.930983339,0.402911482,0.418604651,1647 Landry rue Clarence Creek Ontario K0A1N0,879 St Joseph rue Rockland Ontario K4K1C2,0,0.157894737,0.272772363,0,6.841958447,1,1,1,1,1,False,False,False,,,different address,,NA
255,255,255,255,255,255,36c2a42782bdb62aa60a,0c94dfa9365dbc583e65,Culture,Culture,1.0,1.0,0.90578946,0.947368421,501 Akulivik J0M1V0,500 Akulivik J0M1V0,0,1.0,1.0,1,0.0,1,1,1,1,1,True,False,False,,,different numbers,,NA
256,256,256,256,256,256,96edde3051ebd8b93912,1050f23b2912d180061c,MacLean Memorial,MacLean Memorial,1.0,1.0,0.942857143,0.96875,155 5e Avenue Chibougamau G8P2E6,159 5e Avenue Chibougamau G8P2E6,0,1.0,1.0,1,0.048058711,0,0,0,0,1,False,False,False,,,different ISCED,,NA
257,257,257,257,257,257,e4aa688529a01fae8251,3e44ed980b6e7b38ea2c,Cegep Baie Comeau,Cegep de Baie Comeau,0.85,0.939148551,0.724775946,0.701298701,537 Bleau Baie Comeau Quebec G5C2B2 Canada,537 boul Blanche Baie Comeau G5C2B2,1,0.25,0.316227766,1,,1,1,1,1,1,False,False,True,3e44ed980b6e7b38ea2c,idx2,Quebec > ESDC,,3e44ed980b6e7b38ea2c
258,258,258,258,258,258,f6b939d17f33ca9b70e6,dc6d6893e8e9a2ad6fbf,Universite du Quebeca Chicoutimi,Universite du Quebec a Chicoutimi,0.96969697,0.955330294,0.730630043,0.6875,555 Boul De L Universite Chicoutimi Quebec G7H2B1 Canada,555 boul de l Universite Saguenay G7H2B1,1,1.0,1.0,1,0.570201485,1,1,1,1,1,False,True,True,f6b939d17f33ca9b70e6,idx1,correct city,,dc6d6893e8e9a2ad6fbf
259,259,259,259,259,259,6ea6329b9e20a40dcbca,6662691ef43f8226313a,Sainte Bernadette,Sainte Bernadette,1.0,1.0,0.339950052,0.347826087,2908 rue Sainte Emilie Saguenay G7S1S1,824 av Chabanel Saguenay G7H3T7,0,0.176470588,0.0,0,10.58995659,1,1,1,1,1,False,False,False,,,different address,,NA
260,260,260,260,260,260,9f68219a429e9b15e37c,bdd6fa792e6aa21a1350,Atelier de formation # 2,Atelier de formation # 3,0.958333333,0.925925926,1.0,1.0,171 181 boul de la Jeunesse Roberval G8H2N9,171 181 boul de la Jeunesse Roberval G8H2N9,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
261,261,261,261,261,261,2033dffb075b4764eda3,bdd6fa792e6aa21a1350,Atelier de formation # 1,Atelier de formation # 3,0.958333333,0.925925926,1.0,1.0,171 181 boul de la Jeunesse Roberval G8H2N9,171 181 boul de la Jeunesse Roberval G8H2N9,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
262,262,262,262,262,262,2033dffb075b4764eda3,9f68219a429e9b15e37c,Atelier de formation # 1,Atelier de formation # 2,0.958333333,0.925925926,1.0,1.0,171 181 boul de la Jeunesse Roberval G8H2N9,171 181 boul de la Jeunesse Roberval G8H2N9,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
263,263,263,263,263,263,52d56cac9980639e92e0,5ca75a4c019c03c7e350,Universite du Quebec en Abitibi Temiscamingue,Universite du Quebec en Abitibi Temiscamingue,1.0,1.0,0.847458633,0.810810811,445 boul de l Universite CP 700 Rouyn Noranda Quebec J9X5E4 Canada,445 boul de l Universite Rouyn Noranda J9X5E4,1,1.0,1.0,1,0.066276509,1,1,1,1,1,False,True,True,5ca75a4c019c03c7e350,idx2,processed address,,5ca75a4c019c03c7e350
264,264,264,264,264,264,7.99717E+18,9129554186e04e0053df,Cegep de l Abitibi Temiscamingue,Cegep de l Abitibi Temiscamingue,1.0,1.0,0.867721831,0.842105263,425 boul du College Rouyn Noranda Quebec J9X 5E5 Canada,425 boul du College Rouyn Noranda J9X5E5,1,1.0,1.0,1,0.10651346,1,1,1,1,1,False,True,True,7.99717E+18,idx1,longer address,,Item not found.
265,265,265,265,265,265,08a293690754babfb462,768f8587098745a8fa5f,Universite du Quebec En Outaouais,Universite du Quebec en Outaouais,0.96969697,1.0,0.311320755,0.3,101 rue Saint Jean Bosco station BPO Box 1250 Gatineau Quebec J8X3X7 Canada,Pavillon Alexandre Tache 283 boul Alexandre Tache Gatineau J9A1L8,0,0.1875,0.179374001,0,0.057748864,1,1,1,1,1,False,False,False,,,different address,,NA
266,266,266,266,266,266,f70dc175905f8cb32972,4031ff8ca3c5f59e74bc,Saint Paul,Saint Paul,1.0,1.0,0.422912906,0.524590164,145 rue Isabelle Gatineau J8Y5H5,45 ch Eardley Gatineau J9H4J9,0,0.25,0.077849894,0,10.52036943,1,1,1,1,1,False,False,False,,,different address,,NA
267,267,267,267,267,267,3e394480b30234f5383a,eac88323f2c02c4f0488,Notre Dame,Notre Dame,1.0,1.0,0.445476837,0.360655738,170 rue Papineau Gatineau J8X1V9,113 ch Vanier Gatineau J9H1Z2,0,0.333333333,0.0,0,8.299149343,1,1,1,1,1,False,False,False,,,different address,,NA
268,268,268,268,268,268,df97ae11e3d180fe3bcd,c2b93a6229edc6d77779,College Heritage,Heritage College Cegep,0.318181818,0.922138892,0.835293274,0.792079208,325 boul de la Cite des Jeunes Gatineau J8Y6T3,325 boul Cite des Jeunes Gatineau Quebec J8Y 6T3 Canada,1,0.692307692,0.826184389,1,0.177727308,1,1,1,1,1,False,False,False,,,different address,,NA
269,269,269,269,269,269,056886e8f976dc5fb6ee,2371ec07aebcc9ee974f,CFP Chateauguay Valley,Chateauguay Valley,0.818181818,0.923913156,0.636929755,0.666666667,46 rue Roy Ormstown J0S1K0,1597 Route 138A Ormstown J0S1K0,0,0.375,0.316227766,1,1.732269698,1,1,0,0,0,False,False,False,,,different address,,NA
270,270,270,270,270,270,bab6c33a261874343e7e,91c8bdad4babf7e45b6d,Academie Internationale Charles Lemoyne Campus Ville de Sainte Catherine,College Charles Lemoyne Campus Ville de Sainte Catherine,0.708333333,0.904309792,1.0,1.0,125 Place Charles Lemoyne Sainte Catherine J5C0A1,125 Place Charles Lemoyne Sainte Catherine J5C0A1,1,1.0,1.0,1,0.0,1,0,0,0,1,False,False,False,,,different address,,NA
271,271,271,271,271,271,51610b88c34786fba789,9ac6363d8bcbc975c78a,Ecole de Formation Hebraique section anglaise,Ecole de Formation Hebraique section francaise,0.913043478,0.940126791,1.0,1.0,2 rue Hope Dollard Des Ormeaux H9A2V5,2 rue Hope Dollard Des Ormeaux H9A2V5,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
272,272,272,272,272,272,4001cddd2ee63f1795ee,24713079c1654370fc9b,Ecole chretienne Emmanuel section anglaise,Ecole chretienne Emmanuel section francaise,0.906976744,0.924402387,1.0,1.0,4698 boul Saint Jean Dollard Des Ormeaux H9H4S5,4698 boul Saint Jean Dollard Des Ormeaux H9H4S5,1,1.0,1.0,1,0.0,0,0,0,0,1,False,False,False,,,different ISCED,,NA
273,273,273,273,273,273,4001cddd2ee63f1795ee,2209c92e5936905bf1f5,Ecole chretienne Emmanuel section anglaise,Ecole chretienne Emmanuel section anglaise secondaire,0.79245283,0.953385223,1.0,1.0,4698 boul Saint Jean Dollard Des Ormeaux H9H4S5,4698 boul Saint Jean Dollard Des Ormeaux H9H4S5,1,1.0,1.0,1,0.0,0,0,0,0,1,False,False,False,,,different ISCED,,NA
274,274,274,274,274,274,8bd20f1ece5c4e21e876,e6ccb0c6005738a1ea2f,College de l Ouest de l Ile section anglaise,College de l Ouest de l Ile section francaise,0.911111111,0.941955088,1.0,1.0,851 rue Tecumseh Dollard Des Ormeaux H9B2L2,851 rue Tecumseh Dollard Des Ormeaux H9B2L2,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
275,275,275,275,275,275,0c66f3ddb19f32da928a,1fe87f251a105ed40382,College CDI Administration Technologie Sante Pointe Claire,College CDI Administration Technologie Sante Pointe Claire,1.0,1.0,0.919792543,0.873563218,1000 boul St Jean Bureau 500 Pointe Claire H9R5P1,1000 boul St Jean Pointe Claire H9R5P1,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,True,1fe87f251a105ed40382,idx2,processed address,,1fe87f251a105ed40382
276,276,276,276,276,276,6e1f30b9a35866edbdd8,7ba4f6bbdaee3d33f33f,Saint Clement Est,Saint Clement Ouest,0.842105263,0.926561646,0.488627275,0.424242424,1560 boul Laird Mont Royal H3P2T5,555 av Mitchell Mont Royal H3R1L5,0,0.0,0.087038828,0,1.553869327,1,1,1,1,1,False,False,False,,,different address,,NA
277,277,277,277,277,277,c869a2bdfb12283d0e72,a7226053c671081469f9,Institut technique Aviron de Montreal Campus 5460,Institut technique Aviron de Montreal Campus 5490,0.979591837,0.962962963,0.962264151,0.972222222,5460 av Royalmount Mont Royal H4P1H7,5490 av Royalmount Mont Royal H4P1H7,0,1.0,1.0,1,0.046768912,1,1,1,1,1,True,False,False,,,different numbers,,NA
278,278,278,278,278,278,90ef9e841d8d857b418c,89bb43b08534e164c64a,Ecole Selwyn House Campus 1,Ecole Selwyn House Campus 2,0.962962963,0.941176471,0.947395201,0.947368421,95 ch de la Cote Saint Antoine Westmount H3Y2H8,101 ch de la Cote Saint Antoine Westmount H3Y2H8,0,1.0,1.0,1,0.075701136,0,0,1,1,1,False,False,False,,,different address,,NA
279,279,279,279,279,279,d0d0e3ff168c0c5311ce,e5a05bfe5caa705839b5,Ecoles musulmanes de Montreal Campus primaire,Ecoles musulmanes de Montreal Campus secondaire,0.872340426,0.911361815,0.430154501,0.545454545,7445 av Chester Montreal H4V1M4,2255 boul Cavendish Montreal H4B2L7,0,0.214285714,0.155699789,0,2.311341715,0,0,0,0,1,False,False,False,,,different address,,NA
280,280,280,280,280,280,5a4250af608e466282c2,00e12211c4530ed79b6b,Ecole nationale de theatre du Canada,Ecole nationale de theatre du Canada,1.0,1.0,0.55514449,0.56,1182 boul Saint Laurent Montreal H2X2S5,5030 rue Saint Denis Montreal H2J2L8,0,0.5,0.43643578,0,2.827686562,1,1,1,1,1,False,False,False,,,different address,,NA
281,281,281,281,281,281,4dea9a2e3e48dc730b52,00e12211c4530ed79b6b,Ecole nationale de theatre du Canada,Ecole nationale de theatre du Canada,1.0,1.0,0.378932373,0.4,360 av Laurier Est Montreal H2T3B6,5030 rue Saint Denis Montreal H2J2L8,0,0.2,0.069337525,0,0.048597391,1,1,1,1,1,False,False,False,,,different address,,NA
282,282,282,282,282,282,4dea9a2e3e48dc730b52,5a4250af608e466282c2,Ecole nationale de theatre du Canada,Ecole nationale de theatre du Canada,1.0,1.0,0.492247592,0.493150685,360 av Laurier Est Montreal H2T3B6,1182 boul Saint Laurent Montreal H2X2S5,0,0.222222222,0.18156826,0,2.872265272,1,1,1,1,1,False,False,False,,,different address,,NA
