INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51224566","CLSC DE SAINTE-JULIE","CLSC DE SAINTE-JULIE","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","461, boulevard Saint-Joseph, bureau 112"," ","J3E1W8","59010","Sainte-Julie","16213","Lajemmerais","590","Marguerite-D'Youville","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1"," ","N","","1999-06-03",-73.3363876343,45.5925445557,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51224574","CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DU MARIGOT","CLSC ET GMFU DU MARIGOT","11045267","Centre intégré de santé et de services sociaux de Laval","CISSS de Laval","13","Laval","1351, boulevard des Laurentides"," ","H7M2Y2","65005","Laval","13113","Pont-Viau","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","1","2","1"," ","N","","2000-06-20",-73.7101516724,45.5869178772,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51224590","CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE DES FLORALIES-DE-LACHINE","CHSLD DES FLORALIES-DE-LACHINE","11044765","Centre d'hébergement et de soins de longue durée des Floralies-de-Lachine Inc.","CHSLD des Floralies-de-Lachine Inc.","06","Montréal","650, 32e Avenue"," ","H8T3K4","66023","Montréal","06121","Lachine","660","Montréal","0612","RLS de Dorval - Lachine - Lasalle","3","RUISSS Université McGill","2","1","8"," ","N","2010-02-24","2000-10-16",-73.6918411255,45.4408493042,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51224657","CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SEPT-ÎLES","CRJDA DE SEPT-ÎLES","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","27, rue La Vérendrye"," ","G4R5E3","97007","Sept-Îles","09141","Sept-Îles","971","Sept-Rivières","0914","RLS de Sept-Îles","1","RUISSS Université Laval","1","2","1"," ","N","","2000-09-27",-66.3657302856,50.2203483582,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51224665","CLSC DE QUYON","CLSC DE QUYON","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","1164, rue Clarendon"," ","J0X2V0","82030","Pontiac","07111","Pontiac","820","Les Collines-de-l'Outaouais","0711","RLS du Pontiac","3","RUISSS Université McGill","1","2","1"," ","N","","1998-04-01",-76.2306365967,45.5202522278,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51224673","POINT DE SERVICE HAUT SAINT-FRANCOIS","POINT DE SERVICE HAUT SAINT-FRANCOIS","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","149, rue Kennedy"," ","J0B1R0","41060","East Angus","05181","Haut-Saint-François","410","Le Haut-Saint-François","0518","RLS du Haut-Saint-François","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2000-08-16",-71.6536026001,45.489112854,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51224913","CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE LAFONTAINE","CLSC ET GMFU LAFONTAINE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","1000, rue Labelle"," ","J7Z5N6","75017","Saint-Jérôme","15161","La Rivière-du-Nord - Mirabel","750","La Rivière-du-Nord","1516","RLS de la Rivière-du-Nord - Mirabel-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","2000-10-13",-74.0093536377,45.7930450439,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51224921","CENTRE D'HEBERGEMENT CHAMPLAIN - CHANOINE-AUDET","CENTRE D'HEBERGEMENT CHAMPLAIN - CHANOINE-AUDET","11044682","Groupe Champlain Inc","Groupe Champlain Inc.","12","Chaudière-Appalaches","2155, chemin du Sault"," ","G6W2K7","25213","Lévis","12112","Les Chutes-de-la-Chaudière","251","Lévis","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","2","1","2"," ","N","2010-02-24","2001-03-28",-71.2377166748,46.7553138733,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225001","HÔPITAL CHAUVEAU","HÔPITAL CHAUVEAU","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","11999, rue de l'Hôpital"," ","G2A2T7","23027","Québec","03131","Loretteville - Val-Bélair","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1"," ","N","","2001-05-02",-71.3699645996,46.8531990051,"Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225027","CENTRE D'HEBERGEMENT DE LA MAREE","CENTRE D'HEBERGEMENT DE LA MAREE","11043890","Centre d'hébergement de la Marée Inc.","Centre d'hébergement de la Marée Inc.","06","Montréal","7015, boulevard Gouin Est"," ","H1E5N2","66023","Montréal","06521","Rivière-des-Prairies","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","4"," ","N","2010-02-24","2001-05-11",-73.6190414429,45.6300621033,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225035","CHSLD JOSEPH-FRANÇOIS-PERREAULT","CHSLD JOSEPH-FRANÇOIS-PERREAULT","11045200","Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal","CIUSSS de l'Est-de-l'Île-de-Montréal","06","Montréal","7400, boulevard Saint-Michel"," ","H2A2Z8","66023","Montréal","06511","Saint-Michel","660","Montréal","0651","RLS de Saint-Léonard - Saint-Michel","2","RUISSS Université de Montréal","1","2","1"," ","N","","2001-05-14",-73.601776123,45.5593833923,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225068","CENTRE DE SERVICES AMBULATOIRES EN SANTÉ MENTALE SAINT-CHARLES","CENTRE SERV. AMB. EN SANTÉ MENTALE SAINT-CHARLES","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","2840, boulevard Saint-Charles"," ","H9H3B6","66102","Kirkland","06111","Lac Saint-Louis","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","1","2","1"," ","N","","2000-07-01",-73.8537521362,45.4467506409,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225142","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L’AUTISME DE LA RUE BEAUHARNOIS","CRDI-TSA DE LA RUE BEAUHARNOIS","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","1442, rue Beauharnois"," ","J4M1C2","58227","Longueuil","16212","Longueuil-Est","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1"," ","N","","2001-04-01",-73.4536361694,45.5355186462,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225225","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME DE GRANBY","CRDI-TSA DE GRANBY","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","05","Estrie","290, rue Saint-Hubert"," ","J2G5N3","47017","Granby","05121","Granby-Shefford-Bromont","470","La Haute-Yamaska","0512","RLS de la Haute-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2001-04-01",-72.7298126221,45.411491394,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225241","CLSC DE MONTCALM","CLSC DE MONTCALM","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","383, chemin Sainte-Foy"," ","G1S2J1","23027","Québec","03124","Québec - Haute-Ville","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1"," ","N","","1999-09-29",-71.2329788208,46.803150177,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225258","FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LE COLIBRI","FOYER DE GROUPE POUR JDA LE COLIBRI","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","153, rue Saint-Philippe"," ","J6S3H3","70052","Salaberry-de-Valleyfield","16321","Valleyfield-Beauharnois","700","Beauharnois-Salaberry","1632","RLS du Suroît","3","RUISSS Université McGill","1","2","1"," ","N","","2001-10-01",-74.1397781372,45.2666893005,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51225266","CENTRE D'HÉBERGEMENT MARGUERITE-D'YOUVILLE","CENTRE D'HÉBERGEMENT MARGUERITE-D'YOUVILLE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","574, rue Heriot"," ","J2B1B9","49058","Drummondville","04171","Drummond","490","Drummond","0417","RLS de Drummond","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2002-03-01",-72.47706604,45.8794784546,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225308","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE LE TOURET","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE LE TOURET","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","4076, boulevard de l'Université"," ","J1N2Y1","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2001-11-28",-71.9618530273,45.3626594543,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2021-12-03"
"51225324","CENTRE DE RÉADAPATION EN DÉFICIENCE PHYSIQUE DE COATICOOK","CR EN DÉFICIENCE PHYSIQUE DE COATICOOK","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","163, rue Jeanne-Mance"," ","J1A1W4","44037","Coaticook","05141","Coaticook","440","Coaticook","0514","RLS de Coaticook","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2001-11-28",-71.8113098145,45.1353225708,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2021-12-03"
"51225340","CENTRE DE SERVICES EN DEFICIENCE INTELLECTUELLE ET EN TROUBLES ENVAHISSANTS DU DEVELOPPEMENT DE L'OUEST-DE-MONTREAL","CENTRE DE SERVICES EN DITED DE L'OUEST-DE-MONTREAL","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","8000, rue Notre-Dame"," ","H8R1H2","66023","Montréal","06121","Lachine","660","Montréal","0612","RLS de Dorval - Lachine - Lasalle","3","RUISSS Université McGill","1","2","1"," ","N","","2001-11-20",-73.6322631836,45.4488677979,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225357","HÔPITAL DE SAINTE-ANNE-DE-BEAUPRÉ","HÔPITAL DE SAINTE-ANNE-DE-BEAUPRÉ","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","11000, rue des Montagnards"," ","G0A1E0","21025","Beaupré","03134","Orléans","210","La Côte-de-Beaupré","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1"," ","N","","2002-04-18",-70.9001922607,47.0427398682,"Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225373","CLSC D'ACTON VALE","CLSC D'ACTON VALE","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","1266, rue Lemay"," ","J0H1A0","48028","Acton Vale","16223","Acton","480","Acton","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2002-04-22",-72.5707015991,45.6501464844,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225399","ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET DU TROUBLE DU SPECTRE DE L'AUTISME MANOUANE","ATELIER DE TRAVAIL DI ET TSA MANOUANE","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","150, rue Pinel"," ","G7G3N8","94068","Saguenay","02151","Saguenay","941","Saguenay","0215","RLS de Chicoutimi","1","RUISSS Université Laval","1","2","1"," ","N","","2000-12-01",-71.0761642456,48.4500350952,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225407","CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI REINE-ELIZABETH","CHSLD VIGI REINE-ELIZABETH","11044815","Vigi Santé Ltée","Vigi Santé Ltée","06","Montréal","2055, avenue Northcliffe"," ","H4A3K6","66023","Montréal","06212","Notre-Dame-de-Grâce - Montréal-Ouest","660","Montréal","0621","RLS de Côte-Saint-Luc - NDG - Montréal-Ouest","3","RUISSS Université McGill","2","1","2"," ","N","2012-05-15","2002-04-29",-73.6060562134,45.4740829468,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225415","CLSC DE SAINT-SAUVEUR","CLSC DE SAINT-SAUVEUR","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","150, rue Principale"," ","J0R1R6","77043","Saint-Sauveur","15131","Les Pays-d'en-Haut","770","Les Pays-d'en-Haut","1513","RLS des Pays-d'en-Haut","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-06-12",-74.15259552,45.8969154358,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225431","CENTRE DE RÉADAPTATIONEN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME PARC-DES-ROSERAIES","CRDI-TED PARC-DES-ROSERAIES","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","7077, rue Beaubien Est, bureau 310"," ","H1M2Y2","66023","Montréal","06522","Anjou","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-06-05",-73.5580215454,45.5935516357,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225514","CLSC SAINT-JOSEPH","CLSC SAINT-JOSEPH","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","55, rue Saint-Joseph"," ","J7E4Y5","73010","Sainte-Thérèse","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-09-01",-73.841583252,45.6380233765,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225522","CENTRE D'HÉBERGEMENT DRAPEAU-DESCHAMBAULT","CENTRE D'HÉBERGEMENT DRAPEAU-DESCHAMBAULT","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","100, rue du Chanoine-Lionel-Groulx"," ","J7E5E1","73010","Sainte-Thérèse","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-09-01",-73.8406600952,45.6403465271,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225530","CLSC YVAN-DUQUETTE","CLSC YVAN-DUQUETTE","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","294, rue Déragon"," ","J2G5J5","47017","Granby","05121","Granby-Shefford-Bromont","470","La Haute-Yamaska","0512","RLS de la Haute-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2002-09-01",-72.7271347046,45.4108657837,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225555","CLSC DE THERESE-DE BLAINVILLE","CLSC DE THERESE-DE BLAINVILLE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","300, rue Sicard"," ","J7E3X5","73010","Sainte-Thérèse","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-09-01",-73.8605194092,45.6428413391,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225563","CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI LES CHUTES","CHSLD VIGI LES CHUTES","11044815","Vigi Santé Ltée","Vigi Santé Ltée","04","Mauricie et Centre-du-Québec","5000, avenue Albert-Tessier"," ","G9N8P9","36033","Shawinigan","04141","Centre-de-la-Mauricie","360","Shawinigan","0414","RLS du Centre-de-la-Mauricie","2","RUISSS Université de Montréal","2","1","2"," ","N","2012-05-15","2002-04-01",-72.7327957153,46.5729904175,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225589","HÔPITAL ET CENTRE DE RÉADAPTATION EN DÉPENDANCE DE VAL-D'OR","HÔPITAL ET CRD DE VAL-D'OR","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","725, 6e Rue"," ","J9P3Y1","89008","Val-d'Or","08141","Vallée-de-l'Or","890","La Vallée-de-l'Or","0814","RLS de la Vallée-de-l'Or","3","RUISSS Université McGill","1","2","1"," ","N","","2002-10-01",-77.7968292236,48.09608078,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51225597","HÔPITAL PSYCHIATRIQUE DE MALARTIC","HÔPITAL PSYCHIATRIQUE DE MALARTIC","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","1141, rue Royale","case postale 800","J0Y1Z0","89015","Malartic","08141","Vallée-de-l'Or","890","La Vallée-de-l'Or","0814","RLS de la Vallée-de-l'Or","3","RUISSS Université McGill","1","2","1"," ","N","","2002-10-01",-78.1284103394,48.1415100098,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225613","CHSLD SAINT-JOSEPH-DE-LA-PROVIDENCE","CHSLD SAINT-JOSEPH-DE-LA-PROVIDENCE","11045192","Centre intégré universitaire de santé et de services sociaux du Nord-de-l'Île-de-Montréal","CIUSSS du Nord-de-l'Île-de-Montréal","06","Montréal","11844, avenue du Bois-de-Boulogne"," ","H3M2X7","66023","Montréal","06411","Bordeaux-Cartierville","660","Montréal","0641","RLS du Nord de l'Île - Saint-Laurent","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-10-01",-73.690284729,45.5410079956,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225621","MAISON DE NAISSANCE DE L'OUTAOUAIS","MAISON DE NAISSANCE DE L'OUTAOUAIS","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","76, avenue Gatineau"," ","J8T4J4","81017","Gatineau","07143","Gatineau","810","Gatineau","0714","RLS de Grande-Rivière - Hull - Gatineau","3","RUISSS Université McGill","1","2","1"," ","N","","2002-10-31",-75.7224960327,45.4790229797,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225639","CENTRE D'ACTIVITES DE JOUR","CENTRE D'ACTIVITES DE JOUR","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","9, rue Principale"," ","G0L3M0","11010","Saint-Jean-de-Dieu","01141","Les Basques","110","Les Basques","0114","RLS des Basques","1","RUISSS Université Laval","1","2","1"," ","N","","2002-10-04",-69.0459976196,48.0030479431,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225704","INSTITUT NAZARETH ET LOUIS-BRAILLE D'ASSIGNY","INSTITUT NAZARETH ET LOUIS-BRAILLE D'ASSIGNY","11045291","Centre intégré de santé et de services sociaux de la Montérégie-Centre","CISSS de la Montérégie-Centre","16","Montérégie","955, rue d'Assigny"," ","J4K5C3","58227","Longueuil","16211","Longueuil-Ouest","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-07-04",-73.5208129883,45.5269165039,"Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","2021-12-03"
"51225712","INSTITUT NAZARETH ET LOUIS-BRAILLE PLACE ALTON-GOLDBLOOM","INSTITUT NAZARETH LOUIS-BRAILLE PLACE ALTON-GOLDBLOOM","11045291","Centre intégré de santé et de services sociaux de la Montérégie-Centre","CISSS de la Montérégie-Centre","13","Laval","3205, place Alton-Goldbloom"," ","H7V1R2","65005","Laval","13114","Chomedey","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-07-04",-73.7376403809,45.5487289429,"Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","2021-12-03"
"51225795","CENTRE D'HÉBERGEMENT VITTIE-DESJARDINS","CENTRE D'HÉBERGEMENT VITTIE-DESJARDINS","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","66, rue Dufferin"," ","J2G4W7","47017","Granby","05121","Granby-Shefford-Bromont","470","La Haute-Yamaska","0512","RLS de la Haute-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2002-09-01",-72.7225341797,45.401008606,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225845","CLINIQUE MEDICALE DE SQUATEC","CLINIQUE MEDICALE DE SQUATEC","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","149-B, rue Saint-Joseph"," ","G0L4H0","13065","Saint-Michel-du-Squatec","01131","Témiscouata","130","Témiscouata","0113","RLS de Témiscouata","1","RUISSS Université Laval","1","2","1"," ","N","","2002-12-19",-68.7196655273,47.8828086853,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225878","CHSLD VILLA-BONHEUR","CHSLD VILLA-BONHEUR","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","71, rue Court"," ","J2G4Y7","47017","Granby","05121","Granby-Shefford-Bromont","470","La Haute-Yamaska","0512","RLS de la Haute-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","1974-01-01",-72.7233047485,45.4013977051,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225894","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME DU CHEMIN DE CHAMBLY","CRDI-TSA DU CHEMIN DE CHAMBLY","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","5980, chemin de Chambly"," ","J3Y6W9","58227","Longueuil","16112","Saint-Hubert","580","Longueuil","1611","RLS de Champlain","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-06-17",-73.4071121216,45.4989318848,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225936","CLSC DE L'ASCENSION-DE-NOTRE-SEIGNEUR","CLSC DE L'ASCENSION-DE-NOTRE-SEIGNEUR","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","3815, 3e Avenue Ouest"," ","G0W1Y0","93065","L'Ascension-de-Notre-Seigneur","02131","Lac-Saint-Jean-Est","930","Lac-Saint-Jean-Est","0213","RLS de Lac-Saint-Jean-Est","1","RUISSS Université Laval","1","2","1"," ","N","","2003-02-20",-71.6725158691,48.69190979,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51225969","FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ÉQUIPÉE","FOYER DE GROUPE POUR JDA L'ÉQUIPÉE","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","90, rue Louise"," ","J4J2S9","58227","Longueuil","16212","Longueuil-Est","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1"," ","N","","2003-02-11",-73.4747314453,45.527671814,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
