,ObjectId,Provider_Type,Provider_Name,Status,Date,Hours,Date_Updated,Vaccine_Comments,Note,RHA_Name,Address,City,Province,Phone,geometry,LONGITUDE,LATITUDE
200,201,Medical Clinic,Dr Sinha,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,120 Marion St,Winnipeg,Manitoba,204-237-6482,POINT (-97.123599 49.881225),-97.123599,49.881225
201,202,Medical Clinic,Quick Care Clinic - St Boniface,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,17 St Mary's Rd,Winnipeg,Manitoba,204-940-4332,POINT (-97.12725217299999 49.88043087100004),-97.12725217299999,49.88043087100004
202,203,Medical Clinic,Medicare Clinic - Maples,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1287 Jefferson Ave,Winnipeg,Manitoba,204-414-1139,POINT (-97.16894021999997 49.95334136200006),-97.16894021999997,49.95334136200006
203,204,Medical Clinic,Viva Care Kenaston,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1665 Kenaston Blvd,Winnipeg,Manitoba,204-452-8482,POINT (-97.19922917300001 49.82333488000006),-97.19922917300001,49.82333488000006
204,205,Medical Clinic,Dr Rich's Office - Thompson,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Northern,55 Selkirk Ave,Thompson,Manitoba,204-677-4521,POINT (-97.854843 55.741576),-97.854843,55.741576
205,206,Medical Clinic,Clinic - 1,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,286 Mcdermot Ave,Winnipeg,Manitoba,204-957-5300,POINT (-97.14202 49.897357),-97.14202,49.897357
206,207,Medical Clinic,Oasis Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,184 Pth 12N,Steinbach,Manitoba,204-326-4555,POINT (-96.692246 49.548421),-96.692246,49.548421
207,208,Medical Clinic,Tache Obstetrics & Gynecology,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,305 400 Tache Ave,Winnipeg,Manitoba,204-237-4694,POINT (-97.12365767799997 49.88469357100007),-97.12365767799997,49.88469357100007
208,209,Medical Clinic,Dr Shadi Rezazadeh,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,162 3rd Ave SE,Teulon,Manitoba,204-886-3996,POINT (-97.255002 50.386908),-97.255002,50.386908
209,210,Medical Clinic,Red River Family Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,100 286 Smith St,Winnipeg,Manitoba,204-414-0019,POINT (-97.14225399999999 49.89334),-97.14225399999999,49.89334
210,211,Medical Clinic,Corydon Village Medical Centre,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",,Winnipeg,105 1700 Corydon Ave,Winnipeg,Manitoba,204-505-2090,POINT (-97.19756139999998 49.86334730000004),-97.19756139999998,49.86334730000004
211,212,Medical Clinic,St. Anne's Medical Clinic (Inside the Superstore),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",,Winnipeg,215 St Anne's Rd,Winnipeg,Manitoba,204-254-2464,POINT (-97.10269569999997 49.85754430000003),-97.10269569999997,49.85754430000003
212,213,Medical Clinic,Dr Robert Zoppa,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,373 Main St,Selkirk,Manitoba,204-785-8588,POINT (-96.874354 50.144174),-96.874354,50.144174
213,214,Medical Clinic,Millennium Medical Center,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,311 Balmoral St,Winnipeg,Manitoba,204-505-2977,POINT (-97.152799 49.889807),-97.152799,49.889807
214,215,Medical Clinic,Neurology Associates,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,101 698 Corydon Ave,Winnipeg,Manitoba,204-284-5551,POINT (-97.15123 49.871211),-97.15123,49.871211
215,216,Medical Clinic,Concordia Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,201 1100 Concordia Ave,Winnipeg,Manitoba,204-667-1100,POINT (-97.06477379999995 49.91168910000005),-97.06477379999995,49.91168910000005
216,217,Medical Clinic,Hope Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,Unit 4-B 408 Main St,Stonewall,Manitoba,204-467-7595,POINT (-97.32623700000001 50.133069),-97.32623700000001,50.133069
217,218,Medical Clinic,St Mary Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,150 1300 18th St,Brandon,Manitoba,204-717-7500,POINT (-99.962531 49.828822),-99.962531,49.828822
218,219,Medical Clinic,Healthway Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,862 Main St,Winnipeg,Manitoba,204-414-9292,POINT (-97.13377300000001 49.909325),-97.13377300000001,49.909325
219,220,Medical Clinic,Healthway Medical Clinic Ii,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,862 Main St,Winnipeg,Manitoba,204-415-7575,POINT (-97.13344899799995 49.90930116300007),-97.13344899799995,49.90930116300007
220,221,Medical Clinic,Grunthal Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,A 169 Main St Box 1280,Grunthal,Manitoba,204-381-6621,POINT (-96.858006 49.407047),-96.858006,49.407047
221,222,Medical Clinic,Dr. P Shenouda - Winnipeg Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,3rd Flr 425 St Mary Ave,Winnipeg,Manitoba,204-957-3377,POINT (-97.148081 49.889395),-97.148081,49.889395
222,223,Medical Clinic,Saint Mark Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,2132 Mcphillips St,Winnipeg,Manitoba,204-416-0038,POINT (-97.155849 49.949255),-97.155849,49.949255
223,224,Medical Clinic,Quarry Ridge Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,469 First St W,Stonewall,Manitoba,204-467-9707,POINT (-97.32826179999995 50.13138190000006),-97.32826179999995,50.13138190000006
224,225,Medical Clinic,Gera Medical Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,4 2358 McPhillips St,Winnipeg,Manitoba,204-691-2202,POINT (-97.14598129999996 49.95625180000008),-97.14598129999996,49.95625180000008
225,226,Medical Clinic,Rasha Medical Clinic,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,15 584 Pembina Hwy,Winnipeg,Manitoba,204-691-5000,POINT (-97.14610179999994 49.86513270000006),-97.14610179999994,49.86513270000006
226,227,Medical Clinic,Dr. J. Awad - Winnipeg Clinic,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,3rd Flr 425 St Mary Ave,Winnipeg,Manitoba,204-957-3377,POINT (-97.148081 49.889395),-97.148081,49.889395
227,228,Medical Clinic,Lac Du Bonnet Medical Group,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Interlake-Eastern,40 Park Ave Box 1780,Lac du Bonnet,Manitoba,204-345-5555,POINT (-96.05856767199998 50.25704029800005),-96.05856767199998,50.25704029800005
228,229,Medical Clinic,Sara Gretchen Sasse Medical Corporation,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,600 Clifton St,Winnipeg,Manitoba,204-691-9880,POINT (-97.18680500000001 49.884591),-97.18680500000001,49.884591
229,230,Medical Clinic,Clinicare Medical Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,1189 Pembina Hwy,Winnipeg,Manitoba,204-691-5353,POINT (-97.15362895699997 49.84544993500003),-97.15362895699997,49.84544993500003
230,231,Medical Clinic,Harbourview Medical Centre and Walk In Clinic,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,10 1320 Concordia Ave E,Winnipeg,Manitoba,204-942-2234,POINT (-97.050211 49.911955),-97.050211,49.911955
231,232,Pharmacy,Care Innova Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,3 1830 Dublin Ave,Winnipeg,Manitoba,204-694-2099,POINT (-97.21078882999996 49.91143618800004),-97.21078882999996,49.91143618800004
232,233,Pharmacy,Careplus Selkirk Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Interlake-Eastern,373 Main St,Selkirk,Manitoba,204-482-3848,POINT (-96.874354 50.144174),-96.874354,50.144174
233,234,Pharmacy,CarePlus Transcona Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,2 850 Regent Ave W,Winnipeg,Manitoba,204-222-5584,POINT (-97.030001 49.894751),-97.030001,49.894751
234,235,Pharmacy,Carman Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",Walk-in,Southern Health-Santé Sud,34 1st St SW Box 1700,Carman,Manitoba,204-745-3620,POINT (-98.00315072399997 49.50731712800007),-98.00315072399997,49.50731712800007
235,236,Pharmacy,Celestial Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,842 Ellice Ave,Winnipeg,Manitoba,204-615-1946,POINT (-97.170117 49.89313),-97.170117,49.89313
236,237,Pharmacy,Cinden Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,A 123 Scurfield Blvd,Winnipeg,Manitoba,204-488-1819,POINT (-97.19501883199996 49.81690390200004),-97.19501883199996,49.81690390200004
237,238,Pharmacy,Clarkes Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Northern,50 Selkirk Ave,Thompson,Manitoba,204-778-7008,POINT (-97.85119299999999 55.742003),-97.85119299999999,55.742003
238,239,Pharmacy,The Prescription Shop #3,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,3 555 Balmoral St,Winnipeg,Manitoba,204-944-0954,POINT (-97.15183000899998 49.89682998000006),-97.15183000899998,49.89682998000006
239,240,Pharmacy,Clayman Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1 1099 Kingsbury Ave,Winnipeg,Manitoba,204-261-4214,POINT (-97.15287393499995 49.95244367300006),-97.15287393499995,49.95244367300006
240,241,Pharmacy,Wal-Mart Pharmacy #3116,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,1001 Empress St,Winnipeg,Manitoba,204-452-8410,POINT (-97.19468500000001 49.897054),-97.19468500000001,49.897054
241,242,Pharmacy,Clinic Drugstore,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,135 30 Stephen St,Morden,Manitoba,204-822-6667,POINT (-98.09283499999999 49.189268),-98.09283499999999,49.189268
242,243,Pharmacy,Clinic One Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,286 Mcdermot Ave,Winnipeg,Manitoba,204-957-5355,POINT (-97.14188823299997 49.89754298700007),-97.14188823299997,49.89754298700007
243,244,Pharmacy,Morden Drugstore,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,104 215 Stephen St,Morden,Manitoba,204-822-9992,POINT (-98.09835200000001 49.190166),-98.09835200000001,49.190166
244,245,Medical Clinic,Open Health Niverville,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,A 161 2nd Ave S,Niverville,Manitoba,204-388-6626,POINT (-97.04554469999994 49.60193340000006),-97.04554469999994,49.60193340000006
245,246,Medical Clinic,Clinique Notre-Dame Clinic,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Southern Health-Santé Sud,44 Rogers St,Notre Dame de Lourdes,Manitoba,204-284-2252,POINT (-98.55617352999997 49.53152850600003),-98.55617352999997,49.53152850600003
246,247,Pharmacy,Shoppers Drug Mart #2421,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",,Winnipeg,1017 Mcphillips St,Winnipeg,Manitoba,204-586-8091,POINT (-97.165521 49.932195),-97.165521,49.932195
247,248,Pharmacy,Concordia Community Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,4 1095 Concordia Ave,Winnipeg,Manitoba,204-669-4500,POINT (-97.06465300000001 49.9134),-97.06465300000001,49.9134
248,249,Pharmacy,Northway Pharmacy Broadway,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,618 Broadway Ave,Winnipeg,Manitoba,204-783-1887,POINT (-97.15532399999999 49.885442),-97.15532399999999,49.885442
249,250,Pharmacy,Super Thrifty Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Prairie Mountain Health,1100 Richmond Ave,Brandon,Manitoba,204-728-5730,POINT (-99.953367 49.826615),-99.953367,49.826615
250,251,Pharmacy,Costco #153,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1499 Regent Ave W,Winnipeg,Manitoba,204-654-3153,POINT (-97.051509 49.897135),-97.051509,49.897135
251,252,Pharmacy,Grand Medicine Health Services,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,Unit 15 801 Century St,Winnipeg,Manitoba,204-885-0768,POINT (-97.20158814799998 49.90277783900007),-97.20158814799998,49.90277783900007
252,253,Pharmacy,Costco Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",,Winnipeg,2365 McGillivary Blvd,Winnipeg,Manitoba,204-487-5109,POINT (-97.208811 49.819673),-97.208811,49.819673
253,254,Pharmacy,Costco Pharmacy #057,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1315 St James St,Winnipeg,Manitoba,204-788-4561,POINT (-97.198587 49.903407),-97.198587,49.903407
254,255,Pharmacy,Costco Pharmacy #57,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,1315 St James St,Winnipeg,Manitoba,204-788-4561,POINT (-97.198587 49.903407),-97.198587,49.903407
255,256,Pharmacy,Shoppers Drug Mart #2460,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,1122 Pembina Hwy,Winnipeg,Manitoba,204-284-8895,POINT (-97.15229998199999 49.84771999100008),-97.15229998199999,49.84771999100008
256,257,Pharmacy,Leila Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,632 Leila Ave,Winnipeg,Manitoba,204-228-3304,POINT (-97.13400865799997 49.94896307100004),-97.13400865799997,49.94896307100004
257,258,Pharmacy,Crestview Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,561 Ellice Ave,Winnipeg,Manitoba,204-775-5556,POINT (-97.156988 49.893071),-97.156988,49.893071
258,259,Pharmacy,Medicine Shoppe Pharmacy # 290,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,101 2800 Pembina Hwy,Winnipeg,Manitoba,204-275-3333,POINT (-97.15736751299994 49.79104998500003),-97.15736751299994,49.79104998500003
259,260,Pharmacy,The Medicine Shoppe Pharmacy # 331,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,Unit 1A 660 Osborne St,Winnipeg,Manitoba,204-504-9333,POINT (-97.13266277599996 49.86298117300004),-97.13266277599996,49.86298117300004
260,261,Pharmacy,The Medicine Shoppe Pharmacy # 319,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,Unit D 1510 St Mary's Rd,Winnipeg,Manitoba,204-421-9200,POINT (-97.11429090099995 49.82460219900003),-97.11429090099995,49.82460219900003
261,262,Pharmacy,Villagio Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,503 Sabourin St,St-Pierre-Jolys,Manitoba,204-433-7897,POINT (-96.98512996399995 49.44080000700006),-96.98512996399995,49.44080000700006
262,263,Pharmacy,Shoppers Drug Mart #553,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",,Winnipeg,1A 3900 Grant Ave,Winnipeg,Manitoba,204-888-2112,POINT (-97.26105914799996 49.85797740000004),-97.26105914799996,49.85797740000004
263,264,Pharmacy,Crossroads Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,2 1579 Regent Ave W,Winnipeg,Manitoba,0,POINT (-97.06581199999999 49.89813),-97.06581199999999,49.89813
264,265,Medical Clinic,Youville Community Health Centre,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,6 845 Dakota St,Winnipeg,Manitoba,204-255-4840,POINT (-97.10460359999996 49.82907150000005),-97.10460359999996,49.82907150000005
265,266,Pharmacy,Dauphin Clinic Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Prairie Mountain Health,622 3rd St SW,Dauphin,Manitoba,204-638-4602,POINT (-100.060976 51.147031),-100.060976,51.147031
266,267,Pharmacy,Killarney Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,7A 530 Williams St SW,Killarney,Manitoba,204-523-4273,POINT (-99.66466650199999 49.18431873000003),-99.66466650199999,49.18431873000003
267,268,Pharmacy,North Mart and Muskehki Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,A 910 Wall St,Winnipeg,Manitoba,204-775-9092,POINT (-97.182821 49.892338),-97.182821,49.892338
268,269,Pharmacy,Dc Obstetrics & Gynecology,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,47 Marion St,Winnipeg,Manitoba,204-925-3600,POINT (-97.126625 49.882154),-97.126625,49.882154
269,270,Pharmacy,Loblaw Pharmacy#1506,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Winnipeg,1578 Regent Ave W,Winnipeg,Manitoba,204-654-5535,POINT (-97.066396 49.894272),-97.066396,49.894272
270,271,Pharmacy,Sobeys Steinbach #5164,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,5,",Walk-in,Southern Health-Santé Sud,1 178 Pth 12N,Steinbach,Manitoba,204-326-3493,POINT (-96.69125099999999 49.547162),-96.69125099999999,49.547162
271,272,Pharmacy,Greencrest Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,",,Winnipeg,1 2770 Pembina Hwy,Winnipeg,Manitoba,204-415-3404,POINT (-97.15680172999998 49.79202613200005),-97.15680172999998,49.79202613200005
272,273,Pharmacy,Wal-Mar Pharmacy #3118,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,2370 Mcphillips St,Winnipeg,Manitoba,204-338-0341,POINT (-97.150081 49.95761),-97.150081,49.95761
273,274,Pharmacy,Rexall #7402,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,633 Lodge Ave,Winnipeg,Manitoba,204-989-4030,POINT (-97.27333 49.880296),-97.27333,49.880296
274,275,Pharmacy,The Medicine Shoppe Pharmacy #319,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,D 1510 St Mary's Rd,Winnipeg,Manitoba,204-421-9200,POINT (-97.114842 49.824958),-97.114842,49.824958
275,276,Pharmacy,Red River Co-op @ Southdale,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,77 Vermillion Rd,Winnipeg,Manitoba,204-257-1384,POINT (-97.073409 49.854461),-97.073409,49.854461
276,277,Pharmacy,Safeway 4856 (FreshCo 4287),Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,2 Alpine Ave,Winnipeg,Manitoba,204-255-8377,POINT (-97.10146400000001 49.855309),-97.10146400000001,49.855309
277,278,Pharmacy,Shoppers Drug Mart #551,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,L178 1485 Portage Ave,Winnipeg,Manitoba,204-775-2478,POINT (-97.198025 49.883907),-97.198025,49.883907
278,279,Pharmacy,The Medicine Shoppe Pharmacy #329,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,C 541 8th St,Brandon,Manitoba,204-717-7200,POINT (-99.94830232199996 49.84120440900006),-99.94830232199996,49.84120440900006
279,280,Pharmacy,Safeway Marion #4842,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,285 Marion St,Winnipeg,Manitoba,204-237-6803,POINT (-97.114696 49.882),-97.114696,49.882
280,281,Pharmacy,Safeway/Sobeys Kildare #4857,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,654 Kildare Ave E,Winnipeg,Manitoba,204-222-6849,POINT (-96.985596 49.900134),-96.985596,49.900134
281,282,Pharmacy,Sobeys Grant Park #5150,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1150 Taylor Ave,Winnipeg,Manitoba,204-474-1722,POINT (-97.16510100000001 49.852293),-97.16510100000001,49.852293
282,283,Pharmacy,Wal-Mart Pharmacy #1141,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,184 Pth 12N,Steinbach,Manitoba,204-346-9781,POINT (-96.692246 49.548421),-96.692246,49.548421
283,284,Pharmacy,Wal-Mart Pharmacy #3022,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,1450 Main St S,Dauphin,Manitoba,204-638-4835,POINT (-100.062267 51.137618),-100.062267,51.137618
284,285,Pharmacy,Wal-Mart Pharmacy #3119,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,54 1225 St Mary's Rd,Winnipeg,Manitoba,204-257-8020,POINT (-97.110174 49.829005),-97.110174,49.829005
285,286,Pharmacy,Rexall #4846,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Winnipeg,33F 1633 St Mary's Rd,Winnipeg,Manitoba,204-244-8998,POINT (-97.112264 49.819269),-97.112264,49.819269
286,287,Pharmacy,Red River Co-op Grant Park,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,1120 Grant Ave,Winnipeg,Manitoba,204-453-2668 ext 4,POINT (-97.16457 49.857734),-97.16457,49.857734
287,288,Pharmacy,Safeway Pharmacy #4821,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,1441 Henderson Hwy,Winnipeg,Manitoba,204-338-0225,POINT (-97.082663 49.946193),-97.082663,49.946193
288,289,Pharmacy,Safeway Ness #4822,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,1612 Ness Ave,Winnipeg,Manitoba,204-775-2414,POINT (-97.204763 49.881951),-97.204763,49.881951
289,290,Pharmacy,Safeway Pharmacy #4824,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,594 Mountain Ave,Winnipeg,Manitoba,204-589-0788,POINT (-97.144706 49.924164),-97.144706,49.924164
290,291,Pharmacy,Safeway Pharmacy #0712,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,841 Leila Ave,Winnipeg,Manitoba,204-339-1908,POINT (-97.142809 49.953503),-97.142809,49.953503
291,292,Pharmacy,Shoppers Drug Mart #2406,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Winnipeg,2533 Portage Ave,Winnipeg,Manitoba,204-896-3256,POINT (-97.259919 49.875544),-97.259919,49.875544
292,293,Pharmacy,Safeway Lindenridge #4859,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,",,Winnipeg,1625 Kenaston Blvd,Winnipeg,Manitoba,204-488-9411,POINT (-97.201538 49.825849),-97.201538,49.825849
293,294,Pharmacy,Shoppers Drug Mart #2501,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,100 1155 Concordia Ave,Winnipeg,Manitoba,204-669-1722,POINT (-97.06152899999999 49.912055),-97.06152899999999,49.912055
294,295,Pharmacy,Drug store Pharmacy # 9079,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Northern,12 Hwy #10 N,The Pas,Manitoba,204-623-1289,POINT (-101.2537192729999 53.82847254800004),-101.2537192729999,53.82847254800004
295,296,Pharmacy,Wal-Mart Pharmacy #3004,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,903 18th St N,Brandon,Manitoba,204-728-4427,POINT (-99.958547 49.867996),-99.958547,49.867996
296,297,Pharmacy,Wal-Mart Pharmacy #3107,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1576 Regent Ave W,Winnipeg,Manitoba,204-661-6956,POINT (-97.064255 49.89372),-97.064255,49.89372
297,298,Pharmacy,Red River Co-op Pharmacy Main,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1425 Main St,Winnipeg,Manitoba,204-586-0007,POINT (-97.124616 49.925691),-97.124616,49.925691
298,299,Pharmacy,Pharmacie Dufresne,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Southern Health-Santé Sud,10 1321 Dawson Rd,Lorette,Manitoba,204-878-4122,POINT (-96.87077219499997 49.73894921000004),-96.87077219499997,49.73894921000004
299,300,Pharmacy,Wal-Mart Pharmacy #3102,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Northern,300 Mystery Lake Rd,Thompson,Manitoba,204-778-4675 ,POINT (-97.848144 55.743948),-97.848144,55.743948
300,301,Pharmacy,Northway Pharmacy Harbourview,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Winnipeg,10 1320 Concordia Ave,Winnipeg,Manitoba,204-661-6265,POINT (-97.050236 49.911907),-97.050236,49.911907
301,302,Pharmacy,Drugstore Pharmacy #9081,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,1200 Main St Box 209,Swan River,Manitoba,204-734-5535,POINT (-101.260149 52.107334),-101.260149,52.107334
302,303,Pharmacy,Safeway Osborne and Kylemore #4844,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,655 Osborne St,Winnipeg,Manitoba,204-452-8604,POINT (-97.13366499999999 49.862816),-97.13366499999999,49.862816
303,304,Pharmacy,Red River Co-op Pharmacy St. Vital,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,850 Dakota St,Winnipeg,Manitoba,204-253-7899,POINT (-97.106421 49.828193),-97.106421,49.828193
304,305,Pharmacy,Safeway Pharmacy #4849,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,2025 Corydon Ave,Winnipeg,Manitoba,204-488-4996,POINT (-97.21233661799994 49.86699530800007),-97.21233661799994,49.86699530800007
305,306,Pharmacy,Drugstore Pharmacy #9081 - Extra Foods,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,1200 Main St,Swan River,Manitoba,204-734-5647,POINT (-101.260149 52.107334),-101.260149,52.107334
306,307,Pharmacy,Shoppers Drug Mart #545,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Southern Health-Santé Sud,382 Main St,Steinbach,Manitoba,204-326-3747,POINT (-96.68214000599994 49.52417002000004),-96.68214000599994,49.52417002000004
307,308,Pharmacy,Shoppers Drug Mart #559,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,795 Keewatin St,Winnipeg,Manitoba,204-694-8209,POINT (-97.194255 49.937398),-97.194255,49.937398
