,_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,Date_Added,wardName,geometry,LONGITUDE,LATITUDE
90,218384,317,Shoppers Drug Mart 1483,Pharmacy Immunization Site,666 Burnhamthorpe Rd.,,,,,-79.576687818,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-620-4867,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,103,2021-03-18,Etobicoke Centre,POINT (-79.576687818 43.641675456),-79.576687818,43.641675456
91,218385,318,Shoppers Drug Mart 1253,Pharmacy Immunization Site,1473 Queen St. West,,,,,-79.43903923,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 9 a.m.-9 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-530-2799,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,104,2021-03-18,Parkdale-High Park,POINT (-79.43903923000001 43.63990348),-79.43903923000001,43.63990348
92,218386,319,Shoppers Drug Mart 1362,Pharmacy Immunization Site,"1033 QUEEN STREET WEST, UNIT A",,,,,-79.41943856,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-516-5756,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,105,2021-03-18,Spadina-Fort York,POINT (-79.41943856 43.643752883),-79.41943856,43.643752883
93,218387,320,Shoppers Drug Mart 1441,Pharmacy Immunization Site,333 Bay St.,,,,,-79.380352309,,"Monday: 9 a.m.-4 p.m., Tuesday: 9 a.m.-4 p.m., Wednesday: 9 a.m.-4 p.m., Thursday: 9 a.m.-4 p.m., Friday: 9 a.m.-4 p.m., Saturday: closed, Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-304-1151,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,106,2021-03-18,Toronto Centre,POINT (-79.380352309 43.650367452),-79.380352309,43.650367452
94,218388,321,Shoppers Drug Mart 855,Pharmacy Immunization Site,1400 Neilson Rd.,,,,,-79.222824988,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-754-3130,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,107,2021-03-18,Scarborough North,POINT (-79.222824988 43.809178666),-79.222824988,43.809178666
95,218389,322,Shoppers Simply Pharmacy 3017,Pharmacy Immunization Site,"235 DANFORTH AVE, UNIT 101",,,,,-79.355407468,,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 10 a.m.-3 p.m., Sunday: 10 a.m.-3 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-778-7780,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,108,2021-03-18,Toronto-Danforth,POINT (-79.355407468 43.676607878),-79.355407468,43.676607878
96,218390,323,HealthSmart Pharmasave,Pharmacy Immunization Site,2425 Eglinton Ave. E. #10,,,,,-79.267103937,,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-5 p.m., Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-759-0000,,,,https://www.healthsmartpharmasave.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,109,2021-03-18,Scarborough Southwest,POINT (-79.267103937 43.732081947),-79.267103937,43.732081947
97,218391,324,Pharmasave Cedarcourt Pharmacy,Pharmacy Immunization Site,3480 Lawrence Avenue East,,,,,-79.226951304,,"Monday: 10 a.m.-7 p.m., Tuesday: 10 a.m.-7 p.m., Wednesday: 10 a.m.-7 p.m., Thursday: 10 a.m.-7 p.m., Friday: 10 a.m.-7 p.m., Saturday: 10-4, Sunday: Close","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-289-0000,,,,https://www.pharmasave.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,110,2021-03-18,Scarborough-Guildwood,POINT (-79.226951304 43.759797121),-79.226951304,43.759797121
98,218392,325,Sanomed Pharmacy & compounding Centre,Pharmacy Immunization Site,1000 Bay st,,,,,-79.38791166,,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 10 a.m.-4 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-923-7770,,,,https://www.sanomedpharmacy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,111,2021-03-18,University-Rosedale,POINT (-79.38791166 43.665397383),-79.38791166,43.665397383
99,218393,326,Green pharmacy,Pharmacy Immunization Site,620A Bloor street west,,,,,-79.414188927,,"Monday: 9 a.m.-6 p.m., Tuesday: 9 a.m.-6 p.m., Wednesday: 9 a.m.-6 p.m., Thursday: 9 a.m.-6 p.m., Friday: 9 a.m.-6 p.m., Saturday: 10 a.m.-2 p.m., Sunday: Cosed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-530-4004,,,,https://www.pharmachoice.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,112,2021-03-18,University-Rosedale,POINT (-79.414188927 43.664734947),-79.414188927,43.664734947
100,218394,327,Junction Chemist Pharmacy,Pharmacy Immunization Site,17 St. Johns Rd,,,,,-79.473960595,,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 10 a.m.-6 p.m., Friday: 10 a.m.-6 p.m., Saturday: 10 a.m.-5 p.m., Sunday: 10 a.m.-3 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",647-748-3784,,,,https://www.junctionchemist.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,113,2021-03-18,Parkdale-High Park,POINT (-79.47396059499999 43.665282387),-79.47396059499999,43.665282387
101,218395,328,GLENCADE PHARMACY,Pharmacy Immunization Site,"290 THE WEST MALL ETOBICOKE, ON M9C1C6",,,,,-79.561801833,,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-5 p.m., Sunday: 11 a.m.-4 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-622-2111,,,,https://www.GLENCADEPHARMACY.CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,114,2021-03-18,Etobicoke Centre,POINT (-79.561801833 43.634647842),-79.561801833,43.634647842
102,218396,329,Toronto East Pharmasave,Pharmacy Immunization Site,"825 Coxwell Ave. #C114, Toronto, Ontario",,,,,-79.324950781,,"Monday: 8 a.m.-7:30 p.m., Tuesday: 8 a.m.-7:30 p.m., Wednesday: 8 a.m.-7:30 p.m., Thursday: 8 a.m.-7:30 p.m., Friday: 8 a.m.-7:30pm, Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-5 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-778-1221,,,,https://www.tepharmasave.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,115,2021-03-18,Beaches-East York,POINT (-79.32495078100001 43.689823411),-79.32495078100001,43.689823411
103,218397,330,Wal-Mart Pharmacy #1080,Pharmacy Immunization Site,5995 STEELES AVE E,,,,,-79.254408509,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-298-2578,,,,https://www.walmart.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,116,2021-03-18,Scarborough North,POINT (-79.254408509 43.833404957),-79.254408509,43.833404957
104,218398,331,Wal-Mart Pharmacy #3000,Pharmacy Immunization Site,3850 SHEPPARD AVE E,,,,,-79.29224945899999,,"Monday: 7 a.m.-11 p.m., Tuesday: 7 a.m.-11 p.m., Wednesday: 7 a.m.-11 p.m., Thursday: 7 a.m.-11 p.m., Friday: 7 a.m.-11 p.m., Saturday: 7 a.m.-11 p.m., Sunday: 7 a.m.-11 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-293-2429,,,,https://www.walmart.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,117,2021-03-18,Scarborough-Agincourt,POINT (-79.292249459 43.783929916),-79.292249459,43.783929916
105,218399,354,Shoppers Drug Mart 872,Pharmacy Immunization Site,6428 Yonge St.,,,,,-79.42232389,,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 11 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-223-6250,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,118,2021-03-18,Willowdale,POINT (-79.42232389 43.79617064),-79.42232389,43.79617064
106,218400,355,Shoppers Drug Mart 985,Pharmacy Immunization Site,200 Bay St.,,,,,-79.379750592,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: 10 a.m.-4 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-865-0001,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,119,2021-03-18,Spadina-Fort York,POINT (-79.37975059199999 43.646291957),-79.37975059199999,43.646291957
107,218401,356,Shoppers Drug Mart 1509,Pharmacy Immunization Site,2901 Sheppard Ave. East,,,,,-79.322096922,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-491-4444,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,120,2021-03-18,Scarborough-Agincourt,POINT (-79.322096922 43.7750538),-79.322096922,43.7750538
108,218402,357,Birchmount & Sheppard Scarborough Rexall,Pharmacy Immunization Site,3607 Sheppard Avenue East,,,,,-79.298450999,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-291-0402,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,121,2021-03-18,Scarborough-Agincourt,POINT (-79.298450999 43.780462274),-79.298450999,43.780462274
109,218403,358,Shoppers Drug Mart 1162,Pharmacy Immunization Site,"4700 KEELE STREET, YORK LANES",,,,,-79.50233816800001,,"Monday: 10 a.m.-6 p.m., Tuesday: 10 a.m.-6 p.m., Wednesday: 10 a.m.-6 p.m., Thursday: 10 a.m.-6 p.m., Friday: 10 a.m.-6 p.m., Saturday: 10 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-514-0993,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,122,2021-03-18,Humber River-Black Creek,POINT (-79.50233816799999 43.773410091),-79.50233816799999,43.773410091
110,218404,359,Shoppers Drug Mart 1313,Pharmacy Immunization Site,"1860 BAYVIEW AVENUE, UNIT 101",,,,,-79.377937316,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-482-9841,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,123,2021-03-18,Don Valley West,POINT (-79.377937316 43.714154464),-79.377937316,43.714154464
111,218405,360,Shoppers Drug Mart 800,Pharmacy Immunization Site,629 Markham Rd,,,,,-79.22391322899999,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-439-2121,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,124,2021-03-18,Scarborough-Guildwood,POINT (-79.223913229 43.760682884),-79.223913229,43.760682884
112,218406,361,"Church & Front, Toronto Rexall",Pharmacy Immunization Site,63 Front Street East,,,,,-79.373867394,,"Monday: 8 a.m.-9 p.m., Tuesday: 8 a.m.-9 p.m., Wednesday: 8 a.m.-9 p.m., Thursday: 8 a.m.-9 p.m., Friday: 8 a.m.-9 p.m., Saturday: 8 a.m.-6 p.m., Sunday: 8 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-607-6387,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,125,2021-03-18,Toronto Centre,POINT (-79.373867394 43.64817414),-79.373867394,43.64817414
113,218407,362,Shoppers Drug Mart 919,Pharmacy Immunization Site,6205 Bathurst St.,,,,,-79.444456887,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-222-5464,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,126,2021-03-18,Willowdale,POINT (-79.444456887 43.791134191),-79.444456887,43.791134191
114,218408,363,Shoppers Drug Mart 881,Pharmacy Immunization Site,3401 DUFFERIN ST.,,,,,-79.451467173,,"Monday: 11 a.m.-7 p.m., Tuesday: 11 a.m.-7 p.m., Wednesday: 11 a.m.-7 p.m., Thursday: 11 a.m.-7 p.m., Friday: 11 a.m.-7 p.m., Saturday: 11 a.m.-7 p.m., Sunday: 11 a.m.-7 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-789-1201,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,127,2021-03-18,Eglinton-Lawrence,POINT (-79.451467173 43.726070444),-79.451467173,43.726070444
115,218409,332,Wal-Mart Pharmacy #1004,Pharmacy Immunization Site,2525 ST CLAIR AVE W,,,,,-79.48530166100001,,"Monday: 7 a.m.-11 p.m., Tuesday: 7 a.m.-11 p.m., Wednesday: 7 a.m.-11 p.m., Thursday: 7 a.m.-11 p.m., Friday: 7 a.m.-11 p.m., Saturday: 7 a.m.-11 p.m., Sunday: 7 a.m.-11 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-763-1867,,,,https://www.walmart.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,128,2021-03-18,York South-Weston,POINT (-79.48530166099999 43.668058323),-79.48530166099999,43.668058323
116,218410,333,Wal-Mart Pharmacy #3111,Pharmacy Immunization Site,799 MILNER AVE,,,,,-79.200127241,,"Monday: 7 a.m.-11 p.m., Tuesday: 7 a.m.-11 p.m., Wednesday: 7 a.m.-11 p.m., Thursday: 7 a.m.-11 p.m., Friday: 7 a.m.-11 p.m., Saturday: 7 a.m.-11 p.m., Sunday: 7 a.m.-11 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-281-4643,,,,https://www.walmart.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,129,2021-03-18,Scarborough-Rouge Park,POINT (-79.200127241 43.797555284),-79.200127241,43.797555284
117,218411,334,Metro Pharmacy #537,Pharmacy Immunization Site,3003 Danforth Avenue,,,,,-79.288695805,,"Monday: 8 a.m.-8 p.m., Tuesday: 8 a.m.-8 p.m., Wednesday: 8 a.m.-8 p.m., Thursday: 8 a.m.-8 p.m., Friday: 8 a.m.-8 p.m., Saturday: 9 a.m.-7 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-686-8484,,,,https://www.metro.ca/pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,130,2021-03-18,Beaches-East York,POINT (-79.288695805 43.690633629),-79.288695805,43.690633629
118,218412,335,North York City Centre Rexall,Pharmacy Immunization Site,5150 Yonge Street,,,,,-79.413067543,,"Monday: 8 a.m.-6 p.m., Tuesday: 8 a.m.-6 p.m., Wednesday: 8 a.m.-6 p.m., Thursday: 8 a.m.-6 p.m., Friday: 8 a.m.-6 p.m., Saturday: 10 a.m.-4 p.m., Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-226-6442,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,131,2021-03-18,Willowdale,POINT (-79.413067543 43.768869836),-79.413067543,43.768869836
119,218413,336,Shoppers Drug Mart 1399,Pharmacy Immunization Site,"91 Rylander Blvd., Unit 1022",,,,,-79.152335853,,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-724-5344,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,132,2021-03-18,Scarborough-Rouge Park,POINT (-79.152335853 43.796762059),-79.152335853,43.796762059
120,218414,337,Shoppers Drug Mart 945,Pharmacy Immunization Site,181 BAY ST,,,,,-79.379370553,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: CLOSED, Sunday: CLOSED","Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-777-1300,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Health; Toronto Public Health,133,2021-03-18,Toronto Centre,POINT (-79.379370553 43.647214431),-79.379370553,43.647214431
