,facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
5435,Thunder Bay Ultrasound Inc.,Independent Health Facility,,Thunder Bay Ultrasound Inc.,,,,,1265 Arthur Street East,Thunder Bay,ON,P7E6E7,Province of Ontario,-89.254857761,48.3812179560001,,,
5436,Simcoe Diagnostic Imaging,Independent Health Facility,,SSJL Holdings Inc.,,,,,65 Donly Drive North,Simcoe,ON,N3Y0C2,Province of Ontario,-80.289745801,42.8470800000001,,,
5437,MIC Sarnia,Independent Health Facility,,Medical Imaging Centres Inc.,,,,,130 Mitton Street North,Sarnia,ON,N7T6G6,Province of Ontario,-82.397943271,42.9717326200001,,,
5438,Essex County Respiratory Services,Independent Health Facility,,2662939 Ontario Inc.,,,,,1695 Manning Road,Windsor,ON,N8N2L9,Province of Ontario,-82.870269956,42.306675979,,,
5439,Bio-Test Radiology Services,Independent Health Facility,,Bio-Test Laboratory Inc.,,,,,2006 Robertson Road,Ottawa,ON,K2H1A5,Province of Ontario,-75.827160073,45.323864133,,,
5440,Sleep Disorders Clinic Hamilton,Independent Health Facility,,Gottschalk Health Services Inc.,,,,,55 Frid Street,Hamilton,ON,L8P4M3,Province of Ontario,-79.8922470109999,43.258761092,,,
5441,MyHealth Centre,Independent Health Facility,,MyHealth Partners Inc.,,,,,510 Southdale Road East,London,ON,N6E0B2,Province of Ontario,-81.2363548069999,42.9428693720001,,,
5442,Canadian Diagnostic Network Inc.,Independent Health Facility,,Canadian Diagnostic Network Inc.,,,,,605 Longfields Drive,Ottawa,ON,K2J5N2,Province of Ontario,-75.7436755419999,45.2856376300001,,,
5443,Acton X-Ray & Ultrasound,Independent Health Facility,,1076254 Ontario Limited,,,,,10 Eastern Avenue,Acton,ON,L7J0A5,Province of Ontario,-80.0357165899999,43.633287051,,,
5444,CCMSU Medical Imaging,Independent Health Facility,,1405067 Ontario Inc.,,,,,240 Duncan Mill Road,Toronto,ON,M3B3S6,Province of Ontario,-79.3513993829999,43.762191306,,,
5445,Torbram and North Park X-Ray and Ultrasound,Independent Health Facility,,2548781 Ontario Limited,,,,,2130 North Park Drive,Brampton,ON,L6S0C9,Province of Ontario,-79.726575302,43.7496909860001,,,
5446,Ottawa Cardiovascular Centre - Orleans Inc.,Independent Health Facility,,Ottawa Cardiovascular Centre - Orleans Inc.,,,,,5929 Jeanne d'Arc Boulevard South,Ottawa,ON,K1C6V8,Province of Ontario,-75.5410543899999,45.4642328690001,,,
5447,Can Med Equipment Inc.,Independent Health Facility,,Can Med Equipment Inc.,,,,,605 Longfields Drive,Ottawa,ON,K2J5N2,Province of Ontario,-75.7436755419999,45.2856376300001,,,
5448,Metro Radiology (Vaughan),Independent Health Facility,,2456462 Ontario Limited,,,,,1530 Major Mackenzie Drive,Vaughan,ON,L6A0A9,Province of Ontario,-79.4943657379999,43.8628942170001,,,
5449,Belleville Medical Arts X-Ray and Ultrasound,Independent Health Facility,,2456462 Ontario Limited,,,,,210 Dundas Street East,Belleville,ON,K8N5G8,Province of Ontario,-77.36936628,44.1632311650001,,,
5450,MyHealth Centre,Independent Health Facility,,MyHealth Partners Inc.,,,,,2494 Danforth Avenue,Toronto,ON,M4C1K9,Province of Ontario,-79.3032679619999,43.688042495,,,
5451,Georgian Radiology Consultants - Wasaga Beach,Independent Health Facility,,Georgian Imaging Incorporated,,,,,14 Ramblewood Drive,Wasaga Beach,ON,L9Z0C4,Province of Ontario,-80.07588988,44.468545793,,,
5452,Dr. N. Ahuja Medicine Professional Corporation,Independent Health Facility,,Dr. N. Ahuja Medicine Professional Corporation,,,,,536 Concession Street,Hamilton,ON,L8V1A6,Province of Ontario,-79.853288697,43.241053591,,,
5453,Greater Niagara Medical Imaging,Independent Health Facility,,Greater Niagara Medical Imaging Inc.,,,,,7885 McLeod Road,Niagara Falls,ON,L2H0G5,Province of Ontario,-79.1265438519999,43.0710326940001,,,
5454,Canadian Medical Licences Inc.,Independent Health Facility,,Canadian Medical Licences Inc.,,,,,6265 Perth Street,Richmond,ON,K0A2Z0,Province of Ontario,-75.845744668,45.190371709,,,
5455,Simeunovic Medicine Professional Corporation,Independent Health Facility,,Simeunovic Medicine Professional Corporation,,,,,17 Park Avenue East,Chatham-Kent,ON,N7M3V3,Province of Ontario,-82.177124551,42.3973003300001,,,
5456,KMH MRI Inc.,Independent Health Facility,,KMH MRI Inc.,,,,,751 Victoria Street South,Kitchener,ON,N2M5N4,Province of Ontario,-80.521405026,43.438986594,,,
5457,Wisdom Medical Inc.,Independent Health Facility,,Wisdom Medical Inc.,,,,,8054 Yonge Street,Vaughan,ON,L4J1W3,Province of Ontario,-79.426722013,43.823711813,,,
5458,Dr. Nicholas Leyland Medicine Professional Corporation,Independent Health Facility,,Dr. Nicholas A. Leyland,,,,,1200 Main Street West,Hamilton,ON,L8N3Z5,Province of Ontario,-79.9169699189999,43.258848191,,,
5459,East End Breast Imaging,Independent Health Facility,,BSA Diagnostic Imaging Inc.,,,,,4002 Sheppard Avenue East,Toronto,ON,M1S1S6,Province of Ontario,-79.287706865,43.783738612,,,
5460,MyHealth Centre,Independent Health Facility,,MyHealth Partners Inc.,,,,,17730 Leslie Street,Newmarket,ON,L3Y3E4,Province of Ontario,-79.434173937,44.071340756,,,
5461,Wentworth-Halton X-Ray and Ultrasound Inc.,Independent Health Facility,,Wentworth-Halton X-Ray and Ultrasound Inc.,,,,,723 Rymal Road West,Hamilton,ON,L9B2W2,Province of Ontario,-79.926497718,43.209880882,,,
5462,Ajax Urology Associates,Independent Health Facility,,Dr. Arthur Grabowski,,,,,95 Bayly Street West,Ajax,ON,L1S7K8,Province of Ontario,-79.0213260849999,43.842399535,,,
5463,Dr. George H. Beiko,Independent Health Facility,,Dr. George H. Beiko,,,,,180 Vine Street South,St. Catharines,ON,L2R7P3,Province of Ontario,-79.229019093,43.1718059070001,,,
5464,Toronto Lung Care Clinic - East,Independent Health Facility,,Metro Health Network Inc.,,,,,1333 Neilson Road,Toronto,ON,M1B4Y9,Province of Ontario,-79.219652745,43.8084389200001,,,
5465,Kingston Medical Imaging Inc.,Independent Health Facility,,Kingston Medical Imaging Inc.,,,,,835 Princess Street,Kingston,ON,K7L1G7,Province of Ontario,-76.5087641059999,44.2401155160001,,,
5466,Beamsville Diagnostic Imaging,Independent Health Facility,,2393803 Ontario Inc.,,,,,4438 Ontario Street,Lincoln,ON,L0R1B5,Province of Ontario,-79.4773349719999,43.1727272960001,,,
5467,Ontario Diagnostic Centre (ODC) - Rexdale,Independent Health Facility,,7523203 Canada Inc.,,,,,123 Rexdale Boulevard,Toronto,ON,M9W1P1,Province of Ontario,-79.565439947,43.7110926870001,,,
5468,Kingston Heart Clinic Nuclear and Vascular Laboratory Inc.,Independent Health Facility,,Kingston Heart Clinic Nuclear and Vascular Laboratory Inc.,,,,,460 Princess Street,Kingston,ON,K7L1C2,Province of Ontario,-76.4949439009999,44.2339664150001,,,
5469,Meadowvale Blvd. Imaging,Independent Health Facility,,Clearview Diagnostic Imaging Inc.,,,,,2180 Meadowvale Boulevard,Mississauga,ON,L5N5S3,Province of Ontario,-79.7577340989999,43.606850659,,,
5470,Canadian Medical Licences Inc.,Independent Health Facility,,Canadian Medical Licences Inc.,,,,,7869 Yonge Street,Innisfil,ON,L9S1B8,Province of Ontario,-79.61878412,44.323504991,,,
5471,Brampton Nuclear Services,Independent Health Facility,,DLH Medical Inc.,,,,,470 Chrysler Drive,Brampton,ON,L6S0C1,Province of Ontario,-79.714837998,43.747177686,,,
5472,Rampure Radiology Associates Inc.,Independent Health Facility,,Rampure Radiology Associates Inc.,,,,,2464 Howard Avenue,Windsor,ON,N8X3V6,Province of Ontario,-83.012558499,42.29191567,,,
5473,York X-Ray Management Limited,Independent Health Facility,,York X-Ray Management Limited,,,,,3292 Bayview Avenue,Toronto,ON,M2M4J5,Province of Ontario,-79.3936755989999,43.7898575090001,,,
5474,Brampton Vascular Institute,Independent Health Facility,,Brampton Vascular Associates Ltd.,,,,,178 John Street,Brampton,ON,L6W2A4,Province of Ontario,-79.752827705,43.6916704750001,,,
5475,Dr. Sylvia L. Rodriguez Medicine Professional Corporation,Independent Health Facility,,Dr. Sylvia L. Rodriguez Medicine Professional Corporation,,,,,89 Dawson Road,Guelph,ON,N1H1B1,Province of Ontario,-80.278275159,43.5491320250001,,,
5476,Dr. Murari Patodia,Independent Health Facility,,Murari L. Patodia Medicine Professional Corporation,,,,,1500 London Road,Sarnia,ON,N7S1P7,Province of Ontario,-82.345955456,42.9831041250001,,,
5477,Dr. Cynthia Bullen Kesty,Independent Health Facility,,Dr. Cynthia Bullen Kesty,,,,,66 Josephine Street,North Bay,ON,P1B0A7,Province of Ontario,-79.469062768,46.3328061330001,,,
5478,Vodden X-Ray & Ultrasound,Independent Health Facility,,IFM Holdings Ltd.,,,,,36 Vodden Street East,Brampton,ON,L6V4H4,Province of Ontario,-79.76829271,43.694771974,,,
5479,Scarborough Radiologist,Independent Health Facility,,12147416 Canada Inc.,,,,,3000 Lawrence Avenue East,Toronto,ON,M1P2V2,Province of Ontario,-79.24956745,43.7551322090001,,,
5480,MyHealth Centre,Independent Health Facility,,MyHealth Partners Inc.,,,,,510 Southdale Road East,London,ON,N6E0B2,Province of Ontario,-81.2363548069999,42.9428693720001,,,
5481,Ontario Diagnostic Centre (ODC) - Etobicoke,Independent Health Facility,,2540794 Ontario Inc.,,,,,85 The East Mall,Toronto,ON,M8Z5W4,Province of Ontario,-79.548668734,43.6198988720001,,,
5482,Clear Medical Imaging,Independent Health Facility,,2324317 Ontario Ltd.,,,,,410 Giles Boulevard East,Windsor,ON,N9A4C6,Province of Ontario,-83.025526304,42.3079898720001,,,
5483,Pinnacle Health Sciences Centre,Independent Health Facility,,11805177 Canada Inc.,,,,,9651 Yonge Street,Richmond Hill,ON,L4C1V7,Province of Ontario,-79.434437719,43.863376019,,,
5484,MyHealth Centre,Independent Health Facility,,MyHealth Partners Inc.,,,,,4949 Bathurst Street,Toronto,ON,M2R1Y1,Province of Ontario,-79.442350614,43.774395204,,,
5485,Dr. Joseph J.K. Ma Medicine Professional Corporation,Independent Health Facility,,Dr. Joseph J.K. Ma Medicine Professional Corporation,,,,,500 Sheppard Avenue East,Toronto,ON,M2N6H7,Province of Ontario,-79.388935596,43.766862905,,,
5486,P. Maskens Medicine Professional Corporation,Independent Health Facility,,P. Maskens Medicine Professional Corporation,,,,,849 Alexander Court,Peterborough,ON,K9J7H8,Province of Ontario,-78.344702807,44.2982623450001,,,
5487,Eglinton Danforth Road Radiology,Independent Health Facility,,Bar Nik Inc.,,,,,2805 Eglinton Avenue East,Toronto,ON,M1J2E1,Province of Ontario,-79.244621347,43.7369256060001,,,
5488,Metro Radiology (Markham),Independent Health Facility,,2456462 Ontario Limited,,,,,1371 Neilson Road,Toronto,ON,M1B4Z8,Province of Ontario,-79.220886546,43.8092951200001,,,
5489,Bayview Hill Diagnostic Imaging,Independent Health Facility,,Bayview Hill Diagnostic Imaging Inc.,,,,,1 Spadina Road,Richmond Hill,ON,L4B3M2,Province of Ontario,-79.3950390059999,43.8614695210001,,,
5490,Carlisle Ultrasound Services,Independent Health Facility,,Genhee So Medicine Professional Corporation,,,,,1493 Centre Road,Hamilton,ON,L0R1H2,Province of Ontario,-79.982534652,43.3950697120001,,,
5491,Midtown Diagnostic Imaging,Independent Health Facility,,1582235 Ontario Limited,,,,,1849 Yonge Street,Toronto,ON,M4S1Y2,Province of Ontario,-79.3961127919999,43.6968471920001,,,
5492,IVF Canada,Independent Health Facility,,L.S.G. Holding Ltd.,,,,,2347 Kennedy Road,Toronto,ON,M1T3T8,Province of Ontario,-79.288235265,43.784084212,,,
5493,StL Diagnostic Imaging,Independent Health Facility,,StL Diagnostic Imaging Inc.,,,,,2420 Meadowpine Boulevard,Mississauga,ON,L5N6S2,Province of Ontario,-79.774182504,43.6044915580001,,,
5494,Hitek Medical Imaging,Independent Health Facility,,Hitek Medical Imaging Inc.,,,,,6464 Yonge Street,Toronto,ON,M2M3X4,Province of Ontario,-79.422287709,43.795880708,,,
5495,"Bellesmere X-Ray, Ultrasound & Bone Density",Independent Health Facility,,2546390 Ontario Incorporated,,,,,1920 Ellesmere Road,Toronto,ON,M1H2V6,Province of Ontario,-79.2408451489999,43.7750119130001,,,
5496,Markham Diagnostic Centre,Independent Health Facility,,2360864 Ontario Inc.,,,,,5293 Highway 7 East,Markham,ON,L3P7M7,Province of Ontario,-79.282626071,43.866996627,,,
5497,Uptown Eye Specialists,Independent Health Facility,,EMDI Holdings Inc.,,,,,7900 Hurontario Street,Brampton,ON,L6Y0P6,Province of Ontario,-79.7317096959999,43.664101971,,,
5498,Oshawa Clinic Centre for Sleep Medicine,Independent Health Facility,,Clinic Management & Technical Services,,,,,15 Charles Street,Oshawa,ON,L1H4X5,Province of Ontario,-78.858466338,43.8981674520001,,,
5499,PDS Diagnostic Imaging,Independent Health Facility,,Humber Valley Ultrasound Inc.,,,,,1520 Steeles Avenue West,Vaughan,ON,L4K3B9,Province of Ontario,-79.471886024,43.787939705,,,
5500,Oshawa X-Ray and Ultrasound,Independent Health Facility,,Impexxus Medical Imaging Inc.,,,,,11 Gibb Street,Oshawa,ON,L1H2J9,Province of Ontario,-78.8608269379999,43.8900248510001,,,
5501,Golden Gate X-Ray,Independent Health Facility,,IFM Holdings Ltd.,,,,,100 Pertosa Drive,Brampton,ON,L6X0H9,Province of Ontario,-79.8049441209999,43.68056927,,,
5502,123 Edward Street Diagnostic Imaging Ltd.,Independent Health Facility,,2642170 Ontario Limited,,,,,123 Edward Street,Toronto,ON,M5G1E2,Province of Ontario,-79.3868141849999,43.655646285,,,
5503,Harwood X-Ray and Ultrasound,Independent Health Facility,,Ellesmere X-Ray Inc.,,,,,601 Harwood Avenue South,Ajax,ON,L1S2J5,Province of Ontario,-79.014487182,43.836548334,,,
5504,Credit Valley Diagnostic Centre,Independent Health Facility,,2595249 Ontario Inc.,,,,,13 John Street,Toronto,ON,M9N1J2,Province of Ontario,-79.517384131,43.7011525870001,,,
5505,Jane-Shoreham Diagnostic Services,Independent Health Facility,,2412209 Ontario Inc.,,,,,4640 Jane Street,Toronto,ON,M3N2K5,Province of Ontario,-79.520783238,43.7684641990001,,,
5506,Milliken Wells X-Ray and Ultrasound,Independent Health Facility,,Alpha Diagnostic Imaging Inc.,,,,,2130 Lawrence Avenue East,Toronto,ON,M1R3A6,Province of Ontario,-79.287310562,43.747571506,,,
5507,Wentworth-Halton X-Ray and Ultrasound Inc.,Independent Health Facility,,Wentworth-Halton X-Ray and Ultrasound Inc.,,,,,1060 Speers Road,Oakville,ON,L6L2X4,Province of Ontario,-79.703661466,43.4313646310001,,,
5508,Hitek Medical Imaging,Independent Health Facility,,High-Tech Medical Imaging Inc.,,,,,245 Dixon Road,Toronto,ON,M9P2M4,Province of Ontario,-79.545068239,43.6958798850001,,,
5509,West Toronto Eye Care,Independent Health Facility,,Sheila Brazel Medicine Professional Corporation,,,,,2238 Dundas Street West,Toronto,ON,M6R3A9,Province of Ontario,-79.451493506,43.6543770820001,,,
5510,Etobicoke-Brampton Sleep Clinic,Independent Health Facility,,2079735 Ontario Inc.,,,,,106 Humber College Boulevard,Toronto,ON,M9V4E4,Province of Ontario,-79.60012376,43.731399389,,,
5511,Zanetti Ophthalmic Ultrasound Clinic,Independent Health Facility,,Dr. Fabio G. Zanetti,,,,,525 Park Road North,Brantford,ON,N3R7K8,Province of Ontario,-80.249342417,43.182372462,,,
5512,Procrea Vaughan Ultrasound,Independent Health Facility,,Clearview Diagnostic Imaging Inc.,,,,,955 Major Mackenzie Drive West,Vaughan,ON,L6A4P9,Province of Ontario,-79.46872203,43.8642028180001,,,
5513,Canadian Diagnostic Network Inc.,Independent Health Facility,,Canadian Diagnostic Network Inc.,,,,,770 Broadview Avenue,Ottawa,ON,K2A3Z3,Province of Ontario,-75.755211754,45.3777041450001,,,
5514,"Park-Med X-Ray Services, Rathburn",Independent Health Facility,,2548781 Ontario Limited,,,,,5425 Creditview Road,Mississauga,ON,L5V2P3,Province of Ontario,-79.695709278,43.5871718590001,,,
5515,Wentworth Halton X-Ray and Ultrasound Inc.,Independent Health Facility,,Wentworth-Halton X-Ray and Ultrasound Inc.,,,,,132 Parkdale Avenue South,Hamilton,ON,L8K3P3,Province of Ontario,-79.7937871779999,43.233132492,,,
5516,Medscan Medical Imaging,Independent Health Facility,,2665393 Ontario Inc.,,,,,6870 Goreway Drive,Mississauga,ON,L4V1P1,Province of Ontario,-79.6278434669999,43.7111104840001,,,
5517,Toronto Lung Care Clinic,Independent Health Facility,,Metro Health Network Inc.,,,,,1110 Sheppard Avenue East,Toronto,ON,M2K2W2,Province of Ontario,-79.36902359,43.7713079060001,,,
5518,MyHealth Centre,Independent Health Facility,,MyHealth Partners Inc.,,,,,462 Birchmount Road,Toronto,ON,M1K1N8,Province of Ontario,-79.2687271519999,43.7069551000001,,,
5519,Dundas Medical Imaging,Independent Health Facility,,2382139 Ontario Inc.,,,,,60 Hatt Street,Hamilton,ON,L9H7T6,Province of Ontario,-79.9574379319999,43.2652526900001,,,
5520,PDS Diagnostic Imaging,Independent Health Facility,,Humber Valley Ultrasound Inc.,,,,,2 Champagne Drive,Toronto,ON,M3J2C5,Province of Ontario,-79.472008622,43.7664573010001,,,
5521,Centre for Sleep and Chronobiology Inc.,Independent Health Facility,,Centre for Sleep and Chronobiology Inc.,,,,,1054 Wilson Avenue,Toronto,ON,M3K1G6,Province of Ontario,-79.4794184209999,43.7282775940001,,,
5522,Georgian Radiology Consultants - Huronia,Independent Health Facility,,Georgian Imaging Incorporated,,,,,480 Huronia Road,Barrie,ON,L4N6M2,Province of Ontario,-79.664861537,44.3474089920001,,,
5523,Canadian Diagnostic Network West Inc.,Independent Health Facility,,Canadian Diagnostic Network West Inc.,,,,,1181 Hunt Club Road,Ottawa,ON,K1V8S4,Province of Ontario,-75.6507697169999,45.352427945,,,
5524,Greater Niagara Medical Imaging,Independent Health Facility,,Greater Niagara Medical Imaging Inc.,,,,,464 Welland Avenue,St. Catharines,ON,L2M5V4,Province of Ontario,-79.21714109,43.1736445080001,,,
5525,York Radiology and Ultrasound Consultants,Independent Health Facility,,York X-Ray Management Limited,,,,,1100 Sheppard Avenue East,Toronto,ON,M2K2W1,Province of Ontario,-79.36971439,43.771192006,,,
5526,Donvale Ultrasound Services Ltd.,Independent Health Facility,,Donvale Ultrasound Services Ltd.,,,,,521 Victoria Park Avenue,Toronto,ON,M4C5H1,Province of Ontario,-79.2876055569999,43.690107696,,,
5527,Antrim X-Ray and Ultrasound,Independent Health Facility,,Parkmount X-Ray & Ultrasound Services Ltd.,,,,,2 Antrim Crescent,Toronto,ON,M1P2N3,Province of Ontario,-79.2839873629999,43.7717606100001,,,
5528,Bay Street Ultrasound,Independent Health Facility,,Canadian Reproductive Imaging Inc.,,,,,655 Bay Street,Toronto,ON,M5G2K4,Province of Ontario,-79.384415485,43.657829286,,,
5529,North Toronto Eye Care,Independent Health Facility,,Dr. Jon W. Waisberg,,,,,2065 Finch Avenue West,Toronto,ON,M3N2V7,Province of Ontario,-79.523279838,43.755755397,,,
5530,Metro Radiology (Vaughan),Independent Health Facility,,2456462 Ontario Limited,,,,,4600 Highway 7 West,Vaughan,ON,L4L4Y7,Province of Ontario,-79.575717157,43.784132599,,,
5531,Anjema Eye Institute,Independent Health Facility,,Dr. Christopher J. Anjema Medicine Professional Corporation,,,,,735 Saint Clair Street,Chatham-Kent,ON,N7L0E9,Province of Ontario,-82.216265366,42.4293873340001,,,
5532,Greater Niagara Medical Imaging,Independent Health Facility,,Greater Niagara Medical Imaging Inc.,,,,,464 Welland Avenue,St. Catharines,ON,L2M5V4,Province of Ontario,-79.21714109,43.1736445080001,,,
5533,PEAK Sleep London,Independent Health Facility,,Sleep Clinic London Inc.,,,,,931 Commissioners Road East,London,ON,N5Z3H9,Province of Ontario,-81.213459201,42.958988376,,,
5534,Gnmi Mri & Ct,Independent Health Facility,,2659428 Ontario Inc.,,,,,300 Harwood Avenue South,Ajax,ON,L1S2J1,Province of Ontario,-79.019567885,43.8457879360001,,,
5535,Brockville Dialysis Clinic,Independent Health Facility,,Brockville Dialysis Clinic,,,,,555 California Avenue,Brockville,ON,K6V5V5,Province of Ontario,-75.692538169,44.612235915,,,
5536,College Diagnostic Imaging,Independent Health Facility,,2568514 Ontario Inc.,,,,,474 College Street,Toronto,ON,M6G1A4,Province of Ontario,-79.409384293,43.656307284,,,
5537,Scarborough Clarity Eye,Independent Health Facility,,2323894 Ontario Inc.,,,,,240 Alton Towers Circle,Toronto,ON,M1V3Z3,Province of Ontario,-79.2773912649999,43.82631702,,,
5538,KMH Cardiology Centres Inc.,Independent Health Facility,,KMH Cardiology Centres Inc.,,,,,2075 Hadwen Road,Mississauga,ON,L5K2L3,Province of Ontario,-79.653990359,43.5218917490001,,,
5539,Christie-Bloor Diagnostic Services,Independent Health Facility,,J.B.V. Management Services Ltd.,,,,,716 Bloor Street West,Toronto,ON,M6G1L4,Province of Ontario,-79.418066696,43.6638201850001,,,
5540,West Carleton Diagnostic Services Inc.,Independent Health Facility,,West Carleton Diagnostic Services Inc.,,,,,119 Langstaff Drive,Ottawa,ON,K0A1L0,Province of Ontario,-76.031867442,45.3454710280001,,,
5541,Rosedale Centre for Plastic Surgery,Independent Health Facility,,N.S. Huq Medicine Professional Corporation,,,,,600 Sherbourne Street,Toronto,ON,M4X1W4,Province of Ontario,-79.376872984,43.6716907890001,,,
5542,Trenton Diagnostics Inc.,Independent Health Facility,,2290777 Ontario Inc.,,,,,7 Metcalfe Street,Quinte West,ON,K8V6H3,Province of Ontario,-77.581499244,44.1046272460001,,,
5543,Advanced Radiology Centers (of Canada) Ltd.,Independent Health Facility,,Advanced Radiology Centers (of Canada) Ltd.,,,,,23546 Woodbine Avenue,Georgina,ON,L4P0E2,Province of Ontario,-79.445471654,44.2182899810001,,,
5544,The Group Health Centre,Independent Health Facility,,Sault Ste. Marie and District Group Health Association,,,,,240 McNabb Street,Sault Ste. Marie,ON,P6B1Y5,Province of Ontario,-84.316074553,46.522245501,,,
5545,MedSleep Milton,Independent Health Facility,,MedSleep Inc.,,,,,611 Holly Avenue,Milton,ON,L9T0K4,Province of Ontario,-79.855459522,43.5112505380001,,,
5546,Astra Minimally Invasive Surgery Unit,Independent Health Facility,,MIS Health Resources Inc.,,,,,4296 Village Centre Court,Mississauga,ON,L4Z1S2,Province of Ontario,-79.641110762,43.601212264,,,
5547,Agincourt Pulmonary Services,Independent Health Facility,,Dr. Charles K.N. Chan,,,,,240 Alton Towers Circle,Toronto,ON,M1V4P3,Province of Ontario,-79.2773912649999,43.82631702,,,
5548,Respiratory & PFT Services Inc.,Independent Health Facility,,Respiratory & PFT Services Inc.,,,,,2130 Lawrence Avenue East,Toronto,ON,M1R3A6,Province of Ontario,-79.287310562,43.747571506,,,
5549,Toronto Sleep Institute,Independent Health Facility,,MedSleep Inc.,,,,,586 Eglinton Avenue East,Toronto,ON,M4P1P2,Province of Ontario,-79.3796002879999,43.710841595,,,
5550,Christine Suess Medicine Professional Corporation,Independent Health Facility,,Christine Suess Medicine Professional Corporation,,,,,10 Montreal Road,Cornwall,ON,K6H1B1,Province of Ontario,-74.71604368,45.0186030260001,,,
5551,Metro Radiology (Lakeshore),Independent Health Facility,,2456462 Ontario Limited,,,,,3170 Lake Shore Boulevard West,Toronto,ON,M8V3X8,Province of Ontario,-79.517884322,43.5983147690001,,,
5552,Bathurst Lawrence Nuclear Imaging Inc.,Independent Health Facility,,Bathurst Lawrence Nuclear Imaging Inc.,,,,,491 Lawrence Avenue West,Toronto,ON,M5M1C7,Province of Ontario,-79.4288324039999,43.7191061950001,,,
5553,Oshawa Diagnostic Imaging,Independent Health Facility,,2582124 Ontario Inc.,,,,,247 Simcoe Street North,Oshawa,ON,L1G4T3,Province of Ontario,-78.8660900409999,43.904360253,,,
5554,PEAK Sleep Cambridge,Independent Health Facility,,Sleep Clinic Kitchener Inc.,,,,,1405 King Street East,Cambridge,ON,N3H3R3,Province of Ontario,-80.347977967,43.3907551940001,,,
5555,Brantford Radiology Group,Independent Health Facility,,2392789 Ontario Inc.,,,,,40 Shellington Place,Brantford,ON,N3S0C5,Province of Ontario,-80.2159699059999,43.172757561,,,
5556,Woodbine Steeles Sleep Clinic,Independent Health Facility,,WHC Holdings Inc.,,,,,7155 Woodbine Avenue,Markham,ON,L3R1A3,Province of Ontario,-79.349111288,43.8178697160001,,,
5557,Imago Medical Imaging Association,Independent Health Facility,,Dr. Gabriel Didomenicantonio,,,,,1145 Hunt Club Road,Ottawa,ON,K1V0Y3,Province of Ontario,-75.6524172169999,45.3518380450001,,,
5558,Kennedy Road Ultrasound,Independent Health Facility,,Clearview Diagnostic Imaging Inc.,,,,,2330 Kennedy Road,Toronto,ON,M1T0A2,Province of Ontario,-79.289424066,43.7840117120001,,,
5559,Stein Surgical Centre Inc.,Independent Health Facility,,Stein Surgical Centre Inc.,,,,,40 Prince Arthur Avenue,Toronto,ON,M5R1A9,Province of Ontario,-79.3977217899999,43.669491287,,,
5560,Dr. George H. Woo,Independent Health Facility,,Dr. George H. Woo,,,,,600 Sherbourne Street,Toronto,ON,M4X1W4,Province of Ontario,-79.376872984,43.6716907890001,,,
5561,Caledonia X-Ray & Ultrasound,Independent Health Facility,,Main X-Ray & Ultrasound Clinic Inc.,,,,,248 Argyle Street South,Caledonia,ON,N3W1K7,Province of Ontario,-79.9577837149999,43.0651710540001,,,
5562,Peninsula Eye Associates,Independent Health Facility,,Dr. Andrew W. Taylor,,,,,6800 Morrison Street,Niagara Falls,ON,L2E6Z8,Province of Ontario,-79.10966145,43.1037559000001,,,
5563,Canadian Vascular Laboratories,Independent Health Facility,,1440762 Ontario Inc.,,,,,30 Disera Drive,Vaughan,ON,L4J0A7,Province of Ontario,-79.4543066209999,43.81173991,,,
5564,X-Ray Associates,Independent Health Facility,,Di-Med Services Limited,,,,,679 Davis Drive,Newmarket,ON,L3Y5G8,Province of Ontario,-79.4498956419999,44.0621456530001,,,
5565,Canadian Vascular Laboratories,Independent Health Facility,,1531732 Ontario Inc.,,,,,535 Mulock Drive,Newmarket,ON,L3Y5H2,Province of Ontario,-79.45151814,44.0416182500001,,,
5566,Eastern Ontario Dialysis Services,Independent Health Facility,,Eastern Ontario Dialysis Services,,,,,691 Brookdale Avenue,Cornwall,ON,K6J5C6,Province of Ontario,-74.745279989,45.021438125,,,
5567,Metro Radiology (L'Amoreaux),Independent Health Facility,,2456462 Ontario Limited,,,,,2010 Eglinton Avenue West,Toronto,ON,M6E2K3,Province of Ontario,-79.4554372109999,43.6948094890001,,,
5568,Downsview X-Ray & Ultrasound,Independent Health Facility,,2470018 Ontario Inc.,,,,,2830 Keele Street,Toronto,ON,M3M3E5,Province of Ontario,-79.4834632229999,43.730487694,,,
5569,X-Ray Associates,Independent Health Facility,,Di-Med Services Limited,,,,,125 Pederson Drive,Aurora,ON,L4G0E3,Province of Ontario,-79.448783437,44.018470946,,,
5570,Carling Ultrasound,Independent Health Facility,,Carling Ultrasound Inc.,,,,,1355 Bank Street,Ottawa,ON,K1H8K7,Province of Ontario,-75.675053828,45.38799185,,,
5571,Aylmer Ultrasound,Independent Health Facility,,Aylmer Ultrasound Inc.,,,,,418 Talbot Street West,Aylmer,ON,N5H1K9,Province of Ontario,-80.994586016,42.7729210540001,,,
5572,Mackenzie Clinic,Independent Health Facility,,General Diagnostics Limited,,,,,450 Central Avenue,London,ON,N6E2E8,Province of Ontario,-81.2414322129999,42.9934180810001,,,
