idx,facility_name,facility_type,longitude,latitude,street_addr,city,phone,website,provider
294,BENTLEY IDA,covid_vaccination_centres,-114.051217814791,52.465503390734,5018 50 AVE,BENTLEY,403-748-3820,,Calgary
295,MEDICINE SHOPPE PHARMACY 315,covid_vaccination_centres,-113.442575544104,53.570224362248,6525 118 AVE NW,EDMONTON,780-479-2077,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-315-7008312,Calgary
296,PHARMASAVE #346,covid_vaccination_centres,-117.28229883297,55.051271820899,1D-3808 HIGHWAY ST,VALLEYVIEW,780-524-2183,,Calgary
297,LOBLAW PHARMACY #1544,covid_vaccination_centres,-118.790751001368,55.191090814693,12225 99 ST,GRANDE PRAIRIE,780-831-3835,https://www.realcanadiansuperstore.ca/covid19,Calgary
298,REXALL #7238,covid_vaccination_centres,-113.41318958104,53.607601661775,14403 MILLER BLVD NW,EDMONTON,780-475-1364,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
299,HEALTH AID PHARMACY,covid_vaccination_centres,-113.546775357091,53.629420312247,12918 167 AVE NW,EDMONTON,780-244-0803,,Calgary
300,LIFE MED PHARMACY #2,covid_vaccination_centres,-113.252436212712,50.558328417107,218 CENTER ST,VULCAN,403-485-2552,,Calgary
301,SHOPPERS DRUG MART #313,covid_vaccination_centres,-113.593380855333,53.520817361035,254 MEADOWLARK HEALTH CTR,EDMONTON,780-484-7718,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
302,PREFERREDRX PHARMACY,covid_vaccination_centres,-114.103074763372,51.794792913321,1-4601 50 AVE,OLDS,403-556-4155,,Calgary
303,CRANSTON SMART DRUG MART,covid_vaccination_centres,-113.968423430173,50.868685154015,121-35 CRANFORD WAY SE,CALGARY,587-623-1120,https://www.cranstonpharmacy.com/,Calgary
304,SAFEWAY PHARMACY #8885,covid_vaccination_centres,-113.978855508057,53.540034488831,4202 SOUTH PARK DR,STONY PLAIN,780-963-2264,https://www.safeway.ca/vaccine-registration/,Calgary
305,MEDICINE SHOPPE PHARMACY 194,covid_vaccination_centres,-114.071898515204,51.032319928796,2303 4 ST SW,CALGARY,403-229-3458,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-194-7002313,Calgary
306,SHOPPERS DRUG MART #2377,covid_vaccination_centres,-113.571336872807,53.435382141777,5970 MULLEN WAY NW,EDMONTON,780-435-1782,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
307,HIGH RIVER PHARMACY,covid_vaccination_centres,-113.872585243671,50.580076597271,103 3 AVE SW,HIGH RIVER,403-652-5608,,Calgary
308,WELLNESS DISPENSARY,covid_vaccination_centres,-113.6071682029,53.540580414721,26-10081 166 ST,EDMONTON,780-930-1344,,Calgary
309,FAMILY CARE PHARMACY,covid_vaccination_centres,-114.070377848381,51.142655397504,218-40 COUNTRY HILLS LANDNG NW,CALGARY,587-352-2600,,Calgary
310,ROYAL CARE DOUGLASDALE PHARMACY,covid_vaccination_centres,-114.001993305721,50.943565580442,6-20 DOUGLAS WOODS DR SE,CALGARY,587-349-3443,,Calgary
311,SHOPPERS DRUG MART #2374,covid_vaccination_centres,-113.489793116978,53.620604797262,15969 97 ST NW,EDMONTON,780-473-2813,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
312,UNIVERSAL PHARMACY,covid_vaccination_centres,-113.956259288215,51.053089927705,113-5271 MEMORIAL DR SE,CALGARY,403-235-0081,,Calgary
313,SAVE-ON-FOODS PHARMACY #6623,covid_vaccination_centres,-113.948297949905,50.707267517822,400-100 SOUTHBANK BLVD,OKOTOKS,587-757-8972,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
314,PATIENT CARE PHARMACY,covid_vaccination_centres,-113.457397886618,53.514193828326,7707 85 ST NW,EDMONTON,780-705-8100,http://www.patientcarepharmacyedmonton.com,Calgary
315,SHOPPERS DRUG MART #2446,covid_vaccination_centres,-113.417055186296,53.628464515561,5351 167 AVE NW,EDMONTON,780-478-7261,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
316,WAL-MART PHARMACY #3150,covid_vaccination_centres,-110.643157546774,49.993622633278,2051 STRACHAN RD SE,MEDICINE HAT,403-526-1444,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
317,6&6 PHARMACY,covid_vaccination_centres,-112.838512372302,49.691893888654,526 6 ST S,LETHBRIDGE,403-942-0044,,Calgary
318,SAVE-ON-FOODS PHARMACY #6607,covid_vaccination_centres,-111.355401108724,56.718010604955,6406 FRANKLIN AVE,FORT MCMURRAY,780-791-4147,https://www.saveonfoods.com,Calgary
319,VIKING PHARMACY,covid_vaccination_centres,-111.778498828641,53.096763722236,5305 51 ST,VIKING,780-336-3380,,Calgary
320,WAL-MART PHARMACY #3038,covid_vaccination_centres,-117.625204819155,53.383714957822,PARKS WEST MALL,HINTON,780-865-1575,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
321,PHARMASAVE WESTMOUNT,covid_vaccination_centres,-113.535750747987,53.554001694589,10844 124 ST NW,EDMONTON,780-249-9901,https://www.pharmasave.com/edmonton-westmount,Calgary
322,MEDICINE SHOPPE PHARMACY 126,covid_vaccination_centres,-114.070351644766,51.099479247408,12-5440 4 ST NW,CALGARY,403-274-3400,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-126-7011287,Calgary
323,WAL-MART PHARMACY #1028,covid_vaccination_centres,-112.688272730533,51.450079003235,1801 SOUTH RAILWAY AVE,DRUMHELLER,403-820-7741,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
324,MEDICINE SHOPPE PHARMACY 393,covid_vaccination_centres,-113.567136459446,53.551807768232,10714 142 ST NW,EDMONTON,587-520-2061,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-393-7051291,Calgary
325,REXALL #7284,covid_vaccination_centres,-114.014558265905,51.058578661945,116-817 19 ST NE,CALGARY,403-277-2227,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
326,MADIGAN PHARMACY,covid_vaccination_centres,-113.942733701868,51.052997769984,68-6060 MEMORIAL DR NE,CALGARY,403-457-9250,https://madiganpharmacy.myappts.ca/src/,Calgary
327,BOYLE MCCAULEY PHARMACY & HOME HEALTH CARE,covid_vaccination_centres,-113.484050658945,53.555242548971,10817 95 ST NW,EDMONTON,780-705-6333,,Calgary
328,PHARMASAVE #312 LEGAL,covid_vaccination_centres,-113.591093249826,53.949391258619,4718 50 AVE,LEGAL,780-961-2285,,Calgary
329,CURE CARE PHARMACY,covid_vaccination_centres,-113.478443958943,53.641648790715,11-9104 179 AVE NW,EDMONTON,587-459-4999,https://forms.gle/Pof2d7Jv6J2R5ihU7,Calgary
330,REXALL #7516,covid_vaccination_centres,-110.861694650433,52.833469766191,118 10 ST,WAINWRIGHT,780-842-3414,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
331,WAL-MART PHARMACY #1145,covid_vaccination_centres,-113.494016859633,53.475531972663,SOUTHPARK VILLAGE,EDMONTON,780-433-2575,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
332,SAFEWAY PHARMACY #8830,covid_vaccination_centres,-114.014075132641,51.288835429289,TOWER LANE MALL,AIRDRIE,403-948-3361,https://www.safeway.ca/vaccine-registration/,Calgary
333,SHOPPERS DRUG MART #2413,covid_vaccination_centres,-114.109649186372,50.908122845509,100-2250 162 AVE SW,CALGARY,403-201-8202,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
334,VILLAGE PHARMACY,covid_vaccination_centres,-113.436568628628,53.537869757758,9805 71 ST NW,EDMONTON,780-440-4555,,Calgary
335,LOBLAW PHARMACY #1550,covid_vaccination_centres,-110.652351714988,50.004219390544,PHARMACY DEPARTMENT #1550,MEDICINE HAT,403-528-5735,https://www.realcanadiansuperstore.ca/covid19,Calgary
336,SAGE MEADOWS PHARMACY,covid_vaccination_centres,-114.13147587688,51.175381358895,240-2971 136 AVE NW,CALGARY,587-997-0093,,Calgary
337,FOREST HILLS PHARMASAVE #323,covid_vaccination_centres,-113.957989701333,51.037606007783,3-5315 17 AVE SE,CALGARY,587-354-7766,,Calgary
338,REXALL #7285,covid_vaccination_centres,-113.960550188755,50.914685860347,70 HIGH ST SE,CALGARY,403-257-3636,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
339,PARSONS PHARMACY,covid_vaccination_centres,-113.807208554116,52.267626263762,1C-4755 49 ST,RED DEER,403-986-0700,,Calgary
340,DOWNTOWN DRUGMART,covid_vaccination_centres,-114.06392619948,51.045618229705,115 8 AVE SW,CALGARY,403-266-2059,https://www.downtowndrugmart.myappts.ca/ssc,Calgary
341,DELTON SUPER DRUGS LTD.,covid_vaccination_centres,-113.467729257092,53.587695774065,12904 82 ST NW,EDMONTON,780-476-8737,,Calgary
342,LOBLAW PHARMACY #1565,covid_vaccination_centres,-113.933468428396,53.544182057914,10-110 JENNIFER HEIL WAY,SPRUCE GROVE,780-960-7435,https://www.realcanadiansuperstore.ca/covid19,Calgary
343,STUBBS PHARMACY,covid_vaccination_centres,-112.820456544076,49.686494769183,1506 9 AVE S,LETHBRIDGE,403-328-5512,,Calgary
344,PONOKA PROFESSIONAL PHARMACY,covid_vaccination_centres,-113.578526968897,52.674389503479,20-5011 48 AVE,PONOKA,403-783-7333,https://www.calendly.com/ponoka,Calgary
345,TWO PHARMACY,covid_vaccination_centres,-114.47443117287,51.185761249079,105-100 GRANDE BLVD W,COCHRANE,,https://www.twopharmacy.ca,Calgary
346,WAL-MART PHARMACY #3009,covid_vaccination_centres,-114.139620292226,51.041099035352,WESTBROOK PLAZA,CALGARY,403-249-8904,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
347,NORTHEY REMEDY'S RX PHARMACY,covid_vaccination_centres,-113.82650523051,52.302009454176,190 NORTHEY AVE,RED DEER,403-346-2367,https://northeyremedysrx.medmeapp.ca/schedule,Calgary
348,SAFEWAY PHARMACY #8917,covid_vaccination_centres,-113.979188457851,50.717055839065,610 BIG ROCK LANE,OKOTOKS,403-938-9351,https://www.safeway.ca/vaccine-registration/,Calgary
349,MEDICARE PLUS PHARMACY,covid_vaccination_centres,-113.942411464941,51.071693071955,7-6208 RUNDLEHORN DR NE,CALGARY,403-453-6386,,Calgary
350,SHOPPERS DRUG MART #2358,covid_vaccination_centres,-113.415604136347,53.363733243348,6302 50 ST,BEAUMONT,780-929-4231,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
351,SAFEWAY PHARMACY #8820,covid_vaccination_centres,-114.072177932706,51.030444181173,524 ELBOW DR SW,CALGARY,403-228-4240,https://www.safeway.ca/vaccine-registration/,Calgary
352,SHOPPERS DRUG MART 2432,covid_vaccination_centres,-114.060964775541,50.97964983904,383 HERITAGE DR SE,CALGARY,403-255-4998,https://www.shoppersdrugmart.ca/covid19,Calgary
353,SAFEWAY PHARMACY #8909,covid_vaccination_centres,-113.944702102019,51.123753987442,850 SADDLETOWNE CIR NE,CALGARY,403-293-1670,https://www.safeway.ca/vaccine-registration/,Calgary
354,SHOPPERS DRUG MART #371,covid_vaccination_centres,-113.392394433816,53.474930461125,3945 34 ST NW,EDMONTON,780-461-6768,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
355,MINT HEALTH + DRUGS: TRI WELLNESS,covid_vaccination_centres,-113.936755557231,53.549860205025,104-7 TRI LEISURE WAY,SPRUCE GROVE,587-853-0453,,Calgary
356,SALVUS RXELLENCE PROFESSIONAL DISPENSARY,covid_vaccination_centres,-113.63014957682,53.652367350306,44-143 LIBERTON DR,ST ALBERT,780-418-3113,,Calgary
357,SHOPPERS DRUG MART #2427,covid_vaccination_centres,-113.31844400164,53.513157513125,5-1020 SHERWOOD DR,SHERWOOD PARK,780-449-2565,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
358,SAVE-ON-FOODS PHARMACY #6622,covid_vaccination_centres,-113.475318286621,53.422944260436,1120 91 ST SW,EDMONTON,780-462-7741,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
359,MEDICINE SHOPPE PHARMACY 171,covid_vaccination_centres,-113.982586915932,51.077488052841,100-2675 36 ST NE,CALGARY,403-291-0076,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-171-7015167,Calgary
360,SHOPPERS DRUG MART #2431 COOPERS CROSSING,covid_vaccination_centres,-114.023099959984,51.258392466866,801-401 COOPERS BLVD SW,AIRDRIE,403-912-0246,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
361,SHOPPERS DRUG MART #6027,covid_vaccination_centres,-113.376164824379,53.649411123969,18750 18 ST NW,EDMONTON,587-497-2783,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
362,SAFEWAY PHARMACY #8849,covid_vaccination_centres,-114.073495728455,51.127322313137,8120 BEDDINGTON BLVD NW,CALGARY,403-295-8895,https://www.safeway.ca/vaccine-registration/,Calgary
363,BEVERLY PHARMACY,covid_vaccination_centres,-113.407892672437,53.570267588486,4243 118 AVE NW,EDMONTON,780-756-7711,,Calgary
364,BEARSPAW FAMILY PHARMACY,covid_vaccination_centres,-113.50026762826,53.448456601846,1929 105 ST NW,EDMONTON,780-485-8195,https://bearspawpharmacy.medmeapp.ca/schedule,Calgary
365,REXALL #7203,covid_vaccination_centres,-115.687241171171,54.138214267373,4702 51 ST,WHITECOURT,780-778-3676,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
366,ABBEYDALE PHARMACY & TRAVEL CLINIC,covid_vaccination_centres,-113.934326086346,51.059239516412,814 68 ST NE,CALGARY,587-470-8000,https://www.travelcliniccalgary.ca,Calgary
367,WAL-MART PHARMACY #1122,covid_vaccination_centres,-113.542750055931,53.631921065479,16940 127 ST NW,EDMONTON,780-457-6795,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
368,LOBLAW PHARMACY #1548,covid_vaccination_centres,-111.376212843657,56.723337562436,PHARMACY DEPARTMENT,FORT MCMURRAY,780-790-3835,https://www.realcanadiansuperstore.ca/covid19,Calgary
369,SAFEWAY PHARMACY #8914,covid_vaccination_centres,-114.475572830853,51.185351577582,304 5 AVE W,COCHRANE,403-851-1279,https://www.safeway.ca/vaccine-registration/,Calgary
370,ALI'S DRUG MART,covid_vaccination_centres,-113.883285185929,53.565438646333,214-11 WESTWIND DR,SPRUCE GROVE,587-461-7308,https://www.alidrugmart.com,Calgary
371,UNIVERSAL HEALTH PHARMACY #8 CASTLERIDGE,covid_vaccination_centres,-113.949942272872,51.107538912752,4-12 CASTLERIDGE DR NE,CALGARY,403-262-6391,https://www.universalhealthcentre.com,Calgary
372,MEDICINE SHOPPE PHARMACY 242,covid_vaccination_centres,-114.058702815368,50.90263168346,111-31 SUNPARK PLAZA SE,CALGARY,403-873-0087,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-242-7024603,Calgary
373,REXALL #7241,covid_vaccination_centres,-114.002955856513,53.530270566267,4801 50 AVE,STONY PLAIN,780-963-5005,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
374,FAMILY CARE MEDICAL PHARMACY,covid_vaccination_centres,-113.521838730109,53.551343460716,101-11611 107 AVE NW,EDMONTON,780-250-3991,,Calgary
375,STAMPEDE PHARMACY,covid_vaccination_centres,-114.139992995081,51.10148999334,19-3616 52 AVE NW,CALGARY,403-460-4646,,Calgary
376,WAL-MART PHARMACY #1070,covid_vaccination_centres,-113.943740463977,49.499537129879,1100 TABLE MOUNTAIN,PINCHER CREEK,403-627-1730,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
377,MEDICINE SHOPPE PHARMACY 412,covid_vaccination_centres,-113.475379340417,53.4260766413,9216 ELLERSLIE RD SW,EDMONTON,780-250-9454,https://msp412.medmeapp.com/schedule/,Calgary
378,GAIL'S APOTHECARY AND COMPOUNDING PHARMACY,covid_vaccination_centres,-112.823253786019,49.705165428022,2-425 13 ST N,LETHBRIDGE,403-329-4121,,Calgary
379,ELITE PHARMACY,covid_vaccination_centres,-114.173720859004,51.083812492269,110-6108 BOWNESS RD NW,CALGARY,403-457-7221,,Calgary
380,PHARMACY ONE,covid_vaccination_centres,-113.491834167027,53.549917010585,10003 106 AVE NW,EDMONTON,587-525-8545,,Calgary
381,GRACE I.D.A. PHARMACY,covid_vaccination_centres,-113.576291188515,53.476315576686,14723 40 AVE NW,EDMONTON,780-652-2144,www.graceidapharmacy.com,Calgary
382,DRUG & BEAN (MISSION),covid_vaccination_centres,-114.06760937693,51.034024677101,120-2210 2 ST SW,CALGARY,587-356-3786,,Calgary
383,PHARMASAVE #302,covid_vaccination_centres,-110.6876543928,50.050144984592,58 8 ST NW,MEDICINE HAT,403-527-5332,https://pharmaconnect.ca/appointment/3ab2e46d-9350-4d89-a3d3-03c65a86207f,Calgary
384,BEHEALTHY PHARMACY,covid_vaccination_centres,-113.578564923351,53.542552154825,10120 149 ST NW,EDMONTON,780-444-3381,,Calgary
385,BASSANO PHARMACY,covid_vaccination_centres,-112.468866576732,50.78740408341,401 2 AVE,BASSANO,403-641-3757,,Calgary
386,WAL-MART PHARMACY #1138,covid_vaccination_centres,-113.36217352525,53.47928745684,775 TAMARACK WAY NW,EDMONTON,780-643-3013,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
387,FRONTLINE PHARMACY,covid_vaccination_centres,-113.631249801275,53.470348900928,627 CAMERON HEIGHTS DR NW,EDMONTON,780-444-4884,https://frontlinepharmacy.medmeapp.ca/schedule/,Calgary
388,VISTA PARK PHARMACY,covid_vaccination_centres,-110.680224915232,49.993089616197,102B-450 VISTA DR SE,MEDICINE HAT,403-487-4688,,Calgary
389,MEDICINE SHOPPE PHARMACY 115,covid_vaccination_centres,-113.595552390699,53.519184368123,15819 87 AVE NW,EDMONTON,780-486-1882,https://msmeadowlark.medmeapp.com/schedule,Calgary
390,CALGARY DRUG MART #02,covid_vaccination_centres,-113.974825911382,51.059840571749,2-4100 MARLBOROUGH DR NE,CALGARY,587-354-4466,,Calgary
391,CHESTERMERE REMEDY'S RX,covid_vaccination_centres,-113.840119257358,51.037794971112,106B-300 MERGANSER DR,CHESTERMERE,403-719-8270,,Calgary
392,REXALL #7206,covid_vaccination_centres,-117.275338446099,55.06900411261,4705 50 AVE,VALLEYVIEW,780-524-3593,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
393,REXALL #7218,covid_vaccination_centres,-114.771263177237,55.283353271966,233 MAIN ST NE,SLAVE LAKE,780-849-4005,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
394,SOUTHPORT PHARMACY,covid_vaccination_centres,-114.072901486371,50.963144296266,106-10333 SOUTHPORT RD SW,CALGARY,403-253-7753,,Calgary
395,STRATHMORE VALUE DRUG MART,covid_vaccination_centres,-113.395813628698,51.043561344888,132 2 AVE,STRATHMORE,403-934-3122,,Calgary
396,LOBLAW PHARMACY #1590,covid_vaccination_centres,-114.05425236339,51.04773744797,240-540 3 ST SE,CALGARY,825-513-9506,https://www.realcanadiansuperstore.ca/covid19,Calgary
397,HAWKSTONE HOME HEALTH CARE PHARMACY,covid_vaccination_centres,-113.642326301275,53.486446810497,100-18332 LESSARD RD,EDMONTON,780-433-3413,https://www.hawkstonepharmacy.com,Calgary
398,CHINATOWN IPHARMACY,covid_vaccination_centres,-113.489639830292,53.553225049999,9662 107A AVE NW,EDMONTON,780-756-4000,,Calgary
399,HUDSON PHARMACY,covid_vaccination_centres,-113.54228201024,53.603458503677,14072 127 ST NW,EDMONTON,780-466-2624,,Calgary
400,SHOPPERS SIMPLY PHARMACY #3084,covid_vaccination_centres,-113.443838167973,53.592309203677,6603 132 AVE NW,EDMONTON,780-475-3331,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
401,NORWOOD PHARMACY,covid_vaccination_centres,-113.486273015133,53.559668499601,11051 95 ST,EDMONTON,780-669-9227,,Calgary
402,LOBLAW PHARMACY #1570,covid_vaccination_centres,-113.493423901411,53.486152389291,4821 CALGARY TR NW,EDMONTON,780-438-0196,https://www.realcanadiansuperstore.ca/covid19,Calgary
403,PHARMASAVE 337,covid_vaccination_centres,-114.646065407179,51.79580366807,557 MAIN AVE W,SUNDRE,403-638-4944,https://pharmaconnect.ca/appointment/7aef6ccb-2775-4f86-aa53-d2a5f49ceccc,Calgary
404,CALLINGWOOD PHARMACY,covid_vaccination_centres,-113.619290550184,53.505258351656,6911 172 ST NW,EDMONTON,780-481-5886,,Calgary
405,BRIDLEWOOD PHARMACY,covid_vaccination_centres,-114.117701303188,50.901377935274,95-2525 BRIDLECREST WAY SW,CALGARY,403-258-1356,,Calgary
406,UNIVERSAL HEALTH PHARMACY #9 NORTHLAND,covid_vaccination_centres,-114.135267630543,51.101133197054,108B-3604 52 AVE NW,CALGARY,587-353-5253,https://www.universalhealthcentre.com,Calgary
407,WAL-MART PHARMACY #3027,covid_vaccination_centres,-113.643590357782,53.538855474256,18521 STONY PLAIN RD NW,EDMONTON,780-484-4468,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
408,REXALL #7273,covid_vaccination_centres,-110.68503354135,50.032077917777,105-73 7 ST SE,MEDICINE HAT,403-527-8842,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
409,MEDICINE SHOPPE PHARMACY 345,covid_vaccination_centres,-113.542027815268,53.603117121584,14020 127 ST NW,EDMONTON,780-472-9929,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-345-7002753,Calgary
410,NOBLEFORD PHARMACY AND COMPOUNDING,covid_vaccination_centres,-113.054108257565,49.882423449782,221 KING ST,NOBLEFORD,403-824-4335,https://noblefordpharmacyandcompounding.myappts.ca/src/,Calgary
411,J L PHARMACARE PHARMACY,covid_vaccination_centres,-113.413869550719,53.570384023886,4627 118 AVE NW,EDMONTON,780-479-0047,,Calgary
412,PHARMACY PLUS,covid_vaccination_centres,-113.934102076882,51.098704892274,5066 68 ST NE,CALGARY,403-568-0005,,Calgary
413,EVANSDALE PHARMACY,covid_vaccination_centres,-113.4684246436,53.607388582265,8216 144 AVE NW,EDMONTON,780-478-7713,,Calgary
414,REXALL #7256,covid_vaccination_centres,-117.588624843693,53.398716939792,177 PEMBINA AVE,HINTON,780-865-2880,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
415,MARKET MALL PHARMACY & COMPOUNDING,covid_vaccination_centres,-114.157780059537,51.087926291657,100-4935 40 AVE NW,CALGARY,403-286-3120,https://www.marketmallpharmacy.com,Calgary
416,DIDSBURY FAMILY PHARMACY,covid_vaccination_centres,-114.136028724925,51.6610992165,1912 20 ST,DIDSBURY,403-335-0022,,Calgary
417,PHARMASAVE ON NORTHMOUNT,covid_vaccination_centres,-114.127905046748,51.093404668656,4501 BRISEBOIS DR NW,CALGARY,403-282-1208,https://www.pharmasavenorthmount.simplybook.me,Calgary
418,PHARMACY ON WHYTE,covid_vaccination_centres,-113.489536050387,53.518612075193,10050 82 AVE NW,EDMONTON,780-758-7600,,Calgary
419,THE COMMONS PHARMACY,covid_vaccination_centres,-111.428833263555,56.755143997011,1-245 EAGLE RIDGE BLVD,FORT MCMURRAY,780-750-2700,,Calgary
420,DAYSLAND PHARMACY,covid_vaccination_centres,-112.26011165711,52.864677750992,5023 50 ST,DAYSLAND,780-374-3900,,Calgary
421,CARDSTON REMEDY'S RX PHARMACY,covid_vaccination_centres,-113.302146188099,49.198457224689,321 MAIN ST,CARDSTON,403-659-1100,,Calgary
422,MEDICINE SHOPPE PHARMACY 212,covid_vaccination_centres,-113.991580088374,51.037460434984,2905 17 AVE SE,CALGARY,403-235-0888,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-212-7001094,Calgary
423,PLAZA 67 IDA PHARMACY,covid_vaccination_centres,-113.830450975004,52.289701192466,120-6075 67A ST,RED DEER,587-457-7117,,Calgary
424,MINT HEALTH + DRUGS: BLUE BOTTLE,covid_vaccination_centres,-114.060099715362,51.068177247758,148 17 AVE NE,CALGARY,403-276-3364,,Calgary
425,DRUGSTORE PHARMACY #4389,covid_vaccination_centres,-113.981368665755,50.731669607103,9 SANDSTONE GATE,OKOTOKS,403-938-8080,https://www.nofrills.ca/covid19,Calgary
426,SHOPPERS DRUG MART #333,covid_vaccination_centres,-113.294464004706,53.533052341489,500-2020 SHERWOOD DR,SHERWOOD PARK,780-464-9788,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
427,EASTGATE DRUGS,covid_vaccination_centres,-113.400362930108,53.599670648623,3804-137 Ave NW,EDMONTON,780-800-8340,,Calgary
428,COMMUNITY DRUG MART #2029,covid_vaccination_centres,-110.203972101428,54.432076377129,206-6503 51 ST,COLD LAKE,780-594-5444,,Calgary
429,PHARMASAVE JO'S BELTLINE PHARMACY,covid_vaccination_centres,-114.090079801869,51.04319727309,1219 11 AVE SW,CALGARY,587-392-5857,,Calgary
430,REXALL #7212,covid_vaccination_centres,-113.551034809738,53.26756527989,2-5201 50 ST,LEDUC,780-986-8313,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
431,LOBLAW PHARMACY #1569,covid_vaccination_centres,-113.374246814904,53.480786973156,4410 17 ST NW,EDMONTON,780-450-2041,https://www.realcanadiansuperstore.ca/covid19,Calgary
432,ELIXIR PHARMACY,covid_vaccination_centres,-114.164179828315,51.103538810269,102-8 VARSITY ESTATES CIR NW,CALGARY,587-355-7008,https://www.elixirpharmacy.ca,Calgary
433,FUTURE DRUG MART #2,covid_vaccination_centres,-113.977012822753,51.038618570173,102-4015 17 AVE SE,CALGARY,403-453-0169,,Calgary
434,CO-OP PHARMACY HAWKSTONE LESSARD,covid_vaccination_centres,-113.643739572623,53.486117453842,18370 LESSARD RD NW,EDMONTON,780-428-3907,https://northcentralco-op.crs,Calgary
435,CENTRAL ALBERTA CO-OP LTD. TIMBERLANDS PHARMACY,covid_vaccination_centres,-113.765770943825,52.284096073151,3101-499 TIMBERLANDS DR,RED DEER,587-802-8559,,Calgary
436,WAL-MART PHARMACY #3658,covid_vaccination_centres,-111.900913073197,50.577494469594,917 3 ST W,BROOKS,403-501-5552,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
437,CONNECTCARE MEDICAL CLINIC & PHARMACY MILLWOODS,covid_vaccination_centres,-113.370787572623,53.467945525101,1756 34 AVE NW,EDMONTON,780-665-4881,https://www.connectcarepharmacy.com,Calgary
438,SHOPPERS DRUG MART #2415,covid_vaccination_centres,-113.814550015171,52.233994819544,1-6320 50 AVE,RED DEER,403-348-8164,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
439,SHOPPERS DRUG MART #2438,covid_vaccination_centres,-114.098349072839,52.309814568056,BAYS 8-13 5043 50A ST,SYLVAN LAKE,403-887-4200,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
440,SHOPPERS DRUG MART #329,covid_vaccination_centres,-114.029862145888,50.929835283458,50-1221 CANYON MEADOWS DR SE,CALGARY,403-278-7422,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
441,SAFEWAY PHARMACY #8871,covid_vaccination_centres,-118.792601154043,55.183364870601,9925 114 AVE,GRANDE PRAIRIE,780-532-7100,https://www.safeway.ca/vaccine-registration/,Calgary
