Year,Month,Permit_Issued_Date,Ward,Structure_Type,Type_of_Work,Permit_Fee,Construction_Value,Units,Issued_Date,FID
2015,9,2015-09-11T00:00:00.000Z,Ward 8,Deck,New,120,15000,0,2015-09-11T00:00:00.000Z,2704
2015,10,2015-10-21T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,3400,425000,1,2015-10-21T00:00:00.000Z,2705
2015,10,2015-10-06T00:00:00.000Z,Ward 2,Accesory Building,New,40,5000,0,2015-10-06T00:00:00.000Z,2706
2015,9,2015-09-10T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,32,4000,0,2015-09-10T00:00:00.000Z,2707
2015,10,2015-10-20T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,72,8200,0,2015-10-20T00:00:00.000Z,2708
2015,10,2015-10-06T00:00:00.000Z,Ward 3,Single Detached Dwelling,Addition,16,1800,0,2015-10-06T00:00:00.000Z,2709
2015,9,2015-09-10T00:00:00.000Z,Ward 5,Institutional,Renovation,1256,157000,0,2015-09-10T00:00:00.000Z,2710
2015,9,2015-09-09T00:00:00.000Z,Ward 5,Single Detached Dwelling,Demolition,,0,0,2015-09-09T00:00:00.000Z,2711
2015,9,2015-09-09T00:00:00.000Z,Ward 7,Accesory Building,New,40,5000,0,2015-09-09T00:00:00.000Z,2712
2015,9,2015-09-09T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,7.5,650,0,2015-09-09T00:00:00.000Z,2713
2015,9,2015-09-09T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,80,10000,0,2015-09-09T00:00:00.000Z,2714
2015,9,2015-09-09T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,152,18112,0,2015-09-09T00:00:00.000Z,2715
2015,9,2015-09-09T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1768,221000,1,2015-09-09T00:00:00.000Z,2716
2015,9,2015-09-09T00:00:00.000Z,Ward 10,Apartment Building,New,5600,700000,9,2015-09-09T00:00:00.000Z,2717
2015,9,2015-09-08T00:00:00.000Z,Ward 5,Single Detached Dwelling,Demolition,,0,0,2015-09-08T00:00:00.000Z,2718
2015,9,2015-09-08T00:00:00.000Z,Ward 12,Commercial Building,Renovation,72,8855,0,2015-09-08T00:00:00.000Z,2719
2015,9,2015-09-08T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,72,8664,0,2015-09-08T00:00:00.000Z,2720
2015,9,2015-09-08T00:00:00.000Z,Ward 9,Accesory Building,New,48,5590,0,2015-09-08T00:00:00.000Z,2721
2015,9,2015-09-08T00:00:00.000Z,Ward 12,Commercial Building,Renovation,280,35000,0,2015-09-08T00:00:00.000Z,2722
2015,9,2015-09-08T00:00:00.000Z,Ward 7,Commercial Building,Renovation,2984,373000,0,2015-09-08T00:00:00.000Z,2723
2015,9,2015-09-08T00:00:00.000Z,Ward 4,Single Detached Dwelling,Repair,64,8000,0,2015-09-08T00:00:00.000Z,2724
2015,9,2015-09-08T00:00:00.000Z,Ward 10,Apartment Building,New,19200,2400000,39,2015-09-08T00:00:00.000Z,2725
2015,9,2015-09-04T00:00:00.000Z,Ward 5,Accesory Building,New,48,6000,0,2015-09-04T00:00:00.000Z,2726
2015,9,2015-09-04T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,32,3680,0,2015-09-04T00:00:00.000Z,2727
2015,9,2015-09-04T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,64,7200,0,2015-09-04T00:00:00.000Z,2728
2015,9,2015-09-04T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,24,3000,0,2015-09-04T00:00:00.000Z,2729
2015,9,2015-09-04T00:00:00.000Z,Ward 3,Attached Garage,New,160,20000,0,2015-09-04T00:00:00.000Z,2730
2015,9,2015-09-03T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,40,4800,0,2015-09-03T00:00:00.000Z,2731
2015,9,2015-09-03T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,40,4272,0,2015-09-03T00:00:00.000Z,2732
2015,9,2015-09-03T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,56,7000,0,2015-09-03T00:00:00.000Z,2733
2015,9,2015-09-03T00:00:00.000Z,Ward 11,Commercial Building,Renovation,32,4000,0,2015-09-03T00:00:00.000Z,2734
2015,9,2015-09-03T00:00:00.000Z,Ward 2,Accesory Building,New,7.5,1000,0,2015-09-03T00:00:00.000Z,2735
2015,9,2015-09-03T00:00:00.000Z,Ward 3,Industrial,New,400,50000,0,2015-09-03T00:00:00.000Z,2736
2015,9,2015-09-03T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,208,26000,0,2015-09-03T00:00:00.000Z,2737
2015,9,2015-09-03T00:00:00.000Z,Ward 2,Federal/Provincial,Renovation,560,69600,0,2015-09-03T00:00:00.000Z,2738
2015,9,2015-09-03T00:00:00.000Z,Ward 11,Institutional,Renovation,96,12000,0,2015-09-03T00:00:00.000Z,2739
2015,9,2015-09-03T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,7.5,1000,0,2015-09-03T00:00:00.000Z,2740
2015,9,2015-09-02T00:00:00.000Z,Ward 11,Apartment Building,Renovation,64,7500,0,2015-09-02T00:00:00.000Z,2741
2015,10,2015-10-06T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,112,13500,0,2015-10-06T00:00:00.000Z,2742
2015,10,2015-10-05T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,64,8000,0,2015-10-05T00:00:00.000Z,2743
2015,10,2015-10-05T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,64,7500,0,2015-10-05T00:00:00.000Z,2744
2015,10,2015-10-05T00:00:00.000Z,Ward 12,Commercial Building,Renovation,7.5,1000,0,2015-10-05T00:00:00.000Z,2745
2015,10,2015-10-05T00:00:00.000Z,Ward 11,Commercial Building,Renovation,7.5,800,0,2015-10-05T00:00:00.000Z,2746
2015,10,2015-10-05T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,32,3300,0,2015-10-05T00:00:00.000Z,2747
2015,10,2015-10-05T00:00:00.000Z,Ward 11,Commercial Building,Renovation,80,10000,0,2015-10-05T00:00:00.000Z,2748
2015,10,2015-10-02T00:00:00.000Z,Ward 3,Single Detached Dwelling,New,1400,175000,1,2015-10-02T00:00:00.000Z,2749
2015,10,2015-10-02T00:00:00.000Z,Ward 2,Commercial Building,Renovation,160,20000,0,2015-10-02T00:00:00.000Z,2750
2015,10,2015-10-02T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1888,236000,1,2015-10-02T00:00:00.000Z,2751
2015,10,2015-10-01T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,24,3000,0,2015-10-01T00:00:00.000Z,2752
2015,10,2015-10-01T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,80,9236,0,2015-10-01T00:00:00.000Z,2753
2015,10,2015-10-01T00:00:00.000Z,Ward 7,Detached Garage,New,240,30000,0,2015-10-01T00:00:00.000Z,2754
2015,10,2015-10-01T00:00:00.000Z,Ward 11,Detached Garage,New,264,33000,0,2015-10-01T00:00:00.000Z,2755
2015,10,2015-10-01T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,64,8000,0,2015-10-01T00:00:00.000Z,2756
2015,9,2015-09-30T00:00:00.000Z,Ward 11,Commercial/Residential,Renovation,104,13000,0,2015-09-30T00:00:00.000Z,2757
2015,9,2015-09-30T00:00:00.000Z,Ward 10,Apartment Building,Renovation,7.5,1000,0,2015-09-30T00:00:00.000Z,2758
2015,9,2015-09-30T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,112,13200,0,2015-09-30T00:00:00.000Z,2759
2015,9,2015-09-29T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,24,3000,0,2015-09-29T00:00:00.000Z,2760
2015,9,2015-09-28T00:00:00.000Z,Ward 7,Pool,New,64,7567,0,2015-09-28T00:00:00.000Z,2761
2015,9,2015-09-28T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,128,15200,0,2015-09-28T00:00:00.000Z,2762
2015,9,2015-09-28T00:00:00.000Z,Ward 11,Single Detached Dwelling/Apartment,Renovation,7.5,500,0,2015-09-28T00:00:00.000Z,2763
2015,9,2015-09-28T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,56,6350,0,2015-09-28T00:00:00.000Z,2764
2015,9,2015-09-28T00:00:00.000Z,Ward 10,Commercial Building,Renovation,504,62666,0,2015-09-28T00:00:00.000Z,2765
2015,9,2015-09-28T00:00:00.000Z,Ward 10,Townhouse,New,3672,459000,4,2015-09-28T00:00:00.000Z,2766
2015,9,2015-09-25T00:00:00.000Z,Ward 11,Commercial Building,Renovation,7.5,1000,0,2015-09-25T00:00:00.000Z,2767
2015,9,2015-09-25T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,120,15000,0,2015-09-25T00:00:00.000Z,2768
2015,9,2015-09-25T00:00:00.000Z,Ward 7,Deck,New,16,2000,0,2015-09-25T00:00:00.000Z,2769
2015,9,2015-09-25T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,40,4635,0,2015-09-25T00:00:00.000Z,2770
2015,9,2015-09-25T00:00:00.000Z,Ward 10,Apartment Building,Renovation,24,3000,0,2015-09-25T00:00:00.000Z,2771
2015,9,2015-09-25T00:00:00.000Z,Ward 12,Mini Home,Renovation,24,3000,0,2015-09-25T00:00:00.000Z,2772
2015,10,2015-10-20T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,136,16936,0,2015-10-20T00:00:00.000Z,2773
2015,10,2015-10-20T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,40,4200,0,2015-10-20T00:00:00.000Z,2774
2015,10,2015-10-20T00:00:00.000Z,Ward 10,Commercial Building,Renovation,112,13500,0,2015-10-20T00:00:00.000Z,2775
2015,10,2015-10-20T00:00:00.000Z,Ward 5,Accesory Building,New,16,2000,0,2015-10-20T00:00:00.000Z,2776
2015,10,2015-10-20T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,136,16100,0,2015-10-20T00:00:00.000Z,2777
2015,10,2015-10-20T00:00:00.000Z,Ward 11,Commercial Building,Renovation,800,100000,0,2015-10-20T00:00:00.000Z,2778
2015,10,2015-10-19T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,72,9000,0,2015-10-19T00:00:00.000Z,2779
2015,10,2015-10-19T00:00:00.000Z,Ward 7,Accesory Building,New,16,1200,0,2015-10-19T00:00:00.000Z,2780
2015,10,2015-10-19T00:00:00.000Z,Ward 4,Accesory Building,New,24,3000,0,2015-10-19T00:00:00.000Z,2781
2015,10,2015-10-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,48,6000,0,2015-10-16T00:00:00.000Z,2782
2015,10,2015-10-16T00:00:00.000Z,Ward 2,Commercial Building,Renovation,40,4100,0,2015-10-16T00:00:00.000Z,2783
2015,10,2015-10-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,40,5000,0,2015-10-16T00:00:00.000Z,2784
2015,10,2015-10-15T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,16,1500,0,2015-10-15T00:00:00.000Z,2785
2015,10,2015-10-15T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,120,14500,0,2015-10-15T00:00:00.000Z,2786
2015,10,2015-10-15T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,32,4000,0,2015-10-15T00:00:00.000Z,2787
2015,10,2015-10-15T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,136,17000,0,2015-10-15T00:00:00.000Z,2788
2015,10,2015-10-15T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,88,11000,0,2015-10-15T00:00:00.000Z,2789
2015,10,2015-10-15T00:00:00.000Z,Ward 9,Attached Garage,Repair,80,10000,0,2015-10-15T00:00:00.000Z,2790
2015,10,2015-10-15T00:00:00.000Z,Ward 12,Commercial Building,Renovation,96,12000,0,2015-10-15T00:00:00.000Z,2791
2015,10,2015-10-15T00:00:00.000Z,Ward 12,Accessory Building,New,184,23000,0,2015-10-15T00:00:00.000Z,2792
2015,10,2015-10-15T00:00:00.000Z,Ward 11,Single Detached Dwelling,Repair,48,2500,0,2015-10-15T00:00:00.000Z,2793
2015,10,2015-10-15T00:00:00.000Z,Ward 10,Commercial/Residential,New,40,5000,0,2015-10-15T00:00:00.000Z,2794
2015,10,2015-10-13T00:00:00.000Z,Ward 6,Single Detached Dwelling,Renovation,24,3000,0,2015-10-13T00:00:00.000Z,2795
2015,10,2015-10-13T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,32,4000,0,2015-10-13T00:00:00.000Z,2796
2015,10,2015-10-09T00:00:00.000Z,Ward 7,Commercial Building,Renovation,40,5000,0,2015-10-09T00:00:00.000Z,2797
2015,10,2015-10-09T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,40,5000,0,2015-10-09T00:00:00.000Z,2798
2015,10,2015-10-09T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,32,4000,0,2015-10-09T00:00:00.000Z,2799
2015,10,2015-10-09T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,64,8000,0,2015-10-09T00:00:00.000Z,2800
2015,8,2015-08-11T00:00:00.000Z,Ward 4,Commercial Building,Renovation,1488,186000,0,2015-08-11T00:00:00.000Z,2801
2015,8,2015-08-11T00:00:00.000Z,Ward 11,Institutional,Renovation,528,66000,0,2015-08-11T00:00:00.000Z,2802
2015,8,2015-08-11T00:00:00.000Z,,Single Detached Dwelling/Apartment,Renovation,16,2000,0,2015-08-11T00:00:00.000Z,2803
2015,8,2015-08-11T00:00:00.000Z,Ward 7,Deck,New,16,1500,0,2015-08-11T00:00:00.000Z,2804
2015,8,2015-08-11T00:00:00.000Z,Ward 9,Deck,New,32,4000,0,2015-08-11T00:00:00.000Z,2805
2015,8,2015-08-11T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,720,90000,0,2015-08-11T00:00:00.000Z,2806
2015,8,2015-08-11T00:00:00.000Z,Ward 12,Commercial Building,Renovation,640,80000,0,2015-08-11T00:00:00.000Z,2807
2015,8,2015-08-10T00:00:00.000Z,Ward 8,Deck,New,80,9237.64,0,2015-08-10T00:00:00.000Z,2808
2015,8,2015-08-10T00:00:00.000Z,Ward 8,Institutional,Renovation,2968,371000,0,2015-08-10T00:00:00.000Z,2809
2015,8,2015-08-10T00:00:00.000Z,Ward 8,Institutional,Renovation,184,22300,0,2015-08-10T00:00:00.000Z,2810
2015,8,2015-08-10T00:00:00.000Z,Ward 2,Commercial Building,Renovation,56,7000,0,2015-08-10T00:00:00.000Z,2811
2015,8,2015-08-07T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,32,4000,0,2015-08-07T00:00:00.000Z,2812
2015,8,2015-08-07T00:00:00.000Z,,Commercial Building,Renovation,224,28000,0,2015-08-07T00:00:00.000Z,2813
2015,8,2015-08-07T00:00:00.000Z,Ward 11,Single Detached Dwelling,Repair,64,7500,0,2015-08-07T00:00:00.000Z,2814
2015,8,2015-08-06T00:00:00.000Z,Ward 3,Commercial Building,Renovation,224,28000,0,2015-08-06T00:00:00.000Z,2815
2015,6,2015-06-29T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,168,20353,0,2015-06-29T00:00:00.000Z,2816
2015,6,2015-06-19T00:00:00.000Z,Ward 10,Accessory Building,New,7.5,1000,0,2015-06-19T00:00:00.000Z,2817
2015,7,2015-07-08T00:00:00.000Z,Ward 10,Single Detached Dwelling,Repair,104,12900,0,2015-07-08T00:00:00.000Z,2818
2015,8,2015-08-06T00:00:00.000Z,Ward 3,Commercial Building,Renovation,120,15000,0,2015-08-06T00:00:00.000Z,2819
2015,8,2015-08-06T00:00:00.000Z,Ward 3,Pool,New,16,2000,0,2015-08-06T00:00:00.000Z,2820
2015,8,2015-08-06T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,48,5135,0,2015-08-06T00:00:00.000Z,2821
2015,8,2015-08-06T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,144,17500,0,2015-08-06T00:00:00.000Z,2822
2015,8,2015-08-06T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,32,3697,0,2015-08-06T00:00:00.000Z,2823
2015,7,2015-07-28T00:00:00.000Z,Ward 10,Commercial Building,Renovation,272,33840,0,2015-07-28T00:00:00.000Z,2824
2015,8,2015-08-06T00:00:00.000Z,Ward 3,Single Detached Dwelling,New,1920,240000,1,2015-08-06T00:00:00.000Z,2825
2015,8,2015-08-05T00:00:00.000Z,Ward 3,Single Detached Dwelling,Repair,40,4706.45,0,2015-08-05T00:00:00.000Z,2826
2015,8,2015-08-05T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,320,40000,0,2015-08-05T00:00:00.000Z,2827
2015,8,2015-08-05T00:00:00.000Z,Ward 4,Single Detached Dwelling,Addition,200,25000,0,2015-08-05T00:00:00.000Z,2828
2015,8,2015-08-05T00:00:00.000Z,Ward 9,Commercial Building,Renovation,240,30000,0,2015-08-05T00:00:00.000Z,2829
2015,8,2015-08-05T00:00:00.000Z,Ward 11,Pool,New,128,16000,0,2015-08-05T00:00:00.000Z,2830
2015,8,2015-08-05T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,120,15000,0,2015-08-05T00:00:00.000Z,2831
2015,8,2015-08-05T00:00:00.000Z,Ward 12,Semi Detached,New,3680,460000,2,2015-08-05T00:00:00.000Z,2832
2015,8,2015-08-05T00:00:00.000Z,Ward 7,Single Detached Dwelling,Addition,560,70000,0,2015-08-05T00:00:00.000Z,2833
2015,8,2015-08-05T00:00:00.000Z,Ward 4,Detached Garage,New,80,9300,0,2015-08-05T00:00:00.000Z,2834
2015,8,2015-08-04T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,104,13000,0,2015-08-04T00:00:00.000Z,2835
2015,8,2015-08-04T00:00:00.000Z,Ward 7,Single Detached Dwelling,New,1000,125000,1,2015-08-04T00:00:00.000Z,2836
2015,8,2015-08-04T00:00:00.000Z,Ward 9,Federal/Provincial,Renovation,960,119700,0,2015-08-04T00:00:00.000Z,2837
2015,7,2015-07-30T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,24,2684.39,0,2015-07-30T00:00:00.000Z,2838
2015,7,2015-07-30T00:00:00.000Z,Ward 7,Single Detached Dwelling,New,2304,288000,1,2015-07-30T00:00:00.000Z,2839
2015,7,2015-07-30T00:00:00.000Z,Ward 3,Commercial Building,Renovation,16,1830,0,2015-07-30T00:00:00.000Z,2840
2015,7,2015-07-30T00:00:00.000Z,Ward 10,Apartment Building,New,8000,1000000,16,2015-07-30T00:00:00.000Z,2841
2015,7,2015-07-29T00:00:00.000Z,Ward 2,Single Detached Dwelling,Addition,200,25000,0,2015-07-29T00:00:00.000Z,2842
2015,7,2015-07-29T00:00:00.000Z,Ward 12,Single Detached Dwelling,Addition,64,8000,0,2015-07-29T00:00:00.000Z,2843
2015,7,2015-07-29T00:00:00.000Z,Ward 12,Deck,New,24,3000,0,2015-07-29T00:00:00.000Z,2844
2015,7,2015-07-29T00:00:00.000Z,Ward 8,Commercial Building,Renovation,528,66000,0,2015-07-29T00:00:00.000Z,2845
2015,7,2015-07-29T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,7200,900000,1,2015-07-29T00:00:00.000Z,2846
2015,7,2015-07-28T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,120,15000,0,2015-07-28T00:00:00.000Z,2847
2015,7,2015-07-28T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,32,4000,0,2015-07-28T00:00:00.000Z,2848
2015,7,2015-07-28T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,40,4950,0,2015-07-28T00:00:00.000Z,2849
2015,7,2015-07-28T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,72,8100,0,2015-07-28T00:00:00.000Z,2850
2015,7,2015-07-28T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,72,8500,0,2015-07-28T00:00:00.000Z,2851
2015,7,2015-07-28T00:00:00.000Z,Ward 3,Commercial Building,Renovation,40,4500,0,2015-07-28T00:00:00.000Z,2852
2015,7,2015-07-28T00:00:00.000Z,Ward 10,Commercial Building,Renovation,544,67400,0,2015-07-28T00:00:00.000Z,2853
2015,7,2015-07-28T00:00:00.000Z,Ward 12,Apartment Building,Renovation,80,10000,0,2015-07-28T00:00:00.000Z,2854
2015,6,2015-06-15T00:00:00.000Z,Ward 12,Commercial Building,Addition,320,40000,0,2015-06-15T00:00:00.000Z,2855
2015,6,2015-06-08T00:00:00.000Z,Ward 5,Single Detached Dwelling,Repair,16,1890,0,2015-06-08T00:00:00.000Z,2856
2015,7,2015-07-20T00:00:00.000Z,Ward 2,Deck,New,16,1400,0,2015-07-20T00:00:00.000Z,2857
2015,6,2015-06-19T00:00:00.000Z,Ward 3,Commercial/Residential,Renovation,16,1200,0,2015-06-19T00:00:00.000Z,2858
2015,6,2015-06-19T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,56,6500,0,2015-06-19T00:00:00.000Z,2859
2015,6,2015-06-19T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,48,5500,0,2015-06-19T00:00:00.000Z,2860
2015,6,2015-06-19T00:00:00.000Z,Ward 4,Single Detached Dwelling,Addition,40,5000,0,2015-06-19T00:00:00.000Z,2861
2015,6,2015-06-19T00:00:00.000Z,Ward 3,Commercial/Residential,Renovation,40,5000,0,2015-06-19T00:00:00.000Z,2862
2015,6,2015-06-19T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,64,7500,0,2015-06-19T00:00:00.000Z,2863
2015,6,2015-06-29T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,256,31500,0,2015-06-29T00:00:00.000Z,2864
2015,6,2015-06-19T00:00:00.000Z,Ward 10,Detached Garage,Renovation,24,2753,0,2015-06-19T00:00:00.000Z,2865
2015,7,2015-07-28T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,64,7500,0,2015-07-28T00:00:00.000Z,2866
2015,7,2015-07-08T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,96,12000,0,2015-07-08T00:00:00.000Z,2867
2015,6,2015-06-12T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,32,4000,0,2015-06-12T00:00:00.000Z,2868
2015,7,2015-07-20T00:00:00.000Z,Ward 2,Deck,New,96,12000,0,2015-07-20T00:00:00.000Z,2869
2015,6,2015-06-29T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,48,5100,0,2015-06-29T00:00:00.000Z,2870
2015,6,2015-06-19T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,48,6000,0,2015-06-19T00:00:00.000Z,2871
2015,6,2015-06-08T00:00:00.000Z,Ward 9,Single Detached Dwelling/Apartment,Addition,960,120000,1,2015-06-08T00:00:00.000Z,2872
2015,7,2015-07-28T00:00:00.000Z,Ward 12,Institutional,Addition,1560,195000,0,2015-07-28T00:00:00.000Z,2873
2015,7,2015-07-08T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,240,30000,0,2015-07-08T00:00:00.000Z,2874
2015,6,2015-06-12T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,40,5000,0,2015-06-12T00:00:00.000Z,2875
2015,6,2015-06-12T00:00:00.000Z,Ward 7,Pool,New,256,31425,0,2015-06-12T00:00:00.000Z,2876
2015,6,2015-06-12T00:00:00.000Z,Ward 3,Pool,New,320,40000,0,2015-06-12T00:00:00.000Z,2877
2015,6,2015-06-12T00:00:00.000Z,Ward 7,Pool,New,112,14000,0,2015-06-12T00:00:00.000Z,2878
2015,6,2015-06-12T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,40,5000,0,2015-06-12T00:00:00.000Z,2879
2015,6,2015-06-12T00:00:00.000Z,Ward 4,Single Detached Dwelling,Demolition,,0,0,2015-06-12T00:00:00.000Z,2880
2015,6,2015-06-12T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,120,15000,0,2015-06-12T00:00:00.000Z,2881
2015,6,2015-06-12T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,72,9000,0,2015-06-12T00:00:00.000Z,2882
2015,6,2015-06-12T00:00:00.000Z,Ward 10,Accessory Building,New,7.5,1000,0,2015-06-12T00:00:00.000Z,2883
2015,6,2015-06-12T00:00:00.000Z,Ward 7,Pool,New,104,13000,0,2015-06-12T00:00:00.000Z,2884
2015,6,2015-06-12T00:00:00.000Z,Ward 12,Accesory Building,New,32,3500,0,2015-06-12T00:00:00.000Z,2885
2015,6,2015-06-12T00:00:00.000Z,Ward 12,Commercial Building,Renovation,392,49000,0,2015-06-12T00:00:00.000Z,2886
2015,6,2015-06-12T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1600,200000,1,2015-06-12T00:00:00.000Z,2887
2015,6,2015-06-12T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1600,200000,1,2015-06-12T00:00:00.000Z,2888
2015,6,2015-06-12T00:00:00.000Z,Ward 12,Commercial Building,Renovation,64,8000,0,2015-06-12T00:00:00.000Z,2889
2015,6,2015-06-10T00:00:00.000Z,Ward 10,Single Detached Dwelling,Repair,72,8500,0,2015-06-10T00:00:00.000Z,2890
2015,6,2015-06-10T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,368,45200,0,2015-06-10T00:00:00.000Z,2891
2015,6,2015-06-10T00:00:00.000Z,Ward 2,Deck,New,16,2000,0,2015-06-10T00:00:00.000Z,2892
2015,6,2015-06-10T00:00:00.000Z,Ward 1,Pool,New,80,10000,0,2015-06-10T00:00:00.000Z,2893
2015,6,2015-06-10T00:00:00.000Z,Ward 9,Accessory Building,New,16,2000,0,2015-06-10T00:00:00.000Z,2894
2015,6,2015-06-10T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,64,8000,0,2015-06-10T00:00:00.000Z,2895
2015,6,2015-06-10T00:00:00.000Z,Ward 12,Pool,New,240,30000,0,2015-06-10T00:00:00.000Z,2896
2015,6,2015-06-10T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,64,8000,0,2015-06-10T00:00:00.000Z,2897
2015,6,2015-06-10T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,120,14300,0,2015-06-10T00:00:00.000Z,2898
2015,6,2015-06-10T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,72,8117,0,2015-06-10T00:00:00.000Z,2899
2015,6,2015-06-10T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,16,1500,0,2015-06-10T00:00:00.000Z,2900
2015,6,2015-06-10T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,56,7000,0,2015-06-10T00:00:00.000Z,2901
2015,6,2015-06-10T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,304,37470,0,2015-06-10T00:00:00.000Z,2902
2015,6,2015-06-10T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,40,5000,0,2015-06-10T00:00:00.000Z,2903
2015,6,2015-06-10T00:00:00.000Z,Ward 8,Institutional,Renovation,800,100000,0,2015-06-10T00:00:00.000Z,2904
2015,6,2015-06-10T00:00:00.000Z,Ward 12,Accessory Building,New,1400,175000,0,2015-06-10T00:00:00.000Z,2905
2015,6,2015-06-10T00:00:00.000Z,Ward 11,Commercial Building,Renovation,600,75000,0,2015-06-10T00:00:00.000Z,2906
2015,6,2015-06-10T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1600,200000,1,2015-06-10T00:00:00.000Z,2907
