EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
BUAM,Concordia University of Edmonton,null,University,Designated,NA,1988-12-21,null,7128 Ada Boulevard,null,null,Edmonton,Alberta,T5B4E4,Canada,(403) 479-8481,(403) 479-8481,(403) 479-8481
BUAO,King's University-The,null,University,Designated,NA,1988-12-21,null,9125 - 50th Street,null,null,Edmonton,Alberta,T6B2H3,Canada,(780) 428-0727,(780) 428-0727,(780) 428-0727
BUAA,University of Alberta,null,University,Designated,NA,1988-12-21,null,Office of the Registrar ,201B Adminstration Bldg,11380 - 89 Ave NW ,Edmonton,Alberta,T6G2M7,Canada,(780) 492-3723,(780) 492-3723,(780) 492-3723
BUAC,University of Calgary,null,University,Designated,NA,1988-12-21,null,Fee/Cashiers' Office,2500 University Drive NW,null,Calgary,Alberta,T2N1N4,Canada,(403) 220-5706,(403) 220-5706,(403) 220-5706
BUAD,University of Lethbridge,null,University,Designated,NA,1988-12-21,null,4401 University Dr.,null,null,Lethbridge,Alberta,T1K 3M4,Canada,4033292000,4033292000,4033292000
AJBH,Camosun College - All campuses,null,Junior College,Designated,NA,1992-02-20,null,Financial Aid Office,4461 Interurban Road,null,Victoria,British Columbia,V9E 2C1,Canada,2503703841,2503703841,2503703841
AJAL,Coast Mountain College,null,Junior College,Designated,NA,1988-12-21,null,5331 Mcconnell Avenue,null,null,Terrace,British Columbia,V8G4X2,Canada,(250) 635-6511,(250) 635-6511,(250) 635-6511
AJAJ,College of New Caledonia,null,Junior College,Designated,NA,1979-01-26,null,3330 - 22 Ave,null,null,Prince George,British Columbia,V2N1P8,Canada,6045615825,6045615825,6045615825
AJAF,College of the Rockies,null,Junior College,Designated,NA,1988-12-21,null,P.O. Box 8500,Station Main,(2700 College Way),Cranbrook,British Columbia,V1C 5L7,Canada,2504892751,2504892751,2504892751
AJAE,Douglas College - All campus's,null,Junior College,Designated,NA,1988-12-21,null,Financial Aid Office,Rm 2740 - 700 Royal Ave,null,New Westminster,British Columbia,V3M5Z5,Canada,(604) 527-5487,(604) 527-5487,(604) 527-5487
AJAM,Langara College,null,Junior College,Designated,NA,1988-12-21,null,100 West 49th Ave.,null,null,Vancouver,British Columbia,V5Y 2Z6,Canada,6043235225,6043235225,6043235225
AJAX,North Island College - All Campuses,null,Junior College,Designated,NA,1988-12-21,null,Comox Valley Campus,2300 Ryan Road,null,Courtenay,British Columbia,V9N 8N6,Canada,2503345022,2503345022,2503345022
AJAK,Northern Lights College,null,Junior College,Designated,NA,1988-12-21,null,Dawson Creek Campus,11401 - 8th Street,null,Dawson Creek,British Columbia,V1G 4G2,Canada,250-782-5251,250-782-5251,250-782-5251
AJBF,Okanagan College - All Campuses,null,Junior College,Designated,NA,1993-01-27,null,1000 KLO Road,null,null,Kelowna,British Columbia,V1Y4X8,Canada,(250) 762-5445,(250) 762-5445,(250) 762-5445
AJAP,Selkirk College - All campuses,null,Junior College,Designated,NA,1975-06-11,null,301 Frank Beinder,null,null,Castlegar,British Columbia,V1N 3J1,Canada,2503651295,2503651295,2503651295
APBJ,Academy of Excellence Hair Design ,null,Private Institution,Designated,NA,1988-12-21,null,303 Goldstream Avenue,null,null,Victoria,British Columbia,V9B2W4,Canada,(250) 386-7843,(250) 386-7843,(250) 386-7843
APNT,Academy of Learning - Abbotsford,null,Private Institution,Designated,NA,null,null,204-2692 Clearbrook Road,null,null,Abbotsford,British Columbia,V2T2Y8,Canada,null,null,null
APLV,Academy of Learning - Broadway Stn Vancouver,null,Private Institution,Designated,NA,2012-08-03,null,302 2555 Commercial Drive,null,null,Vancouver,British Columbia,V5T 4C1,Canada,null,null,null
APNG,Academy of Learning - Kamloops,null,Private Institution,Designated,NA,1993-11-01,null,699 Victoria St.,null,null,Kamloops,British Columbia,V2C2B3,Canada,(250) 372-5429,(250) 372-5429,(250) 372-5429
APSB,Academy of Learning - Kelowna,null,Private Institution,Designated,NA,2006-10-25,null,240A - 1640 Leckie Road,null,null,Kelowna,British Columbia,V1X7C6,Canada,(250) 868-3688,(250) 868-3688,(250) 868-3688
APPX,Academy of Learning - Langley,null,Private Institution,Designated,NA,2011-11-25,null,201-20621 Logarn Avenue,null,null,Langley,British Columbia,V3A7R3,Canada,(604) 532-4040,(604) 532-4040,(604) 532-4040
APMT,Academy of Learning - Nanaimo,null,Private Institution,Designated,NA,1993-08-02,null, 7 - 1551 Esteven Road,PO Box 8860,null,Nanaimo,British Columbia,V9S3Y3,Canada,(250) 753-4220,(250) 753-4220,(250) 753-4220
APRX,Academy of Learning - Surrey,null,Private Institution,Designated,NA,2006-09-26,null,102-13753 72nd Ave,null,null,Surrey,British Columbia,V3W2P2,Canada,(604) 598-3555,(604) 598-3555,(604) 598-3555
APLQ,Academy of Learning - Westshore,null,Private Institution,Designated,NA,1992-04-21,null,715 Goldstream Avenue,null,null,Langford,British Columbia,V9B2X4,Canada,(250) 391-6020,(250) 391-6020,(250) 391-6020
APKU,Academy of Learning-Richmond,null,Private Institution,Designated,NA,1991-05-16,null,#220 4351 No. 3 Road,null,null,Richmond,British Columbia,V6X3A7,Canada,(604) 270-3907,(604) 270-3907,(604) 270-3907
AQCH,Acsenda School of Management,null,Private Institution,Designated,NA,2005-03-31,null,200-666 Burrard Street,null,null,Vancouver,British Columbia,V6C 2X8,Canada,(604) 439-5111,(604) 439-5111,(604) 439-5111
APRY,Adler University,null,Private Institution,Designated,NA,2006-09-27,null,520 Seymour Street,null,null,Vancouver ,British Columbia,V6B 3J5,Canada,(236) 521-2418,(236) 521-2418,(236) 521-2418
APWA,Ajna Yoga,null,Private Institution,Designated,NA,2015-08-03,null,209-2250 Oak Bay Avenue,null,null,Victoria,British Columbia,V8R 1G5,Canada,(250)812-8356,(250)812-8356,(250)812-8356
APUF,Alexander College,null,Private Institution,Designated,NA,2008-10-23,null,101-4603 Kingsway,null,null,Burnaby,British Columbia,V5H4M4,Canada,(604) 435-5815,(604) 435-5815,(604) 435-5815
APVL,All Body Laser Corp. Training Institute,null,Private Institution,Designated,NA,2012-07-18,null,140 - 2627 Shaugnessy St,null,null,Port Coquitlam,British Columbia,V3C 0E1,Canada,(604)773-7515,(604)773-7515,(604)773-7515
APFA,Arbutus College,null,Private Institution,Designated,NA,2005-09-14,null,473 West Hastings St,null,null,Vancouver,British Columbia,V6B1L4,Canada,(604) 681-7701,(604) 681-7701,(604) 681-7701
AQDH,Ashton College - Abbotsford,null,Private Institution,Designated,NA,2017-10-17,null,110-30475 Cardinal Ave,null,null,Abbotsford,British Columbia,V2T 0E4,Canada,604 625-1150,604 625-1150,604 625-1150
APZE,Ashton College - Vancouver,null,Private Institution,Designated,NA,2002-02-15,null,300 - 1190 Melville Street, ,null,Vancouver,British Columbia,V6E3W1,Canada,(604) 899-0803,(604) 899-0803,(604) 899-0803
APOF,Automotive Training Centre ,null,Private Institution,Designated,NA,2011-10-27,null,12160 88th avenue,null,null,Surrey,British Columbia,V3W3J2,Canada,(604) 635-2239,(604) 635-2239,(604) 635-2239
APEZ,BC College of Optics,null,Private Institution,Designated,NA,1988-12-21,null,#402 - 7327 137th Street,null,null,Surrey,British Columbia,V3W1A4,Canada,(604) 581-0101,(604) 581-0101,(604) 581-0101
APSX,BC Helicopters Ltd.,null,Private Institution,Designated,NA,1989-12-21,null,1404 Townline Rd,null,null,Langley,British Columbia,V2T6E1,Canada,(604) 639-9090,(604) 639-9090,(604) 639-9090
APBE,Blanche Macdonald Centre - City Square,null,Private Institution,Designated,NA,1988-12-21,null,100 - 555 West 12th Avenue,null,null,Vancouver,British Columbia,V5Z3X7,Canada,(604) 685-0347,(604) 685-0347,(604) 685-0347
APTO,Blanche Macdonald Centre - Robson,null,Private Institution,Designated,NA,2008-04-04,null,460 Robson Street,null,null,Vancouver,British Columbia,V6B2B5,Canada,(604) 685-0337,(604) 685-0337,(604) 685-0337
AQDY,Body Bar Laser Academy,null,Private Institution,Designated,NA,2019-11-19,null,#123 3237 King George Blvd,null,null,Surrey,British Columbia,V4P 1B7,Canada,null,null,null
APTB,Body Glamour Institute of Beauty by Anita,null,Private Institution,Designated,NA,2007-08-28,null,1919 Lonsdale Avenue,null,null,North Vancouver,British Columbia,V7M2K3,Canada,(604) 904-4111,(604) 904-4111,(604) 904-4111
APYL,Boucher Institute of Naturopathic Medicine,null,Private Institution,Designated,NA,2001-07-30,null,200 - 435 COLUMBIA STREET,null,null,New Westminster,British Columbia,V3L5N8,Canada,(604) 777-9981,(604) 777-9981,(604) 777-9981
AQEB,BrainStation,null,Private Institution,Designated,NA,2020-04-30,null,455 Granville Street,Suite 400,null,Vancouver,British Columbia,V6C1T1,Canada,null,null,null
AQBE,Brighton College - Burnaby,null,Private Institution,Designated,NA,2003-05-08,null,305 - 4538 Kingsway,null,null,Burnaby,British Columbia,V5H4T9,Canada,(604) 430-5608,(604) 430-5608,(604) 430-5608
APWB,Brighton College - Surrey,null,Private Institution,Designated,NA,2015-08-03,null,217 - 9801 King George BLVD,null,null,Surrey,British Columbia,V3T 5H5,Canada,(604)587-5608,(604)587-5608,(604)587-5608
APIN,CDI College of Business- Technology & Healthcare - Burnaby,null,Private Institution,Designated,NA,1988-11-22,null,500 - 5021 Kingsway,null,null,Burnaby,British Columbia,V5H4A5,Canada,(604) 850-8585,(604) 850-8585,(604) 850-8585
APUW,CDI College of Business- Technology & Healthcare - Richmond,null,Private Institution,Designated,NA,2009-12-21,null,180-4351 No 3 Road,null,null,Richmond,British Columbia,V6X3A7,Canada,(604) 279-0003,(604) 279-0003,(604) 279-0003
APVP,CDI College of Business- Technology & Healthcare - South Surrey,null,Private Institution,Designated,NA,2012-12-11,null,112-14928 56th Ave,null,null,Surrey,British Columbia,V3S2N5,Canada,(604)915-7288,(604)915-7288,(604)915-7288
APIM,CDI College of Business- Technology & Healthcare - Surrey,null,Private Institution,Designated,NA,1980-01-01,null,100-11125 124th Street,null,null,Surrey,British Columbia,V3V4V2,Canada,(604) 585-8585,(604) 585-8585,(604) 585-8585
APBX,CDI College of Business- Technology & Healthcare - Vancouver,null,Private Institution,Designated,NA,1988-12-21,null,4TH Floor 549 Howe Street,null,null,Vancouver,British Columbia,V6C2C2,Canada,(604) 850-8585,(604) 850-8585,(604) 850-8585
AQCO,CG Masters School of 3D Animation & VFX,null,Private Institution,Designated,NA,2016-03-30,null,323 - 800 Carnarvon Street,null,null,New Westminister,British Columbia,V3M0G3,Canada,(604)553-2462,(604)553-2462,(604)553-2462
AQEY,Cambria College - Richmond,null,Private Institution,Designated,NA,2021-01-19,null,880 - 5900 No.3 Road,null,null,Richmond,British Columbia,V6X3P7,Canada,null,null,null
AQEV,Cambria College - Surrey,null,Private Institution,Designated,NA,2020-11-26,null,10388 Whalley Boulevard,null,null,Surrey,British Columbia,V3T4H4,Canada,null,null,null
AQEL,Cambria College - Vancouver,null,Private Institution,Designated,NA,2020-11-09,null,549 Howe Street,10th Floor,null,Vancouver,British Columbia,V6C 2C2,Canada,null,null,null
AQBC,Cambria College - Victoria,null,Private Institution,Designated,NA,2016-09-29,null,210-702 Fort Street,null,null,Victoria,British Columbia,V8W1H2,Canada,(778) 265-7547,(778) 265-7547,(778) 265-7547
AQAF,Cambridge College,null,Private Institution,Designated,NA,1997-08-11,null,454-4800 Kingsway,null,null,Burnaby,British Columbia,V5H4J2,Canada,(604) 438-7246,(604) 438-7246,(604) 438-7246
AQDZ,Canada College Vancouver,null,Private Institution,Designated,NA,2019-11-19,null,300 - 900 Burrard St.,null,null,Vancouver,British Columbia,V6Z2N2,Canada,null,null,null
AQEM,Canadian Aviation College,null,Private Institution,Designated,NA,2020-11-09,null,Hangar 72-18300 Ford Road,null,null,Pitt Meadows,British Columbia,V3Y 0C6,Canada,604-299-7777,604-299-7777,604-299-7777
APVU,Canadian College,null,Private Institution,Designated,NA,2014-03-11,null,200 - 1050 Alberni Street,null,null,Vancouver,British Columbia,V6E 1A3,Canada,(604)688-9366,(604)688-9366,(604)688-9366
APYB,Canadian College of Performing Arts,null,Private Institution,Designated,NA,2001-01-25,null,1701 Elgin Road,null,null,Victoria,British Columbia,V8R5L7,Canada,(250) 595-9970,(250) 595-9970,(250) 595-9970
APVM,Canadian College of Shiatsu Therapy,null,Private Institution,Designated,NA,2012-07-20,null,142 Lonsdale Ave,null,null,North Vancouver,British Columbia,V7M 2E8,Canada,(604)904-4187,(604)904-4187,(604)904-4187
AQDU,Canadian Film and Television Institute,null,Private Institution,Designated,NA,2019-03-18,null,150-13151 Vanier Place,null,null,Richmond,British Columbia,V6Y2J1,Canada,null,null,null
APBS,Canadian Flight Centre,null,Private Institution,Designated,NA,2016-01-29,null,603- 604 - 11715 Baynes Road,null,null,Pitt Meadows,British Columbia,V3Y2V1,Canada,(604) 946-7744,(604) 946-7744,(604) 946-7744
APVX,Canadian Health Care Academy - Vancouver,null,Private Institution,Designated,NA,2014-07-31,null,516 Kingsway,null,null,Vancouver,British Columbia,V5T3J9,Canada,(604)589-2422,(604)589-2422,(604)589-2422
APWC,Canadian National Institute of Business,null,Private Institution,Designated,NA,2019-11-05,null,Unit 125 and 125A,3030 Lincoln Avenue,null,Coquitlam,British Columbia,V3B 6B4,Canada,(604) 474 2642,(604) 474 2642,(604) 474 2642
APRM,Canadian Outdoor Leadership Training,null,Private Institution,Designated,NA,2005-12-17,null,Box 2160,null,null,Campbell River,British Columbia,V9W5C5,Canada,(250) 286-3122,(250) 286-3122,(250) 286-3122
AQEJ,Canadian School of Natural Nutrition - Vancouver Island,null,Private Institution,Designated,NA,2020-10-06,null,#208 3045 Douglas Street,null,null,Victoria,British Columbia,V8T 4N2,Canada,null,null,null
APIC,Canadian Tourism College - Surrey,null,Private Institution,Designated,NA,1988-07-27,null,320 - 10362 King George Hwy,null,null,Surrey,British Columbia,V3T2W5,Canada,(604) 582-1122,(604) 582-1122,(604) 582-1122
APEY,Canadian Tourism College - Vancouver,null,Private Institution,Designated,NA,1988-12-21,null,200-1111 Melville Steet,null,null,Vancouver,British Columbia,V6E3V6,Canada,(604) 736-8000,(604) 736-8000,(604) 736-8000
AQDL,Canadian Vocational Training Centre,null,Private Institution,Designated,NA,2018-01-11,null,201 Victoria Steet,null,null,Prince George,British Columbia,V2L 2J5,Canada,250 596-1575,250 596-1575,250 596-1575
APUJ,Canscribe Career College,null,Private Institution,Designated,NA,2009-05-04,null,340 - 1632 Dickson Avenue,null,null,Kelowna,British Columbia,V1Y7T2,Canada,(250) 448-4670,(250) 448-4670,(250) 448-4670
APVZ,Capital College,null,Private Institution,Designated,NA,2015-03-23,null,540 - 4400 Hazelbridge Way,null,null,Richmond,British Columbia,V6X3R8,Canada,(604)270-7426,(604)270-7426,(604)270-7426
AQDC,Career City College,null,Private Institution,Designated,NA,2017-07-10,null,201-1634 Harvey Avenue,null,null,Kelowna,British Columbia,V1Y6G2,Canada,(250) 317-2222,(250) 317-2222,(250) 317-2222
APZZ,Central College,null,Private Institution,Designated,NA,2002-09-16,null,220-60 8th Street,null,null,New Westminster,British Columbia,V8M 3P1,Canada,(604) 523-2388,(604) 523-2388,(604) 523-2388
APZU,Centre for Arts And Technology - Kelowna,null,Private Institution,Designated,NA,2002-08-16,null,100 - 1632 Dickson Avenue,null,null,Kelowna,British Columbia,V1Y7T2,Canada,(250) 860-2787,(250) 860-2787,(250) 860-2787
AQDR,Centre of Arts and Technology - Surrey,null,Private Institution,Designated,NA,2018-08-10,null,10060 King George Blvd,null,null,Surrey,British Columbia,V3T2W4,Canada,null,null,null
APHN,Chinook Helicopters (1982) Ltd.,null,Private Institution,Designated,NA,1988-08-12,null,30720 Rotor Drive,null,null,Abbotsford,British Columbia,V2T6H5,Canada,(604) 855-1100,(604) 855-1100,(604) 855-1100
APDL,City University of Seattle,null,Private Institution,Designated,NA,2010-02-02,null,#310-789 West Pender Street,null,null,Vancouver,British Columbia,V6C1H2,Canada,(604) 689-2489,(604) 689-2489,(604) 689-2489
APCG,Coastal Pacific Aviation Limited,null,Private Institution,Designated,NA,1988-12-21,null,30575 Approach Drive,Abbotsford Airport,null,Abbotsford,British Columbia,V2T6H5,Canada,(604) 855-1112,(604) 855-1112,(604) 855-1112
AQEN,Codecore - New Westminster,null,Private Institution,Designated,NA,2020-11-09,null,#600-628 6th Avenue,null,null,New Westminster,British Columbia,V3M 6Z1,Canada,null,null,null
AQEI,Collège Éducacentre,null,Private Institution,Designated,NA,2020-09-11,null,842 Thurlow St.,null,null,Vancouver,British Columbia,V6E1W2,Canada,null,null,null
APAJ,Columbia Bible College,null,Private Institution,Designated,NA,1988-12-21,null,2940 Clearbrook Rd.,null,null,Abbotsford,British Columbia,V2T2Z8,Canada,(604) 853-3358,(604) 853-3358,(604) 853-3358
APAI,Columbia College,null,Private Institution,Designated,NA,1988-12-21,null,438 Terminal Ave,null,null,Vancouver,British Columbia,V6A0C1,Canada,(604) 683-8360,(604) 683-8360,(604) 683-8360
AQED,Columbia Paramedic Academy - Langley,null,Private Institution,Designated,NA,2020-07-10,null,10-8948 202nd Street,null,null,Langley,British Columbia,V1M4A7,Canada,null,null,null
AQEE,Columbia Paramedic Academy - Victoria,null,Private Institution,Designated,NA,2020-07-10,null,5 - 3948 Quadra Street,null,null,Victoria,British Columbia,V8X1J6,Canada,null,null,null
APEO,Coquitlam College - Coquitlam,null,Private Institution,Designated,NA,2013-11-21,null,516 Brookmere Ave.,null,null,Coquitlam,British Columbia,V3J 4W9,Canada,(604)939-6633,(604)939-6633,(604)939-6633
AQDT,Coquitlam College - Surrey,null,Private Institution,Designated,NA,2018-11-16,null,C350 9801 King George Road,null,null,Surrey,British Columbia,V3T5H6,Canada,null,null,null
APYJ,Corpus Christi College,null,Private Institution,Designated,NA,2011-06-17,null,5935 Iona Drive,null,null,Vancouver,British Columbia,V6T1J7,Canada,(604) 822-6862,(604) 822-6862,(604) 822-6862
AQDJ,Create Career College - Burnaby,null,Private Institution,Designated,NA,2017-11-27,null,650-4789 Kingsway,null,null,Burnaby,British Columbia,V5H 0A3,Canada,null,null,null
APUD,Discovery Community College - Campbell River,null,Private Institution,Designated,NA,2010-10-13,null,1130 Shoppers Row,null,null,Campbell River,British Columbia,V9W2C8,Canada,(250) 287-9850,(250) 287-9850,(250) 287-9850
APTS,Discovery Community College - Courtenay,null,Private Institution,Designated,NA,2008-06-20,null,201/202 - 1025 Cliffe Ave,null,null,Courtenay,British Columbia,V9N2J9,Canada,(250) 338-9663,(250) 338-9663,(250) 338-9663
APUY,Discovery Community College - Maple Ridge,null,Private Institution,Designated,NA,2010-03-30,null,22141 - 119 avenue,null,null,Maple Ridge,British Columbia,V2X2Y7,Canada,(604) 463-1174,(604) 463-1174,(604) 463-1174
APTY,Discovery Community College - Nanaimo Seniors Village,null,Private Institution,Designated,NA,2008-07-14,null,6085 Uplands Drive,null,null,Nanaimo,British Columbia,V9V1T8,Canada,(250) 740-0114,(250) 740-0114,(250) 740-0114
APUA,Discovery Community College - Parksville Corfield,null,Private Institution,Designated,NA,2008-07-14,null,201/203 - 160 Corfield Ave,null,null,Parksville,British Columbia,V9P 2G3,Canada,(250) 248-2444,(250) 248-2444,(250) 248-2444
APUR,Discovery Community College - Surrey,null,Private Institution,Designated,NA,2013-07-15,null,10040 King George Blvd,null,null,Surrey,British Columbia,V3T2W4,Canada,(604)930-9908,(604)930-9908,(604)930-9908
APTP,Discovery Community College-Nanaimo-Dunsmuir,null,Private Institution,Designated,NA,2008-04-28,null,101 - 495 Dunsmuir Street,null,null,Nanaimo,British Columbia,V9R6V9,Canada,(250) 740-0115,(250) 740-0115,(250) 740-0115
APVC,Divesafe International,null,Private Institution,Designated,NA,2010-11-04,null,170 Dogwood Street,null,null,Campbell River,British Columbia,V9W2X8,Canada,(250) 287-3837,(250) 287-3837,(250) 287-3837
APJL,Diving Dynamics,null,Private Institution,Designated,NA,1989-07-12,null,1884 AMBROSI ROAD,null,null,Kelowna,British Columbia,V1Y4R9,Canada,(250) 861-1848,(250) 861-1848,(250) 861-1848
APYF,Dominion Herbal College,null,Private Institution,Designated,NA,2020-10-26,null,271 - 5489 Byrne Rd,null,null,Burnaby,British Columbia,V5J3J1,Canada,(604) 433-1926,(604) 433-1926,(604) 433-1926
AQDQ,Drake Medox College - Surrey,null,Private Institution,Designated,NA,2018-07-19,null,10590 King George Boulevard,null,null,Surrey,British Columbia,V3T2X3,Canada,604-930-4517,604-930-4517,604-930-4517
APDB,Drake Medox College - Vancouver,null,Private Institution,Designated,NA,2005-08-24,null,210-535 West 10th Avenue,null,null,Vancouver,British Columbia,V5Z1K9,Canada,(604) 629-0196,(604) 629-0196,(604) 629-0196
APTI,Electrical Joint Training Committee,null,Private Institution,Designated,NA,2007-11-09,null,100 - 1424 Broadway St,null,null,Port Coquitlam,British Columbia,V3C5W2,Canada,(604) 571-6540,(604) 571-6540,(604) 571-6540
APBR,Eton College,null,Private Institution,Designated,NA,2005-07-06,null,706-333 Terminal Avenue,null,null,Vancouver,British Columbia,V6A4C1,Canada,(604) 677-4431,(604) 677-4431,(604) 677-4431
APPI,Excel Career College - Courtenay,null,Private Institution,Designated,NA,2012-10-03,null,201 - 841 Cliffe Avenue,null,null,Courtenay,British Columbia,V9N  2J8,Canada,(250) 334-2452,(250) 334-2452,(250) 334-2452
APSE,Fairleigh Dickinson University - Vancouver,null,Private Institution,Designated,NA,2007-02-19,null,842 Cambie street,null,null,Vancouver,British Columbia,V6B0B4,Canada,(604) 682-8112,(604) 682-8112,(604) 682-8112
AQDV,First College - Kelowna,null,Private Institution,Designated,NA,2019-05-08,null,532 Leon Ave,2nd Floor,null,Kelowna,British Columbia,V1Y6J6,Canada,null,null,null
APXO,Focus College - Kelowna,null,Private Institution,Designated,NA,2016-01-21,null,206 1470 St. Paul Street,null,null,Kelowna,British Columbia,V1Y2E6,Canada,null,null,null
AQDS,Focus College - Surrey,null,Private Institution,Designated,NA,2018-10-04,null,105- 13655 104th Avenue,null,null,Surrey,British Columbia,V3T1W3,Canada,null,null,null
APGY,Gateway College,null,Private Institution,Designated,NA,1988-12-21,null,702-333 Terminal Ave,null,null,Vancouver,British Columbia,V6A4C1,Canada,(604) 738-0285,(604) 738-0285,(604) 738-0285
APLG,Granville College,null,Private Institution,Designated,NA,1991-12-12,null,725 - 570 Dunsmuir Street,null,null,Vancouver,British Columbia,V6B1Y1,Canada,(604) 683-8850,(604) 683-8850,(604) 683-8850
APOZ,Hair Art Academy,null,Private Institution,Designated,NA,1995-06-23,null,104-20238 Frasher Highway,null,null,Langley,British Columbia,V3A 4E6,Canada,(604) 427-3288,(604) 427-3288,(604) 427-3288
APOP,Heli College Canada Training Inc.,null,Private Institution,Designated,NA,1995-03-21,null,5333 - 216th Street,Hanger 2,null,Langley,British Columbia,V2Y2N3,Canada,(604) 530-3812,(604) 530-3812,(604) 530-3812
AQDK,Heritage Community College,null,Private Institution,Designated,NA,2017-12-07,null,8166 128 Street- Unit 110,null,null,Surrey,British Columbia,V3W 1R1,Canada,null,null,null
APOU,Hilltop  Academy - New Westminster,null,Private Institution,Designated,NA,2012-10-02,null,215-810 Quayside Drive,null,null,New Westminster,British Columbia,V3M 6B9,Canada,(604) 553-0505,(604) 553-0505,(604) 553-0505
AQCY,In Focus Film School,null,Private Institution,Designated,NA,2017-03-07,null,1-306 Abbott Street,null,null,Vancouver,British Columbia,V6B 2K9,Canada,null,null,null
AQDE,Infofit Educators,null,Private Institution,Designated,NA,2017-09-05,null,102-1687 West Broadway,null,null,Vancouver,British Columbia,V6J 1X2,Canada,null,null,null
APAF,Institute of Technology Development Canada,null,Private Institution,Designated,NA,null,null,475 Granville Street,null,null,Vancouver,British Columbia,V6C 1T1,Canada,(888) 880-4410,(888) 880-4410,(888) 880-4410
APWT,Interior Academy,null,Private Institution,Designated,NA,2013-09-20,null,113 Victoria Street,null,null,Kamloops,British Columbia,V2C1Z4,Canada,(250) 374-5565,(250) 374-5565,(250) 374-5565
APUH,Interior Heavy Equipment Operator School Ltd,null,Private Institution,Designated,NA,2008-11-20,null,2-10058 Hwy 97 N.,null,null,Winfield,British Columbia,V4V1P8,Canada,(250) 766-3853,(250) 766-3853,(250) 766-3853
APCZ,JCI Institute,null,Private Institution,Designated,NA,1988-12-21,null,150 - 220 Cambie Street,null,null,Vancouver,British Columbia,V6B2M9,Canada,(604) 688-0328,(604) 688-0328,(604) 688-0328
AQCC,Kelowna College of Professional Counselling,null,Private Institution,Designated,NA,2005-02-10,null,101 - 251 Lawrence Avenue,null,null,Kelowna,British Columbia,V1Y6L2,Canada,(250) 717-0412,(250) 717-0412,(250) 717-0412
APUM,Keystone College Ltd.,null,Private Institution,Designated,NA,2009-05-11,null,Unit 4- 2720 Cliffe Avenue,null,null,Courtenay,British Columbia,V9N2L6,Canada,(250) 871-8300,(250) 871-8300,(250) 871-8300
APQY,Kootenay Columbia College of Integrative Health Sciences,null,Private Institution,Designated,NA,1997-03-24,null,2 - 560 Baker Street,null,null,Nelson,British Columbia,V1L4H9,Canada,(250) 352-5887,(250) 352-5887,(250) 352-5887
APJS,Kosmetae Academy,null,Private Institution,Designated,NA,2012-07-10,null,3 - 32700 GEORGE FERGUSON WAY ,null,null,Abbotsford,British Columbia,V2T4V6,Canada,850-5777,850-5777,850-5777
APPU,Kutenai Art Therapy Institute,null,Private Institution,Designated,NA,1996-02-16,null,191 Baker Street,null,null,Nelson,British Columbia,V1L4H1,Canada,(250) 352-2264,(250) 352-2264,(250) 352-2264
APZC,LaSalle College Vancouver- Renfrew,null,Private Institution,Designated,NA,null,null,2665 Renfrew Street,null,null,Vancouver,British Columbia,V5M0A7,Canada,(604) 683-9200,(604) 683-9200,(604) 683-9200
APQZ,Langley Flying School Inc.,null,Private Institution,Designated,NA,2015-10-08,null,Langley Airport,110 - 5385 216 Street,null,Langley,British Columbia,V2Y2N3,Canada,(604)532-6461,(604)532-6461,(604)532-6461
APEJ,Legends Academy,null,Private Institution,Designated,NA,2013-12-02,null,7 -32700 George Ferguson Way,null,null,Abbotsford,British Columbia,V2T4V6,Canada,(604) 859-5777,(604) 859-5777,(604) 859-5777
AQDW,Lighthouse Labs - Vancouver,null,Private Institution,Designated,NA,2019-05-16,null, 600-401 W Georgia St,null,null,Vancouver,British Columbia,V6B5A1,Canada,null,null,null
AQEK,Lighthouse Labs - Victoria,null,Private Institution,Designated,NA,2020-11-06,null,2031 Store Street,null,null,Victoria,British Columbia,V8T 5L9,Canada,null,null,null
APDK,London School of Hairdressing & Aesthetics,null,Private Institution,Designated,NA,1988-12-21,null,114 WEST HASTINGS STREET,null,null,Vancouver,British Columbia,V6B1G8,Canada,(604) 685-4121,(604) 685-4121,(604) 685-4121
APUG,Lost Boys Studios - School of Visual Effects,null,Private Institution,Designated,NA,2008-10-23,null,1825 Victoria Diversion,null,null,Vancouver,British Columbia,V5N 2K2,Canada,(604) 558-4999,(604) 558-4999,(604) 558-4999
APBU,M.C. College - Kelowna,null,Private Institution,Designated,NA,1988-12-21,null,100 - 1875  Spall Road,null,null,Kelowna,British Columbia,V1Y4R2,Canada,(250) 861-5828,(250) 861-5828,(250) 861-5828
AQCV,Madlab School of Fitness ,null,Private Institution,Designated,NA,2016-12-02,null,1980 Clark Dr,null,null,Vancouver,British Columbia,V5N 0A9,Canada,(604)253-1261,(604)253-1261,(604)253-1261
APVJ,Mark Anthony Academy of Cosmetology,null,Private Institution,Designated,NA,2012-06-18,null,5735 203rd Street,null,null,Langley,British Columbia,V3A 8A7,Canada,(604)530-4678,(604)530-4678,(604)530-4678
