"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","17992340","Richmond Hospital - Child Health Centre","Provides community hospital services.","17964853","17649371","","http://www.vch.ca/Locations-Services/result?res_id=1",,"N",,"Mon 10:00 - 20:00; Tue 10:00 - 20:00; Wed 10:00 - 20:00; Thu 10:00 - 20:00; Fri 10:00 - 20:00; Sat 10:00 - 20:00; Sun 10:00 - 20:00; Number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.170162","-123.147547","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992340&SiteResourceAgencyNum=17649371"
"LL-3000","Hospitals","17648936","Vancouver Coastal Health","18119693","Bella Coola General Hospital","Provides community hospital services.","18120995","17649124","2507995311","http://www.vch.ca/locations-services/result?res_id=656",,"Y",,"",,"","","",,,,"52.372895","-126.762576","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=18119693&SiteResourceAgencyNum=17649124"
"LL-3000","Hospitals","17650682","Island Health","17690964","Cormorant Island Community Health Centre","Provides community hospital services.","17690967","17650887","2509745585","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/cormorant-island-health-centre",,"Y",,"Visiting hours 14:00 - 20:00 daily",,"","","",,,,"50.583656","-126.926661","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690964&SiteResourceAgencyNum=17650887"
"LL-3000","Hospitals","17650682","Island Health","17690971","Cowichan District Hospital","Provides community hospital services.","17690973","17650858","2507372030","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/cowichan-district-hospital",,"Y",,"",,"","","",,,,"48.785009","-123.723323","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690971&SiteResourceAgencyNum=17650858"
"LL-3000","Hospitals","17650682","Island Health","17690980","Nanaimo Regional General Hospital","Provides community hospital services.","17690982","17650860","","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/nanaimo-regional-general-hospital",,"Y",,"",,"","","",,,,"49.183502","-123.969945","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690980&SiteResourceAgencyNum=17650860"
"LL-3000","Hospitals","17650682","Island Health","17690996","Tofino General Hospital","Provides community hospital services.","17690999","17651030","2507254010","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/tofino-general-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.151591","-125.908605","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17690996&SiteResourceAgencyNum=17651030"
"LL-3000","Hospitals","17650682","Island Health","17691012","West Coast General Hospital","Provides community hospital services.","17691014","17650862","2507311370","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/west-coast-general-hospital",,"Y",,"",,"","","",,,,"49.248801","-124.781792","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691012&SiteResourceAgencyNum=17650862"
"LL-3000","Hospitals","17650682","Island Health","17691020","North Island Hospital Campbell River and District","Provides community hospital services.","17691028","17650856","2502867100","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/north-island-hospital-campbell-river-district",,"Y",,"",,"","","",,,,"50.011132","-125.243155","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691020&SiteResourceAgencyNum=17650856"
"LL-3000","Hospitals","17650682","Island Health","17691064","Port Hardy Hospital","Provides community hospital services.","17691067","17651090","2509026011","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-hardy-hospital",,"Y",,"",,"","","",,,,"50.720244","-127.503215","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691064&SiteResourceAgencyNum=17651090"
"LL-3000","Hospitals","17650682","Island Health","17691157","Victoria General Hospital","Provides community hospital services.","17691162","17650784","2507274212","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/victoria-general-hospital-vgh",,"Y",,"",,"","","",,,,"48.466809","-123.432576","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691157&SiteResourceAgencyNum=17650784"
"LL-3000","Hospitals","17650682","Island Health","17691164","Lady Minto/Gulf Islands Hospital","Provides community hospital services.","17691376","17650864","2505384800","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/lady-minto-gulf-islands-hospital",,"Y",,"",,"","","",,,,"48.861445","-123.508599","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691164&SiteResourceAgencyNum=17650864"
"LL-3000","Hospitals","17650682","Island Health","17992279","Royal Jubilee Hospital","Provides community hospital services.","17690813","17650835","2503708000","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh",,"Y",,"",,"","","",,,,"48.434061","-123.326541","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992279&SiteResourceAgencyNum=17650835"
"LL-3000","Hospitals","17650682","Island Health","17992279","Victoria Mental Health Centre","Provides community hospital services.","17690815","17650778","2503708000","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh",,"Y",,"",,"","","",,,,"48.432420","-123.323847","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992279&SiteResourceAgencyNum=17650778"
"LL-3000","Hospitals","17650682","Island Health","17992316","Saanich Peninsula Hospital","Provides community hospital services.","17691383","17650866","2505447676","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/saanich-peninsula-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"48.594199","-123.411323","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992316&SiteResourceAgencyNum=17650866"
"LL-3000","Hospitals","17650682","Island Health","17992347","Port McNeill Hospital","Provides community hospital services.","17691074","17650890","2509564461","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-mcneill-hospital",,"Y",,"",,"","","",,,,"50.580260","-127.067379","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992347&SiteResourceAgencyNum=17650890"
"LL-3000","Hospitals","17650682","Island Health","55347966","North Island Hospital Comox Valley","Provides community hospital services.","55347969","55347959","2503315900","https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/north-island-hospital-comox-valley",,"Y",,"",,"","","",,,,"49.712428","-124.969565","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55347966&SiteResourceAgencyNum=55347959"
"LL-3000","Hospitals","17652139","Northern Health","17691789","Kitimat General Hospital and Health Centre","Provides community hospital services.","17691795","17652147","","https://www.northernhealth.ca/locations/hospitals/kitimat-general-hospital-and-health-centre",,"Y",,"",,"","","",,,,"54.050409","-128.647481","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17691789&SiteResourceAgencyNum=17652147"
"LL-3000","Hospitals","17652139","Northern Health","17992293","Mackenzie and District Hospital and Health Centre","Provides community hospital services.","17692233","17652365","","https://www.northernhealth.ca/locations/hospitals/mackenzie-and-district-hospital-and-health-centre",,"Y",,"",,"","","",,,,"55.338120","-123.101288","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992293&SiteResourceAgencyNum=17652365"
"LL-3000","Hospitals","17652139","Northern Health","17992297","Prince Rupert Regional Hospital","Provides community hospital services.","17691892","17652308","","https://www.northernhealth.ca/locations/hospitals/prince-rupert-regional-hospital",,"Y",,"",,"","","",,,,"54.304265","-130.332179","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992297&SiteResourceAgencyNum=17652308"
"LL-3000","Hospitals","17652139","Northern Health","17992299","Fort St. John Hospital","Provides community hospital services.","17691989","17652606","","https://www.northernhealth.ca/locations/hospitals/fort-st-john-hospital-peace-villa",,"Y",,"",,"","","",,,,"56.256892","-120.817122","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992299&SiteResourceAgencyNum=17652606"
"LL-3000","Hospitals","17652139","Northern Health","17992300","Chetwynd Hospital and Health Centre","Provides community hospital services.","17692229","17652362","","https://www.northernhealth.ca/locations/hospitals/chetwynd-hospital-and-health-centre",,"Y",,"",,"","","",,,,"55.695973","-121.646320","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992300&SiteResourceAgencyNum=17652362"
"LL-3000","Hospitals","17652139","Northern Health","17992301","Stuart Lake Hospital","Provides community hospital services.","17691631","17652340","","https://www.northernhealth.ca/locations/hospitals/stuart-lake-hospital",,"Y",,"",,"","","",,,,"54.442987","-124.245474","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992301&SiteResourceAgencyNum=17652340"
"LL-3000","Hospitals","17652139","Northern Health","17992302","St. John Hospital","Provides community hospital services.","17692158","17652672","","https://www.northernhealth.ca/locations/hospitals/st-john-hospital",,"Y",,"",,"","","",,,,"54.028760","-124.008821","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992302&SiteResourceAgencyNum=17652672"
"LL-3000","Hospitals","17652139","Northern Health","17992303","Wrinch Memorial Hospital","Provides community hospital services.","17692225","17652355","","https://www.northernhealth.ca/locations/hospitals/wrinch-memorial-hospital",,"Y",,"",,"","","",,,,"55.259655","-127.651295","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992303&SiteResourceAgencyNum=17652355"
"LL-3000","Hospitals","17652139","Northern Health","17992308","University Hospital of Northern British Columbia","Provides community hospital services.","17692184","17652145","","https://www.northernhealth.ca/locations/hospitals/university-hospital-northern-british-columbia-uhnbc",,"Y",,"",,"","","",,,,"53.911251","-122.763153","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992308&SiteResourceAgencyNum=17652145"
"LL-3000","Hospitals","17652139","Northern Health","17992317","G.R. Baker Memorial Hospital","Provides community hospital services.","17691912","17652141","","https://www.northernhealth.ca/locations/hospitals/gr-baker-memorial-hospital",,"Y",,"",,"","","",,,,"52.981739","-122.498817","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992317&SiteResourceAgencyNum=17652141"
"LL-3000","Hospitals","17652139","Northern Health","17992320","Dawson Creek and District Hospital","Provides community hospital services.","17691659","17652143","","https://www.northernhealth.ca/locations/hospitals/dawson-creek-and-district-hospital",,"Y",,"",,"","","",,,,"55.749057","-120.237333","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992320&SiteResourceAgencyNum=17652143"
"LL-3000","Hospitals","17652139","Northern Health","17992322","Bulkley Valley District Hospital","Provides community hospital services.","17691834","17652292","","https://www.northernhealth.ca/locations/hospitals/bulkley-valley-district-hospital",,"Y",,"",,"","","",,,,"54.784976","-127.163822","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992322&SiteResourceAgencyNum=17652292"
"LL-3000","Hospitals","17652139","Northern Health","17992324","McBride and District Hospital","Provides community hospital services.","17692001","17652295","","https://www.northernhealth.ca/locations/hospitals/mcbride-and-district-hospital",,"Y",,"",,"","","",,,,"53.300909","-120.163080","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992324&SiteResourceAgencyNum=17652295"
"LL-3000","Hospitals","17652139","Northern Health","17992325","Northern Haida Gwaii Hospital and Health Centre","Provides community hospital services.","17691585","17652267","","https://www.northernhealth.ca/locations/hospitals/haida-gwaii-hospital-and-health-centre-xaayda-gwaay-ngaaysdll-naay",,"Y",,"",,"","","",,,,"54.012317","-132.151708","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992325&SiteResourceAgencyNum=17652267"
"LL-3000","Hospitals","17652139","Northern Health","17992327","Fort Nelson General Hospital","Provides community hospital services.","17692019","17652353","","https://www.northernhealth.ca/locations/hospitals/fort-nelson-general-hospital",,"Y",,"",,"","","",,,,"58.809101","-122.703101","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992327&SiteResourceAgencyNum=17652353"
"LL-3000","Hospitals","17652139","Northern Health","17992337","Lakes District Hospital and Health Centre","Provides community hospital services.","17691942","17652667","","https://www.northernhealth.ca/locations/hospitals/lakes-district-hospital-and-health-centre",,"Y",,"",,"","","",,,,"54.235568","-125.760016","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992337&SiteResourceAgencyNum=17652667"
"LL-3000","Hospitals","17652139","Northern Health","17992338","Mills Memorial Hospital","Provides community hospital services.","17691846","17652898","","https://www.northernhealth.ca/locations/hospitals/mills-memorial-hospital",,"Y",,"",,"","","",,,,"54.510843","-128.596516","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992338&SiteResourceAgencyNum=17652898"
"LL-3000","Hospitals","17652139","Northern Health","58358932","Whitehorse General Hospital","Provides community hospital services including emergency services, to local residents, the BC community of Atlin, and to other smaller communities along the BC and Yukon border.","58358934","58358925","","https://yukonhospitals.ca/",,"Y",,"",,"","","",,,,"60.718939","-135.043619","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58358932&SiteResourceAgencyNum=58358925"
"LL-3000","Hospitals","17654326","BC Women's Hospital & Health Centre","18119681","BC Women's Hospital and Health Centre","Provides community hospital services.","18119683","17654328","","http://www.bcwomens.ca/",,"Y","Interpreter services are available","Maternity visiting hours: 12:00 - 14:00 and 18:00 - 21:00",,"","","",,"BC",,"49.243637","-123.125393","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=18119681&SiteResourceAgencyNum=17654328"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992314","Mount Saint Joseph Hospital","Provides community hospital services.","17974918","17654602","","https://www.providencehealthcare.org/hospitals-residences/mount-saint-joseph-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.257699","-123.096358","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992314&SiteResourceAgencyNum=17654602"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital","Provides community hospital services.","17691929","17654615","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"N",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654615"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital - Burrard Building","Provides community hospital services.","17691931","17654607","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654607"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital - Providence II Building","Provides community hospital services.","17691933","17654598","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654598"
"LL-3000","Hospitals","17654593","Providence Health Care Society","17992345","St. Paul's Hospital - Providence Building","Provides community hospital services.","17691935","17654595","","https://www.providencehealthcare.org/hospitals-residences/st-paul's-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992345&SiteResourceAgencyNum=17654595"
"LL-3000","Hospitals","17654593","Providence Health Care Society","49430168","Holy Family Hospital","Provides community hospital services.","49430175","17654610","","https://www.providencehealthcare.org/hospitals-residences/holy-family-hospital",,"Y",,"Open visiting hours; number of visitors and length of visits may be limited based on patient or unit needs.",,"","","",,,,"49.213701","-123.072034","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=49430168&SiteResourceAgencyNum=17654610"
