,idx,facility_name,facility_type,alternative_name,longitude,latitude,street_addr,city,province,postal_code,provider,filename
2228,2228,The Canadian Hearing Society - Windsor Region,Community Support Service,WINDSOR The Canadian Hearing Soc,-83.0271209049999,42.3076273720001,300 Giles Boulevard East,Windsor,ON,N9A4C4,Province of Ontario,ON_healthcare_facilities.csv
2229,2229,The Canadian Hearing Society - Ottawa,Community Support Service,OTTAWA The Canadian Hearing Soc,-75.6764311279999,45.38919285,2197 Riverside Drive,Ottawa,ON,K1H7X3,Province of Ontario,ON_healthcare_facilities.csv
2230,2230,The Canadian Hearing Society - Sudbury,Community Support Service,GREATER SUDBURY Canadian Hearing Soc,-80.999827682,46.466773077,1233 Paris Street,Greater Sudbury,ON,P3E3B6,Province of Ontario,ON_healthcare_facilities.csv
2231,2231,The Canadian Hearing Society - Kingston,Community Support Service,KINGSTON The Canadian Hearing Soc,-76.525155511,44.227763313,221 Portsmouth Avenue,Kingston,ON,K7M1V5,Province of Ontario,ON_healthcare_facilities.csv
2232,2232,Wesburn Manor - City of Toronto,Community Support Service,TORONTO Wesburn Manor -Toronto,-79.567459242,43.643889275,400 The West Mall,Toronto,ON,M9C5S1,Province of Ontario,ON_healthcare_facilities.csv
2233,2233,The Board of Management for the District of Algoma,Community Support Service,THESSALON Board Of Mgt-Dist Algoma,-83.562467582,46.2630294040001,135 Dawson Street,Thessalon,ON,P0R1L0,Province of Ontario,ON_healthcare_facilities.csv
2234,2234,Keewaywin First Nation,Community Support Service,KENORA Keewaywin First Nation,-92.817610556,52.9481242420001,202 Band Office Road,Kee-Way-Win,ON,P0V3G0,Province of Ontario,ON_healthcare_facilities.csv
2235,2235,The Governing Council of Salvation Army Canada - London Village,Community Support Service,LONDON Gov Council- Salvation Army,-81.202956001,42.9982945840001,1340 Dundas Street East,London,ON,N5W3B6,Province of Ontario,ON_healthcare_facilities.csv
2236,2236,Native Canadian Centre of Toronto,Community Support Service,TORONTO Native Canadian Centre,-79.404949992,43.668199287,16 Spadina Road,Toronto,ON,M5R2S7,Province of Ontario,ON_healthcare_facilities.csv
2237,2237,Victorian Order of Nurses - Peel Branch,Community Support Service,MISSISSAUGA Victorian Ordr Of Nurses,-79.7456370949999,43.601156659,6790 Century Avenue,Mississauga,ON,L5N2V8,Province of Ontario,ON_healthcare_facilities.csv
2238,2238,Henvey Inlet First Nation,Community Support Service,FRENCH RIVER 13 Henvey Inlet Fn,-80.5606315859999,45.9762942200001,354 Pickerel River Road,Killarney,ON,P0G1J0,Province of Ontario,ON_healthcare_facilities.csv
2239,2239,Taykwa Tagamou Nation,Community Support Service,COCHRANA Taykwa Tagamou Nation,-81.029934302,49.065035272,R.R. 2,Cochrane,ON,P0L1C0,Province of Ontario,ON_healthcare_facilities.csv
2240,2240,"Community Health Services - Canadian Red Cross, Grey-Bruce Branch",Community Support Service,OWEN SOUND CHS-Canadian Red Cross,-80.946263968,44.574298169,1450 1st Avenue West,Owen Sound,ON,N4K5H1,Province of Ontario,ON_healthcare_facilities.csv
2241,2241,Yee Hong Centre for Geriatric Care,Community Support Service,YORK YEE HONG CENTRE FOR GERIATRIC,-79.231108757,43.894422234,2780 Bur Oak Avenue,Markham,ON,L6B1C9,Province of Ontario,ON_healthcare_facilities.csv
2242,2242,Gull Bay First Nation,Community Support Service,THUNDER BAY Gull Bay First Nation,-89.248508164,48.41078886,577 11th Avenue,Thunder Bay,ON,P7B2R5,Province of Ontario,ON_healthcare_facilities.csv
2243,2243,M-Chigeeng First Nation,Community Support Service,M-CHIGEENG First Nation,-82.1615443859999,45.825280412,53 Ontario 551,M'Chigeeng,ON,P0P1G0,Province of Ontario,ON_healthcare_facilities.csv
2244,2244,Coronation 50 Plus Recreation Centre,Community Support Service,NIAGARA FALLS Coronation 50 Plus,-79.0934135429999,43.091650799,5925 Summer Street,Niagara Falls,ON,L2G1M7,Province of Ontario,ON_healthcare_facilities.csv
2245,2245,Davenport Perth Neighbourhood Centre,Community Support Service,TORONTO Davenport Perth,-79.454837808,43.6706866850001,1900 Davenport Road,Toronto,ON,M6N1B7,Province of Ontario,ON_healthcare_facilities.csv
2246,2246,City Housing Hamilton,Community Support Service,HAMILTON City Housing,-79.877962307,43.257022792,55 Hess Street South,Hamilton,ON,L8N4E5,Province of Ontario,ON_healthcare_facilities.csv
2247,2247,Leamington Mennonite Home,Community Support Service,LEAMINGTON Mennonite Home,-82.590172547,42.0431758460001,35 Pickwick Drive,Leamington,ON,N8H4X5,Province of Ontario,ON_healthcare_facilities.csv
2248,2248,Fort Francis Tribal Health Services Inc.,Community Support Service,FORT FRANCES Tribal,-93.3607576489999,48.628819687,1460 Idylwild Drive,Fort Frances,ON,P9A3M3,Province of Ontario,ON_healthcare_facilities.csv
2249,2249,One Care Home and Community Support Services,Community Support Service,CLINTON One Care Home & Com Supp Svr,-81.5496196669999,43.6217930760001,317 Huron Street,Clinton,ON,N0M1L0,Province of Ontario,ON_healthcare_facilities.csv
2250,2250,Aamjiwnaag First Nation Chippewas of Sarnia,Community Support Service,SARNIA Aamjiwnaag First Nations,-82.416068174,42.935975613,978 Tashmoo Avenue,Sarnia,ON,N7T7H5,Province of Ontario,ON_healthcare_facilities.csv
2251,2251,Dementia Alliance,Community Support Service,BRANTFORD Dementia Alliance,-80.272055221,43.1424826530001,101 Brant Avenue,Brantford,ON,N3T3H4,Province of Ontario,ON_healthcare_facilities.csv
2252,2252,Banyan Community Services Inc,Community Support Service,HAMILTON Banyan Community Services,-79.8419544939999,43.2484958920001,681 Main Street East,Hamilton,ON,L8M1K3,Province of Ontario,ON_healthcare_facilities.csv
2253,2253,Csc De Kapuskasing Et Région (Css),Community Support Service,KAPUSKASING CSC,-82.4193850139999,49.4149243420001,27 Avenue Kolb,Kapuskasing,ON,P5N1G2,Province of Ontario,ON_healthcare_facilities.csv
2254,2254,Hospice Care Ottawa,Community Support Service,OTTAWA Hospice Care Ottawa,-75.683185731,45.3900414500001,114 Cameron Avenue,Ottawa,ON,K1S0X1,Province of Ontario,ON_healthcare_facilities.csv
2255,2255,Victoria Order of Nurses - Ontario Branch-Peel Branch Mount Forest,Community Support Service,MOUNT FOREST VON-Ontario Peel Branch,-80.7408900459999,43.9864224780001,392 Main Street North,Mount Forest,ON,N0G2L2,Province of Ontario,ON_healthcare_facilities.csv
2256,2256,Maison De Soins Palliatifs De Sudbury Hospice,Community Support Service,SUDBURY Maison De Soins Palliatifs,-80.9675063719999,46.470762779,1028 South Bay Road,Greater Sudbury,ON,P3E6J7,Province of Ontario,ON_healthcare_facilities.csv
2257,2257,Capability Support Services Inc.,Community Support Service,BURLINGTON Capability Support Serv,-79.780588084,43.3574046150001,3540 Commerce Court,Burlington,ON,L7N3L7,Province of Ontario,ON_healthcare_facilities.csv
2258,2258,Alzheimer Society of Waterloo Wellington,Community Support Service,KITCHENER Alzheimer Society of K-W,-80.4587213089999,43.463335301,831 Frederick Street,kitchener,ON,N2B2B4,Province of Ontario,ON_healthcare_facilities.csv
2259,2259,North Simcoe Muskoka Hospice Palliative Care Network,Community Support Service,ORILLIA-North Simcoe Muskoka Hospice,-79.411276479,44.6053552490001,169 Front Street South,Orillia,ON,L3V4S8,Province of Ontario,ON_healthcare_facilities.csv
2260,2260,Dilico Anishinabek Family Care,Community Support Service,FORT WILLIAM Dilico Anishinabek FC,-89.2612729589999,48.354233552,200 Anemki Place,Fort William First Nation,ON,P7J1L6,Province of Ontario,ON_healthcare_facilities.csv
2261,2261,Alzheimer Society of Hastings and Prince Edward,Community Support Service,BELLEVILLE Alzheimer Society Hasting,-77.353262475,44.1686931670001,470 Dundas Street East,Belleville,ON,K8N1G1,Province of Ontario,ON_healthcare_facilities.csv
2262,2262,The Neighbourhood Group Community Service,Community Support Service,TORONTO The Neighbourhood Group Comm,-79.3687784799999,43.6605549870001,349 Ontario Street,Toronto,ON,M5A2V8,Province of Ontario,ON_healthcare_facilities.csv
2263,2263,Timmins Native Friendship Centre,Community Support Service,TIMMINS Timmins Native Friendship,-81.330299026,48.4706282670001,179 Kirby Avenue,Timmins,ON,P4N1K1,Province of Ontario,ON_healthcare_facilities.csv
2264,2264,Regional Hiv Aids Connection,Community Support Service,LONDON Regional HIV AIDS Connection,-81.248359314,42.983130579,186 King Street,London,ON,N6A1C7,Province of Ontario,ON_healthcare_facilities.csv
2265,2265,Roger's House for Palliative Care,Community Support Service,OTTAWA Roger's House,-75.651465421,45.402140854,399 Smyth Road,Ottawa,ON,K1H8L2,Province of Ontario,ON_healthcare_facilities.csv
2266,2266,Senior Persons Living Connected,Community Support Service,TORONTO Senior Persons Living Conn,-79.316782975,43.796350413,3333 Finch Avenue East,Toronto,ON,M1W2R9,Province of Ontario,ON_healthcare_facilities.csv
2267,2267,Wulaawsuwiikaan Healing Lodge,Community Support Service,MUNCEY Wulaawsuwiikaan,-81.465793764,42.786028333,275 Jubilee Road,Muncey,ON,N0L1Y0,Province of Ontario,ON_healthcare_facilities.csv
2268,2268,Ontario Native Women's Association,Community Support Service,FORT WILLIAM ONWA,-89.223957045,48.3385087520001,150 City Road,Fort William First Nation,ON,P7J1J7,Province of Ontario,ON_healthcare_facilities.csv
2269,2269,West Toronto Support Services for Senior Citizens & the Disabled Inc.,Community Support Service,TORONTO West Toronto Support Serv,-79.458833608,43.6546516820001,1709 Bloor Street West,Toronto,ON,M6P4E5,Province of Ontario,ON_healthcare_facilities.csv
2270,2270,Upsala Volunteer Home Support Association,Community Support Service,UPSALA Volunteer Home Support,-89.43734266,48.6438278790001,20 North Road,Fowler,ON,P0T2Y0,Province of Ontario,ON_healthcare_facilities.csv
2271,2271,Chippewas of the Thames First Nation,Community Support Service,MUNCEY Chippewas of the Thames FN,-81.472505669,42.819484039,320 Chippewa Road,Muncey,ON,N0L1Y0,Province of Ontario,ON_healthcare_facilities.csv
2272,2272,Vision Loss Rehabilitation Canada - Simcoe Branch,Community Support Service,BARRIE VLRC,-79.704625853,44.3813293960001,20 Anne Street South,Barrie,ON,L4N2C6,Province of Ontario,ON_healthcare_facilities.csv
2273,2273,Vision Loss Rehabilitation Canada - Hkpr District,Community Support Service,PETERBOROUGH VLRC,-78.3203190999999,44.301808647,159 King Street,Peterborough,ON,K9J2R8,Province of Ontario,ON_healthcare_facilities.csv
2274,2274,Vision Loss Rehabilitation Canada - Central West Region,Community Support Service,HAMILTON VLRC,-79.792793677,43.233650992,115 Parkdale Avenue South,Hamilton,ON,L8K1H1,Province of Ontario,ON_healthcare_facilities.csv
2275,2275,Vision Loss Rehabilitation Canada - Halton Peel,Community Support Service,MISSISSAUGA VLRC,-79.663633666,43.5673023570001,1270 Central Parkway West,Mississauga,ON,L5C4P4,Province of Ontario,ON_healthcare_facilities.csv
2276,2276,Vision Loss Rehabilitation Canada - Kingston District,Community Support Service,KINGSTON VLRC,-76.507692606,44.2392707160001,826 Princess Street,Kingston,ON,K7L1G3,Province of Ontario,ON_healthcare_facilities.csv
2277,2277,Vision Loss Rehabilitation Canada - Sudbury,Community Support Service,SUDBURY VLRC,-81.0063406849999,46.475088278,303 York Street,Greater Sudbury,ON,P3E2A5,Province of Ontario,ON_healthcare_facilities.csv
2278,2278,Vision Loss Rehabilitation Canada - Thunder Bay & District,Community Support Service,THUNDER BAY VLRC,-89.219254959,48.4371207660001,229 Camelot Street,Thunder Bay,ON,P7A4B2,Province of Ontario,ON_healthcare_facilities.csv
2279,2279,Vision Loss Rehabilitation Canada - London,Community Support Service,LONDON VLRC,-81.2269963049999,42.961716976,749 Baseline Road East,London,ON,N6C2R6,Province of Ontario,ON_healthcare_facilities.csv
2280,2280,Vision Loss Rehabilitation Canada - Windsor District,Community Support Service,WINDSOR VLRC,-83.046588212,42.316010772,245 Janette Avenue,Windsor,ON,N9A4Z2,Province of Ontario,ON_healthcare_facilities.csv
2281,2281,Vision Loss Rehabilitation Canada - Waterloo &Wellington,Community Support Service,WATERLOO VLRC,-80.519277528,43.460857698,180 King Street South,Waterloo,ON,N2J1P8,Province of Ontario,ON_healthcare_facilities.csv
2282,2282,Vision Loss Rehabilitation Canada - Ottawa & Cornwall,Community Support Service,OTTAWA VLRC,-75.705689637,45.3772201470001,1101 Prince of Wales Drive,Ottawa,ON,K2C3W7,Province of Ontario,ON_healthcare_facilities.csv
2283,2283,Vision Loss Rehabilitation Canada - Toronto,Community Support Service,TORONTO VLRC,-79.3777087879999,43.717958497,1929 Bayview Avenue,Toronto,ON,M4G3E8,Province of Ontario,ON_healthcare_facilities.csv
2284,2284,The Corporation of the City of Guelph,Community Support Service,GUELPH Corp City of Guelph,-80.248427649,43.5433111250001,1 Carden Street,Guelph,ON,N1H3A1,Province of Ontario,ON_healthcare_facilities.csv
2285,2285,Ontario Native Welfare Administrators' Association,Community Support Service,GARDEN RIVER ONWAA,-88.527707005,48.8293331680001,880 Ontario 17,Abotossaway,ON,P6A6Z5,Province of Ontario,ON_healthcare_facilities.csv
2286,2286,Hospice Care Avon Maitland,Community Support Service,STRATFORD Hospice Care Avon,-80.99550987,43.3773654600001,Huron Street South,Stratford,ON,N5A0B4,Province of Ontario,ON_healthcare_facilities.csv
2287,2287,Kensington Health Centre,Community Support Service,TORONTO Kensington Health Centre,-79.403438291,43.6581989850001,25 Brunswick Avenue,Toronto,ON,M5S2L9,Province of Ontario,ON_healthcare_facilities.csv
2288,2288,Villa Colombo Home for the Aged Inc.,Community Support Service,TORONTO Villa Colombo Home For Aged,-79.456485012,43.710640792,40 Playfair Avenue,Toronto,ON,M6B2P9,Province of Ontario,ON_healthcare_facilities.csv
2289,2289,Copernicus Lodge,Community Support Service,TORONTO Copernicus Lodge,-79.447311003,43.64020808,66 Roncesvalles Avenue,Toronto,ON,M6R3A7,Province of Ontario,ON_healthcare_facilities.csv
2290,2290,Yee Hong Centre for Geriatric Care (Mcnicoll),Community Support Service,TORONTO Yee Hong Geriatric Care,-79.2901818679999,43.814228218,2311 McNicoll Avenue,Toronto,ON,M1V5L3,Province of Ontario,ON_healthcare_facilities.csv
2291,2291,Perley and Rideau Vetrans Health Centre,Community Support Service,OTTAWA Perley And Rideau,-75.637320717,45.4034810540001,1750 Russell Road,Ottawa,ON,K1G5Z6,Province of Ontario,ON_healthcare_facilities.csv
2292,2292,Trinity Village Care Centre,Community Support Service,KITCHENER-Trinity Village Care Ctr,-80.4417754999999,43.4298141960001,2727 Kingsway Drive,Kitchener,ON,N2C1A7,Province of Ontario,ON_healthcare_facilities.csv
2293,2293,Chippewas of Saugeen,Community Support Service,SOUTHAMPTON Chippewas of Saugeen,-81.344091888,44.5146705380001,57 Mason Drive,Southampton,ON,N0H2L0,Province of Ontario,ON_healthcare_facilities.csv
2294,2294,South Riverdale Community Health Centre,Community Support Service,TORONTO South Riverdale CHC,-79.339122071,43.6610322880001,955 Queen Street East,Toronto,ON,M4M3P3,Province of Ontario,ON_healthcare_facilities.csv
2295,2295,Anne Johnston Health Station - Tobias House Attendant Care,Community Support Service,TORONTO Anne Johnston - Tobias House,-79.399295094,43.709747394,2398 Yonge Street,Toronto,ON,M4P2H4,Province of Ontario,ON_healthcare_facilities.csv
2296,2296,March of Dimes - Barrie,Community Support Service,BARRIE March of Dimes,-79.6890641419999,44.326351688,570 Bryne Drive,Barrie,ON,L4N9P6,Province of Ontario,ON_healthcare_facilities.csv
2297,2297,One Kid's Place Childen's Medical Treatment Centre of North East Ont,Children's Treatment Centre,NORTH BAY CTC,-79.464660266,46.333949934,945 Stockdale Road,North Bay,ON,P1B9N5,Province of Ontario,ON_healthcare_facilities.csv
2298,2298,Five Counties Children's Centre,Children's Treatment Centre,PETERBOROUGH Five Counties CC,-78.316771301,44.324862151,872 Dutton Road,Peterborough,ON,K9H7G1,Province of Ontario,ON_healthcare_facilities.csv
2299,2299,Grandview Children's Centre,Children's Treatment Centre,OSHAWA Grandview CC,-78.807342421,43.8917996530001,600 Townline Road,Oshawa,ON,L1H7K6,Province of Ontario,ON_healthcare_facilities.csv
2300,2300,John Mcgivney Children's Centre,Children's Treatment Centre,WINDSOR John McGivney CC,-83.067829215,42.2830467650001,3945 Matchette Road,Windsor,ON,N9C4C2,Province of Ontario,ON_healthcare_facilities.csv
2301,2301,(Sarnia & District Ctc) Pathways Health Centre for Children,Children's Treatment Centre,SARNIA Pathways Health CC,-81.774358971,42.90700344,1240 Murphy Drive,Strathroy,ON,N7G2Y6,Province of Ontario,ON_healthcare_facilities.csv
2302,2302,Children's Treatment Centre of Chatham Kent,Children's Treatment Centre,CHATHAM Children's Treatment Centre,-82.210381062,42.403032029,355 Lark Street,Chatham-Kent,ON,N7L5B2,Province of Ontario,ON_healthcare_facilities.csv
2303,2303,Thames Valley Children's Centre,Children's Treatment Centre,LONDON Thames Valley CC,-81.3165644329999,42.9544455700001,779 Baseline Road,London,ON,N6C5Y6,Province of Ontario,ON_healthcare_facilities.csv
2304,2304,Lansdowne Children's Centre,Children's Treatment Centre,BRANTFORD Lansdowne CC,-80.2762573209999,43.129764951,39 Mount Pleasant Street,Brantford,ON,N3T1S7,Province of Ontario,ON_healthcare_facilities.csv
2305,2305,Niagara Children's Centre,Children's Treatment Centre,ST CATHARINES Niagara CC,-79.243444993,43.120490397,576 Glenridge Avenue,St. Catharines,ON,L2T4C2,Province of Ontario,ON_healthcare_facilities.csv
2306,2306,Erinoak,Children's Treatment Centre,MISSISSAUGA Erinoak,-79.68520617,43.5407195510001,2277 South Millway,Mississauga,ON,L5L2M5,Province of Ontario,ON_healthcare_facilities.csv
2307,2307,Kidsability Centre for Child Development,Children's Treatment Centre,WATERLOO Kids Ability,-80.518322331,43.4982864040001,500 Hakkmark Drive,Waterloo,ON,N2K3P5,Province of Ontario,ON_healthcare_facilities.csv
2308,2308,Cochrane - Temiskaming Ctc,Children's Treatment Centre,TIMMINS Cochrane/Temiskaming CTC,-81.311615622,48.4859997710001,733 Ross Avenue,Timmins,ON,P4N8S8,Province of Ontario,ON_healthcare_facilities.csv
2309,2309,George Jeffrey Ctc,Children's Treatment Centre,THUNDER BAY George Jeffrey CTC,-89.2701840669999,48.3883216560001,507 North Lillie Street,Thunder Bay,ON,P7C4Y8,Province of Ontario,ON_healthcare_facilities.csv
2310,2310,Thrive Child Development Centre,Children's Treatment Centre,SAULT STE MARIE Thrive Child Devp,-84.354325467,46.541679602,74 Johnson Avenue,Sault Ste. Marie,ON,P6C2V5,Province of Ontario,ON_healthcare_facilities.csv
2311,2311,Children's Treatment Network of Simcoe York,Children's Treatment Centre,RICHMOND HILL Simcoe York CTN,-79.6944220519999,44.405752401,Ferris Lane,Barrie,ON,L4M2Y1,Province of Ontario,ON_healthcare_facilities.csv
2312,2312,CHILDRENS HOSPITAL OF EASTERN ONTARIO-Ottawa Children's Treatment Centre,Children's Treatment Centre,OTTAWA CHEO CTC,-75.6512841209999,45.4009195530001,401 Smyth Road,Ottawa,ON,K1H8L1,Province of Ontario,ON_healthcare_facilities.csv
2313,2313,Holland Bloorview Kids Rehabilitation Hospital,Children's Treatment Centre,TORONTO Holland Bloorview Kids,-79.371585486,43.7174557970001,350 Rumsey Road,Toronto,ON,M4G1R8,Province of Ontario,ON_healthcare_facilities.csv
2314,2314,Hamilton Health Sciences Corporation,Children's Treatment Centre,HAMILTON Health Sciences Corp,-79.918140519,43.258832591,1200 Main Street 2,Hamilton,ON,L8N3Z5,Province of Ontario,ON_healthcare_facilities.csv
2315,2315,Quinte Healthcare Corporation,Children's Treatment Centre,BELLEVILLE Quinte Health Care,-77.3647139779999,44.1632877660001,265 Dundas Street East,Belleville,ON,K8N5A9,Province of Ontario,ON_healthcare_facilities.csv
2316,2316,Health Sciences North,Children's Treatment Centre,SUDBURY Health Sciences North,-80.9751381739999,46.4706720790001,Ramsay Lake Road,Greater Sudbury,ON,P3E5J1,Province of Ontario,ON_healthcare_facilities.csv
2317,2317,Kingston Health Sciences Centre,Children's Treatment Centre,KINGSTON Kingston Health Sciences,-76.493521,44.223751414,76 Stuart Street,Kingston,ON,K7L2V7,Province of Ontario,ON_healthcare_facilities.csv
2318,2318,Harrow Health Centre Inc. Family Health Team,Family Health Team - Contract,,-82.921838947,42.0293552270001,1480 Erie Road South,Essex,ON,N0R1G0,Province of Ontario,ON_healthcare_facilities.csv
2319,2319,Chatham-Kent Family Health Team,Family Health Team - Contract,,-82.190867756,42.4065832310001,20 Emma Street,Chatham-Kent,ON,N7L5K5,Province of Ontario,ON_healthcare_facilities.csv
2320,2320,Leamington and Area Family Health Team,Family Health Team - Contract,,-82.6151714549999,42.0504828460001,197 Talbot Street West,Leamington,ON,N8H1N8,Province of Ontario,ON_healthcare_facilities.csv
2321,2321,Tilbury District Family Health Team Inc.,Family Health Team - Contract,,-82.437098619,42.2630053930001,22 Mill Street West,Chatham-Kent,ON,N0P2L0,Province of Ontario,ON_healthcare_facilities.csv
2322,2322,The East Elgin Family Health Team Inc.,Family Health Team - Contract,,-80.994670616,42.772668954,424 Talbot Street West,Aylmer,ON,N5H1K9,Province of Ontario,ON_healthcare_facilities.csv
2323,2323,Clinton Family Health Team,Family Health Team - Contract,,-81.541947065,43.6215854760001,105 Shipley Street,Clinton,ON,N0M1L0,Province of Ontario,ON_healthcare_facilities.csv
2324,2324,Owen Sound Family Health Team,Family Health Team - Contract,,-80.944449967,44.573205268,1415 1st Avenue West,Owen Sound,ON,N4K4K8,Province of Ontario,ON_healthcare_facilities.csv
2325,2325,STAR (Perth County) Family Health Team,Family Health Team - Contract,,-81.0039017729999,43.3821652610001,700 O'Loane Avenue,Stratford,ON,N5A6S6,Province of Ontario,ON_healthcare_facilities.csv
2326,2326,Maitland Valley Family Health Team,Family Health Team - Contract,,-81.703734128,43.7496347900001,180 Cambria Road North,Goderich,ON,N7A4N8,Province of Ontario,ON_healthcare_facilities.csv
2327,2327,Mount Forest Family Health Team Inc.,Family Health Team - Contract,,-80.738508444,43.973859976,525 Dublin Street,Mount Forest,ON,N0G2L3,Province of Ontario,ON_healthcare_facilities.csv
2328,2328,Upper Grand Family Health Team,Family Health Team - Contract,,-80.43019722,43.683018641,143 Metcalfe Street,Elora,ON,N0B1S0,Province of Ontario,ON_healthcare_facilities.csv
2329,2329,Grandview Family Health Team,Family Health Team - Contract,,-80.319355757,43.3814224930001,167 Hespeler Road,Cambridge,ON,N1R3H7,Province of Ontario,ON_healthcare_facilities.csv
2330,2330,New Vision Family Health Team,Family Health Team - Contract,,-80.510853922,43.4250071920001,421 Greenbrook Drive,Kitchener,ON,N2M4K1,Province of Ontario,ON_healthcare_facilities.csv
2331,2331,Centre for Family Medicine Family Health Team,Family Health Team - Contract,,-80.4987814199999,43.452731097,10 Victoria Street South,Kitchener,ON,N2G1C5,Province of Ontario,ON_healthcare_facilities.csv
2332,2332,Hamilton Networked Family Health Team,Family Health Team - Contract,,-79.867791704,43.260127993,123 James Street North,Hamilton,ON,L8R2K8,Province of Ontario,ON_healthcare_facilities.csv
2333,2333,Niagara North Family Health Team,Family Health Team - Contract,,-79.2522508009999,43.172256906,145 Carlton Street,St. Catharines,ON,L2R1R5,Province of Ontario,ON_healthcare_facilities.csv
2334,2334,McMaster Family Health Team,Family Health Team - Contract,,-79.9075188159999,43.258451591,Main Street West,Hamilton,ON,L8P1H6,Province of Ontario,ON_healthcare_facilities.csv
2335,2335,Haldimand Family Health Team,Family Health Team - Contract,,-80.0456692339999,42.959007231,75 Parkview Road,Hagersville,ON,N0A1H0,Province of Ontario,ON_healthcare_facilities.csv
2336,2336,Delhi Family Health Team,Family Health Team - Contract,,-80.497050067,42.856266492,105 Main Street,Delhi,ON,N4B2L8,Province of Ontario,ON_healthcare_facilities.csv
2337,2337,Dorval Medical Associates Family Health Team,Family Health Team - Contract,,-79.694149264,43.441939833,465 Morden Road,Oakville,ON,L6K3R9,Province of Ontario,ON_healthcare_facilities.csv
2338,2338,Halton Hills Family Health Team,Family Health Team - Contract,,-79.9395164599999,43.6420417570001,199 Princess Anne Drive,Halton Hills,ON,L7G0E3,Province of Ontario,ON_healthcare_facilities.csv
2339,2339,Prime Care Family Health Team,Family Health Team - Contract,,-79.876507627,43.4989622350001,470 Bronte Street South,Milton,ON,L9T2J4,Province of Ontario,ON_healthcare_facilities.csv
2340,2340,Mount Sinai Academic Family Health Team,Family Health Team - Contract,,-79.391828287,43.657820585,60 Murray Street,Toronto,ON,M5T3L9,Province of Ontario,ON_healthcare_facilities.csv
2341,2341,Women's College Family Health Team,Family Health Team - Contract,,-79.3871246859999,43.6615223860001,76 Grenville Street,Toronto,ON,M5S1B3,Province of Ontario,ON_healthcare_facilities.csv
2342,2342,St. Joseph's Urban Family Health Team,Family Health Team - Contract,,-79.450350704,43.64040228,30 The Queensway,Toronto,ON,M6R1B5,Province of Ontario,ON_healthcare_facilities.csv
2343,2343,Inner City Family Health Team,Family Health Team - Contract,,-79.3761005819999,43.6528998850001,69 Queen Street East,Toronto,ON,M5C1R8,Province of Ontario,ON_healthcare_facilities.csv
2344,2344,Southlake Family Health Team,Family Health Team - Contract,,-79.453779143,44.0611814530001,581 Davis Drive,Newmarket,ON,L3Y2P6,Province of Ontario,ON_healthcare_facilities.csv
2345,2345,Peterborough Family Health Team,Family Health Team - Contract,,-78.3213693,44.3016775470001,185 King Street,Peterborough,ON,K9J2R8,Province of Ontario,ON_healthcare_facilities.csv
2346,2346,Lakeview Family Health Team,Family Health Team - Contract,,-77.747041192,44.040203127,170 Main Street,Brighton,ON,K0K1H0,Province of Ontario,ON_healthcare_facilities.csv
2347,2347,Trent Hills Family Health Team,Family Health Team - Contract,,-77.790891129,44.3116695730001,119 Isabella Street,Campbellford,ON,K0L1L0,Province of Ontario,ON_healthcare_facilities.csv
2348,2348,Haliburton Highlands Family Health Team,Family Health Team - Contract,,-78.5276789339999,45.0389644640001,7217 Gelert Road,Haliburton,ON,K0M1S0,Province of Ontario,ON_healthcare_facilities.csv
2349,2349,Sharbot Lake Family Health Team,Family Health Team - Contract,,-76.69071421,44.7679382000001,1005 Medical Centre Street,Sharbot Lake,ON,K0H2P0,Province of Ontario,ON_healthcare_facilities.csv
2350,2350,Prince Edward Family Health Team,Family Health Team - Contract,,-77.135992691,44.009102248,35 Bridge Street,Prince Edward,ON,K0K2T0,Province of Ontario,ON_healthcare_facilities.csv
2351,2351,Queen's Family Health Team,Family Health Team - Contract,,-76.485188298,44.2303880150001,"Queen's University 220, Bagot Street",Kingston,ON,K7L5E9,Province of Ontario,ON_healthcare_facilities.csv
2352,2352,Maple Family Health Team,Family Health Team - Contract,,-76.5156616089999,44.241936416,1036 Princess Street,Kingston,ON,K7L1H2,Province of Ontario,ON_healthcare_facilities.csv
2353,2353,Bancroft Family Health Team,Family Health Team - Contract,,-77.8635631189999,45.0537918970001,19 Oak Street,Bancroft,ON,K0L1C0,Province of Ontario,ON_healthcare_facilities.csv
2354,2354,Leeds & Grenville Community Family Health Team,Family Health Team - Contract,,-75.693090469,44.6072918140001,2235 Parkedale Avenue,Brockville,ON,K6V6B2,Province of Ontario,ON_healthcare_facilities.csv
2355,2355,North Renfrew Family Health Team,Family Health Team - Contract,,-77.475006687,46.0908757890001,117 Banting Drive,Deep River,ON,K0J1P0,Province of Ontario,ON_healthcare_facilities.csv
2356,2356,Eastern Ottawa Community Family Health Team,Family Health Team - Contract,,-75.5468897919999,45.462150368,1811 Saint Joseph Boulevard,Ottawa,ON,K1C7C6,Province of Ontario,ON_healthcare_facilities.csv
2357,2357,Bruyère Academic Family Health Team,Family Health Team - Contract,,-75.697013839,45.4319400570001,43 Bruyère Street,Ottawa,ON,K1N5C8,Province of Ontario,ON_healthcare_facilities.csv
2358,2358,The Ottawa Hospital Academic Family Health Team,Family Health Team - Contract,,-75.719441543,45.3932446490001,210 Melrose Avenue,Ottawa,ON,K1Y4K7,Province of Ontario,ON_healthcare_facilities.csv
