,idx,facility_name,facility_type,longitude,latitude,street_addr,city,province,phone,website,provider,filename
114,114,Shoppers Drug Mart 881,Pharmacy Immunization Site,-79.451467173,43.726070444,3401 DUFFERIN ST.,Toronto,ON,416-789-1201,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
115,115,Wal-Mart Pharmacy #1004,Pharmacy Immunization Site,-79.485301661,43.668058323,2525 ST CLAIR AVE W,Toronto,ON,416-763-1867,https://www.walmart.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
116,116,Wal-Mart Pharmacy #3111,Pharmacy Immunization Site,-79.200127241,43.797555284,799 MILNER AVE,Toronto,ON,416-281-4643,https://www.walmart.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
117,117,Metro Pharmacy #537,Pharmacy Immunization Site,-79.288695805,43.690633629,3003 Danforth Avenue,Toronto,ON,416-686-8484,https://www.metro.ca/pharmacy,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
118,118,North York City Centre Rexall,Pharmacy Immunization Site,-79.413067543,43.768869836,5150 Yonge Street,Toronto,ON,416-226-6442,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
119,119,Shoppers Drug Mart 1399,Pharmacy Immunization Site,-79.152335853,43.796762059,"91 Rylander Blvd., Unit 1022",Toronto,ON,416-724-5344,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
120,120,Shoppers Drug Mart 945,Pharmacy Immunization Site,-79.379370553,43.647214431,181 BAY ST,Toronto,ON,416-777-1300,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
121,121,Shoppers Drug Mart 1005,Pharmacy Immunization Site,-79.422103494,43.640246732,1090 King St. West,Toronto,ON,416-977-4101,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
122,122,Shoppers Drug Mart 1408,Pharmacy Immunization Site,-79.388684726,43.669632591,55 Bloor St. West,Toronto,ON,416-925-6949,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
123,123,Brunswick House Rexall,Pharmacy Immunization Site,-79.407117209,43.66575379,481 Bloor Street W,Toronto,ON,416-929-8213,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
124,124,Greenwin Square Toronto Rexall,Pharmacy Immunization Site,-79.377976009,43.671534273,"345 Bloor Street., Unit 3",Toronto,ON,416-923-5962,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
125,125,Shoppers Drug Mart 915,Pharmacy Immunization Site,-79.312836584,43.705956122,812 O'Connor Dr.,Toronto,ON,416-285-5822,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
126,126,Dundas & Spadina Rexall,Pharmacy Immunization Site,-79.397614976,43.653224865,285 Spadina Avenue,Toronto,ON,416-596-1602,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
127,127,Shoppers Drug Mart 993,Pharmacy Immunization Site,-79.402332693,43.647793818,524 Queen St. West,Toronto,ON,416-703-0228,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
128,128,Keele/Wilson Toronto Rexall,Pharmacy Immunization Site,-79.482684917,43.725854216,1115 Wilson Avenue,Toronto,ON,416-633-4366,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
129,129,Shoppers Drug Mart 837,Pharmacy Immunization Site,-79.519824058,43.661773238,270 The Kingsway,Toronto,ON,416-233-1155,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
130,130,Shoppers Drug Mart 860,Pharmacy Immunization Site,-79.258018709,43.776283247,300 Borough Dr.,Toronto,ON,416-296-5056,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
131,131,Shoppers Drug Mart 814,Pharmacy Immunization Site,-79.303721056,43.688029383,2494 Danforth Ave.,Toronto,ON,416-698-1888,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
132,132,Yonge/Melrose Toronto Rexall,Pharmacy Immunization Site,-79.404508481,43.732985241,3402 Yonge Street,Toronto,ON,416-544-0746,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
133,133,Lakeshore/37th Etobicoke Rexall,Pharmacy Immunization Site,-79.538427408,43.59298971,3701 Lakeshore Blvd West,Toronto,ON,416-259-3777,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
134,134,Shoppers Drug Mart 879,Pharmacy Immunization Site,-79.462660915,43.692636694,2343 Eglinton Ave. West,Toronto,ON,416-651-7111,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
135,135,Hazelton Lanes Rexall,Pharmacy Immunization Site,-79.395185265,43.672016671,87 Avenue Road,Toronto,ON,416-922-5555,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
136,136,Shoppers Drug Mart 1421,Pharmacy Immunization Site,-79.48305682,43.623107417,2206 Lake Shore Blvd. West,Toronto,ON,416-259-1330,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
137,137,Gerrard & Victoria - Sobeys,Pharmacy Immunization Site,-79.284927132,43.687900873,2490 Gerrard St. East,Toronto,ON,416-698-2060,https://www.pharmacyappointments.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
138,138,LOBLAWS INC LOB1079 RX DSP,Pharmacy Immunization Site,-79.369878213,43.644490468,10 LOWER JARVIS ST,Toronto,ON,416-304-0619,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
139,139,LOBLAWS INC RCSS1077 RX DSP,Pharmacy Immunization Site,-79.33896238,43.722006661,825 DON MILLS RD,Toronto,ON,416-391-4847,https://www.realcanadiansuperstore.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
140,140,LOBLAWS INC NF4222 RX DSP,Pharmacy Immunization Site,-79.440695371,43.649553325,222 LANSDOWNE AVE,Toronto,ON,416-588-7744,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
141,141,LOBLAWS INC LOB1066 RX DSP,Pharmacy Immunization Site,-79.559599415,43.64396199,380 THE EAST MALL,Toronto,ON,416-695-0610,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
142,142,LOBLAWS INC LOB1019 RX DSP,Pharmacy Immunization Site,-79.387294897,43.768619355,2877 BAYVIEW AVE,Toronto,ON,416-733-1350,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
143,143,No Frills,Pharmacy Immunization Site,-79.310406489,43.742447141,1450 LAWRENCE AVE E,Toronto,ON,416-752-0135,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
144,144,LOBLAWS INC LOB1099 RX DSP,Pharmacy Immunization Site,-79.495866925,43.66543417,3671 DUNDAS ST W,Toronto,ON,416-769-5570,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
145,145,LOBLAWS INC LOB1154 RX DSP,Pharmacy Immunization Site,-79.45054238,43.654817881,2280 DUNDAS ST W,Toronto,ON,416-533-0770,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
146,146,LOBLAWS INC LOB1092 RX DSP,Pharmacy Immunization Site,-79.360159966,43.699973461,11 REDWAY RD,Toronto,ON,416-425-8433,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
147,147,No Frills,Pharmacy Immunization Site,-79.230288387,43.758540756,3401 LAWRENCE AVE E,Toronto,ON,416-438-4392,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
148,148,LOBLAWS INC NF4119 RX DSP,Pharmacy Immunization Site,-79.342750207,43.668294709,449 CARLAW AVE,Toronto,ON,416-462-0651,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
149,149,LOBLAWS INC LOB4354 RX DSP,Pharmacy Immunization Site,-79.366323458,43.651100893,200 FRONT ST E,Toronto,ON,416-363-6412,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
150,150,Costco Pharmacy #1316,Pharmacy Immunization Site,-79.347182278,43.706911602,42 Overlea Blvd,Toronto,ON,647-265-9387,https://www.costcopharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
151,151,Costco Pharmacy #535,Pharmacy Immunization Site,-79.455811158,43.731043023,100 Billy Bishop Way,Toronto,ON,416-635-9724,https://www.costcopharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
152,152,Costco Pharmacy #524,Pharmacy Immunization Site,-79.507388806,43.622697529,50 Queen Elizabeth Blvd,Toronto,ON,416-251-2024,https://www.costcopharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
153,153,LOBLAWS INC NF4345 RX DSP,Pharmacy Immunization Site,-79.518489702,43.631868283,1020 ISLINGTON AVE,Toronto,ON,416-234-1204,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
154,154,LOBLAWS INC LOB1007 RXDSP,Pharmacy Immunization Site,-79.380033002,43.662060943,60 CARLTON ST,Toronto,ON,416-593-1542,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
155,155,LOBLAWS INC LOB1004 RX DSP,Pharmacy Immunization Site,-79.32899599,43.660899959,17 LESLIE ST,Toronto,ON,416-968-7283,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
156,156,LOBLAWS INC LOB4388 RX DSP,Pharmacy Immunization Site,-79.421911267,43.794746218,6220 YONGE ST,Toronto,ON,416-224-8626,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
157,157,Costco Pharmacy #537,Pharmacy Immunization Site,-79.297742346,43.75965769,1411 Warden Ave,Toronto,ON,416-288-1172,https://www.costcopharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
158,158,LOBLAWS INC NF4127 RX DSP,Pharmacy Immunization Site,-79.29882673,43.823703294,681 SILVER STAR BLVD,Toronto,ON,416-292-3656,https://www.nofrills.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
159,159,Shoppers Drug Mart 1240,Pharmacy Immunization Site,-79.404489513,43.732313544,3366 Yonge St.,Toronto,ON,416-483-3018,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
160,160,Richmond/Adelaide Toronto Rexall,Pharmacy Immunization Site,-79.38319999,43.650005212,120 Adelaide Street W. Unit # R28,Toronto,ON,416-368-2743,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
161,161,Rexall - Richview Plaza Weston,Pharmacy Immunization Site,-79.546779456,43.679692216,250 Wincott Drive,Toronto,ON,416-248-1735,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
162,162,Shoppers Drug Mart 949,Pharmacy Immunization Site,-79.377533215,43.64891928,69 Yonge St.,Toronto,ON,416-364-1948,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
163,163,Shoppers Drug Mart 807,Pharmacy Immunization Site,-79.385438175,43.670753155,20 Bloor St. East,Toronto,ON,416-967-7787,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
164,164,Yonge/Eglinton Toronto Rexall,Pharmacy Immunization Site,-79.399083523,43.707157586,2300 Yonge Street,Toronto,ON,416-484-4540,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
165,165,Shoppers Drug Mart 1410,Pharmacy Immunization Site,-79.396992117,43.668376106,236 Bloor St. West,Toronto,ON,416-927-0440,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
166,166,Galleria SC Toronto,Pharmacy Immunization Site,-79.441754258,43.667509633,1245 Dupont Street,Toronto,ON,416-537-0805,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
167,167,Shoppers Drug Mart 1335,Pharmacy Immunization Site,-79.184897425,43.770113674,255 Morningside Ave.,Toronto,ON,416-282-1129,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
168,168,Shoppers Drug Mart 1377,Pharmacy Immunization Site,-79.428772134,43.661607205,958 Bloor St. West,Toronto,ON,416-538-0105,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
169,169,Shoppers Drug Mart 867,Pharmacy Immunization Site,-79.467854674,43.671607753,620 Keele St.,Toronto,ON,416-766-3095,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
170,170,Shoppers Drug Mart 838,Pharmacy Immunization Site,-79.43532213,43.741195343,3874 Bathurst St,Toronto,ON,416-635-5601,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
171,171,LOBLAWS INC LOB1021 RX DSP,Pharmacy Immunization Site,-79.288215636,43.688363865,50 MUSGRAVE ST,Toronto,ON,416-694-6263,https://www.loblaws.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
172,172,Shoppers Drug Mart 1255,Pharmacy Immunization Site,-79.329913099,43.657974296,1015 Lakeshore Blvd. East,Toronto,ON,416-461-0565,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
173,173,Shoppers Drug Mart 986,Pharmacy Immunization Site,-79.410769235,43.762395182,4841 Yonge St,Toronto,ON,416-222-1174,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
174,174,Sheppard Ave Willowdale Rexall,Pharmacy Immunization Site,-79.39801175800001,43.764651404,288 Sheppard Avenue E.,Toronto,ON,416-222-5021,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
175,175,Shoppers Drug Mart 830,Pharmacy Immunization Site,-79.344494984,43.777739651,1800 Sheppard Ave. East,Toronto,ON,416-491-5567,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
176,176,Shoppers Drug Mart 984,Pharmacy Immunization Site,-79.30018613,43.670175715,2000 Queen St. East,Toronto,ON,416-694-0471,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
177,177,College Park Toronto Rexall,Pharmacy Immunization Site,-79.385378846,43.660634351,777 Bay Street Unit C 216,Toronto,ON,416-977-5824,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
178,178,Shoppers Drug Mart 939,Pharmacy Immunization Site,-79.394328295,43.689379027,1507 Yonge St.,Toronto,ON,416-923-7700,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
179,179,Shoppers Drug Mart 994,Pharmacy Immunization Site,-79.342263748,43.679193443,755 Danforth Ave.,Toronto,ON,416-461-7533,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
180,180,Cloverdale Mall Toronto,Pharmacy Immunization Site,-79.55446629,43.63242299,250 The East Mall,Toronto,ON,416-239-3512,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
181,181,Shoppers Drug Mart 1232,Pharmacy Immunization Site,-79.357006884,43.676890398,180 Danforth Ave.,Toronto,ON,416-466-5698,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
182,182,Shoppers Drug Mart 808,Pharmacy Immunization Site,-79.51105768,43.647715035,3010 Bloor St. West,Toronto,ON,416-234-0136,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
183,183,Shoppers Drug Mart 997,Pharmacy Immunization Site,-79.381224798,43.647230883,66 Wellington St. West Unit 10,Toronto,ON,416-365-0927,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
184,184,Shoppers Drug Mart 982,Pharmacy Immunization Site,-79.375082355,43.706346013,1601 Bayview Ave,Toronto,ON,416-489-1873,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
185,185,Rexall - First Canadian Place,Pharmacy Immunization Site,-79.381710772,43.648769522,"1 First Canadian Place, Unit # CN1038",Toronto,ON,416-362-6480,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
186,186,Shoppers Drug Mart 989,Pharmacy Immunization Site,-79.476473142,43.650929345,2223 Bloor St. West,Toronto,ON,416-769-1105,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
187,187,Shoppers Drug Mart 1351,Pharmacy Immunization Site,-79.37088217700001,43.647503698,18 Jarvis St.,Toronto,ON,416-203-3700,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
188,188,Shoppers Drug Mart 1414,Pharmacy Immunization Site,-79.391887492,43.649891591,260 Queen St. West,Toronto,ON,416-979-3903,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
189,189,Shoppers Drug Mart #943,Pharmacy Immunization Site,-79.383025435,43.661814113,465 Yonge St,Toronto,ON,416-408-4000,https://www.shoppersdrugmart.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
190,190,Shoppers Drug Mart 806,Pharmacy Immunization Site,-79.405184648,43.66664672,360A Bloor St W,Toronto,ON,416-961-2121,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
191,191,Shoppers Drug Mart 1166,Pharmacy Immunization Site,-79.486605543,43.665870051,3446 Dundas St W,Toronto,ON,416-766-8131,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
192,192,Shoppers Drug Mart 856,Pharmacy Immunization Site,-79.276552163,43.748649471,2251 Lawrence Av East,Toronto,ON,416-759-6767,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
193,193,Shoppers Drug Mart 836,Pharmacy Immunization Site,-79.419223892,43.682747376,523 St. Clair Ave. West,Toronto,ON,416-538-1155,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
194,194,Shoppers Drug Mart 865,Pharmacy Immunization Site,-79.481550674,43.630166261,125 The Queensway,Toronto,ON,416-766-6196,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
195,195,Shoppers Drug Mart 500,Pharmacy Immunization Site,-79.322265387,43.68395699,1630 Danforth Ave,Toronto,ON,416-461-2453,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
196,196,Shoppers Drug Mart 803,Pharmacy Immunization Site,-79.416299533,43.722676877,1500 AVENUE RD,Toronto,ON,416-781-6146,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
197,197,SHIH PHARMACY,Pharmacy Immunization Site,-79.589313517,43.75669264,2700 KIPLING AVE UNIT 9,Toronto,ON,416-740-1623,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
198,198,SHOPPERS DRUG MART #854,Pharmacy Immunization Site,-79.560374485,43.749024862,2550 FINCH AVE W,Toronto,ON,416-749-5271,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
199,199,CANADA CHEMISTS,Pharmacy Immunization Site,-79.419562346,43.734787027,1975 AVENUE ROAD,Toronto,ON,416-440-8008,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
200,200,HEALTH CORNER PHARMACY,Pharmacy Immunization Site,-79.315139871,43.758778536,3-2167 VICTORIA PARK AVE,Toronto,ON,416-384-0707,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
201,201,HEALING ARTS PHARMACY,Pharmacy Immunization Site,-79.348043904,43.735377559,113-170 THE DONWAY W,Toronto,ON,416-444-2604,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
202,202,DRUG STORE PHARMACY #4285,Pharmacy Immunization Site,-79.483767934,43.686772181,25 PHOTOGRAPHY CIR,Toronto,ON,416-763-1502,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
203,203,PHARMA TRUST DRUG MART*,Pharmacy Immunization Site,-79.511500101,43.738836382,1935 SHEPPARD AVE W,Toronto,ON,416-743-3351,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
204,204,LAROSE PHARMACY,Pharmacy Immunization Site,-79.523949826,43.685625102,140 LAROSE AVE,Toronto,ON,416-249-8600,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
205,205,GLEN PARK PHARMACY*,Pharmacy Immunization Site,-79.453862495,43.708746567,2920 DUFFERIN ST,Toronto,ON,416-256-1111,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
206,206,Shoppers Drug Mart 1214,Pharmacy Immunization Site,-79.450874008,43.695808882,1840 EGLINTON AVE W,Toronto,ON,416-256-6199,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
207,207,Shoppers Drug Mart 1320,Pharmacy Immunization Site,-79.392738641,43.64632013,388 King Street West,Toronto,ON,416-597-6550,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
208,208,Shoppers Drug Mart 811,Pharmacy Immunization Site,-79.230971585,43.725155934,2999 Kingston Rd.,Toronto,ON,416-261-6114,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
209,209,Shoppers Drug Mart 820,Pharmacy Immunization Site,-79.480845411,43.728254536,1084 Wilson Ave.,Toronto,ON,416-633-9884,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
210,210,Shoppers Drug Mart 871,Pharmacy Immunization Site,-79.34625567,43.705538116,45 Overlea Blvd.,Toronto,ON,416-421-5141,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
211,211,Shoppers Drug Mart 829,Pharmacy Immunization Site,-79.13950367,43.788621397,265 Port Union Rd.,Toronto,ON,416-284-9229,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
212,212,Shoppers Drug Mart 813,Pharmacy Immunization Site,-79.419091598,43.65427804,725 College St.,Toronto,ON,416-534-2375,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
213,213,Shoppers Drug Mart 1301,Pharmacy Immunization Site,-79.266187888,43.832776635,5671 Steeles Ave. East,Toronto,ON,416-292-2024,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
214,214,Queen & University Rexall,Pharmacy Immunization Site,-79.387018614,43.650413472,250 University Ave Unit 120,Toronto,ON,416-591-6493,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
215,215,Shoppers Drug Mart 1388,Pharmacy Immunization Site,-79.28913,43.784135226,2330 Kennedy Rd.,Toronto,ON,416-299-3532,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
216,216,Shoppers Drug Mart 877,Pharmacy Immunization Site,-79.359625179,43.754567819,1859 Leslie St.,Toronto,ON,416-383-9599,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
217,217,Shoppers Drug Mart 880,Pharmacy Immunization Site,-79.269312074,43.809220727,1571 Sandhurst Circle,Toronto,ON,416-292-6602,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
218,218,Shoppers Drug Mart 821,Pharmacy Immunization Site,-79.45237315700001,43.715201537,770 Lawrence Ave. West,Toronto,ON,416-787-0238,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
219,219,Shoppers Drug Mart 863,Pharmacy Immunization Site,-79.538129106,43.640261296,5230 DUNDAS ST. W.,Toronto,ON,416-233-3269,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
220,220,Shoppers Drug Mart 1281,Pharmacy Immunization Site,-79.407914053,43.674934792,292 Dupont St.,Toronto,ON,416-972-0232,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
221,221,Shoppers Drug Mart 823,Pharmacy Immunization Site,-79.340473787,43.661232463,970 Queen St. East,Toronto,ON,416-462-0062,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
222,222,Shoppers Drug Mart 1314,Pharmacy Immunization Site,-79.251040766,43.772890602,1235 McCowan Rd.,Toronto,ON,416-412-1353,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
223,223,Shoppers Drug Mart 818,Pharmacy Immunization Site,-79.38947868,43.707775578,759 Mount Pleasant Rd.,Toronto,ON,416-482-7100,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
224,224,Eglinton/Bathurst Toronto Rexall,Pharmacy Immunization Site,-79.427502596,43.70047591,901 Eglinton Avenue West,Toronto,ON,416-787-1344,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
225,225,Shoppers Drug Mart 1287,Pharmacy Immunization Site,-79.319214533,43.699241101,1500 Woodbine Ave.,Toronto,ON,416-429-2529,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
226,226,Shoppers Drug Mart 841,Pharmacy Immunization Site,-79.397932854,43.708950967,2345 Yonge St.,Toronto,ON,416-487-5411,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
227,227,Shoppers Drug Mart 851,Pharmacy Immunization Site,-79.31240742,43.757087153,85 Ellesmere Rd. Unit 31,Toronto,ON,416-444-8478,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
228,228,Shoppers Drug Mart 717,Pharmacy Immunization Site,-79.452950297,43.659111209,2440 Dundas St. West,Toronto,ON,416-536-0220,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
229,229,Shoppers Drug Mart #926,Pharmacy Immunization Site,-79.389515343,43.677632819,1027 Yonge St,Toronto,ON,416-961-0155,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
230,230,"Hullmark, Toronto Rexall",Pharmacy Immunization Site,-79.410160491,43.761337471,"4789 Yonge Street, Unit#2",Toronto,ON,416-733-0161,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
231,231,Shoppers Drug Mart 1288,Pharmacy Immunization Site,-79.405848715,43.643053551,761 King St. West,Toronto,ON,416-306-0311,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
