idx,facility_name,facility_type,health_authority,longitude,latitude,province,phone,email,website,provider
313,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-123.098726,49.32263,BC,6049843441.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
314,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.89547,49.25118,BC,6044210353.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
315,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.662595,49.122595,BC,6045395230.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
316,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.739462,49.253528,BC,6044721260.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
317,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-115.747711,49.529501,BC,2504895338.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
318,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.26061,50.289057,BC,2505580562.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
319,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.780911,49.044222,BC,6045418567.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
320,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.590033,49.463069,BC,2504936677.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
321,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.319299,50.692639,BC,2508034403.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
322,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.92255,49.212521,BC,6043958482.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
323,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.599894,49.218048,BC,7783069937.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
324,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-119.426644,49.887488,BC,2508609145.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
325,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.798612,49.279609,BC,7782843311.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
326,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.892594,49.132875,BC,6045953617.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
327,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-122.845896,49.185883,BC,6044958697.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
328,Late Night Pharmacy Services,Late Night Pharmacies,Walmart Canada,-123.119861,49.178089,BC,6042884396.0,,https://www.walmart.ca/cp/shop/pharmacy-services-near-me/6000203002153,Province of British Columbia
329,Pharmacy Services,Pharmacies,Gain Pharmacy,-122.845529,49.196824,BC,6045824246.0,,,Province of British Columbia
330,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.069576,49.271018,BC,6042550434.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
331,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-127.16988,54.78073,BC,2508472288.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
332,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-116.512094,49.095598,BC,2504289334.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
333,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.293343,49.039566,BC,6048531624.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
334,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.387382,48.45081,BC,6049360024.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
335,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.827006,49.283428,BC,6044611541.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
336,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.068823,49.261372,BC,6048731677.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
337,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.182063,49.334852,BC,6049133900.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
338,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.489935,49.855356,BC,2508689654.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
339,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.969311,49.316023,BC,6049241788.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
340,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.312477,49.049898,BC,6048539481.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
341,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.336078,48.426949,BC,2505924541.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
342,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-120.395096,50.70025,BC,2503765611.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
343,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.135275,52.127911,BC,2503923333.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
344,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.834272,49.179116,BC,6044950400.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
345,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.398305,48.449166,BC,2503837702.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
346,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.95386,50.115742,BC,6049055666.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
347,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.101007,49.256899,BC,6044315538.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
348,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-115.981895,49.684391,BC,2504272181.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
349,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-117.653656,49.295611,BC,2503653400.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
350,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-121.762788,49.238753,BC,6047962241.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
351,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.497872,52.978963,BC,2509922214.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
352,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.040939,49.335537,BC,6049874468.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
353,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.072318,49.322192,BC,6049040505.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
354,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-117.708835,49.095755,BC,2503683341.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
355,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.476941,49.886197,BC,2507635442.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
356,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-120.508966,49.460964,BC,2502953383.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
357,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.803349,49.297014,BC,6044688878.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
358,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-128.589697,54.518298,BC,2506155151.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
359,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-115.985778,49.690106,BC,2504274432.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
360,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.181303,49.149648,BC,6042772611.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
361,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.158747,49.328528,BC,6049221271.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
362,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.375518,49.888568,BC,2508601788.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
363,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.680901,49.603325,BC,2504943155.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
364,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.464165,49.032975,BC,2504956055.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
365,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-120.220997,55.750132,BC,2507825903.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
366,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.490295,49.886202,BC,2507631232.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
367,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.812078,49.198734,BC,6045848393.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
368,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-124.798994,49.246309,BC,2507236641.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
369,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.996179,49.227347,BC,6044190524.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
370,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-122.801665,49.031031,BC,6045383400.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
371,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.336874,48.443679,BC,2503702984.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
372,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-119.5909,49.497536,BC,2504934151.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
373,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-121.959052,49.123831,BC,6048473496.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
374,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-124.315362,49.319978,BC,2502483162.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
375,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.041269,49.219111,BC,6044342656.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
376,Pharmacy Services,Pharmacies,Shoppers Drug Mart,-123.085312,49.037848,BC,6049480164.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
377,24-hour Pharmacy Services,Twenty Four Hour Pharmacies,Shoppers Drug Mart,-123.131841,49.280821,BC,6046692424.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
378,24-hour Pharmacy Services,Twenty Four Hour Pharmacies,Shoppers Drug Mart,-123.140171,49.169763,BC,6042736187.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
379,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.776909,49.264837,BC,6044617506.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
380,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-124.054362,49.239745,BC,2503904911.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
381,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.535777,49.87968,BC,2507697012.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
382,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.365494,48.425849,BC,2503814321.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
383,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.265122,50.256679,BC,2502608576.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
384,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.698966,48.778174,BC,2507466118.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
385,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.912067,49.200944,BC,6043955717.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
386,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-128.652598,54.053233,BC,2506326177.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
387,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.223983,49.045782,BC,6048518635.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
388,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.839789,49.263367,BC,6049361433.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
389,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.137902,49.326299,BC,6049261114.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
390,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-120.847481,56.250038,BC,2507856155.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
391,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.158086,49.154552,BC,6042743023.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
392,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.969273,49.279499,BC,6042910638.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
393,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.832894,49.276627,BC,6044614030.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
394,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.705071,49.125211,BC,6045754994.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
395,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.298499,50.69431,BC,2508322181.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
396,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.778372,53.897983,BC,2505628169.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
397,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.690953,49.231619,BC,6044658122.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
398,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.123845,49.154006,BC,6042760067.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
399,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.5863,49.484649,BC,2504928000.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
400,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-120.359135,50.696562,BC,2503769010.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
401,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.139064,49.289056,BC,6046813411.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
402,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.069065,49.262319,BC,6048728451.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
403,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.185201,49.24776,BC,6047328855.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
404,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.398717,48.431349,BC,2503612011.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
405,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-124.997004,49.689085,BC,2503343134.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
406,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.9209,49.213266,BC,6045210767.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
407,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.656486,49.219027,BC,6044658123.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
408,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.153238,49.70172,BC,6048925258.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
409,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.38726,48.492604,BC,2508811980.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
410,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.416888,48.594635,BC,2506529119.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
411,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-115.753587,49.524717,BC,2504893438.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
412,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.845564,49.186983,BC,6045886451.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
413,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.891292,49.260577,BC,6049367255.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
414,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.090707,49.227302,BC,6043247909.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
415,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.402985,48.648872,BC,2506561102.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
416,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.138731,49.259427,BC,6047383107.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
417,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.12026,49.277219,BC,6046690330.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
418,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.956432,49.218624,BC,6045262848.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
419,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.322233,49.132927,BC,6048261244.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
420,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.126583,49.275614,BC,6048015708.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
421,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.668782,49.117943,BC,6045332132.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
422,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.047961,49.281128,BC,6042515358.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
423,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.444241,49.028363,BC,2504983663.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
424,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.382801,49.889021,BC,2507654156.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
425,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-124.311246,49.320141,BC,2502483611.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
426,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.889574,49.139656,BC,6044958382.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
427,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.740348,49.253615,BC,6049448690.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
428,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.097081,49.321766,BC,6049833631.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
429,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.59985,49.221193,BC,6044675218.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
430,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.669436,49.075417,BC,6045305388.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
431,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.098387,49.262306,BC,6048733558.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
432,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-124.517134,49.84647,BC,6044852844.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
433,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.171523,49.264099,BC,6047339128.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
434,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.782196,53.91935,BC,2505622311.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
435,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.803601,49.031148,BC,6045368211.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
436,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-124.797164,49.243885,BC,2507237387.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
437,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.278253,50.264894,BC,2505423371.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
438,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-128.591334,54.516859,BC,2506357261.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
439,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-117.654212,49.296047,BC,2503655888.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
440,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.759339,49.47102,BC,2509231575.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
441,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.950012,49.15513,BC,2507538234.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
442,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.867219,49.17715,BC,6045883488.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
443,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-130.326844,54.312744,BC,2506249656.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
444,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.893492,49.253016,BC,6044150312.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
445,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.245851,49.26605,BC,6042281533.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
446,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.267286,50.275919,BC,2505493326.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
447,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.126423,49.261294,BC,6047141199.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
448,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-124.933359,49.688276,BC,2508909327.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
449,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.721702,48.378506,BC,2506425229.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
450,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.005129,49.231407,BC,6044342408.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
451,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.729672,49.104144,BC,6045747436.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
452,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.443225,49.916105,BC,2508690132.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
453,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-117.291407,49.498645,BC,2503527268.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
454,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-123.137985,49.140864,BC,7782964065.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
455,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-122.60809,49.089398,BC,6045320515.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
456,Late Night Pharmacy Services,Late Night Pharmacies,Shoppers Drug Mart,-119.630867,49.828422,BC,2507070891.0,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy,Province of British Columbia
