idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Name_Q,CleanName_DL,Address_1,Address_2,Addr_DL,Addr_CS,StrNum_Match,StrName_DL,StrName_CS,PC_Match,City_1,City_2,City_DL,Distance,Match
802,801,fort st john hospital and health centre,fort st john hospital,0.538461538,0.782508045,0.55,0.538461538,9636 100 av fort st john bc v1j 1y3 canada,9636 100th av fort st john bc v1j 1y3,0.785714286,0.877790816,1,1,1,1,fort st john,fort st john,1,1.889332813,TRUE
7838,7837,groupe de medecine de famille maria chapdelaine (clinique de medecine familiale de mistassini),groupe de medecine de famille maria chapdelaine (clinique de medecine familiale de dolbeau),0.893617021,0.970533477,0.884210526,1,170 av de l eglise dolbeau mistassini (Quebec) g8l 4w6,1580 rue des erables dolbeau mistassini (Quebec) g8l 2w7,0.75,0.697049712,0,0.333333333,0.216930458,0,dolbeau-mistassini,dolbeau-mistassini,1,1.930839346,FALSE
6335,6334,centre d activites de jour en deficience intellectuelle et en troubles du spectre de l autisme notre dame,centre d activites de jour en deficience intellectuelle et en troubles du spectre de l autisme dumais nord,0.905660377,0.966702725,0.91588785,0.905660377,1923 rue notre dame e thetford mines (Quebec) g6g 2v8,31 rue dumais n thetford mines (Quebec) g6g 3r2,0.698113208,0.660098362,0,0.375,0.404820452,0,thetford mines,thetford mines,1,3.207995643,FALSE
7447,6447,centre locale de services communautaires et centre de services ambulatoires de vaudreuil dorion,centre de readaptation en deficience physique installation vaudreuil dorion,0.442105263,0.615688786,0.416666667,0.442105263,3031 boul de la gare vaudreuil dorion (que?bec) j7v 9r2,486 rue chicoine bureau 100 vaudreuil dorion (Quebec) j7v 7e4,0.540983607,0.612554662,0,0.2,0.243432248,0,vaudreuil-dorion,vaudreuil-dorion,1,3.227025025,FALSE
6080,6069,windsor essex county health unit,windsor essex community health centre,0.783783784,0.82850985,0.763157895,0.783783784,1005 ouellette av windsor,749 felix av windsor,0.56,0.513552591,0,0.416666667,0.369800131,0,windsor,windsor,1,3.228438056,FALSE
6512,6447,centre de readaptation foster (point de chute externe vaudreuil soulanges),centre de readaptation en deficience physique installation vaudreuil dorion,0.52,0.656330123,0.539473684,0.373333333,3031 boul de la gare 5e etage du clsc vaudreuil dorion (Quebec) j7v 9r2,486 rue chicoine bureau 100 vaudreuil dorion (Quebec) j7v 7e4,0.563380282,0.604064249,0,0.2,0.243432248,0,vaudreuil-dorion,vaudreuil-dorion,1,3.230442831,FALSE
8036,6989,hopital general de montreal du cusm,ciusss du centre ouest de l ile de montreal,0.209302326,0.600219258,0.431818182,0.209302326,1650 av cedar montreal (Quebec) h3g 1a4,3755 ch de la cote sainte catherine bureau b 119 suite b 119 montreal (Quebec) h3t 1e2,0.348837209,0.404512735,0,0.166666667,0.104115841,0,montreal,montreal,1,3.231005531,FALSE
4359,3423,meals on wheels east toronto,east york meals on wheels,0.285714286,0.82090085,0.75862069,0.285714286,310 danforth av toronto,2 thorncliffe pk dr toronto,0.407407407,0.518562979,0,0.176470588,0.204124145,0,toronto,toronto,1,3.231819591,FALSE
6492,6487,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services residentiels saint hubert,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services externes de saint hubert,0.930555556,0.981649329,0.931034483,0.930555556,3175 rue william longueuil (Quebec) j4t 2w7,5110 boul cousineau 4e etage longueuil (Quebec) j3y 7g5,0.509090909,0.502697053,0,0.285714286,0,0,longueuil,longueuil,1,3.716802503,FALSE
7824,7823,groupe de medecine de famille laurier de la piniere (centre medical laurier),groupe de medecine de famille laurier de la piniere (centre medical de la piniere),0.902439024,0.972925282,0.879518072,1,5661 boul laurier terrebonne (Quebec) j7m 1t7,3395 boul de la piniere suite 100 terrebonne (Quebec) j6x 4n1,0.557377049,0.650619598,0,0.555555556,0.544704779,0,terrebonne,terrebonne,1,4.328467302,FALSE
6487,6486,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services externes de saint hubert,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services externes de longueuil,0.93006993,0.975810239,0.909722222,0.93006993,5110 boul cousineau 4e etage longueuil (Quebec) j3y 7g5,1525 rue joliette longueuil (Quebec) j4k 4w4,0.563636364,0.556214887,0,0.285714286,0,0,longueuil,longueuil,1,5.76249558,FALSE
6925,6576,centre integre de sante et de services sociaux de laval,centre de sante et de services sociaux de laval,0.854545455,0.968913362,0.857142857,0.854545455,1755 boul rene laennec laval (Quebec) h7m 3l9,1515 boul chomedey laval qc h7v 3y7 canada,0.355555556,0.393919299,0,0.411764706,0.284901441,0,laval,laval,1,6.320984822,FALSE
7472,7471,centre locale de services communautaires la source sud,centre locale de services communautaires la source nord,0.945454545,0.960141092,0.928571429,0.945454545,190 76e rue e que?bec (que?bec) g1h 7k4,791 rue de sherwood que?bec (que?bec) g2n 1x7,0.6,0.734375,0,0.266666667,0.530330086,0,quebec,quebec,1,6.59853758,FALSE
4731,3024,pearl and pine retirement residence,chartwell lakeshore retirement residence,0.675,0.724285968,0.585365854,0.675,390 pearl st burlington,5314 lakeshore rd burlington,0.571428571,0.437014224,0,0.25,0,0,burlington,burlington,1,6.713488472,FALSE
2538,2537,anne johnston health station tobias house attendant care (css),anne johnston health station tobias house attendant care,0.903225806,0.964060042,0.904761905,1,695 coxwell av toronto,2398 yonge st toronto,0.545454545,0.431455497,0,0.3,0,0,toronto,toronto,1,6.786709034,FALSE
7674,7673,groupe de medecine de famille charlevoix est (clinique de medecine familiale de la malbaie),groupe de medecine de famille charlevoix est (clinique de medecine familiale de clermont),0.901098901,0.962553568,0.880434783,1,515 rue saint etienne la malbaie (Quebec) g5a 1w7,106 boul notre dame bureau 500 clermont (Quebec) g4a 1g3,0.392857143,0.372104204,0,0.235294118,0.111803399,0,la malbaie,clermont,0.1,7.219229425,FALSE
4691,3039,palermo village retirement residence,chartwell oakville retirement residence,0.692307692,0.758175397,0.65,0.692307692,3136 dundas st w oakville,180 oak pk blvd oakville,0.48,0.409673245,0,0.090909091,0,0,oakville,oakville,1,7.413625238,FALSE
7300,6617,centre locale de services communautaires de la visitation,centre de sante et de services sociaux du sud ouest verdun,0.431034483,0.623176953,0.491525424,0.431034483,1705 rue de la visitation montre?al (que?bec) h2l 3c3,6161 rue laurendeau montreal qc h4e 3x6 canada,0.358490566,0.413916362,0,0.35,0.40457739,0,montreal,montreal,1,7.470746773,FALSE
6994,6492,ciusss du centre sud de l ile de montreal,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services residentiels saint hubert,0.215277778,0.680141352,0.206896552,0.215277778,1560 rue sherbrooke e montreal (Quebec) h2l 4m1,3175 rue william longueuil (Quebec) j4t 2w7,0.425531915,0.400596372,0,0.25,0.361157559,0,montreal,longueuil,0.444444444,7.472743365,FALSE
7417,6434,centre locale de services communautaires des seigneuries de boucherville,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme clinique regionale d evaluation des troubles complexes du developpement (longueuil),0.258823529,0.636027314,0.257309942,0.272151899,160 boul de montarville boucherville (que?bec) j4b 6s2,1442 rue beauharnois longueuil (Quebec) j4m 1c2,0.444444444,0.397230673,0,0.263157895,0.213200716,0,boucherville,longueuil,0.333333333,7.473225641,FALSE
4154,3434,lapointe fisher nursing home,eden house nursing home,0.571428571,0.60385964,0.482758621,0.571428571,271 metcalfe st guelph,5016 wellington county rd 29 guelph,0.371428571,0.304429541,0,0.173913043,0,0,guelph,guelph,1,7.473236795,FALSE
6702,6688,centre hospitalier universitaire de quebec,centre hospitalier de l universite laval (chul),0.617021277,0.745049451,0.666666667,0.595238095,11 cote du palais quebec qc g1r 2j6 canada,2705 boul laurier Quebec (Quebec) g1v 4g2,0.214285714,0.376403705,0,0.214285714,0.071611487,0,quebec,quebec,1,7.473348846,FALSE
7417,6624,centre locale de services communautaires des seigneuries de boucherville,centre de sante et de services sociaux pierre boucher,0.458333333,0.732360595,0.493150685,0.458333333,160 boul de montarville boucherville (que?bec) j4b 6s2,1333 boul jacques cartier e longueuil qc j4m 2a5 canada,0.254545455,0.331673996,0,0.409090909,0.35564338,0,boucherville,longueuil,0.333333333,7.475498318,FALSE
3749,3746,halton healthcare services oakville,halton healthcare services,0.742857143,0.898322254,0.75,0.742857143,3001 hospital gate oakville,327 reynolds st oakville on l6j 3l7 canada,0.238095238,0.339066345,0,0.153846154,0,0,oakville,oakville,1,7.476474621,FALSE
3752,3749,halton healthcare services corporation oakville site,halton healthcare services oakville,0.673076923,0.868281661,0.679245283,0.673076923,327 reynolds st oakville on l6j 3l7,3001 hospital gate oakville,0.285714286,0.36623351,0,0.153846154,0,0,oakville,oakville,1,7.476506844,FALSE
6852,6850,centre hospitalier universitaire de quebec chul (chu),centre hospitalier universitaire de quebec (chuq) (siege social) l hotel dieu de quebec,0.586206897,0.841583068,0.556818182,0.692307692,2705 boul laurier quebec qc g1v 4g2,11 cote du palais quebec qc g1r 2j6,0.457142857,0.475,0,0.214285714,0.071611487,0,quebec,quebec,1,7.477977895,FALSE
8888,8658,south end medical clinic,greens medical clinic,0.708333333,0.707106781,0.64,0.708333333,2907 gordon rd regina sk s4s6h7,8 3850 green falls dr regina sk s4v 3t6,0.461538462,0.419627164,0,0.285714286,0.149071198,0,regina,regina,1,7.479767104,FALSE
3483,2590,etobicoke service for seniors (toronto central lhin),balance for blind adults (toronto central lhin),0.557692308,0.657277009,0.566037736,0.206896552,2245 lawrence av w toronto,2340 dundas st w toronto,0.538461538,0.464582098,0,0.230769231,0.15430335,0,toronto,toronto,1,7.480411124,FALSE
8018,6481,hopital de soins psychiatriques de l est de montreal,centre de readaptation en dependance de montreal hopital notre dame,0.268656716,0.647659324,0.426470588,0.268656716,7401 rue hochelaga montreal (Quebec) h1n 3m5,1560 rue sherbrooke e montreal (Quebec) h2l 4m1,0.595744681,0.581499917,0,0.3125,0.390094749,0,montreal,montreal,1,7.481182389,FALSE
1678,1677,turning point recovery society north shore women s,turning point recovery society north shore men s,0.96,0.968868277,0.941176471,0.96,2670 lloyd av n vancouver bc v7r 3x1,2431 burr pl n vancouver bc v7h 0b9,0.611111111,0.602453366,0,0.125,0,0,north vancouver,north vancouver,1,7.588525541,FALSE
8309,8307,point de service de la mrc cote de gaspe (gaspe),point de service de la mrc cote de gaspe (cr gaspe),0.941176471,0.975665453,0.923076923,1,1384 rte de haldimand Gaspe (Quebec) g4x 2k1,150 rue monseigneur ross Gaspe (Quebec) g4x 2s7,0.553191489,0.569022901,0,0.2,0.150187852,0,gaspe,gaspe,1,7.590674335,FALSE
8344,8343,point de service du centre locale de services communautaires de laurier station a saint patrice de beaurivage prelevements,point de service du centre locale de services communautaires de laurier station a saint narcisse de beaurivage prelevements,0.959349593,0.977355555,0.935483871,0.959349593,530 rue principale saint patrice de beaurivage (que?bec) g0s 1b0,508 rue de l e?cole saint narcisse de beaurivage (que?bec) g0s 1w0,0.742424242,0.771568551,0,0.428571429,0.529256124,0,saint-patrice-de-beaurivage,saint-narcisse-de-beaurivage,0.821428571,7.795101578,FALSE
8342,8340,point de service du centre locale de services communautaires de laurier station a saint gilles prelevements,point de service du centre locale de services communautaires de laurier station a saint agapit prelevements,0.943925234,0.971442019,0.935185185,0.943925234,1605 rue principale saint gilles (que?bec) g0s 2p0,1080 rue bergeron saint agapit (que?bec) g0s 1z0,0.58,0.580720702,0,0.285714286,0.313112146,0,saint-gilles,saint-agapit,0.5,7.9373541,FALSE
3424,2767,east york mental health counselling services agency,camh community mental health services,0.411764706,0.661724103,0.519230769,0.411764706,1245 danforth av toronto,1001 queen st w toronto,0.458333333,0.437014224,0,0.090909091,0,0,toronto,toronto,1,8.181191513,FALSE
8360,7220,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de beauceville a tring jonction prelevements,centre locale de services communautaires d east broughton,0.335483871,0.769403705,0.314102564,0.335483871,106 rue commerciale tring jonction (que?bec) g0n 1x0,763 10e av n east broughton (que?bec) g0n 1h0,0.519230769,0.5143445,0,0.133333333,0.15713484,0,tring-jonction,east broughton,0.214285714,8.183032413,FALSE
6432,6430,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme centre multiservices de saint hubert,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme centre multiservices de boucherville,0.902439024,0.964091308,0.903225806,0.902439024,5980 ch de chambly longueuil (Quebec) j3y 6w9,1335 rue gay lussac boucherville (Quebec) j4b 7k1,0.387755102,0.388888889,0,0.071428571,0.060858062,0,longueuil,boucherville,0.333333333,8.281338548,FALSE
8355,8349,point de service du centre locale de services communautaires de saint lazare de bellechasse a sainte claire prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint anselme prelevements,0.941666667,0.97927605,0.933884298,0.941666667,80 boul be?gin sainte claire (que?bec) g0r 2v0,40 ch saint marc saint anselme (que?bec) g0r 2n0,0.541666667,0.612982963,0,0,0.074124932,0,sainte-claire,saint-anselme,0.461538462,8.386497286,FALSE
7367,6492,centre locale de services communautaires de saint henri,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services residentiels saint hubert,0.305555556,0.780254578,0.268965517,0.305555556,3833 rue notre dame o montre?al (que?bec) h4c 1p8,3175 rue william longueuil (Quebec) j4t 2w7,0.489795918,0.381356385,0,0.375,0.397359707,0,montreal,longueuil,0.444444444,8.747569929,FALSE
1712,1689,vancouver general hospital willow pavilion,ubc hospital koerner pavilion,0.452380952,0.668349592,0.511627907,0.452380952,805 w 12th av vancouver bc v5z 1m9,2211 wesbrook mall vancouver bc v6t 1z3,0.538461538,0.469457901,0,0.230769231,0.094491118,0,vancouver,vancouver,1,8.883787523,FALSE
6432,6431,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme centre multiservices de saint hubert,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme centre multiservices de brossard,0.910569106,0.968061391,0.903225806,0.910569106,5980 ch de chambly longueuil (Quebec) j3y 6w9,3530 rue isabelle brossard (Quebec) j4y 2r3,0.422222222,0.358554394,0,0.230769231,0.121716124,0,longueuil,brossard,0,9.054618339,FALSE
8346,8339,point de service du centre locale de services communautaires de laurier station a saint edouard de lotbiniere prelevements,point de service du centre locale de services communautaires de laurier station a lotbiniere prelevements,0.860655738,0.976272137,0.861788618,0.860655738,122 rue hamel saint e?douard de lotbinie?re (que?bec) g0s 1y0,7440 rte marie victorin lotbinie?re (que?bec) g0s 1s0,0.62295082,0.654790043,0,0.277777778,0.138013112,0,saint-edouard-de-lotbiniere,lotbiniere,0.37037037,9.111820953,FALSE
7459,7458,centre locale de services communautaires et centre d hebergement de soins de longue dureee sainte rose,centre locale de services communautaires et centre d hebergement de soins de longue dureee idola saint jean,0.897196262,0.963557534,0.888888889,0.897196262,280 boul du roi du n laval (que?bec) h7l 4l2,250 boul cartier o laval (que?bec) h7n 5s5,0.704545455,0.592348878,0,0.4375,0.296174439,0,laval,laval,1,9.288150864,FALSE
8351,8349,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint henri prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint anselme prelevements,0.95,0.980901242,0.933884298,0.95,107 rue allen saint henri (que?bec) g0r 3e0,40 ch saint marc saint anselme (que?bec) g0r 2n0,0.541666667,0.56372955,0,0.076923077,0,0,saint-henri,saint-anselme,0.538461538,9.776836534,FALSE
8362,7452,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de montmagny a cap saint ignace prelevements,centre locale de services communautaires et centre d hebergement de soins de longue dureee de montmagny,0.664516129,0.962105073,0.666666667,0.664516129,146 rue du manoir e cap saint ignace (que?bec) g0r 1h0,168 rue saint joseph montmagny (que?bec) g5v 1h8,0.537037037,0.550179099,0,0.3125,0.285830975,0,cap-saint-ignace,montmagny,0.25,9.811417867,FALSE
3432,3112,eatonville care centre,chartwell white eagle long term care residence,0.304347826,0.638009115,0.340425532,0.304347826,420 the e mall toronto,138 dowling av toronto,0.409090909,0.408529744,0,0,0,0,toronto,toronto,1,9.824191227,FALSE
7522,6492,centre locale de services communautaires ville emard cote saint paul,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services residentiels saint hubert,0.305555556,0.692524086,0.268965517,0.305555556,6161 rue laurendeau montre?al (que?bec) h4e 3x6,3175 rue william longueuil (Quebec) j4t 2w7,0.489361702,0.375960309,0,0.357142857,0.280056017,0,montreal,longueuil,0.444444444,10.13269902,FALSE
8355,8352,point de service du centre locale de services communautaires de saint lazare de bellechasse a sainte claire prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint malachie prelevements,0.950413223,0.980764576,0.93442623,0.950413223,80 boul be?gin sainte claire (que?bec) g0r 2v0,610 7e rue saint malachie (que?bec) g0r 3n0,0.565217391,0.609826436,0,0.1,0,0,sainte-claire,saint-malachie,0.571428571,11.09589029,FALSE
8353,8350,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint michel de bellechasse prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint charles de bellechasse prelevements,0.955555556,0.986035016,0.948529412,0.955555556,129 rte 132 e saint michel de bellechasse (que?bec) g0r 3s0,2835 av royale saint charles de bellechasse (que?bec) g0r 2t0,0.672131148,0.698845904,0,0.111111111,0.273861279,0,saint-michel-de-bellechasse,saint-charles-de-bellechasse,0.785714286,11.44030574,FALSE
3078,2972,chartwell rideau place retirement residence,chapel hill retirement residence,0.674418605,0.807373428,0.613636364,0.674418605,550 wilbrod st ottawa,2305 page rd ottawa,0.428571429,0.381385036,0,0.1,0.106600358,0,ottawa,ottawa,1,11.55308661,FALSE
6412,6411,centre de readaptation en deficience intellectuelle et en trouble du spectre de l autisme de repentigny,centre de readaptation en deficience intellectuelle et en trouble du spectre de l autisme de mascouche,0.902912621,0.963422679,0.894230769,0.902912621,625 rue leclerc repentigny (Quebec) j6a 2e4,1280 ch saint henri mascouche (Quebec) j7k 2n1,0.369565217,0.310694255,0,0.142857143,0,0,repentigny,mascouche,0,11.91311017,FALSE
7402,6556,centre locale de services communautaires de val des monts,centre de sante et de services sociaux de gatineau,0.456140351,0.684762383,0.482758621,0.456140351,1884 rte du carref val des monts (que?bec) j8n 7n5,777 boul de la gappe gatineau qc j8t 8r2 canada,0.18,0.21246427,0,0.25,0.183941802,0,val-des-monts,gatineau,0.153846154,12.44442226,FALSE
8365,8360,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de sainte marie a vallee jonction prelevements,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de beauceville a tring jonction prelevements,0.898089172,0.974264921,0.905063291,0.898089172,414 rue principale bureau 101 valle?e jonction (que?bec) g0s 3j0,106 rue commerciale tring jonction (que?bec) g0n 1x0,0.53125,0.663791851,0,0.533333333,0.57166195,0,vallee-jonction,tring-jonction,0.6,12.57946612,FALSE
6610,6609,centre de sante et de services sociaux du granit point de service stratford,centre de sante et de services sociaux du granit point de service stornoway,0.906666667,0.960289277,0.907894737,0.906666667,165 av centrale n stratford (que?bec) g0y 1p0,507 rte 108 o stornoway (que?bec) g0y 1n0,0.533333333,0.490716492,0,0.153846154,0.084515425,0,stratford,stornoway,0.222222222,12.60505555,FALSE
7560,6552,centre de sante et de services sociaux de beauce,centre de sante et de services sociaux de beauce,1,1,1,1,1515 17e rue saint georges qc g5y 4t8,253 rte 108 beauceville qc g5x 2z3 canada,0.243902439,0.291666667,0,0.285714286,0.447213595,0,saint-georges,beauceville,0.076923077,13.07408151,FALSE
8365,8364,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de sainte marie a vallee jonction prelevements,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de sainte marie a frampton prelevements,0.923566879,0.982190857,0.911392405,0.923566879,414 rue principale bureau 101 valle?e jonction (que?bec) g0s 3j0,148 rue principale frampton (que?bec) g0r 1m0,0.578125,0.669748822,0,1,1,0,vallee-jonction,frampton,0.2,13.21611737,FALSE
8354,8350,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint raphael prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint charles de bellechasse prelevements,0.859259259,0.971601529,0.845588235,0.859259259,84 rue du foyer saint raphae?l (que?bec) g0r 4c0,2835 av royale saint charles de bellechasse (que?bec) g0r 2t0,0.459016393,0.505814149,0,0.166666667,0.263117406,0,saint-raphael,saint-charles-de-bellechasse,0.321428571,14.41327963,FALSE
8354,8353,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint raphael prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint michel de bellechasse prelevements,0.865671642,0.974003634,0.859259259,0.865671642,84 rue du foyer saint raphae?l (que?bec) g0r 4c0,129 rte 132 e saint michel de bellechasse (que?bec) g0r 3s0,0.474576271,0.511945453,0,0.333333333,0.240192231,0,saint-raphael,saint-michel-de-bellechasse,0.333333333,14.80374158,FALSE
7318,7232,centre locale de services communautaires de mercier est,centre locale de services communautaires de bordeaux cartierville,0.753846154,0.866077698,0.696969697,0.753846154,9503 rue sherbrooke e montre?al (que?bec) h1l 6p2,11822 av du bois de boulogne montre?al (que?bec) h3m 2x6,0.517857143,0.496497118,0,0.227272727,0.125108648,0,montreal,montreal,1,14.90545887,FALSE
7684,7663,groupe de medecine de famille clinique medicale saint francois,groupe de medecine de famille boulevard de l avenir (clinique medicale de l avenir),0.578313253,0.817703649,0.55952381,0.596774194,8048 av marcel villeneuve bureau 202 laval (Quebec) h7a 4h5,1150 boul de l avenir bureau 200 laval (Quebec) h7n 6l2,0.576271186,0.612554662,0,0.15,0.21170245,0,laval,laval,1,15.76787634,FALSE
6431,6430,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme centre multiservices de brossard,centre de readaptation en deficience intellectuelle et trouble du spectre de l autisme centre multiservices de boucherville,0.918699187,0.972872369,0.903225806,0.918699187,3530 rue isabelle brossard (Quebec) j4y 2r3,1335 rue gay lussac boucherville (Quebec) j4b 7k1,0.469387755,0.547267233,0,0.357142857,0.4,0,brossard,boucherville,0.166666667,16.13881527,FALSE
8350,8349,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint charles de bellechasse prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint anselme prelevements,0.874074074,0.970230703,0.852941176,0.874074074,2835 av royale saint charles de bellechasse (que?bec) g0r 2t0,40 ch saint marc saint anselme (que?bec) g0r 2n0,0.491803279,0.577350269,0,0.153846154,0,0,saint-charles-de-bellechasse,saint-anselme,0.392857143,16.2217674,FALSE
7267,7234,centre locale de services communautaires de gatineau (saint redempteur),centre locale de services communautaires de cantley,0.676056338,0.828675179,0.625,0.884615385,85 rue saint re?dempteur gatineau (que?bec) j8x 4e6,850 monte?e de la source cantley (que?bec) j8v 3h4,0.450980392,0.446296233,0,0.1,0.342368394,0,gatineau,cantley,0.25,16.36189931,FALSE
3024,2893,chartwell lakeshore retirement residence,caroline place retirement residence,0.675,0.766638948,0.609756098,0.675,5314 lakeshore rd burlington,118 market st hamilton,0.357142857,0.148556271,0,0.25,0.080064077,0,burlington,hamilton,0.4,16.52392437,FALSE
7502,7310,centre locale de services communautaires rene cassin,centre locale de services communautaires de longueuil ouest,0.762711864,0.831607408,0.7,0.762711864,5800 boul cavendish bureau y 201 co?te saint luc (que?bec) h4w 2t5,201 boul cure? poirier o longueuil (que?bec) j4j 2g4,0.439393939,0.464553083,0,0.333333333,0.367423461,0,cote-saint-luc,longueuil,0.214285714,16.604952,FALSE
8364,7455,point de service du centre locale de services communautaires et centre d hebergement de soins de longue dureee de sainte marie a frampton prelevements,centre locale de services communautaires et centre d hebergement de soins de longue dureee de sainte marie,0.706666667,0.968311141,0.708609272,0.706666667,148 rue principale frampton (que?bec) g0r 1m0,775 rue e?tienne raymond sainte marie (que?bec) g6e 0b9,0.418181818,0.484182026,0,0.368421053,0.271163072,0,frampton,sainte-marie,0.083333333,16.75322302,FALSE
4889,4851,reconnect community health services,punjabi community health services (pchs),0.625,0.675139951,0.634146341,0.771428571,1281 st clair av w toronto,2980 drew rd mississauga,0.115384615,0.034482759,0,0.076923077,0.094491118,0,toronto,mississauga,0,16.82093463,FALSE
7153,7151,clinique medicale medillys,clinique medicale md centropolis,0.6875,0.744569441,0.606060606,0.6875,1099 boul du cure labelle suite 201 blainville (Quebec) j7c 2m2,655 prom du centropolis bureau 227 laval (Quebec) h7t 0a3,0.428571429,0.338456476,0,0.3,0.186096842,0,blainville,laval,0.4,16.90855027,FALSE
8333,8330,point de service de premiere ligne de remigny (centre locale de services communautaires ville marie),point de service de premiere ligne de nedelec (centre locale de services communautaires ville marie),0.94,0.971637315,0.920792079,0.866666667,1304 ch de l e?glise re?migny (que?bec) j0z 3h0,66 rue principale ne?de?lec (que?bec) j0z 2z0,0.446808511,0.534800808,0,0.142857143,0.235294118,0,remigny,nedelec,0.142857143,17.77344731,FALSE
8355,8351,point de service du centre locale de services communautaires de saint lazare de bellechasse a sainte claire prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint henri prelevements,0.95,0.977861846,0.925619835,0.95,80 boul be?gin sainte claire (que?bec) g0r 2v0,107 rue allen saint henri (que?bec) g0r 3e0,0.608695652,0.535935421,0,0.3,0.087705802,0,sainte-claire,saint-henri,0.538461538,17.86565428,FALSE
6490,6485,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services externes de salaberry de valleyfield,centre de readaptation en dependance du centre integre de sante et de services sociaux de la monteregie ouest services externes de candiac,0.864516129,0.969410079,0.83974359,0.864516129,11 rue de l eglise 3e etage salaberry de valleyfield (Quebec) j6t 1j5,408 av saint charles vaudreuil dorion (Quebec) j7v 7m9,0.333333333,0.260513025,0,0.0625,0,0,salaberry-de-valleyfield,vaudreuil-dorion,0.208333333,17.86953306,FALSE
5549,3107,tall pines long term care centre,chartwell westbury long term care residence,0.511627907,0.667827097,0.522727273,0.511627907,1001 peter robertson blvd brampton,495 the w mall toronto,0.205882353,0.146741818,0,0.15,0,0,brampton,toronto,0.25,18.07389724,FALSE
6336,6331,centre d activites de jour en deficience intellectuelle et en troubles du spectre de l autisme plaza,centre d activites de jour en deficience intellectuelle et en troubles du spectre de l autisme de saint prosper,0.864864865,0.965906347,0.857142857,0.864864865,15430 boul lacroix saint georges (Quebec) g5y 1r7,2574 40e rue saint prosper (Quebec) g0m 1y0,0.530612245,0.424334212,0,0.166666667,0,0,saint-georges,saint-prosper,0.615384615,18.21763712,FALSE
7656,6204,groupe de medecine de famille bedford (centre locale de services communautaires bedford),atelier et centre d activites de jour de farnham (centre de readaptation pour les personnes presentant une deficience intellectuelle),0.30075188,0.62951663,0.365671642,0.291666667,34 rue saint joseph bedford (Quebec) j0j 1a0,1259 rue george f slack farnham (Quebec) j2n 3g4,0.416666667,0.445131907,0,0.333333333,0.21170245,0,bedford,farnham,0,18.67630165,FALSE
8352,8349,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint malachie prelevements,point de service du centre locale de services communautaires de saint lazare de bellechasse a saint anselme prelevements,0.950413223,0.979299012,0.93442623,0.950413223,610 7e rue saint malachie (que?bec) g0r 3n0,40 ch saint marc saint anselme (que?bec) g0r 2n0,0.5625,0.651503033,0,0.076923077,0,0,saint-malachie,saint-anselme,0.571428571,19.16781646,FALSE
8345,8342,point de service du centre locale de services communautaires de laurier station a saint sylvestre prelevements,point de service du centre locale de services communautaires de laurier station a saint gilles prelevements,0.945454545,0.972329265,0.918918919,0.945454545,820 rue principale saint sylvestre (que?bec) g0s 3c0,1605 rue principale saint gilles (que?bec) g0s 2p0,0.788461538,0.769595161,0,1,1,0,saint-sylvestre,saint-gilles,0.6,19.27286021,FALSE
