X,Y,OBJECTID,FOLDERTYPE,DESCRIPTION,STATUS,ISSUEDATE,PROPERTYADDRESS
601893.09499999974,4815019.7035,389,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-08-25T10:30:30.000Z,3245 Sawmill St 
602368.077499999664724,4815405.729,596,RN,Residential Dwelling (New/Add) Building,Conditional,2017-12-05T16:32:17.000Z,3170 Daniel Way 
605354.433000000193715,4809017.38299999945,270,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-29T10:59:44.000Z,457 Winston Rd 
606248.909,4814554.348,227,RN,Residential Dwelling (New/Add) Building,Issued,2016-12-15T09:34:00.000Z,1305 Gainsborough Dr 
607455.299499999731779,4812341.707499999553,572,RN,Residential Dwelling (New/Add) Building,Conditional,2014-08-18T12:41:41.000Z,348 Watson Ave 
602556.902499999850988,4815211.23299999908,932,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T17:33:48.000Z,25 Wheat Boom Dr 
605500.659,4809841.70299999975,524,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-05T10:54:59.000Z,526 Pineland Ave 
605096.995000000111759,4806991.5775,835,RN,Residential Dwelling (New/Add) Building,Issued,2017-08-10T09:38:10.000Z,192 Tracina Dr 
599941.252000000327826,4811572.980499999598,957,CA,Commercial (Alt/Imp) Building,Issued,2017-11-21T15:08:58.000Z,3075 Hospital Gate 
605941.997499999590218,4814066.116499999538,761,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-28T15:59:35.000Z,1293 Hillview Cres 
601693.89850000012666,4814875.0285,459,RN,Residential Dwelling (New/Add) Building,Issued,2018-01-31T17:28:28.000Z,3280 Donald Mackay St 
601259.4485,4814433.293,677,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-16T18:49:07.000Z,362 Harold Dent Trail 
605609.4375,4808024.2935,400,RN,Residential Dwelling (New/Add) Building,Issued,2018-08-27T09:07:24.000Z,251 Sandwell Dr 
606859.360999999567866,4809560.9955,240,RA,Residential Dwelling (Alt/Imp) Building,Issued,2013-04-23T14:36:53.000Z,38 Shorewood Pl 
604811.173499999567866,4808079.85099999979,344,DP,Demolition,Issued,2018-07-17T12:16:56.000Z,1357 Tansley Dr 
607488.876000000163913,4812113.721499999985,909,RN,Residential Dwelling (New/Add) Building,Issued,2017-09-25T10:21:14.000Z,366 Galt Ave 
601314.980000000447035,4814787.660499999,473,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-01-09T15:25:20.000Z,3425 George Savage Ave 
601116.446499999613,4808175.8255,926,CP,Conditional / Part Building,Issued,2018-07-11T15:35:11.000Z,1481 Bronte Rd 
600151.185999999754131,4808936.13299999945,630,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-05-18T09:43:00.000Z,2555 Carberry Way 
603030.868499999866,4814860.5665,399,CN,Commercial (New/Add) Building,Conditional,2014-08-21T08:53:57.000Z,2472 Post Rd 
608157.406000000424683,4814109.90599999949,40,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-27T16:29:16.000Z,1320 Avon Cres 
608666.701000000350177,4811765.4835,451,RN,Residential Dwelling (New/Add) Building,Issued,2019-01-14T13:00:28.000Z,515 Esplanade 
606117.059999999590218,4809907.841,546,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-10T08:48:03.000Z,252 Weighton Dr 
607242.2335,4817571.971499999985,454,CA,Commercial (Alt/Imp) Building,Issued,2019-02-06T16:34:40.000Z,2265 Upper Middle Rd E 
604045.727,4806268.818499999121,206,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-29T15:04:23.000Z,291 Vilma Dr 
602767.566499999724329,4815207.5175,628,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T17:23:42.000Z,3036 Post Rd 
608548.419499999843538,4814850.834,527,CA,Commercial (Alt/Imp) Building,Issued,2008-11-20T14:11:49.000Z,1540 Cornwall Rd 
602585.367999999783933,4811396.45199999958,435,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-06-30T10:51:54.000Z,1234 Old Oak Dr 
604840.893500000238419,4808165.276,916,RN,Residential Dwelling (New/Add) Building,Issued,2018-07-17T14:23:18.000Z,1326 Sheldon Ave 
602536.877500000409782,4812885.63099999912,116,RS,Residential (Secondary) Building,Issued,2019-05-08T17:15:18.000Z,2272 Mowat Ave Unit 2 
604039.248999999836087,4812959.3015,230,CP,Conditional / Part Building,Issued,2018-03-20T16:22:29.000Z,110 Richmond Rd 
606666.186499999836087,4819239.163,444,CA,Commercial (Alt/Imp) Building,Issued,2012-04-27T10:40:12.000Z,2939 Portland Dr 
604569.612499999813735,4805796.913499999791,301,CA,Commercial (Alt/Imp) Building,Issued,2016-12-19T08:06:11.000Z,2329 Lakeshore Rd W 
603661.739,4807184.5745,443,RS,Residential (Secondary) Building,Issued,2017-03-06T11:57:08.000Z,549 Vyner Cres 
607379.144999999552965,4811863.6205,49,FR,Fire Retrofit,Issued,2018-08-21T20:52:55.000Z,288 Reynolds St 
607372.29,4810394.74,987,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-09T11:10:03.000Z,104 Burnet St 
604332.166000000201166,4807932.70299999975,489,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-06T17:42:41.000Z,1475 Bridge Rd 
605065.453499999828637,4806611.069499999285,468,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-13T11:36:33.000Z,2054 Salvator Blvd 
605649.062,4809342.909499999136,335,RN,Residential Dwelling (New/Add) Building,Issued,2014-02-26T16:24:40.000Z,593 Unsworth Ave 
604747.847,4807934.798499999568,620,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-04T09:34:51.000Z,411 Sherin Dr 
601388.065000000409782,4814458.3255,286,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-06T13:46:16.000Z,320 Ironside Dr 
606350.350999999791384,4812116.798,391,CN,Commercial (New/Add) Building,Issued,2017-06-01T11:37:07.000Z,136 Cross Ave 
603767.192499999888241,4815401.719,787,PS,Plumbing Only,Issued,2019-05-15T08:47:31.000Z,261 Oak Walk Dr 
606656.281999999657273,4815162.6015,90,RN,Residential Dwelling (New/Add) Building,Issued,2018-11-01T11:43:02.000Z,1235 Grange Rd 
601384.922500000335276,4814316.877499999478,359,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-15T09:01:08.000Z,351 North Park Blvd 
604005.946999999694526,4812672.75599999912,668,RS,Residential (Secondary) Building,Issued,2017-05-16T13:29:25.000Z,176 Oliver Pl 
604363.542500000447035,4805533.7485,323,CP,Conditional / Part Building,Issued,2019-03-29T15:08:09.000Z,125 Bronte Rd 
607879.09250000026077,4817085.105,438,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-10-09T16:11:57.000Z,1335 Hazel McCleary Dr 
604310.996500000357628,4805717.425499999896,158,RN,Residential Dwelling (New/Add) Building,Issued,2018-07-27T15:55:03.000Z,149 Jones St 
602353.964999999850988,4815410.704,741,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-31T10:33:59.000Z,3176 Daniel Way 
602040.961500000208616,4815158.35799999908,203,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-01-13T11:33:29.000Z,73 North Park Blvd 
604299.691999999806285,4808352.13299999945,223,DP,Demolition,Issued,2019-05-06T10:08:11.000Z,581 Valley Dr 
603706.803000000305474,4813433.854,517,FD,Fire Damage,Issued,2017-11-06T12:49:57.000Z,85 River Oaks Blvd W 
598742.114500000141561,4809171.444,433,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-05-05T18:40:27.000Z,2443 Chateau Common 
602346.968999999575317,4815668.732499999925,196,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-19T15:01:35.000Z,96 Threshing Mill Blvd 
601408.387000000104308,4814780.7155,659,TH,Town House (New/Add/Alt) Building,Issued,2018-02-26T14:52:44.000Z,3344 Carding Mill Trail 
602536.877500000409782,4812885.63099999912,101,RS,Residential (Secondary) Building,Issued,2019-05-09T10:03:59.000Z,2272 Mowat Ave Unit 2 
605414.808500000275671,4808591.8725,601,RS,Residential (Secondary) Building,Issued,2017-07-10T17:46:49.000Z,1154 Summerlea St 
601620.806499999948,4814829.7685,23,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-27T13:09:45.000Z,3294 Charles Fay Pass 
603589.231499999761581,4805563.7785,221,RS,Residential (Secondary) Building,Issued,2018-09-25T16:25:00.000Z,2545 Ridgeside Lane 
604363.542500000447035,4805533.7485,324,CP,Conditional / Part Building,Issued,2018-11-16T09:15:09.000Z,133 Bronte Rd 
603051.701500000432134,4812571.89599999972,331,RS,Residential (Secondary) Building,Issued,2019-02-28T17:25:13.000Z,458 Stratford Rd 
600232.417500000447035,4809470.6885,466,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-05-02T13:43:43.000Z,2199 Calloway Dr 
602536.877500000409782,4812885.63099999912,106,RS,Residential (Secondary) Building,Issued,2019-05-09T10:00:50.000Z,2272 Mowat Ave Unit 2 
601408.387000000104308,4814780.7155,664,TH,Town House (New/Add/Alt) Building,Issued,2018-02-26T14:30:07.000Z,3334 Carding Mill Trail 
599941.252000000327826,4811572.980499999598,962,SA,Institutional (Alt/Imp) Building,Issued,2018-07-24T10:26:04.000Z,3001 Hospital Gate 
608065.398,4811338.9155,508,RN,Residential Dwelling (New/Add) Building,Issued,2017-11-13T13:38:32.000Z,307 William St 
605900.799499999731779,4808066.31599999964,903,RN,Residential Dwelling (New/Add) Building,Issued,2018-05-09T14:48:17.000Z,206 Prince George Cres 
602440.867499999701977,4813943.284,157,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-02-27T12:48:04.000Z,2443 New Wood Dr 
603914.957499999552965,4805031.401,617,RN,Residential Dwelling (New/Add) Building,Issued,2013-10-01T14:26:38.000Z,3052 Riverview St 
608065.398,4811338.9155,507,RS,Residential (Secondary) Building,Issued,2018-04-06T15:40:03.000Z,307 William St 
604777.433500000275671,4810184.1195,255,DN,Industrial (New/Add) Building,Issued,2015-08-17T13:49:22.000Z,837 Fourth Line 
607256.320000000298023,4812650.944,515,RN,Residential Dwelling (New/Add) Building,Issued,2015-12-18T11:56:08.000Z,427 Maple Ave 
606191.82050000037998,4812912.412499999627,363,CA,Commercial (Alt/Imp) Building,Issued,2019-02-14T15:55:11.000Z,240 Leighland Ave 
607003.332000000402331,4810902.911,243,SA,Institutional (Alt/Imp) Building,Issued,2000-02-17T15:24:32.000Z,53 Bond St 
602792.365000000223517,4815183.12199999951,922,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-19T15:06:28.000Z,3024 Post Rd 
603915.655500000342727,4807045.886499999091,92,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-28T10:50:48.000Z,440 Stanfield Dr 
601408.387000000104308,4814780.7155,662,TH,Town House (New/Add/Alt) Building,Issued,2018-02-26T14:48:39.000Z,3338 Carding Mill Trail 
602989.675499999895692,4815273.6875,319,PS,Plumbing Only,Issued,2018-10-18T14:36:34.000Z,66 Huguenot Rd 
601284.349000000394881,4814457.592,337,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-16T18:47:56.000Z,350 Harold Dent Trail 
606191.82050000037998,4812912.412499999627,371,HK,Kitchen Hood,Issued,2017-01-18T16:31:37.000Z,240 Leighland Ave 
604274.73450000025332,4809911.8265,747,DA,Industrial (Alt/Imp) Building,Issued,2019-01-23T12:00:33.000Z,879 Cranberry Crt 
602536.877500000409782,4812885.63099999912,119,RS,Residential (Secondary) Building,Issued,2019-05-08T17:11:55.000Z,2272 Mowat Ave Unit 2 
599941.252000000327826,4811572.980499999598,949,CA,Commercial (Alt/Imp) Building,Issued,2015-12-08T08:29:18.000Z,3075 Hospital Gate 
606191.82050000037998,4812912.412499999627,370,CA,Commercial (Alt/Imp) Building,Issued,2016-10-05T15:07:53.000Z,240 Leighland Ave 
609366.781000000424683,4815283.365499999374,32,PS,Plumbing Only,Issued,2018-03-28T16:45:55.000Z,422 Dorland Rd 
607996.376500000245869,4817639.7,436,AH,Accessory Unit in House,Issued,2016-01-07T09:14:07.000Z,1447 Prince John Cir 
604029.493499999866,4812724.524,419,RS,Residential (Secondary) Building,Issued,2010-03-19T12:50:53.000Z,157 Oliver Pl 
602699.792000000365078,4804307.43799999915,126,TH,Town House (New/Add/Alt) Building,Issued,2013-12-18T15:31:43.000Z,278 Vellwood Common 
602536.877500000409782,4812885.63099999912,111,RS,Residential (Secondary) Building,Issued,2019-05-08T17:18:00.000Z,2272 Mowat Ave Unit 2 
601422.55350000038743,4814353.6085,625,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-06T13:10:42.000Z,331 North Park Blvd 
605492.21,4807192.12,670,RN,Residential Dwelling (New/Add) Building,Issued,2018-11-14T09:15:17.000Z,143 Viewbank Cres 
602500.041500000283122,4807645.2015,58,PS,Plumbing Only,Issued,2018-04-19T09:49:13.000Z,2360 South Service Rd W 
605925.17949999962,4813579.879499999806,169,CA,Commercial (Alt/Imp) Building,Issued,2018-03-23T15:26:58.000Z,1235 Trafalgar Rd 
605096.832999999634922,4807253.67149999924,760,RN,Residential Dwelling (New/Add) Building,Issued,2017-09-15T14:48:08.000Z,1460 Seagram Ave 
609631.3125,4815514.89599999972,416,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-04-11T16:24:10.000Z,394 Bonny Meadow Rd 
607148.622999999672174,4816360.093,147,CA,Commercial (Alt/Imp) Building,Issued,2019-04-26T13:05:10.000Z,1660 North Service Rd E Unit 111 
604117.822999999858439,4805862.84699999914,413,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-05-19T15:21:05.000Z,213 Jones St 
599288.110000000335276,4809898.99699999951,340,TH,Town House (New/Add/Alt) Building,Issued,2014-09-19T09:37:33.000Z,2441 Greenwich Dr 
602740.626000000163913,4815303.309499999508,209,RN,Residential Dwelling (New/Add) Building,Conditional,2017-04-20T11:36:40.000Z,3065 Post Rd 
604057.542000000365078,4812920.857,458,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-08T16:16:00.000Z,115 Russell Dr 
606049.387500000186265,4810860.445,143,RS,Residential (Secondary) Building,Conditional,2018-04-17T15:11:48.000Z,229 Slater Cres 
603944.618499999866,4806875.549499999732,536,RN,Residential Dwelling (New/Add) Building,Issued,2018-04-27T08:47:22.000Z,416 Southland Cres 
604581.328499999828637,4808329.61099999957,30,RN,Residential Dwelling (New/Add) Building,Issued,2016-11-01T15:43:47.000Z,514 Valley Dr 
602006.007500000298023,4815075.9285,516,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-11-02T15:22:14.000Z,89 North Park Blvd 
599941.252000000327826,4811572.980499999598,955,CA,Commercial (Alt/Imp) Building,Issued,2017-10-06T15:31:27.000Z,3075 Hospital Gate 
603544.019999999552965,4812818.13,17,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-08-30T10:11:37.000Z,214 Elderwood Trail 
606582.487999999895692,4813429.32699999958,353,CP,Conditional / Part Building,Issued,2018-09-28T15:18:59.000Z,450 Iroquois Shore Rd 
602398.145499999634922,4815434.5185,395,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-31T11:57:17.000Z,3169 Daniel Way 
608798.156499999575317,4813073.4155,966,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-03T10:52:51.000Z,1234 Donlea Cres 
601690.466,4814850.627,310,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-01T10:10:30.000Z,3276 Donald Mackay St 
604918.492499999701977,4805843.74599999934,725,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-10-22T17:27:00.000Z,2264 Marine Dr Unit 30 
603658.286000000312924,4808496.136499999091,73,FR,Fire Retrofit,Issued,2019-02-05T18:06:18.000Z,731 Third Line 
608171.706000000238419,4811216.868499999866,547,RS,Residential (Secondary) Building,Issued,2019-03-06T14:00:35.000Z,25 Trafalgar Rd 
601130.38150000013411,4808956.2725,553,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-08-12T08:46:21.000Z,2321 Ravine Gate 
602601.424999999813735,4815279.027,509,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-17T15:25:04.000Z,3090 Millicent Ave 
604377.82050000037998,4812258.43799999915,304,RN,Residential Dwelling (New/Add) Building,Issued,2019-01-17T11:34:53.000Z,197 Mendel Crt 
601303.560499999672174,4814327.603,746,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-16T18:18:26.000Z,3245 George Savage Ave 
606191.82050000037998,4812912.412499999627,369,CA,Commercial (Alt/Imp) Building,Issued,2019-02-05T18:01:46.000Z,240 Leighland Ave 
608384.7105,4814868.854499999434,21,CA,Commercial (Alt/Imp) Building,Issued,2008-11-20T14:52:57.000Z,1525 Cornwall Rd 
601406.463499999605119,4814538.479,463,RN,Residential Dwelling (New/Add) Building,Conditional,2018-04-30T10:37:44.000Z,303 Ironside Dr 
600645.972,4809521.388499999419,665,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-07T12:34:07.000Z,2133 Blackforest Cres 
605340.664499999955,4814472.2225,131,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-01-13T10:39:11.000Z,1329 Golden Meadow Trail 
601408.387000000104308,4814780.7155,661,TH,Town House (New/Add/Alt) Building,Issued,2018-02-26T14:50:19.000Z,3340 Carding Mill Trail 
605448.173999999649823,4809948.083499999717,631,RS,Residential (Secondary) Building,Issued,2018-11-22T15:43:43.000Z,520 Pinegrove Rd 
602458.314500000327826,4815374.5085,139,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-22T18:51:41.000Z,3143 Daniel Way 
603450.644000000320375,4811359.75,927,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-03-07T15:42:10.000Z,1339 Greeneagle Dr 
606026.011,4807963.3935,432,RA,Residential Dwelling (Alt/Imp) Building,Issued,2013-12-19T11:15:05.000Z,162 Wolfdale Ave 
602090.06900000013411,4811720.74599999934,938,TH,Town House (New/Add/Alt) Building,Conditional,2000-02-04T10:48:16.000Z,2180 Oakpoint Rd 
604508.907499999739,4807924.2815,166,RN,Residential Dwelling (New/Add) Building,Issued,2015-11-25T16:04:22.000Z,458 Sandmere Pl 
599941.252000000327826,4811572.980499999598,958,CA,Commercial (Alt/Imp) Building,Issued,2017-02-15T09:37:35.000Z,3075 Hospital Gate 
603632.730999999679625,4806387.778,486,RN,Residential Dwelling (New/Add) Building,Issued,2017-08-09T16:18:17.000Z,2370 Yolanda Dr 
604475.115000000223517,4814654.059,914,RS,Residential (Secondary) Building,Issued,2015-11-03T16:20:23.000Z,2132 Lillykin St 
601459.339499999769032,4810446.02199999988,313,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-01-10T14:02:35.000Z,1559 Sandpiper Rd 
609491.2165,4814546.470499999821,180,MS,Miscellaneous Building,Issued,2018-01-16T12:07:58.000Z,267 Eastcourt Rd 
609721.779500000178814,4813654.5535,715,TH,Town House (New/Add/Alt) Building,Issued,2017-12-13T12:37:39.000Z,10 Maple Grove Dr Unit PH 2 
602247.730000000447035,4815411.4995,339,RN,Residential Dwelling (New/Add) Building,Conditional,2017-11-06T13:25:48.000Z,9 Threshing Mill Blvd 
606590.273,4814195.743499999866,585,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-04-16T13:03:27.000Z,1058 Falgarwood Dr 
605448.923499999567866,4806680.5,213,DP,Demolition,Issued,2018-05-18T16:09:11.000Z,1570 Venetia Dr 
605846.888500000350177,4810178.0095,226,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-26T09:57:42.000Z,344 Weighton Dr 
604434.754999999888241,4807247.557,838,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-28T11:09:29.000Z,367 Seaton Dr 
604873.876000000163913,4808981.3815,860,RN,Residential Dwelling (New/Add) Building,Conditional,2018-03-12T12:47:38.000Z,545 Wingrove Cres 
605707.03899999987,4806628.048499999568,976,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-17T12:28:05.000Z,38 Belvedere Dr 
604411.599000000394881,4806053.57599999942,681,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-06-30T10:39:31.000Z,2301 Belyea St 
602536.877500000409782,4812885.63099999912,107,RS,Residential (Secondary) Building,Issued,2019-05-09T10:00:29.000Z,2272 Mowat Ave Unit 2 
603186.145999999716878,4813812.0765,164,PS,Plumbing Only,Issued,2018-04-18T12:44:16.000Z,2400 Sixth Line 
606733.194500000216067,4809374.423499999568,900,RS,Residential (Secondary) Building,Issued,2018-10-04T11:41:48.000Z,390 Lakeshore Rd W 
608782.16399999987,4814722.6455,634,AH,Accessory Unit in House,Issued,2018-11-30T12:18:07.000Z,443 Maple Grove Dr 
610868.7955,4815198.187,589,RN,Residential Dwelling (New/Add) Building,Issued,2018-03-15T13:58:46.000Z,2488 Lakeshore Rd E 
607228.421500000171363,4810427.48599999957,666,TH,Town House (New/Add/Alt) Building,Issued,2018-08-22T12:10:48.000Z,99 Brant St Unit 5 
609101.957000000402331,4816463.71499999985,357,DA,Industrial (Alt/Imp) Building,Issued,2013-07-26T16:57:43.000Z,2401 Royal Windsor Dr 
604542.934500000439584,4808020.344,495,RN,Residential Dwelling (New/Add) Building,Issued,2017-07-11T12:12:45.000Z,466 Sherin Dr 
602772.042500000447035,4806233.9765,386,DN,Industrial (New/Add) Building,Issued,2000-01-10T14:56:17.000Z,550 Bronte Rd 
604465.689000000245869,4807948.44199999981,309,RN,Residential Dwelling (New/Add) Building,Issued,2017-08-31T15:17:33.000Z,477 Sandmere Pl 
604084.221499999985,4814114.8815,14,RS,Residential (Secondary) Building,Issued,2019-04-12T15:25:47.000Z,2146 Oakmead Blvd 
604760.759499999694526,4813144.60899999924,404,SA,Institutional (Alt/Imp) Building,Issued,2018-04-09T08:53:50.000Z,1055 McCraney St E 
607401.493499999866,4818375.2715,688,CA,Commercial (Alt/Imp) Building,Issued,2018-12-04T16:34:27.000Z,2030 Bristol Cir 
603613.104000000283122,4816805.776,822,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-21T13:17:58.000Z,3153 Meadow Marsh Cres 
607401.493499999866,4818375.2715,685,DA,Industrial (Alt/Imp) Building,Issued,2012-08-29T11:27:01.000Z,2030 Bristol Cir 
605301.571499999613,4806286.36099999957,893,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-10-15T11:29:36.000Z,2071 Marine Dr 
609721.779500000178814,4813654.5535,713,TH,Town House (New/Add/Alt) Building,Issued,2017-12-13T12:38:03.000Z,10 Maple Grove Dr Unit PH 2 
606472.456000000238419,4813549.818,548,PS,Plumbing Only,Issued,2019-05-30T17:27:31.000Z,475 Iroquois Shore Rd 
605518.270999999716878,4807903.3375,847,SA,Institutional (Alt/Imp) Building,Issued,2018-10-01T11:07:35.000Z,1257 Sedgewick Cres 
602102.983,4811708.913,228,TH,Town House (New/Add/Alt) Building,Conditional,2000-02-04T10:59:52.000Z,2174 Oakpoint Rd 
607111.089999999850988,4809998.6355,145,RS,Residential (Secondary) Building,Issued,2018-01-23T16:24:09.000Z,209 Lakewood Dr 
604951.204,4816774.319,33,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-06-15T10:45:52.000Z,2370 Robmar Dr 
603732.497999999672174,4815552.0785,875,CA,Commercial (Alt/Imp) Building,Issued,2018-11-26T16:36:28.000Z,201 Oak Walk Dr 
602536.877500000409782,4812885.63099999912,114,RS,Residential (Secondary) Building,Issued,2019-05-08T17:16:17.000Z,2272 Mowat Ave Unit 2 
601415.111999999731779,4814346.3475,387,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-05T13:25:32.000Z,335 North Park Blvd 
605844.93099999987,4812204.6345,940,RN,Residential Dwelling (New/Add) Building,Issued,2018-10-23T09:56:14.000Z,1020 Truman Ave 
606377.1305,4818871.6445,396,CA,Commercial (Alt/Imp) Building,Issued,2018-09-26T12:31:22.000Z,2440 Winston Park Dr 
601465.237999999895692,4814596.39599999972,251,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-17T18:19:08.000Z,275 Ironside Dr 
606628.721499999985,4810445.320499999449,555,DP,Demolition,Issued,2018-08-17T10:25:57.000Z,211 Deane Ave 
604761.812,4817082.017,83,RS,Residential (Secondary) Building,Issued,2019-04-01T16:21:48.000Z,2458 Taylorwood Dr 
606826.18099999987,4814648.17,268,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-05-07T15:13:06.000Z,1154 Falgarwood Dr 
605868.479000000283122,4814267.6665,800,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-06-23T10:02:04.000Z,479 Grand Blvd 
604046.286999999545515,4812906.44899999909,511,RN,Residential Dwelling (New/Add) Building,Issued,2016-01-29T14:23:30.000Z,119 Russell Dr 
602473.141499999911,4808946.0985,354,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-10-19T12:32:34.000Z,2124 Hurley Dr 
602432.639000000432134,4813443.95299999975,11,RA,Residential Dwelling (Alt/Imp) Building,Issued,2013-03-27T16:37:57.000Z,399 March Cres 
604082.707499999552965,4810813.36199999973,693,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-08-21T16:40:08.000Z,1144 Montrose Abbey Dr 
609721.779500000178814,4813654.5535,703,RS,Residential (Secondary) Building,Issued,2017-04-21T17:43:46.000Z,10 Maple Grove Dr Unit PH 1 
608586.984000000171363,4812498.514499999583,3001,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-08T09:25:58.000Z,145 Waterstone Crt 
605449.262500000186265,4807141.311499999836,3002,RN,Residential Dwelling (New/Add) Building,Issued,2018-11-01T09:59:42.000Z,142 Westminster Dr 
606817.739500000141561,4809680.149,3003,RA,Residential Dwelling (Alt/Imp) Building,Issued,2013-04-23T14:36:53.000Z,38 Shorewood Pl 
606817.739500000141561,4809680.149,3004,RN,Residential Dwelling (New/Add) Building,Conditional,2000-02-17T16:12:46.000Z,32 Shorewood Pl 
607147.200000000186265,4811097.13,3005,AA,Residential Apartment (Alt/Imp) Building,Issued,2018-05-16T09:03:48.000Z,205 Queen Mary Dr 
602275.019999999552965,4812991.4535,3006,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-04-24T13:48:32.000Z,475 Levanna Lane 
604237.49100000038743,4810744.982,3007,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-05-11T13:40:12.000Z,1094 Montrose Abbey Dr 
610945.266499999911,4815158.717499999329,3008,RN,Residential Dwelling (New/Add) Building,Issued,2016-12-19T14:43:52.000Z,56 Arkendo Dr 
601717.593500000424683,4814783.718,3009,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-01T10:07:53.000Z,3256 Donald Mackay St 
601119.223500000312924,4814016.411,3010,RN,Residential Dwelling (New/Add) Building,Conditional,2015-11-02T10:16:54.000Z,470 North Park Blvd 
606823.219499999657273,4811618.31699999981,3011,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-05-31T11:35:19.000Z,82 Kingswood Rd 
604356.826999999582767,4814092.0775,3012,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-06-11T14:53:16.000Z,2226 Castlefield Cres 
606532.7275,4809292.298,3013,RS,Residential (Secondary) Building,Issued,2019-03-18T12:20:22.000Z,66 Birch Hill Lane 
599757.293999999761581,4809285.44,3014,TH,Town House (New/Add/Alt) Building,Conditional,2016-09-27T10:17:14.000Z,2280 Baronwood Dr Unit 82 
601747.410500000230968,4814823.35799999908,3015,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-01T10:01:53.000Z,3263 Donald Mackay St 
609031.916500000283122,4815270.973,3016,RN,Residential Dwelling (New/Add) Building,Issued,2012-08-28T14:07:23.000Z,2154 Dunedin Rd 
602700.324500000104308,4815789.263499999419,3017,TH,Town House (New/Add/Alt) Building,Conditional,2017-05-19T16:48:22.000Z,159 Loganberry Gate 
