ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,ResultID,IN_SingleLine,USER_idx,USER_facility_name,USER_source_id,USER_authority_type,USER_address_str,USER_street_addr,USER_telephone,USER_city,USER_postal_code,USER_province,USER_ISCED4_,USER_provider
167,World,M,89.329999999999998,A,T8T 0E3,"T8T 0E3, CAN",T8T 0E3,PostalExt,,T8T,"Sturgeon County, Alberta, T8T 0E3",,,5.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,Sturgeon County,,Alberta,Alberta,AB,,,T8T,0E3,CAN,ENG,0.000000000000000,-113.843800012880848,53.658060000118837,-113.843800012880848,53.658060000118837,-113.844800012880853,-113.842800012880843,53.657060000118840,53.659060000118835,25 27018 S H 633,166,25 27018 S.H. 633 Sturgeon County Alberta T8T0E3 Canada,165,Namao Flying Club,BPGF,Private Institution,25 27018 S.H. 633 Sturgeon County Alberta T8T0E3 Canada,25 27018 S.H. 633,(780) 419-6777,Sturgeon County,T8T0E3,Alberta,1,Employment and Social Development Canada
168,World,M,96.909999999999997,A,"402A Otter Bay, Calgary, Rocky View County, Alberta, T3Z 3S6","402A Otter Bay, Calgary, Rocky View County, Alberta, T3Z 3S6, CAN",402A Otter Bay,StreetAddress,,,"402A Otter Bay, Calgary, Rocky View County, Alberta, T3Z 3S6",,,20.000000000000000,,402A,400,408,400-408,L,,,Otter,Bay,,,,,,,,,402A Otter Bay,,,,Calgary,Rocky View County,Calgary Metro Area,Alberta,Alberta,AB,,,T3Z,3S6,CAN,ENG,0.000000000000000,-114.368556810252059,51.102541279554842,-114.368556810252059,51.102541279554842,-114.369556810252064,-114.367556810252054,51.101541279554844,51.103541279554840,SPRINGBANK AIRPORT,164,Springbank Airport 402A Otter Bay Calgary Alberta T3Z3S6 Canada,163,Mountain View Helicopters,BPRJ,Private Institution,Springbank Airport 402A Otter Bay Calgary Alberta T3Z3S6 Canada,Springbank Airport 402A Otter Bay,(403) 286-7186,Calgary,T3Z3S6,Alberta,1,Employment and Social Development Canada
169,World,M,100.000000000000000,A,"6410 1A St SW, Calgary, Alberta, T2H 0G6","6410 1A St SW, Calgary, Alberta, T2H 0G6, CAN",6410 1A St SW,StreetAddress,,,"6410 1A St SW, Calgary, Alberta, T2H 0G6",,,20.000000000000000,,6410,6412,6394,6394-6412,R,,,1A,St,SW,,,,,,,,6410 1A St SW,,,Alyth-Bonnybrook-Manchester,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2H,0G6,CAN,ENG,0.000000000000000,-114.067620411062606,50.995478758489973,-114.067620411062606,50.995478758489973,-114.068620411062611,-114.066620411062601,50.994478758489976,50.996478758489971,,171,6410 - 1A Street SW Calgary Alberta T2H 0G6 Canada,170,Numa International Institute of Makeup and Design,BPOH,Private Institution,6410 - 1A Street SW Calgary Alberta T2H 0G6 Canada,6410 - 1A Street SW,(403) 394-7884,Calgary,T2H 0G6,Alberta,1,Employment and Social Development Canada
170,World,M,100.000000000000000,A,"6410 1A St SW, Calgary, Alberta, T2H 0G6","6410 1A St SW, Calgary, Alberta, T2H 0G6, CAN",6410 1A St SW,StreetAddress,,,"6410 1A St SW, Calgary, Alberta, T2H 0G6",,,20.000000000000000,,6410,6412,6394,6394-6412,R,,,1A,St,SW,,,,,,,,6410 1A St SW,,,Alyth-Bonnybrook-Manchester,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2H,0G6,CAN,ENG,0.000000000000000,-114.067620411062606,50.995478758489973,-114.067620411062606,50.995478758489973,-114.068620411062611,-114.066620411062601,50.994478758489976,50.996478758489971,,173,6410-1A Street SW Calgary Alberta T2H0G6 Canada,172,One Beauty Academy-Calgary,BPOM,Private Institution,6410-1A Street SW Calgary Alberta T2H0G6 Canada,6410-1A Street SW,4035276822,Calgary,T2H0G6,Alberta,1,Employment and Social Development Canada
171,World,M,100.000000000000000,A,"634 2 St SE, Medicine Hat, Alberta, T1A 0C9","634 2 St SE, Medicine Hat, Alberta, T1A 0C9, CAN",634 2 St SE,PointAddress,,,"634 2 St SE, Medicine Hat, Alberta, T1A 0C9",,,20.000000000000000,,634,,,,L,,,2,St,SE,,,,,,,,634 2 St SE,,,,Medicine Hat,Medicine Hat,,Alberta,Alberta,AB,,,T1A,0C9,CAN,ENG,0.000000000000000,-110.675449245923915,50.040946872924017,-110.675600036361999,50.041109984759771,-110.676600036362004,-110.674600036361994,50.040109984759773,50.042109984759769,,172,634 2 Street SE Medicine Hat Alberta T1A0C9 Canada,171,One Beauty Academy - Medicine Hat,BPNY,Private Institution,634 2 Street SE Medicine Hat Alberta T1A0C9 Canada,634 2 Street SE,4308949434,Medicine Hat,T1A0C9,Alberta,1,Employment and Social Development Canada
172,World,M,88.829999999999998,A,T8N 2G3,"T8N 2G3, CAN",T8N 2G3,PostalExt,,T8N,"St Albert, Alberta, T8N 2G3",,,5.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,St Albert,,Alberta,Alberta,AB,,,T8N,2G3,CAN,ENG,0.000000000000000,-113.627469965083279,53.633850004353491,-113.627469965083279,53.633850004353491,-113.628469965083283,-113.626469965083274,53.632850004353493,53.634850004353488,STATION MAIN,168,P.O. Box 2039 Station Main St. Albert Alberta T8N 2G3 Canada,167,Nechi Institute: Centre of Indigenous Learning,BPHV,Private Institution,P.O. Box 2039 Station Main St. Albert Alberta T8N 2G3 Canada,P.O. Box 2039 Station Main,(780) 459-1884,St. Albert,T8N 2G3,Alberta,1,Employment and Social Development Canada
173,World,M,100.000000000000000,A,"10001 101 Ave, Unit 209, Grande Prairie, Alberta, T8V 0X9","10001 101 Ave, Unit 209, Grande Prairie, Alberta, T8V 0X9, CAN","10001 101 Ave, Unit 209",Subaddress,,,"10001 101 Ave, Unit 209, Grande Prairie, Alberta, T8V 0X9",,,20.000000000000000,,10001,,,,L,,,101,Ave,,,,,,Unit,209,Unit 209,10001 101 Ave,,,Northgate,Grande Prairie,Grande Prairie,,Alberta,Alberta,AB,,,T8V,0X9,CAN,ENG,0.000000000000000,-118.794958115925539,55.171339989253937,-118.795060039868133,55.171339989253937,-118.796060039868138,-118.794060039868128,55.170339989253939,55.172339989253935,,175,Suite 209 10001-101 Ave Grande Prairie Alberta T8V0X9 Canada,174,One Beauty Academy-Grande Prairie,BPOF,Private Institution,Suite 209 10001-101 Ave Grande Prairie Alberta T8V0X9 Canada,Suite 209 10001-101 Ave,4035276822,Grande Prairie,T8V0X9,Alberta,1,Employment and Social Development Canada
174,World,M,99.620000000000005,A,"4409 94 St NW, Edmonton, Alberta, T6E 6T7","4409 94 St NW, Edmonton, Alberta, T6E 6T7, CAN",4409 94 St NW,PointAddress,,,"4409 94 St NW, Edmonton, Alberta, T6E 6T7",,,20.000000000000000,,4409,,,,R,,,94,St,NW,,,,,,,,4409 94 St NW,,,Papaschase Industrial,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T6E,6T7,CAN,ENG,0.000000000000000,-113.472725867048041,53.483428453785983,-113.471869990914996,53.483219995854057,-113.473869990914991,-113.469869990915001,53.481219995854055,53.485219995854060,,177,4409-94 Street Edmonton Alberta T6E6T7 Canada,176,Painter Decorator College,BPPR,Private Institution,4409-94 Street Edmonton Alberta T6E6T7 Canada,4409-94 Street,5879891954,Edmonton,T6E6T7,Alberta,1,Employment and Social Development Canada
175,World,M,95.099999999999994,A,"8882 170 St NW, Edmonton, Alberta, T5T 4M2","8882 170 St NW, Edmonton, Alberta, T5T 4M2, CAN",8882 170 St NW,PointAddress,,,"8882 170 St NW, Edmonton, Alberta, T5T 4M2",,,20.000000000000000,,8882,,,,L,,,170,St,NW,,,,,,,,8882 170 St NW,,,Summerlea,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T5T,4M2,CAN,ENG,0.000000000000000,-113.615496248759328,53.523210013994571,-113.616520014412941,53.523210013994571,-113.617520014412946,-113.615520014412937,53.522210013994574,53.524210013994569,1424,174,1424 8882 170 Street Edmonton Alberta T5T4M2 Canada,173,One Beauty Academy-Edmonton,BPQR,Private Institution,1424 8882 170 Street Edmonton Alberta T5T4M2 Canada,1424 8882 170 Street,5879995890,Edmonton,T5T4M2,Alberta,1,Employment and Social Development Canada
176,World,M,88.000000000000000,A,T5E 4K3,"T5E 4K3, CAN",T5E 4K3,PostalExt,,T5E,"Edmonton, Alberta, T5E 4K3",,,5.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,Edmonton,,Alberta,Alberta,AB,,,T5E,4K3,CAN,ENG,0.000000000000000,-113.495409979250013,53.597610007784141,-113.495409979250013,53.597610007784141,-113.496409979250018,-113.494409979250008,53.596610007784143,53.598610007784139,VENTA CARE CENTRE 13525 102 STREET,170,Venta Care Centre 13525 102 Street Edmonton Alberta T5E4K3 Canada,169,Nightingale Academy of Health Services Inc.,BPSP,Private Institution,Venta Care Centre 13525 102 Street Edmonton Alberta T5E4K3 Canada,Venta Care Centre 13525 102 Street,(780) 478-5267,Edmonton,T5E4K3,Alberta,1,Employment and Social Development Canada
177,World,M,98.400000000000006,A,"1239 2 Ave S, Lethbridge, Alberta, T1J 0E5","1239 2 Ave S, Lethbridge, Alberta, T1J 0E5, CAN",1239 2 Ave S,PointAddress,,,"1239 2 Ave S, Lethbridge, Alberta, T1J 0E5",,,20.000000000000000,,1239,,,,L,,,2,Ave,S,,,,,,,,1239 2 Ave S,,,,Lethbridge,Lethbridge,,Alberta,Alberta,AB,,,T1J,0E5,CAN,ENG,0.000000000000000,-112.826921265957381,49.697447512157986,-112.826950015885259,49.697720007830156,-112.827950015885264,-112.825950015885255,49.696720007830159,49.698720007830154,,176,1239 - 2nd Street S Lethbridge Alberta T1J 0E5 Canada,175,One Beauty Inc.- o/a Lethbridge,BPVJ,Private Institution,1239 - 2nd Street S Lethbridge Alberta T1J 0E5 Canada,1239 - 2nd Street S,587-999-5890,Lethbridge,T1J 0E5,Alberta,1,Employment and Social Development Canada
178,World,M,100.000000000000000,A,"2635 37 Ave NE, Unit 260, Calgary, Alberta, T1Y 5Z6","2635 37 Ave NE, Unit 260, Calgary, Alberta, T1Y 5Z6, CAN","2635 37 Ave NE, Unit 260",Subaddress,,,"2635 37 Ave NE, Unit 260, Calgary, Alberta, T1Y 5Z6",,,20.000000000000000,,2635,,,,R,,,37,Ave,NE,,,,,Unit,260,Unit 260,2635 37 Ave NE,,,Horizon,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T1Y,5Z6,CAN,ENG,0.000000000000000,-113.999780022539099,51.086562513879713,-113.999780022539099,51.086390014312400,-114.000780022539104,-113.998780022539094,51.085390014312402,51.087390014312398,,180,#260- 2635-37th Avenue NE Calgary Alberta T1Y 5Z6 Canada,179,Peerless Training Institute,BPQC,Private Institution,#260- 2635-37th Avenue NE Calgary Alberta T1Y 5Z6 Canada,#260- 2635-37th Avenue NE,(403) 230-2665,Calgary,T1Y 5Z6,Alberta,1,Employment and Social Development Canada
179,World,M,100.000000000000000,A,Glenmary School,"Glenmary School, 8801 96 St, Peace River, Alberta, T8S, CAN",Glenmary School,POI,School,Glenmary School,"8801 96 St, Peace River, Alberta, T8S",(780) 624-5656,,19.000000000000000,,8801,,,,R,,,96,St,,,,,,,,,8801 96 St,,,,Peace River,Peace River,,Alberta,Alberta,AB,,,T8S,,CAN,ENG,0.000000000000000,-117.297909999999945,56.245440000000031,-117.297909999999945,56.245440000000031,-117.302909999999940,-117.292909999999949,56.240440000000028,56.250440000000033,,178,Glenmary School 8801 96 Street Peace River Alberta T8S1R6 Canada,177,Peace River Academy,BPQE,Private Institution,Glenmary School 8801 96 Street Peace River Alberta T8S1R6 Canada,Glenmary School 8801 96 Street,7804090222,Peace River,T8S1R6,Alberta,1,Employment and Social Development Canada
180,World,M,99.620000000000005,A,"10080 Jasper Ave NW, Unit 200, Edmonton, Alberta, T5J 1V9","10080 Jasper Ave NW, Unit 200, Edmonton, Alberta, T5J 1V9, CAN","10080 Jasper Ave NW, Unit 200",Subaddress,,,"10080 Jasper Ave NW, Unit 200, Edmonton, Alberta, T5J 1V9",,,20.000000000000000,,10080,,,,L,,,Jasper,Ave,NW,,,,,Unit,200,Unit 200,10080 Jasper Ave NW,,,Downtown,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T5J,1V9,CAN,ENG,0.000000000000000,-113.493122138778276,53.541057474697539,-113.493160024980625,53.541189992586709,-113.494160024980630,-113.492160024980620,53.540189992586711,53.542189992586707,,181,200 10080 Jasper Avenue Edmonton Alberta T5J1V9 Canada,180,Pixel Blue College,BPLK,Private Institution,200 10080 Jasper Avenue Edmonton Alberta T5J1V9 Canada,200 10080 Jasper Avenue,(780) 756-3990,Edmonton,T5J1V9,Alberta,1,Employment and Social Development Canada
181,World,M,98.000000000000000,A,"9601 100 St, Sexsmith, Alberta, T0H","9601 100 St, Sexsmith, Alberta, T0H, CAN",9601 100 St,StreetAddress,,,"9601 100 St, Sexsmith, Alberta, T0H",,,20.000000000000000,,9601,9601,9799,9601-9799,R,,,100,St,,,,,,,,,9601 100 St,,,,Sexsmith,Sexsmith,,Alberta,Alberta,AB,,,T0H,,CAN,ENG,0.000000000000000,-118.779652789561680,55.345185608085721,-118.779652789561680,55.345185608085721,-118.780652789561685,-118.778652789561676,55.344185608085724,55.346185608085719,,179,9601 - 100th Street P.O. Box 99 Sexsmith Alberta T0H3C0 Canada,178,Peace River Bible Institute,BPCH,Private Institution,9601 - 100th Street P.O. Box 99 Sexsmith Alberta T0H3C0 Canada,9601 - 100th Street P.O. Box 99,(403) 568-3962,Sexsmith,T0H3C0,Alberta,1,Employment and Social Development Canada
182,World,M,100.000000000000000,A,"915 33 St NE, Calgary, Alberta, T2A 6T2","915 33 St NE, Calgary, Alberta, T2A 6T2, CAN",915 33 St NE,PointAddress,,,"915 33 St NE, Calgary, Alberta, T2A 6T2",,,20.000000000000000,,915,,,,L,,,33,St,NE,,,,,,,,915 33 St NE,,,Franklin,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2A,6T2,CAN,ENG,0.000000000000000,-113.986033617512390,51.060289145009733,-113.986279961646659,51.060289983200050,-113.987279961646664,-113.985279961646654,51.059289983200053,51.061289983200048,,185,915 33 Street NE Calgary Alberta T2A 6T2 Canada,184,Prairie Western College,BPUO,Private Institution,915 33 Street NE Calgary Alberta T2A 6T2 Canada,915 33 Street NE,,Calgary,T2A 6T2,Alberta,1,Employment and Social Development Canada
183,World,M,94.430000000000007,A,"207 12 St N, Lethbridge, Alberta, T1H","207 12 St N, Lethbridge, Alberta, T1H, CAN",207 12 St N,StreetAddress,,,"207 12 St N, Lethbridge, Alberta, T1H",,,20.000000000000000,,207,201,299,201-299,R,,,12,St,N,,,,,,,,207 12 St N,,,,Lethbridge,Lethbridge,,Alberta,Alberta,AB,,,T1H,,CAN,ENG,0.000000000000000,-112.829871692772869,49.701779328853355,-112.829871692772869,49.701779328853355,-112.830871692772874,-112.828871692772864,49.700779328853358,49.702779328853353,B NORTH,182,207 12 Street B North Lethbridge Alberta T1H2K8 Canada,181,Polished School Of Esthetics,BPQH,Private Institution,207 12 Street B North Lethbridge Alberta T1H2K8 Canada,207 12 Street B North,5872207416,Lethbridge,T1H2K8,Alberta,1,Employment and Social Development Canada
184,World,M,100.000000000000000,A,"15 Royal Vista Pl NW, Calgary, Alberta, T3R","15 Royal Vista Pl NW, Calgary, Alberta, T3R, CAN",15 Royal Vista Pl NW,StreetAddress,,,"15 Royal Vista Pl NW, Calgary, Alberta, T3R",,,20.000000000000000,,15,23,13,13-23,L,,,Royal Vista,Pl,NW,,,,,,,,15 Royal Vista Pl NW,,,Royal Vista,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T3R,,CAN,ENG,0.000000000000000,-114.209290928253026,51.150445411024243,-114.209290928253026,51.150445411024243,-114.210290928253031,-114.208290928253021,51.149445411024246,51.151445411024241,,186,#310 15 Royal Vista Place NW Calgary Alberta T3R0P3 Canada,185,Professional Institute of Massage Therapy,BPTM,Private Institution,#310 15 Royal Vista Place NW Calgary Alberta T3R0P3 Canada,#310 15 Royal Vista Place NW,(403) 247-4319,Calgary,T3R0P3,Alberta,1,Employment and Social Development Canada
185,World,M,96.769999999999996,A,"330 5 Ave NE, Sundre, Alberta, T0M","330 5 Ave NE, Sundre, Alberta, T0M, CAN",330 5 Ave NE,StreetAddressExt,,,"330 5 Ave NE, Sundre, Alberta, T0M",,,20.000000000000000,,330,218,298,218-298,L,,,5,Ave,NE,,,,,,,,330 5 Ave NE,,,,Sundre,Sundre,,Alberta,Alberta,AB,,,T0M,,CAN,ENG,0.000000000000000,-114.634808319698962,51.805489101468119,-114.634808319698962,51.805489101468119,-114.635808319698967,-114.633808319698957,51.804489101468121,51.806489101468117,THREE HILLS,184,Box 4000 330 5th Ave NE Three Hills Alberta T0M2A0 Canada,183,Prairie Bible Institute,BPAP,Private Institution,Box 4000 330 5th Ave NE Three Hills Alberta T0M2A0 Canada,Box 4000 330 5th Ave NE,4034435511,Three Hills,T0M2A0,Alberta,1,Employment and Social Development Canada
186,World,T,94.109999999999999,A,"330 5 Ave E, Three Hills, Alberta, T0M","330 5 Ave E, Three Hills, Alberta, T0M, CAN",330 5 Ave E,StreetAddress,,,"330 5 Ave E, Three Hills, Alberta, T0M",,,20.000000000000000,,330,240,398,240-398,R,,,5,Ave,E,,,,,,,,330 5 Ave E,,,,Three Hills,Three Hills,,Alberta,Alberta,AB,,,T0M,,CAN,ENG,0.000000000000000,-113.266318188473008,51.707445026190605,-113.266318188473008,51.707445026190605,-113.267318188473013,-113.265318188473003,51.706445026190607,51.708445026190603,,183,Box 4000 330 5 Ave North Three Hills Alberta T0M2N0 Canada,182,Prairie Aviation Training Centre,BPDL,Private Institution,Box 4000 330 5 Ave North Three Hills Alberta T0M2N0 Canada,Box 4000 330 5 Ave North,(403) 443-2349,Three Hills,T0M2N0,Alberta,1,Employment and Social Development Canada
187,World,M,100.000000000000000,A,"1422 Kensington Rd NW, Calgary, Alberta, T2N 3P9","1422 Kensington Rd NW, Calgary, Alberta, T2N 3P9, CAN",1422 Kensington Rd NW,PointAddress,,,"1422 Kensington Rd NW, Calgary, Alberta, T2N 3P9",,,20.000000000000000,,1422,,,,L,,,Kensington,Rd,NW,,,,,,,,1422 Kensington Rd NW,,,Hillhurst,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2N,3P9,CAN,ENG,0.000000000000000,-114.093400013676572,51.052537477134059,-114.093400013676572,51.052630013345095,-114.094400013676577,-114.092400013676567,51.051630013345097,51.053630013345092,,187,#103 1422 Kensington Road NW Calgary Alberta T2N 3P9 Canada,186,Professional Institute of Massage Therapy Calgary,BPUM,Private Institution,#103 1422 Kensington Road NW Calgary Alberta T2N 3P9 Canada,#103 1422 Kensington Road NW,,Calgary,T2N 3P9,Alberta,1,Employment and Social Development Canada
188,World,M,100.000000000000000,A,"11420 27 St SE, Calgary, Alberta, T2Z 3R6","11420 27 St SE, Calgary, Alberta, T2Z 3R6, CAN",11420 27 St SE,PointAddress,,,"11420 27 St SE, Calgary, Alberta, T2Z 3R6",,,20.000000000000000,,11420,,,,R,,,27,St,SE,,,,,,,,11420 27 St SE,,,,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2Z,3R6,CAN,ENG,0.000000000000000,-113.996454334816150,50.953485635553243,-113.996379987335004,50.953520001356253,-113.997379987335009,-113.995379987334999,50.952520001356255,50.954520001356251,,190,#112 11420 27 Street SE Calgary Alberta T2Z3R6 Canada,189,Professional Medical Associates-Calgary,BPNL,Private Institution,#112 11420 27 Street SE Calgary Alberta T2Z3R6 Canada,#112 11420 27 Street SE,4035479709,Calgary,T2Z3R6,Alberta,1,Employment and Social Development Canada
189,World,M,100.000000000000000,A,"265 Carleton Dr, St Albert, Alberta, T8N 4J9","265 Carleton Dr, St Albert, Alberta, T8N 4J9, CAN",265 Carleton Dr,PointAddress,,,"265 Carleton Dr, St Albert, Alberta, T8N 4J9",,,20.000000000000000,,265,,,,L,,,Carleton,Dr,,,,,,,,,265 Carleton Dr,,,,St Albert,St Albert,Edmonton Metro Area,Alberta,Alberta,AB,,,T8N,4J9,CAN,ENG,0.000000000000000,-113.568130030095645,53.649252547719122,-113.568140004560419,53.649030008189868,-113.569140004560424,-113.567140004560414,53.648030008189870,53.650030008189866,,188,#101 265 Carleton Drive St. Albert Alberta T8N 4J9 Canada,187,Professional Medical Associates - St. Albert,BPSC,Private Institution,#101 265 Carleton Drive St. Albert Alberta T8N 4J9 Canada,#101 265 Carleton Drive,7804608410,St. Albert,T8N 4J9,Alberta,1,Employment and Social Development Canada
190,World,M,100.000000000000000,A,"910 7 Ave SW, Unit 1500, Calgary, Alberta, T2P 3N8","910 7 Ave SW, Unit 1500, Calgary, Alberta, T2P 3N8, CAN","910 7 Ave SW, Unit 1500",Subaddress,,,"910 7 Ave SW, Unit 1500, Calgary, Alberta, T2P 3N8",,,20.000000000000000,,910,,,,R,,,7,Ave,SW,,,,,Unit,1500,Unit 1500,910 7 Ave SW,,,Downtown,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2P,3N8,CAN,ENG,0.000000000000000,-114.082068686411745,51.047077505405596,-114.082049994767672,51.047250004972909,-114.083049994767677,-114.081049994767667,51.046250004972912,51.048250004972907,,192,Suite 1500 910 7th Avenue SW Calgary Alberta T2P3N8 Canada,191,Reeves College - Calgary City Centre,BPCN,Private Institution,Suite 1500 910 7th Avenue SW Calgary Alberta T2P3N8 Canada,Suite 1500 910 7th Avenue SW,(403) 290-1511,Calgary,T2P3N8,Alberta,1,Employment and Social Development Canada
191,World,M,100.000000000000000,A,"417 14 St NW, Calgary, Alberta, T2N 2A1","417 14 St NW, Calgary, Alberta, T2N 2A1, CAN",417 14 St NW,PointAddress,,,"417 14 St NW, Calgary, Alberta, T2N 2A1",,,20.000000000000000,,417,,,,L,,,14,St,NW,,,,,,,,417 14 St NW,,,Hillhurst,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T2N,2A1,CAN,ENG,0.000000000000000,-114.094763749323278,51.056040358290090,-114.095100031278605,51.056049997478738,-114.096100031278610,-114.094100031278600,51.055049997478740,51.057049997478735,,191,417 14 Street NW Calgary Alberta T2N 2A1 Canada,190,QCom College of Technology (QCT),BPUB,Private Institution,417 14 Street NW Calgary Alberta T2N 2A1 Canada,417 14 Street NW,403-460-7080,Calgary,T2N 2A1,Alberta,1,Employment and Social Development Canada
192,World,M,100.000000000000000,A,"2886 Sunridge Way NE, Calgary, Alberta, T1Y 7H9","2886 Sunridge Way NE, Calgary, Alberta, T1Y 7H9, CAN",2886 Sunridge Way NE,PointAddress,,,"2886 Sunridge Way NE, Calgary, Alberta, T1Y 7H9",,,20.000000000000000,,2886,,,,R,,,Sunridge,Way,NE,,,,,,,,2886 Sunridge Way NE,,,Sunridge,Calgary,Calgary,Calgary Metro Area,Alberta,Alberta,AB,,,T1Y,7H9,CAN,ENG,0.000000000000000,-113.998100205323652,51.070170151568121,-113.997859979978699,51.070229998356780,-113.997859979978699,-113.997859979978699,51.070229998356780,51.070229998356780,,193,#120- 2886 Sunridge Way NE Calgary Alberta T1Y 7H9 Canada,192,Reeves College - Calgary North,BPLG,Private Institution,#120- 2886 Sunridge Way NE Calgary Alberta T1Y 7H9 Canada,#120- 2886 Sunridge Way NE,(403) 769-1556,Calgary,T1Y 7H9,Alberta,1,Employment and Social Development Canada
193,World,M,96.569999999999993,A,"330 5 Ave NE, Sundre, Alberta, T0M","330 5 Ave NE, Sundre, Alberta, T0M, CAN",330 5 Ave NE,StreetAddressExt,,,"330 5 Ave NE, Sundre, Alberta, T0M",,,20.000000000000000,,330,218,298,218-298,L,,,5,Ave,NE,,,,,,,,330 5 Ave NE,,,,Sundre,Sundre,,Alberta,Alberta,AB,,,T0M,,CAN,ENG,0.000000000000000,-114.634808319698962,51.805489101468119,-114.634808319698962,51.805489101468119,-114.635808319698967,-114.633808319698957,51.804489101468121,51.806489101468117,THREE HILLS,189,330 - 5th Avenue NE Three Hills Alberta T0M 2N0 Canada,188,Professional Medical Associates - Three Hills,BPTS,Private Institution,330 - 5th Avenue NE Three Hills Alberta T0M 2N0 Canada,330 - 5th Avenue NE,780-460-8410,Three Hills,T0M 2N0,Alberta,1,Employment and Social Development Canada
194,World,M,99.120000000000005,A,"10004 Jasper Ave NW, Unit 500, Edmonton, Alberta, T5J 1R3","10004 Jasper Ave NW, Unit 500, Edmonton, Alberta, T5J 1R3, CAN","10004 Jasper Ave NW, Unit 500",Subaddress,,,"10004 Jasper Ave NW, Unit 500, Edmonton, Alberta, T5J 1R3",,,20.000000000000000,,10004,,,,L,,,Jasper,Ave,NW,,,,,Unit,500,Unit 500,10004 Jasper Ave NW,,,Downtown,Edmonton,Edmonton,Edmonton Metro Area,Alberta,Alberta,AB,,,T5J,1R3,CAN,ENG,0.000000000000000,-113.490494747408945,53.541473007547410,-113.490730027431027,53.541469990062268,-113.491730027431032,-113.489730027431023,53.540469990062270,53.542469990062266,,195,#500 10004Jasper Avenue Edmonton Alberta T5J 1R3 Canada,194,Reeves College - Edmonton,BPSY,Private Institution,#500 10004Jasper Avenue Edmonton Alberta T5J 1R3 Canada,#500 10004Jasper Avenue,(780) 990-1650,Edmonton,T5J 1R3,Alberta,1,Employment and Social Development Canada
195,World,M,100.000000000000000,A,"601 4 Ave S, Lethbridge, Alberta, T1J 0N6","601 4 Ave S, Lethbridge, Alberta, T1J 0N6, CAN",601 4 Ave S,PointAddress,,,"601 4 Ave S, Lethbridge, Alberta, T1J 0N6",,,20.000000000000000,,601,,,,L,,,4,Ave,S,,,,,,,,601 4 Ave S,,,,Lethbridge,Lethbridge,,Alberta,Alberta,AB,,,T1J,0N6,CAN,ENG,0.000000000000000,-112.838111274334665,49.694427470534379,-112.838140024262543,49.694680017276994,-112.839140024262548,-112.837140024262538,49.693680017276996,49.695680017276992,,197,#110 601 4th Avenue South Lethbridge Alberta T1J0N6 Canada,196,Reeves College - Lethbridge,BPLH,Private Institution,#110 601 4th Avenue South Lethbridge Alberta T1J0N6 Canada,#110 601 4th Avenue South,(403) 381-4469,Lethbridge,T1J0N6,Alberta,1,Employment and Social Development Canada
196,World,M,97.730000000000004,A,"5012 49 St, Lloydminster, Alberta, T9V 0K2","5012 49 St, Lloydminster, Alberta, T9V 0K2, CAN",5012 49 St,PointAddress,,,"5012 49 St, Lloydminster, Alberta, T9V 0K2",,,20.000000000000000,,5012,,,,R,,,49,St,,,,,,,,,5012 49 St,,,,Lloydminster,Lloydminster,,Alberta,Alberta,AB,,,T9V,0K2,CAN,ENG,0.000000000000000,-110.006379750560214,53.282547510826340,-110.006370027552535,53.282750017607015,-110.007370027552540,-110.005370027552530,53.281750017607017,53.283750017607012,THE ATRIUM CENTRE,198,2nd Floor- The Atrium Centre 5012 - 49 Street Lloydminster Alberta T9V 0K2 Canada,197,Reeves College - Lloydminster,BPSS,Private Institution,2nd Floor- The Atrium Centre 5012 - 49 Street Lloydminster Alberta T9V 0K2 Canada,2nd Floor- The Atrium Centre 5012 - 49 Street,(780) 875-3308,Lloydminster,T9V 0K2,Alberta,1,Employment and Social Development Canada
