OBJECTID;DT_MAJ_GDUNO;CD_ORGNS;NOM_COURT;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;PRESC;PRIM;SEC;FORM_PRO;ADULTE;TYPE_ORGNS;RESEAU;SITE_WEB;CD_ORGNS_RESP;NOM_ORGNS_RESP;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;STYLE_CART
375;20201019;317501;École secondaire privée François-Bourrin;École secondaire privée François-Bourrin;50, avenue des Cascades;;23027;Québec;V;G1E2J7;0;0;1;0;0;Installation;Privé;ecolefrancoisbourrin.ca;317500;École secondaire privée François-Bourrin;-71.196091;46.861634;Secondaire;3_Priv_Bat_Secondaire
377;20201019;321501;Collège Boisbriand 2016;Collège Boisbriand 2016;4747, rue Ambroise-Lafortune;;73005;Boisbriand;V;J7H0A4;0;0;1;0;0;Installation;Privé;www.collegeboisbriand.qc.ca;321500;Collège Boisbriand 2016;-73.868006;45.64072;Secondaire;3_Priv_Bat_Secondaire
379;20201019;322501;Collège Letendre;Collège Letendre;1000, boulevard de l'Avenir;;65005;Laval;V;H7N6J6;0;0;1;0;0;Installation;Privé;www.collegeletendre.qc.ca;322500;Collège Letendre;-73.72202;45.560215;Secondaire;3_Priv_Bat_Secondaire
381;20201019;323501;Éc. sec. Marcellin-Champagnat;École secondaire Marcellin-Champagnat ;14, chemin des Patriotes Est;;56083;Saint-Jean-sur-Richelieu;V;J2X5P9;0;0;1;0;0;Installation;Privé;www.esmc.qc.ca;323500;École secondaire Marcellin-Champagnat;-73.247404;45.317844;Secondaire;3_Priv_Bat_Secondaire
383;20201019;324501;Collège d'Anjou;Collège d'Anjou;11000, rue Renaude-Lapointe;;66023;Montréal;V;H1J2V7;0;0;1;0;0;Installation;Privé;www.collegedanjou.qc.ca;324500;Collège d'Anjou;-73.592351;45.611626;Secondaire;3_Priv_Bat_Secondaire
385;20201019;326501;École secondaire Mont-Saint-Sacrement;École secondaire Mont-Saint-Sacrement;200, boulevard Saint-Sacrement;;22025;Saint-Gabriel-de-Valcartier;M;G0A4S0;0;0;1;0;0;Installation;Privé;www.mss.qc.ca;326500;École secondaire Mont-Saint-Sacrement;-71.507465;46.978589;Secondaire;3_Priv_Bat_Secondaire
387;20201019;327501;Collège Notre-Dame de Rivière-du-Loup;Collège Notre-Dame de Rivière-du-Loup;56, rue Saint-Henri;;12072;Rivière-du-Loup;V;G5R2A1;0;0;1;0;0;Installation;Privé;www.collegenotredame.ca;327500;Collège Notre-Dame de Rivière-du-Loup;-69.536041;47.822242;Secondaire;3_Priv_Bat_Secondaire
389;20201019;335501;Coll. St-Joseph de Hull;Collège Saint-Joseph de Hull;174, rue Notre-Dame-de-l'Île;;81017;Gatineau;V;J8X3T4;0;0;1;0;0;Installation;Privé;www.collegestjoseph.ca;335500;Collège Saint-Joseph de Hull;-75.710378;45.431405;Secondaire;3_Priv_Bat_Secondaire
391;20201019;336501;Éc. sec. Saint-Joseph;École secondaire Saint-Joseph de Saint-Hyacinthe;2875, ave Bourdages Nord;;54048;Saint-Hyacinthe;V;J2S5S3;0;0;1;0;0;Installation;Privé;www.essj.qc.ca;336500;École secondaire Saint-Joseph de Saint-Hyacinthe;-72.964217;45.632777;Secondaire;3_Priv_Bat_Secondaire
393;20201019;337501;Col. Saint-Sacrement;Collège Saint-Sacrement;901, rue Saint-Louis;;64008;Terrebonne;V;J6W1K1;0;0;1;0;0;Installation;Privé;www.collegesaintsacrement.qc.ca;337500;Collège Saint-Sacrement;-73.637612;45.696245;Secondaire;3_Priv_Bat_Secondaire
395;20201019;338501;École Selwyn House, Campus 1;École Selwyn House, Campus 1;95, chemin de la Côte-Saint-Antoine;;66032;Westmount;V;H3Y2H8;1;1;1;0;0;Installation;Privé;www.selwyn.ca;338500;École Selwyn House;-73.59748;45.486131;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
396;20201019;338502;École Selwyn House, Campus 2;École Selwyn House, Campus 2;101, chemin de la Côte-Saint-Antoine;;66032;Westmount;V;H3Y2H8;0;0;1;0;0;Installation;Privé;www.selwyn.ca;338500;École Selwyn House;-73.598221;45.485691;Secondaire;3_Priv_Bat_Secondaire
398;20201019;345505;École Vanguard, secteur francophone;École Vanguard, secteur francophone;5935, chemin de la Côte-de-Liesse;;66023;Montréal;V;H4T1C3;0;1;1;0;0;Installation;Privé;www.vanguardquebec.qc.ca;345500;École Vanguard;-73.683734;45.49155;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
399;20201019;345506;École Vanguard, secteur anglophone;École Vanguard, secteur anglophone;5935, chemin de la Côte-de-Liesse;;66023;Montréal;V;H4T1C3;0;1;1;0;0;Installation;Privé;;345500;École Vanguard;-73.683734;45.49155;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
401;20201019;347501;Éc. musulmanes de Mtl, Campus primaire;Écoles musulmanes de Montréal, Campus primaire;7445, avenue Chester;;66023;Montréal;V;H4V1M4;1;1;0;0;0;Installation;Privé;www.emms.ca;347500;Écoles musulmanes de Montréal;-73.654803;45.459612;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
402;20201019;347502;Éc. mus. de Mtl, Campus secondaire;Écoles musulmanes de Montréal, Campus secondaire;2255, boulevard Cavendish;;66023;Montréal;V;H4B2L7;0;0;1;0;0;Installation;Privé;www.emms.ca;347500;Écoles musulmanes de Montréal;-73.62549;45.462672;Secondaire;3_Priv_Bat_Secondaire
463;20201019;403502;Les écoles commun. Skver, sect. anglaise;Les écoles communautaires Skver, section anglaise;940, avenue Outremont;;66023;Montréal;V;H2V4P8;1;1;0;0;0;Installation;Privé;;403500;Les écoles communautaires Skver;-73.616903;45.52229;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
464;20201019;403504;Les écoles comm. Skver, sect. française;Les écoles communautaires Skver, section française;940, avenue Outremont;;66023;Montréal;V;H2V4P8;1;1;1;0;0;Installation;Privé;;403500;Les écoles communautaires Skver;-73.616903;45.52229;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
466;20201019;404503;Écoles juives et Peretz, sect. anglaise;Les Écoles juives populaires et les Écoles Peretz inc., section anglaise;6500, chemin Kildare;;66058;Côte-Saint-Luc;V;H4W3B8;1;1;1;0;0;Installation;Privé;;404500;Les Écoles juives populaires et les Écoles Peretz inc.;-73.657625;45.479072;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
467;20201019;404506;Écoles juives et Peretz, sect. française;Les Écoles juives populaires et les Écoles Peretz inc., section française;6500, chemin Kildare;;66058;Côte-Saint-Luc;V;H4W3B8;1;1;1;0;0;Installation;Privé;;404500;Les Écoles juives populaires et les Écoles Peretz inc.;-73.657625;45.479072;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
469;20201019;405501;Les Filles de Sainte-Marie de Leuca;Les Filles de Sainte-Marie de Leuca;125, rue Coulonge;;58227;Longueuil;V;J4G1H7;1;0;0;0;0;Installation;Privé;;405500;Les Filles de Sainte-Marie de Leuca;-73.483332;45.569407;Préscolaire;1_Priv_Bat_Prescolaire
471;20201019;407501;Séminaire Marie-Reine-du-Clergé;Séminaire Marie-Reine-du-Clergé;1569, route 169;;93012;Métabetchouan--Lac-à-la-Croix;V;G8G1A8;0;0;1;0;0;Installation;Privé;www.smrc.qc.ca;407500;Séminaire Marie-Reine-du-Clergé;-71.84267;48.438927;Secondaire;3_Priv_Bat_Secondaire
473;20201019;408501;Le Collège Lower Canada,C. prim. et sec.;Le Collège Lower Canada, Campus primaire et secondaire;4090, avenue Royal;;66023;Montréal;V;H4A2M5;0;1;1;0;0;Installation;Privé;www.lcc.ca;408500;Le Collège Lower Canada;-73.624113;45.470475;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
474;20201019;408502;Le Collège Lower Canada, C. préscolaire;Le Collège Lower Canada, Campus préscolaire;4030-4040, avenue Royal;;66023;Montréal;V;H4A2M5;1;0;0;0;0;Installation;Privé;www.lcc.ca;408500;Le Collège Lower Canada;-73.622718;45.469946;Préscolaire;1_Priv_Bat_Prescolaire
476;20201019;410501;École secondaire Loyola;École secondaire Loyola;7272, rue Sherbrooke Ouest;;66023;Montréal;V;H4B1R2;0;0;1;0;0;Installation;Privé;www.loyola.ca;410500;École secondaire Loyola;-73.63894;45.456681;Secondaire;3_Priv_Bat_Secondaire
478;20201019;426501;Académie des Sacrés-Coeurs;Académie des Sacrés-Coeurs;1575, rang des Vingt;;58037;Saint-Bruno-de-Montarville;V;J3V4P6;1;1;0;0;0;Installation;Privé;www.academiedessacrescoeurs.ca;426500;Académie des Sacrés-Coeurs;-73.294795;45.541463;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
480;20201019;434501;Pens. du St-Nom-de-Marie;Pensionnat du Saint-Nom-de-Marie ;628, chemin de la Côte-Sainte-Catherine;;66023;Montréal;V;H2V2C5;0;0;1;0;0;Installation;Privé;www.psnm.qc.ca;434500;Pensionnat du Saint-Nom-de-Marie;-73.613168;45.512113;Secondaire;3_Priv_Bat_Secondaire
482;20201019;435501;Pensionnat Notre-Dame-des-Anges;Pensionnat Notre-Dame-des-Anges;5680, boulevard Rosemont;;66023;Montréal;V;H1T2H2;1;1;0;0;0;Installation;Privé;www.pnda.qc.ca;435500;Pensionnat Notre-Dame-des-Anges;-73.560568;45.576014;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
484;20201019;436501;Externat Saint-Coeur de Marie;Externat Saint-Coeur de Marie;28, avenue des Cascades;;23027;Québec;V;G1E2J8;1;1;0;0;0;Installation;Privé;www.externat-scm.ca;436500;Externat Saint-Coeur de Marie;-71.200223;46.862688;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
487;20201019;444501;Séminaire de Chicoutimi;Séminaire de Chicoutimi - services éducatifs;679, rue Chabanel;;94068;Saguenay;V;G7H1Z7;0;0;1;0;0;Installation;Privé;www.seminairedechicoutimi.ca;444500;Séminaire de Chicoutimi - services éducatifs;-71.03712;48.41814;Secondaire;3_Priv_Bat_Secondaire
489;20201019;445501;Collège Trinité;Collège Trinité;1475, chemin des Vingt;;58037;Saint-Bruno-de-Montarville;V;J3V4P6;0;0;1;0;0;Installation;Privé;www.collegetrinite.ca;445500;Collège Trinité;-73.30232;45.535601;Secondaire;3_Priv_Bat_Secondaire
491;20201019;446501;Sém. de Sherbrooke;Séminaire de Sherbrooke ;195, rue Marquette;;43027;Sherbrooke;V;J1H1L6;0;0;1;0;0;Installation;Privé;seminaire-sherbrooke.qc.ca;446500;Séminaire de Sherbrooke;-71.894517;45.403012;Secondaire;3_Priv_Bat_Secondaire
424;20201019;374501;Institut secondaire Keranna;Institut secondaire Keranna;6205, boulevard des Chenaux;;37067;Trois-Rivières;V;G8Y6Z1;0;0;1;0;0;Installation;Privé;keranna.qc.ca;374500;Institut secondaire Keranna;-72.604841;46.357709;Secondaire;3_Priv_Bat_Secondaire
426;20201019;375501;Institut technique Aviron de Mtl, c.5460;Institut technique Aviron de Montréal, Campus 5460;5460, avenue Royalmount;;66072;Mont-Royal;V;H4P1H7;0;0;0;1;0;Installation;Privé;www.avirontech.com;375500;Institut technique Aviron de Montréal;-73.662835;45.496054;Formation professionnelle;8_Priv_Bat_FP
427;20201019;375502;Institut technique Aviron de Mtl, c.5490;Institut technique Aviron de Montréal, Campus 5490;5490, avenue Royalmount;;66072;Mont-Royal;V;H4P1H7;0;0;0;1;0;Installation;Privé;www.avirontech.com;375500;Institut technique Aviron de Montréal;-73.663231;45.495738;Formation professionnelle;8_Priv_Bat_FP
429;20201019;377501;Juvénat Notre-Dame du Saint-Laurent;Juvénat Notre-Dame du Saint-Laurent;30, rue du Juvénat;;25213;Lévis;V;G6W7X2;0;0;1;0;0;Installation;Privé;www.jnd.qc.ca;377500;Juvénat Notre-Dame du Saint-Laurent;-71.235499;46.761893;Secondaire;3_Priv_Bat_Secondaire
431;20201019;380501;L'Académie Centennial, section anglaise;L'Académie Centennial, section anglaise;2065, rue Sherbrooke Ouest;;66023;Montréal;V;H3H1G6;0;0;1;0;0;Installation;Privé;www.centennial.qc.ca;380500;L'Académie Centennial;-73.586766;45.493525;Secondaire;3_Priv_Bat_Secondaire
432;20201019;380503;L'Académie Centennial, section française;L'Académie Centennial, section française;2065, rue Sherbrooke Ouest;;66023;Montréal;V;H3H1G6;0;0;1;0;0;Installation;Privé;;380500;L'Académie Centennial;-73.586759;45.493518;Secondaire;3_Priv_Bat_Secondaire
433;20201019;380504;L'Académie Centennial, sec. angl. 2e c.;L'Académie Centennial, section anglaise 2e cycle;5100, chemin de la Côte-Saint-Luc;;66023;Montréal;V;H3G2G9;0;0;1;0;0;Installation;Privé;;380500;L'Académie Centennial;-73.620039;45.482175;Secondaire;3_Priv_Bat_Secondaire
435;20201019;382501;Ac. hébraïque inc., section anglaise;Académie hébraïque inc., section anglaise;5700, avenue Kellert;;66058;Côte-Saint-Luc;V;H4W1T4;1;1;1;0;0;Installation;Privé;www.ha-mtl.org;382500;Académie hébraïque inc.;-73.661623;45.472588;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
436;20201019;382502;Ac. hébraïque inc., section française;Académie hébraïque inc., section francaise;5700, avenue Kellert;;66058;Côte-Saint-Luc;V;H4W1T4;1;1;0;0;0;Installation;Privé;www.ha-mtl.org;382500;Académie hébraïque inc.;-73.661623;45.472588;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
438;20201019;384501;L'École Ali Ibn Abi Talib;L'École Ali Ibn Abi Talib;1610, rue De Beauharnois Ouest;;66023;Montréal;V;H4N1J5;1;1;1;0;0;Installation;Privé;www.ecoleali.com;384500;L'École Ali Ibn Abi Talib;-73.652381;45.528778;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
440;20201019;385501;L'École arménienne Sourp Hagop;L'École arménienne Sourp Hagop;3400, rue Nadon;;66023;Montréal;V;H4J1P5;1;1;1;0;0;Installation;Privé;www.ecolesourphagop.com;385500;L'École arménienne Sourp Hagop;-73.695949;45.531365;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
442;20201019;386501;L'É. Ursulines Qc et L., C. V.-Qc, s.f.;L'École des Ursulines de Québec et Loretteville, Campus du Vieux-Québec, section française;4, rue du Parloir;;23027;Québec;V;G1R4M5;1;1;0;0;0;Installation;Privé;www.euq.ca;386500;L'École des Ursulines de Québec et Loretteville;-71.208191;46.811724;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
443;20201019;386502;L'É. des Ursulines de Qc et L., C. de L.;L'École des Ursulines de Québec et Loretteville, Campus de Loretteville;63, rue Racine;;23027;Québec;V;G2B1C8;1;1;0;0;0;Installation;Privé;www.euq.ca;386500;L'École des Ursulines de Québec et Loretteville;-71.35553;46.854949;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
444;20201019;386503;L'É. Ursulines Qc et L., C. V.-Qc, s. a.;L'École des Ursulines de Québec et Loretteville, Campus du Vieux-Québec, section anglaise;4, rue du Parloir;;23027;Québec;V;G1R4M5;1;1;0;0;0;Installation;Privé;www.euq.ca;386500;L'École des Ursulines de Québec et Loretteville;-71.208191;46.811724;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
446;20201019;388501;L'École Sacré-Coeur de Montréal;L'École Sacré-Coeur de Montréal;3635, avenue Atwater;;66023;Montréal;V;H3H1Y4;0;0;1;0;0;Installation;Privé;www.sacredheart.qc.ca;388500;L'École Sacré-Coeur de Montréal;-73.587554;45.495201;Secondaire;3_Priv_Bat_Secondaire
450;20201019;394501;École à pas de géant;École à pas de géant;5460, rue Connaught;;66023;Montréal;V;H4V1X7;1;1;1;0;0;Installation;Privé;www.giantstepsmontreal.com;394500;École à pas de géant;-73.655626;45.461519;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
452;20201019;395501;École Lucien-Guilbault inc.;École Lucien-Guilbault inc.;3165, rue de Louvain Est;;66023;Montréal;V;H1Z1J7;0;1;1;0;0;Installation;Privé;www.lucien-guilbault.ca;395500;École Lucien-Guilbault inc.;-73.631335;45.572593;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
453;20201019;395503;École Lucien-Guilbault inc. - sect. 2e c;École Lucien-Guilbault inc.- secteur 2e cycle du secondaire;3001, rue de Louvain Est;;66023;Montréal;V;H1Z1J7;0;0;1;0;0;Installation;Privé;www.lucien-guilbault.ca;395500;École Lucien-Guilbault inc.;-73.631859;45.571624;Secondaire;3_Priv_Bat_Secondaire
455;20201019;396501;La Réussite inc.;La Réussite inc.;280, boulevard du Fort-Saint-Louis;Bureau 105;58033;Boucherville;V;J4B1S1;0;0;1;0;1;Installation;Privé;www.lareussite.qc.ca;396500;La Réussite inc.;-73.454728;45.595314;Secondaire - Éducation aux adultes;3_Priv_Bat_Secondaire
457;20201019;397501;La maternelle de Marie-Claire;La maternelle de Marie-Claire inc.;18190, boulevard Elkas;;66102;Kirkland;V;H9J3Y4;1;0;0;0;0;Installation;Privé;www.academiemarie-claire.qc.ca;397500;La maternelle de Marie-Claire inc.;-73.883374;45.443047;Préscolaire;1_Priv_Bat_Prescolaire
459;20201019;398501;La Petite Académie;La Petite Académie;1090, avenue Pratte;;54048;Saint-Hyacinthe;V;J2S4B6;1;1;0;0;0;Installation;Privé;www.lapetiteacademie.qc.ca;398500;La Petite Académie;-72.943017;45.632967;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
461;20201019;401501;Collège François-de-Laval;Collège François-de-Laval;6, rue de la Vieille-Université;;23027;Québec;V;G1R5X8;0;0;1;0;0;Installation;Privé;www.collegefdl.ca;401500;Collège François-de-Laval;-71.206338;46.815291;Secondaire;3_Priv_Bat_Secondaire
552;20201019;515501;L'École l'Eau-Vive;L'École l'Eau-Vive;4690, avenue Chauveau;;23027;Québec;V;G2C1A7;1;1;1;0;0;Installation;Privé;www.ecoleleauvive.com;515500;L'École l'Eau-Vive;-71.359581;46.826126;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
554;20201019;518501;Ctre form. profess. électrol. et esthét.;Centre de formation professionnelle d'électrolyse et d'esthétique;1428, chemin de Chambly;;58227;Longueuil;V;J4J3X3;0;0;0;1;0;Installation;Privé;www.cfpee.com;518500;Centre de formation professionnelle d'électrolyse et d'esthétique;-73.486519;45.531146;Formation professionnelle;8_Priv_Bat_FP
557;20201019;523501;Éc. oraliste de Qc enf. malent. sourds;École oraliste de Québec pour enfants malentendants ou sourds;1090, boulevard René-Lévesque Ouest;;23027;Québec;V;G1S1V5;1;1;1;0;0;Installation;Privé;www.ecoleoraliste.qc.ca;523500;École oraliste de Québec pour enfants malentendants ou sourds;-71.243077;46.79544;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
559;20201019;524501;Collège Nouvelles Frontières;Collège Nouvelles Frontières;250, rue Gamelin;;81017;Gatineau;V;J8Y1W9;0;0;1;0;0;Installation;Privé;www.nouvelles-frontieres.ca;524500;Collège Nouvelles Frontières;-75.749;45.443957;Secondaire;3_Priv_Bat_Secondaire
561;20201019;526501;École Al-Houda;École Al-Houda;7085, chemin de la Côte-Des-Neiges;;66023;Montréal;V;H3R2M1;1;1;1;0;0;Installation;Privé;www.ecolealhouda.ca;526500;École Al-Houda;-73.640135;45.505181;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
563;20201019;528501;Collège CDI Adm. Tech. Santé, C. de Mtl;Collège CDI Administration. Technologie. Santé, Campus de Montréal;416, boulevard De Maisonneuve Ouest;;66023;Montréal;V;H3A1L2;0;0;0;1;0;Installation;Privé;www.collegecdi.ca;528500;Collège CDI Administration. Technologie. Santé;-73.569586;45.505859;Formation professionnelle;8_Priv_Bat_FP
564;20201019;528502;Collège CDI Adm. Tech. Santé, C. Laval;Collège CDI Administration. Technologie. Santé, Campus de Laval;3, place Laval;bureau 400;65005;Laval;V;H7N1A2;0;0;0;1;0;Installation;Privé;www.collegecdi.ca;528500;Collège CDI Administration. Technologie. Santé;-73.704946;45.580726;Formation professionnelle;8_Priv_Bat_FP
566;20201019;534501;Collège Herzing;Collège Herzing;1616, boulevard René-Lévesque Ouest;;66023;Montréal;V;H3H1P8;0;0;0;1;0;Installation;Privé;www.herzing.ca;534500;Collège Herzing;-73.575236;45.493246;Formation professionnelle;8_Priv_Bat_FP
568;20201019;547501;École Les Jeunes Explorateurs;École Les Jeunes Explorateurs;210, rue Denison Est;;47017;Granby;V;J2H2R6;1;1;0;0;0;Installation;Privé;www.ecolelesjeunesexplorateurs.com;547500;École Les Jeunes Explorateurs;-72.705486;45.390826;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
493;20201019;447501;Sém. des Pères Maristes;Séminaire des Pères Maristes;2315, chemin Saint-Louis;;23027;Québec;V;G1T1R5;0;0;1;0;0;Installation;Privé;http://www.spmaristes.qc.ca;447500;Séminaire des Pères Maristes;-71.26022;46.770003;Secondaire;3_Priv_Bat_Secondaire
495;20201019;448501;Séminaire du Sacré Coeur;Séminaire du Sacré Coeur;2738, route 148;;76052;Grenville-sur-la-Rouge;M;J0V1B0;0;0;1;0;0;Installation;Privé;www.ssc.quebec;448500;Séminaire du Sacré Coeur;-74.749935;45.646397;Secondaire;3_Priv_Bat_Secondaire
497;20201019;449501;Collège des Hauts Sommets;Collège des Hauts Sommets;97, avenue de la Montagne;;21005;Saint-Tite-des-Caps;M;G0A4J0;0;0;1;0;0;Installation;Privé;www.deshautssommets.com;449500;Collège des Hauts Sommets;-70.795668;47.109986;Secondaire;3_Priv_Bat_Secondaire
499;20201019;454501;Sém. Saint-François;Séminaire Saint-François;4900, rue Saint-Félix;;23072;Saint-Augustin-de-Desmaures;V;G3A0L4;0;0;1;0;0;Installation;Privé;www.ss-f.com;454500;Séminaire Saint-François;-71.391594;46.736352;Secondaire;3_Priv_Bat_Secondaire
501;20201019;455501;Sém. Saint-Joseph Trois-Riv.;Séminaire Saint-Joseph de Trois-Rivières;858, boul. Laviolette;;37067;Trois-Rivières;V;G9A5S3;0;0;1;0;0;Installation;Privé;www.ssj.qc.ca;455500;Séminaire Saint-Joseph de Trois-Rivières;-72.544762;46.349071;Secondaire;3_Priv_Bat_Secondaire
503;20201019;456501;Le Séminaire Sainte-Marie;Le Séminaire Sainte-Marie;5655, boulevard des Hêtres;;36033;Shawinigan;V;G9N4V9;0;0;1;0;0;Installation;Privé;www.ssm1950.qc.ca;456500;Le Séminaire Sainte-Marie;-72.728811;46.575017;Secondaire;3_Priv_Bat_Secondaire
505;20201019;457501;Le Salésien;Le Salésien;135, rue Don Bosco Nord;;43027;Sherbrooke;V;J1L1E5;0;0;1;0;0;Installation;Privé;www.lesalesien.com;457500;Le Salésien;-71.951989;45.397899;Secondaire;3_Priv_Bat_Secondaire
507;20201019;463501;Collège Stanstead;Collège Stanstead;450, rue Dufferin;;45008;Stanstead;V;J0B3E0;0;0;1;0;0;Installation;Privé;www.stansteadcollege.com;463500;Collège Stanstead;-72.092061;45.011766;Secondaire;3_Priv_Bat_Secondaire
509;20201019;464501;Talmud Torah-Herzliah, C. Adams, s. a.;Les écoles Azrieli Talmud Torah - Herzliah, Campus Adams, section anglaise;5475, avenue Mountain Sights;;66023;Montréal;V;H3W2Y8;0;0;1;0;0;Installation;Privé;www.azrieli-tth.ca;464500;Les écoles Azrieli Talmud Torah - Herzliah;-73.634089;45.487752;Secondaire;3_Priv_Bat_Secondaire
510;20201019;464502;Talmud Torah-Herzliah, C. Beutel, s. f.;Les écoles Azrieli Talmud Torah - Herzliah, Campus Beutel, section française;4840, avenue Saint-Kevin;;66023;Montréal;V;H3W1P2;1;1;0;0;0;Installation;Privé;www.azrieli-tth.ca;464500;Les écoles Azrieli Talmud Torah - Herzliah;-73.631207;45.490606;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
511;20201019;464503;Talmud Torah-Herzliah, C. Adams, s. f.;Les écoles Azrieli Talmud Torah - Herzliah, Campus Adams, section française;5475, avenue Mountain Sights;;66023;Montréal;V;H3W2Y8;0;0;1;0;0;Installation;Privé;www.azrieli-tth.ca;464500;Les écoles Azrieli Talmud Torah - Herzliah;-73.634089;45.487752;Secondaire;3_Priv_Bat_Secondaire
512;20201019;464504;Talmud Torah-Herzliah, C. Beutel, s. a.;Les écoles Azrieli Talmud Torah - Herzliah, Campus Beutel, section anglaise;4840, avenue Saint-Kevin;;66023;Montréal;V;H3W1P2;1;1;0;0;0;Installation;Privé;www.azrieli-tth.ca;464500;Les écoles Azrieli Talmud Torah - Herzliah;-73.631207;45.490606;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
514;20201019;465501;École Priory;École Priory inc.;3120, Le Boulevard;;66023;Montréal;V;H3Y1R9;1;1;0;0;0;Installation;Privé;www.priory.qc.ca;465500;École Priory inc.;-73.597058;45.493321;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
516;20201019;466501;The Study, section préscolaire primaire;The Study, section préscolaire primaire;3233, The Boulevard;;66032;Westmount;V;H3Y1S4;1;1;0;0;0;Installation;Privé;www.thestudy.qc.ca;466500;The Study;-73.600725;45.490852;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
517;20201019;466502;The Study, section secondaire;The Study, section secondaire;3233, The Boulevard;;66032;Westmount;V;H3Y1S4;0;0;1;0;0;Installation;Privé;www.thestudy.qc.ca;466500;The Study;-73.600726;45.490852;Secondaire;3_Priv_Bat_Secondaire
519;20201019;467501;Collège Trafalgar pour filles;Collège Trafalgar pour filles;3495, rue Simpson;;66023;Montréal;V;H3G2J7;0;0;1;0;0;Installation;Privé;;467500;Collège Trafalgar pour filles;-73.583696;45.498713;Secondaire;3_Priv_Bat_Secondaire
521;20201019;468501;École Val Marie;École Val Marie inc.;88, chemin du Passage;;37067;Trois-Rivières;V;G8T2M3;1;1;0;0;0;Installation;Privé;www.valmarie.net;468500;École Val Marie inc.;-72.54064;46.370872;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
523;20201019;469501;Villa Maria;Villa Maria;4245, boul. Décarie;;66023;Montréal;V;H4A3K4;0;0;1;0;0;Installation;Privé;;469500;Villa Maria;-73.616711;45.481876;Secondaire;3_Priv_Bat_Secondaire
526;20201019;477501;Villa Sainte-Marcelline;Villa Sainte-Marcelline;815, avenue Upper Belmont;;66032;Westmount;V;H3Y1K5;1;1;1;0;0;Installation;Privé;;477500;Villa Sainte-Marcelline;-73.617444;45.489622;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
528;20201019;478502;Académie Yéshiva Yavné;Académie Yéshiva Yavné;7946, chemin Wavell;;66058;Côte-Saint-Luc;V;H4W1L7;1;1;1;0;0;Installation;Privé;;478500;Académie Yéshiva Yavné;-73.664451;45.46113;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
530;20201019;479501;Yeshiva Gedola-Merkaz Hatorah, s. angl.;Yeshiva Gedola-Merkaz Hatorah de Montréal, section anglaise;6155, chemin Deacon;;66023;Montréal;V;H3S2P4;1;1;1;0;0;Installation;Privé;;479500;Yeshiva Gedola-Merkaz Hatorah de Montréal;-73.620252;45.512772;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
531;20201019;479502;Yeshiva Gedola-Merkaz Hatorah, s. fran.;Yeshiva Gedola-Merkaz Hatorah de Montréal, section francaise;6155, chemin Deacon;;66023;Montréal;V;H3S2P4;1;1;0;0;0;Installation;Privé;;479500;Yeshiva Gedola-Merkaz Hatorah de Montréal;-73.620252;45.512772;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
