idx,filename,facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,geo_source,phone,email,website,nom_request_name,nom_request_city,nom_request_street,osm_address,osm_name,osm_lat,osm_lon,osm_prov,osm_country,osm_class,osm_type,osm_city
b96a1a8a2f38193b65ad538c49ae41,ON_Guelph_healthcare_facilities.csv,Guelph Walk-in Medical Clinic,Ambulatory health care services,,Guelph Walk-in Medical Clinic,,,,160,Kortright Road West,160 Kortright Road West,Guelph,ON,N1G4W2,Guelph,,,,519-265-9177,,,"Guelph Walk-in Medical Clinic, Guelph, ON, Canada","Guelph, ON, Canada","160 Kortright Road West, Guelph, ON, Canada","Zehrs, 160, Kortright Road West, Hart Village, Guelph, Southwestern Ontario, Ontario, N1G 4W2, Canada","Zehrs, 160, Kortright Road West, Hart Village, Guelph, Southwestern Ontario, Ontario, N1G 4W2, Canada",43.51324135,-80.21799163593867,,ca,shop,supermarket,Guelph
a522795b27ecc3514f5ce56756dabb,ON_Guelph_healthcare_facilities.csv,Guelph Walk-in Medical Clinic,Ambulatory health care services,,Guelph Walk-in Medical Clinic,,,,105,Silvercreek Parkway North,105 Silvercreek Parkway North,Guelph,ON,N1H6S4,Guelph,,,,519-822-9363,,,"Guelph Walk-in Medical Clinic, Guelph, ON, Canada","Guelph, ON, Canada","105 Silvercreek Parkway North, Guelph, ON, Canada","Silvercreek Walk-In Clinic, 105, Silvercreek Parkway North, Guelph, Southwestern Ontario, Ontario, N1H 6S4, Canada","Silvercreek Walk-In Clinic, 105, Silvercreek Parkway North, Guelph, Southwestern Ontario, Ontario, N1H 6S4, Canada",43.5391951,-80.2779968,,ca,amenity,doctors,Guelph
3c7d0c62bdf10c2afa40f278a72870,ON_Guelph_healthcare_facilities.csv,Family and Children's Services of Guelph and Wellington County,Ambulatory health care services,,Family and Children's Services of Guelph and Wellington County,,,,275,Eramosa Road,275 Eramosa Road,Guelph,ON,N1E2M7,Guelph,,,,519-824-2410,,,"Family and Children's Services of Guelph and Wellington County, Guelph, ON, Canada","Guelph, ON, Canada","275 Eramosa Road, Guelph, ON, Canada","275, Eramosa Road, Guelph, Southwestern Ontario, Ontario, N1E 4H1, Canada","275, Eramosa Road, Guelph, Southwestern Ontario, Ontario, N1E 4H1, Canada",43.5584244,-80.2490554,,ca,place,house,Guelph
db419129d836ac5fab971dedb88f48,ON_Guelph_healthcare_facilities.csv,Mango Tree,Ambulatory health care services,,Mango Tree,,,,28,Brock Road North,28 Brock Road North,Aberfoyle,ON,N1H6H9,Guelph,,,,519-224-0540,,http://www.mangotreefht.com,"Mango Tree, Aberfoyle, ON, Canada","Aberfoyle, ON, Canada","28 Brock Road North, Aberfoyle, ON, Canada","28, Brock Road North, Aberfoyle, Puslinch, Wellington County, Southwestern Ontario, Ontario, N0B2J0, Canada","28, Brock Road North, Aberfoyle, Puslinch, Wellington County, Southwestern Ontario, Ontario, N0B2J0, Canada",43.47622425093477,-80.15700265886649,,ca,place,house,Puslinch
830b2845931abee8d86c401076a551,ON_Guelph_healthcare_facilities.csv,Surrey 101,Ambulatory health care services,,Surrey 101,,,,21,Surrey Street West,21 SURREY ST W,Guelph,ON,N1H3R3,Guelph,,,,519-822-2188,,,"Surrey 101, Guelph, ON, Canada","Guelph, ON, Canada","21 Surrey Street West, Guelph, ON, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.54074734,-80.2460028,,ca,place,house,Guelph
c15ad1b686d1c95300a7401a59f4f3,ON_Guelph_healthcare_facilities.csv,Surrey 102,Ambulatory health care services,,Surrey 102,,,,21,Surrey Street West,21 SURREY ST W,Guelph,ON,N1H3R3,Guelph,,,,519-837-3623,,,"Surrey 102, Guelph, ON, Canada","Guelph, ON, Canada","21 Surrey Street West, Guelph, ON, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.54074734,-80.2460028,,ca,place,house,Guelph
5f43b47affc7d52b64b620ba2fde8c,ON_Guelph_healthcare_facilities.csv,Surrey 108,Ambulatory health care services,,Surrey 108,,,,21,Surrey Street West,21 SURREY ST W,Guelph,ON,N1H3R3,Guelph,,,,519-823-2190,,,"Surrey 108, Guelph, ON, Canada","Guelph, ON, Canada","21 Surrey Street West, Guelph, ON, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.54074734,-80.2460028,,ca,place,house,Guelph
270ef7559797fa1d642e19a1adf34f,ON_Guelph_healthcare_facilities.csv,Surrey 103,Ambulatory health care services,,Surrey 103,,,,21,Surrey Street West,21 SURREY ST W,Guelph,ON,N1H3R3,Guelph,,,,519-837-1170,,,"Surrey 103, Guelph, ON, Canada","Guelph, ON, Canada","21 Surrey Street West, Guelph, ON, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.54074734,-80.2460028,,ca,place,house,Guelph
4cf8314c8968c91171efa8726cead5,ON_Guelph_healthcare_facilities.csv,Surrey 302,Ambulatory health care services,,Surrey 302,,,,21,Surrey Street West,21 SURREY ST W,Guelph,ON,N1H3R3,Guelph,,,,519-763-4338,,,"Surrey 302, Guelph, ON, Canada","Guelph, ON, Canada","21 Surrey Street West, Guelph, ON, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.54074734,-80.2460028,,ca,place,house,Guelph
a3bee36bafcc2dd9d0673c4f1fd8d2,ON_Guelph_healthcare_facilities.csv,Surrey 301,Ambulatory health care services,,Surrey 301,,,,21,Surrey Street West,21 SURREY ST W,Guelph,ON,N1H3R3,Guelph,,,,519-836-7240,,,"Surrey 301, Guelph, ON, Canada","Guelph, ON, Canada","21 Surrey Street West, Guelph, ON, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada","21, Surrey Street West, The Ward, Guelph, Southwestern Ontario, Ontario, N1H 3A1, Canada",43.54074734,-80.2460028,,ca,place,house,Guelph
586a4130122fd6aa63421b22f88174,ON_Hamilton_residential_care_.csv,1059244 ONTARIO INC. O/A NORTHVIEW SENIOR RESIDENCE,Nursing and residential care facilities,,,,,,19,aikman ave,19 AIKMAN AVE HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1059244 ONTARIO INC. O/A NORTHVIEW SENIOR RESIDENCE, Hamilton, ON, Canada","Hamilton, ON, Canada","19 aikman ave, Hamilton, ON, Canada","19, Aikman Avenue, Hamilton, Golden Horseshoe, Ontario, L8M 1K2, Canada","19, Aikman Avenue, Hamilton, Golden Horseshoe, Ontario, L8M 1K2, Canada",43.25106458571428,-79.84851764285715,,ca,place,house,Hamilton
181f9b19fdf0792d8f597fbeb7f9bd,ON_Hamilton_residential_care_.csv,1099694 ONTARIO INC. O/A J & M REST HOME,Nursing and residential care facilities,,,,,,849,main st e,849 MAIN ST E HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1099694 ONTARIO INC. O/A J & M REST HOME, Hamilton, ON, Canada","Hamilton, ON, Canada","849 main st e, Hamilton, ON, Canada","849, Main Street East, The Delta, Hamilton, Golden Horseshoe, Ontario, L8M 1M8, Canada","849, Main Street East, The Delta, Hamilton, Golden Horseshoe, Ontario, L8M 1M8, Canada",43.2467181,-79.8356557,,ca,place,house,Hamilton
92245e1cf18629aa3b0f0606d75b38,ON_Hamilton_residential_care_.csv,1112824 ONTARIO LIMITED O/A MAPLE CREST MANOR,Nursing and residential care facilities,,,,,,904,king st e,904 KING ST E HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1112824 ONTARIO LIMITED O/A MAPLE CREST MANOR, Hamilton, ON, Canada","Hamilton, ON, Canada","904 king st e, Hamilton, ON, Canada","904, King Street East, The Delta, Hamilton, Golden Horseshoe, Ontario, L8L 6Y7, Canada","904, King Street East, The Delta, Hamilton, Golden Horseshoe, Ontario, L8L 6Y7, Canada",43.2512023,-79.8391925,,ca,place,house,Hamilton
c6d2950d03968de610ef7bfcb302a6,ON_Hamilton_residential_care_.csv,1112824 ONTARIO LIMITED O/A ST. ANDREW'S LODGE,Nursing and residential care facilities,,,,,,100,herkimer st,100 HERKIMER ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1112824 ONTARIO LIMITED O/A ST. ANDREW'S LODGE, Hamilton, ON, Canada","Hamilton, ON, Canada","100 herkimer st, Hamilton, ON, Canada","100, Herkimer Street, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 2G8, Canada","100, Herkimer Street, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 2G8, Canada",43.25044485,-79.87801045960498,,ca,building,yes,Hamilton
9550f917d6cc545c46ab3c79638c76,ON_Hamilton_residential_care_.csv,118 MARKET ST GP LTD O/A CAROLINE PLACE RETIREMENT RESIDENCE,Nursing and residential care facilities,,,,,,118,market st,118 MARKET ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"118 MARKET ST GP LTD O/A CAROLINE PLACE RETIREMENT RESIDENCE, Hamilton, ON, Canada","Hamilton, ON, Canada","118 market st, Hamilton, ON, Canada","Caroline Place Retirement Residence, 118, Market Street, Hess Village, Hamilton, Golden Horseshoe, Ontario, L8R 3P9, Canada","Caroline Place Retirement Residence, 118, Market Street, Hess Village, Hamilton, Golden Horseshoe, Ontario, L8R 3P9, Canada",43.2598043,-79.87479348170538,,ca,amenity,social_facility,Hamilton
7bde26f343f7bfea3b48b94eb28bd6,ON_Hamilton_residential_care_.csv,1562576 ONTARIO INC,Nursing and residential care facilities,,,,,,130,bold st,130 BOLD ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1562576 ONTARIO INC, Hamilton, ON, Canada","Hamilton, ON, Canada","130 bold st, Hamilton, ON, Canada","130, Bold Street, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 1P9, Canada","130, Bold Street, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 1P9, Canada",43.2542052,-79.8764299,,ca,place,house,Hamilton
ecec2a21f8c64c6450c38bb080aa5a,ON_Hamilton_residential_care_.csv,1562576 ONTARIO INC,Nursing and residential care facilities,,,,,,132,bold st,132 BOLD ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1562576 ONTARIO INC, Hamilton, ON, Canada","Hamilton, ON, Canada","132 bold st, Hamilton, ON, Canada","132, Bold Street, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 1P9, Canada","132, Bold Street, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 1P9, Canada",43.2542276,-79.8765211,,ca,place,house,Hamilton
a9bf14c4f03c205632af105f7df771,ON_Hamilton_residential_care_.csv,1562576 ONTARIO INC.,Nursing and residential care facilities,,,,,,7,blake st,7 BLAKE ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1562576 ONTARIO INC., Hamilton, ON, Canada","Hamilton, ON, Canada","7 blake st, Hamilton, ON, Canada","7, Blake Street, Hamilton, Golden Horseshoe, Ontario, L8M 1W7, Canada","7, Blake Street, Hamilton, Golden Horseshoe, Ontario, L8M 1W7, Canada",43.2471625,-79.8384944,,ca,place,house,Hamilton
61b9c6a49010effd3d180d9a03be50,ON_Hamilton_residential_care_.csv,1612711 ONTARIO INC. O/A VICTORIA MANOR I,Nursing and residential care facilities,,,,,,121,victoria ave s,121 VICTORIA AVE S HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1612711 ONTARIO INC. O/A VICTORIA MANOR I, Hamilton, ON, Canada","Hamilton, ON, Canada","121 victoria ave s, Hamilton, ON, Canada","121, Victoria Avenue South, Hamilton, Golden Horseshoe, Ontario, L8N 1H9, Canada","121, Victoria Avenue South, Hamilton, Golden Horseshoe, Ontario, L8N 1H9, Canada",43.249324466666664,-79.8582868,,ca,place,house,Hamilton
93c6ffd2bce6acd676c0026474c851,ON_Hamilton_residential_care_.csv,1612712 ONTARIO INC. O/A VICTORIA MANOR II,Nursing and residential care facilities,,,,,,115,victoria ave s,115 VICTORIA AVE S HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1612712 ONTARIO INC. O/A VICTORIA MANOR II, Hamilton, ON, Canada","Hamilton, ON, Canada","115 victoria ave s, Hamilton, ON, Canada","115, Victoria Avenue South, Hamilton, Golden Horseshoe, Ontario, L8N 1H9, Canada","115, Victoria Avenue South, Hamilton, Golden Horseshoe, Ontario, L8N 1H9, Canada",43.24950643333333,-79.8582139,,ca,place,house,Hamilton
e1c742733f6b090fae4075e08ce6fa,ON_Hamilton_residential_care_.csv,1612714 ONTARIO INC. O/A CATHMAR MANOR,Nursing and residential care facilities,,,,,,236,catharine st n,236 CATHARINE ST N HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1612714 ONTARIO INC. O/A CATHMAR MANOR, Hamilton, ON, Canada","Hamilton, ON, Canada","236 catharine st n, Hamilton, ON, Canada","Residence on Catherine, 236, Catharine Street North, Beasley, Hamilton, Golden Horseshoe, Ontario, L8L 4S6, Canada","Residence on Catherine, 236, Catharine Street North, Beasley, Hamilton, Golden Horseshoe, Ontario, L8L 4S6, Canada",43.2621009,-79.86165210468172,,ca,amenity,social_facility,Hamilton
06d836f84af0ee624e53384a901fe2,ON_Hamilton_residential_care_.csv,1617602 ONTARIO LTD O/A EVERGREEN MANOR,Nursing and residential care facilities,,,,,,41,cathcart st,41 CATHCART ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1617602 ONTARIO LTD O/A EVERGREEN MANOR, Hamilton, ON, Canada","Hamilton, ON, Canada","41 cathcart st, Hamilton, ON, Canada","41, Cathcart Street, Beasley, Hamilton, Golden Horseshoe, Ontario, L8L 0A9, Canada","41, Cathcart Street, Beasley, Hamilton, Golden Horseshoe, Ontario, L8L 0A9, Canada",43.257250944371975,-79.85912371250937,,ca,place,house,Hamilton
9389224250752dc2a0b7d789d81e22,ON_Hamilton_residential_care_.csv,1775319 ONTARIO INC. o/a FAITH HOPE MANOR,Nursing and residential care facilities,,,,,,178,john st n,178 JOHN ST N HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1775319 ONTARIO INC. o/a FAITH HOPE MANOR, Hamilton, ON, Canada","Hamilton, ON, Canada","178 john st n, Hamilton, ON, Canada","178, John Street North, Beasley, Hamilton, Golden Horseshoe, Ontario, L8L 1Z7, Canada","178, John Street North, Beasley, Hamilton, Golden Horseshoe, Ontario, L8L 1Z7, Canada",43.260917523529415,-79.86411127647058,,ca,place,house,Hamilton
9dbbaf42e18bcce42233df64af42b6,ON_Hamilton_residential_care_.csv,1775319 ONTARIO INC. o/a VEROLEN'S REST HOME,Nursing and residential care facilities,,,,,,106,catharine st s,106 CATHARINE ST S HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1775319 ONTARIO INC. o/a VEROLEN'S REST HOME, Hamilton, ON, Canada","Hamilton, ON, Canada","106 catharine st s, Hamilton, ON, Canada","106, Catharine Street South, Corktown, Hamilton, Golden Horseshoe, Ontario, L8N 2C4, Canada","106, Catharine Street South, Corktown, Hamilton, Golden Horseshoe, Ontario, L8N 2C4, Canada",43.2521967,-79.8668082,,ca,place,house,Hamilton
16d5a40a90eb77945c0187f5e6cdaf,ON_Hamilton_residential_care_.csv,1804248 ONTARIO INC O/A JERELDAY,Nursing and residential care facilities,,,,,,418,main st e,418 MAIN ST E HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1804248 ONTARIO INC O/A JERELDAY, Hamilton, ON, Canada","Hamilton, ON, Canada","418 main st e, Hamilton, ON, Canada","418, Main Street East, Hamilton, Golden Horseshoe, Ontario, L9T 1P7, Canada","418, Main Street East, Hamilton, Golden Horseshoe, Ontario, L9T 1P7, Canada",43.251035,-79.8533941,,ca,place,house,Hamilton
151b14e903c2026db86c17655a7abb,ON_Hamilton_residential_care_.csv,1804248 ONTARIO INC. O/A ST. CLAIR LODGING HOME,Nursing and residential care facilities,,,,,,75,st. clair ave,75 ST. CLAIR AVE HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1804248 ONTARIO INC. O/A ST. CLAIR LODGING HOME, Hamilton, ON, Canada","Hamilton, ON, Canada","75 st. clair ave, Hamilton, ON, Canada","75, St Clair Avenue, Hamilton, Golden Horseshoe, Ontario, L8M 1K2, Canada","75, St Clair Avenue, Hamilton, Golden Horseshoe, Ontario, L8M 1K2, Canada",43.248769546153845,-79.84039011538462,,ca,place,house,Hamilton
2d19a0230af873f3333eef3c059994,ON_Hamilton_residential_care_.csv,1856884 ONTARIO INC. O/A SUNRISE MANOR LODGING HOME,Nursing and residential care facilities,,,,,,18,victoria ave n,18 VICTORIA AVE N HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1856884 ONTARIO INC. O/A SUNRISE MANOR LODGING HOME, Hamilton, ON, Canada","Hamilton, ON, Canada","18 victoria ave n, Hamilton, ON, Canada","18, Victoria Avenue North, Beasley, Hamilton, Golden Horseshoe, Ontario, L8N 2R9, Canada","18, Victoria Avenue North, Beasley, Hamilton, Golden Horseshoe, Ontario, L8N 2R9, Canada",43.253475675000004,-79.85643954999999,,ca,place,house,Hamilton
9ef41838c3eca2a14b660367569c66,ON_Hamilton_residential_care_.csv,1857147 ONTARIO INC.,Nursing and residential care facilities,,,,,,160,park st s,160 PARK ST S HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1857147 ONTARIO INC., Hamilton, ON, Canada","Hamilton, ON, Canada","160 park st s, Hamilton, ON, Canada","160, Park Street South, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 1P9, Canada","160, Park Street South, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 1P9, Canada",43.253097249999996,-79.87436913148824,,ca,building,house,Hamilton
9c080e8a39226872d4c86e76901bd0,ON_Hamilton_residential_care_.csv,1869423 ONTARIO LTD. o/a Yorkville Retirement Residence,Nursing and residential care facilities,,,,,,211,york rd,211 YORK RD DUNDAS ON L9H 1M9,Dundas,ON,L9H1M9,Hamilton,,,,,,,"1869423 ONTARIO LTD. o/a Yorkville Retirement Residence, Dundas, ON, Canada","Dundas, ON, Canada","211 york rd, Dundas, ON, Canada","211, York Road, Cootes Paradise, Dundas, Hamilton, Golden Horseshoe, Ontario, L9H 1P8, Canada","211, York Road, Cootes Paradise, Dundas, Hamilton, Golden Horseshoe, Ontario, L9H 1P8, Canada",43.2755247,-79.9425149,,ca,place,house,Hamilton
dd6a4de48085764412ec54559c30ef,ON_Hamilton_residential_care_.csv,1906293 ONTARIO INC. o/a MABUHAY RESIDENTIAL CARE FACILITY,Nursing and residential care facilities,,,,,,325,wentworth st n,325 WENTWORTH ST N HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"1906293 ONTARIO INC. o/a MABUHAY RESIDENTIAL CARE FACILITY, Hamilton, ON, Canada","Hamilton, ON, Canada","325 wentworth st n, Hamilton, ON, Canada","325, Wentworth Street North, Hamilton, Golden Horseshoe, Ontario, L8K 6N1, Canada","325, Wentworth Street North, Hamilton, Golden Horseshoe, Ontario, L8K 6N1, Canada",43.2614777,-79.8450837,,ca,place,house,Hamilton
453f2285c984c9641f251d3a232fe9,ON_Hamilton_residential_care_.csv,2094509 ONTARIO INC. O/A MAXWELL'S SECOND LEVEL LODGING HOME,Nursing and residential care facilities,,,,,,274,bay st s,274 BAY ST S HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"2094509 ONTARIO INC. O/A MAXWELL'S SECOND LEVEL LODGING HOME, Hamilton, ON, Canada","Hamilton, ON, Canada","274 bay st s, Hamilton, ON, Canada","274, Bay Street South, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 2C7, Canada","274, Bay Street South, Durand, Hamilton, Golden Horseshoe, Ontario, L8P 2C7, Canada",43.2498715,-79.87754033475805,,ca,building,apartments,Hamilton
a007a0b96f3a8795eedebc7bb5ecd9,ON_Hamilton_residential_care_.csv,2178949 ONTARIO INC O/A ABERDEEN GARDENS,Nursing and residential care facilities,,,,,,330,dundurn st s,330 DUNDURN ST S HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"2178949 ONTARIO INC O/A ABERDEEN GARDENS, Hamilton, ON, Canada","Hamilton, ON, Canada","330 dundurn st s, Hamilton, ON, Canada","330, Dundurn Street South, Hamilton, Golden Horseshoe, Ontario, L8P 4L6, Canada","330, Dundurn Street South, Hamilton, Golden Horseshoe, Ontario, L8P 4L6, Canada",43.25159205,-79.89342721470487,,ca,building,yes,Hamilton
ac1c922f1726f91cf0381c7fd6145d,ON_Hamilton_residential_care_.csv,2244786 ONTARIO INC. O/A ORCHARD TERRACE CARE CENTRE FACILITY INC,Nursing and residential care facilities,,,,,,199,glover rd,199 GLOVER RD STONEY CREEK ON,Stoney creek,ON,,Hamilton,,,,,,,"2244786 ONTARIO INC. O/A ORCHARD TERRACE CARE CENTRE FACILITY INC, Stoney creek, ON, Canada","Stoney creek, ON, Canada","199 glover rd, Stoney creek, ON, Canada","Glover Mountain Road, Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8K 5P5, Canada","Glover Mountain Road, Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8K 5P5, Canada",43.208798,-79.7769069,,ca,highway,residential,Hamilton
2662cdda5f5595bae6dfd376e5141a,ON_Hamilton_residential_care_.csv,2430866 ONTARIO INC o/a TARA RETIREMENT HOME INC.,Nursing and residential care facilities,,,,,,843,mohawk rd e,843 MOHAWK RD E HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"2430866 ONTARIO INC o/a TARA RETIREMENT HOME INC., Hamilton, ON, Canada","Hamilton, ON, Canada","843 mohawk rd e, Hamilton, ON, Canada","843, Mohawk Road East, Hampton Heights, Hamilton, Golden Horseshoe, Ontario, L8T 2R8, Canada","843, Mohawk Road East, Hampton Heights, Hamilton, Golden Horseshoe, Ontario, L8T 2R8, Canada",43.21714328620689,-79.8345049586207,,ca,place,house,Hamilton
82ec204fa458eef77534e32685de10,ON_Hamilton_residential_care_.csv,2556936 ONTARIO INC. o/a SUNNYSIDE LODGE,Nursing and residential care facilities,,,,,,11,lake avenue dr,11 LAKE AVENUE DR STONEY CREEK ON L8G 1X5,Stoney creek,ON,L8G1X5,Hamilton,,,,,,,"2556936 ONTARIO INC. o/a SUNNYSIDE LODGE, Stoney creek, ON, Canada","Stoney creek, ON, Canada","11 lake avenue dr, Stoney creek, ON, Canada","11, Lake Avenue Drive, Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8G 1B6, Canada","11, Lake Avenue Drive, Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8G 1B6, Canada",43.21788045894924,-79.75783331552435,,ca,place,house,Hamilton
521a8ffb9ea9bea39bba49680979e7,ON_Hamilton_residential_care_.csv,346 - 348 QUEENSTON ROAD HAMILTON HOLDINGS INC. O/A QUEENSTON RETIREMENT HOME,Nursing and residential care facilities,,,,,,346,queenston rd,346 QUEENSTON RD HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"346 - 348 QUEENSTON ROAD HAMILTON HOLDINGS INC. O/A QUEENSTON RETIREMENT HOME, Hamilton, ON, Canada","Hamilton, ON, Canada","346 queenston rd, Hamilton, ON, Canada","346, Queenston Road, Hamilton, Golden Horseshoe, Ontario, L8K 3P3, Canada","346, Queenston Road, Hamilton, Golden Horseshoe, Ontario, L8K 3P3, Canada",43.2332854,-79.788863,,ca,place,house,Hamilton
0de04aacca6f74676d4376fb4d7a8e,ON_Hamilton_residential_care_.csv,AMICA AT STONEY CREEK,Nursing and residential care facilities,,,,,,135,king st e,135 KING ST E STONEY CREEK ON,Stoney creek,ON,,Hamilton,,,,,,,"AMICA AT STONEY CREEK, Stoney creek, ON, Canada","Stoney creek, ON, Canada","135 king st e, Stoney creek, ON, Canada","135, King Street East, Cherry Heights, Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8G 2X5, Canada","135, King Street East, Cherry Heights, Stoney Creek, Hamilton, Golden Horseshoe, Ontario, L8G 2X5, Canada",43.2175172,-79.7483356,,ca,place,house,Hamilton
8f09f51d36d078a13ecfc7bba4b47d,ON_Hamilton_residential_care_.csv,AMICA DUNDAS INC.,Nursing and residential care facilities,,,,,,50,hatt st,50 HATT ST DUNDAS ON,Dundas,ON,,Hamilton,,,,,,,"AMICA DUNDAS INC., Dundas, ON, Canada","Dundas, ON, Canada","50 hatt st, Dundas, ON, Canada","Amica at Dundas, 50, Hatt Street, Dundas, Hamilton, Golden Horseshoe, Ontario, L9H 7S6, Canada","Amica at Dundas, 50, Hatt Street, Dundas, Hamilton, Golden Horseshoe, Ontario, L9H 7S6, Canada",43.264515599999996,-79.95507383944866,,ca,amenity,social_facility,Hamilton
8114900e9548d2e6a0ff08517ce3f4,ON_Hamilton_residential_care_.csv,ANCHOR ASSOCIATION,Nursing and residential care facilities,,,,,,42,spadara dr,42 SPADARA DR HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"ANCHOR ASSOCIATION, Hamilton, ON, Canada","Hamilton, ON, Canada","42 spadara dr, Hamilton, ON, Canada","42, Spadara Drive, Hamilton, Golden Horseshoe, Ontario, L9B 2X5, Canada","42, Spadara Drive, Hamilton, Golden Horseshoe, Ontario, L9B 2X5, Canada",43.2093375,-79.9167579,,ca,place,house,Hamilton
446c3404cf57832ccd839a7c889a80,ON_Hamilton_residential_care_.csv,BARTON RETIREMENT INC. O/A THE WELLINGTON,Nursing and residential care facilities,,,,,,1430,upper wellington st,1430 UPPER WELLINGTON ST HAMILTON ON,Hamilton,ON,,Hamilton,,,,,,,"BARTON RETIREMENT INC. O/A THE WELLINGTON, Hamilton, ON, Canada","Hamilton, ON, Canada","1430 upper wellington st, Hamilton, ON, Canada","The Wellington Nursing Home, 1430, Upper Wellington Street, Hamilton, Golden Horseshoe, Ontario, L9A 5H3, Canada","The Wellington Nursing Home, 1430, Upper Wellington Street, Hamilton, Golden Horseshoe, Ontario, L9A 5H3, Canada",43.20944805,-79.87954745927644,,ca,amenity,social_facility,Hamilton
ddc92ac7d7357b1140617d5d398e23,ON_Hamilton_residential_care_.csv,BERTRAM PLACE RETIREMENT LIVING CENTRE INC.,Nursing and residential care facilities,,,,,,21,hatt st,21 HATT ST DUNDAS ON,Dundas,ON,,Hamilton,,,,,,,"BERTRAM PLACE RETIREMENT LIVING CENTRE INC., Dundas, ON, Canada","Dundas, ON, Canada","21 hatt st, Dundas, ON, Canada","21, Hatt Street, Dundas, Hamilton, Golden Horseshoe, Ontario, L9H 0C1, Canada","21, Hatt Street, Dundas, Hamilton, Golden Horseshoe, Ontario, L9H 0C1, Canada",43.2651695,-79.9558965,,ca,place,house,Hamilton
